teacherextuserid,classcode,classid,invitationid,tch
t145_1594828790430_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,a167c599-d1f2-4df1-b7d9-7527cef04eb1,t245_20200715-210618_45
t145_1594828790105_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,aa94cdf6-3458-4030-9cad-8b6a99666f11,t245_20200715-210618_39
t145_1594828791505_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,cbbace01-10c8-4848-ad12-e44382dc7e91,t245_20200715-210618_41
t145_1594828797188_47,uqgR-iYzh,30bdf6a2-c6b4-11ea-89f8-0242ac110002,455d9bef-88f4-4951-b35f-3ab128d72aa2,t245_20200715-210618_47
t145_1594828791286_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,74bce0bb-1467-4e3f-bb5f-32d1ab5b4e56,t245_20200715-210618_46
t145_1594828793988_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,29277d38-b4f0-443d-972c-9cd47e4954e4,t245_20200715-210618_43
t145_1594828801358_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,f021dab9-2d01-4833-aeca-932730389369,t245_20200715-210618_38
t145_1594828801713_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,1e9c1d8b-aa22-4381-b000-239adf49e0b5,t245_20200715-210618_40
t145_1594828803899_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,2140edd4-b177-4f90-8412-2e5034df6259,t245_20200715-210618_44
t145_1594828802500_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,6ce4f03f-e4ab-497e-b512-6d8ac45bd09e,t245_20200715-210618_42
t145_1594828808547_47,uqgR-iYzh,30bdf6a2-c6b4-11ea-89f8-0242ac110002,cb6862e8-bf8e-4e3c-b2c7-15c127d41720,t245_20200715-210618_47
t145_1594828808976_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,9eef8b98-1e8b-4332-88f4-df761b2bff91,t245_20200715-210618_46
t145_1594828805040_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,ce6382bc-56eb-4bd3-862e-43bdcdf27f3d,t245_20200715-210618_45
t145_1594828807678_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,984cbcc2-ac11-4606-a8de-881e67f1f30e,t245_20200715-210618_41
t145_1594828806237_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,ea8a8fe3-47f3-4c6a-a642-40f58d1af129,t245_20200715-210618_39
t145_1594828811123_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,f0ff938a-adb8-4b0d-a233-26e359e2f52b,t245_20200715-210618_43
t145_1594828813738_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,d96b50e9-4144-4b0c-aff6-dd96f14fc73c,t245_20200715-210618_40
t145_1594828815943_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,6b051740-420e-47c2-8cc8-59032f3be4bb,t245_20200715-210618_44
t145_1594828821262_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,80de0310-54b2-44a9-a654-1136c72fdaf7,t245_20200715-210618_45
t145_1594828819827_47,uqgR-iYzh,30bdf6a2-c6b4-11ea-89f8-0242ac110002,cf79b109-bad3-46f8-9059-0f252e9c58ad,t245_20200715-210618_47
t145_1594828823053_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,36a1ca43-5a4a-47ed-9781-90434903c7bb,t245_20200715-210618_41
t145_1594828824077_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,cbba5497-593d-48ba-a781-49356917a07f,t245_20200715-210618_39
t145_1594828818142_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,450c2642-7452-4df1-a027-f3038a35df52,t245_20200715-210618_42
t145_1594828820208_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,5131d755-6f02-4bc6-a04d-58eea38fb727,t245_20200715-210618_46
t145_1594828824451_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,d8545473-d7d4-48f0-b6a1-60ec43141080,t245_20200715-210618_43
t145_1594828824491_48,7YBR-wnFX,40fd5b42-c6b4-11ea-96b3-0242ac110002,3d1e79c7-92d9-4536-b27b-eb0dcdf76042,t245_20200715-210618_48
t145_1594828829767_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,8b6d512c-8460-4ddb-95ec-f06e1153dc43,t245_20200715-210618_40
t145_1594828830711_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,c0d21029-36f8-4532-a7aa-7a984cae8bcd,t245_20200715-210618_44
t145_1594828833710_47,uqgR-iYzh,30bdf6a2-c6b4-11ea-89f8-0242ac110002,bea485e8-b47b-458f-88da-e24d0c07f876,t245_20200715-210618_47
t145_1594828831828_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,187a0c79-1a86-47f6-b682-40f5498b29f1,t245_20200715-210618_45
t145_1594828835935_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,2bf8b39e-bdf4-4e59-8b83-876bc4661c1c,t245_20200715-210618_42
t145_1594828833997_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,3967c4db-9c2b-431c-85b4-d3c4a433060f,t245_20200715-210618_41
t145_1594828834490_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,e9ba148b-5735-4902-9b0f-1450483dd255,t245_20200715-210618_39
t145_1594828836561_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,87ed41b7-3b9e-4466-8bf6-f7782ca881ac,t245_20200715-210618_46
t145_1594828838145_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,891e7d45-67d3-42d5-a350-98afad0b4766,t245_20200715-210618_43
t145_1594828843909_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,d5afa3b2-6793-48f1-b8a3-adfb6bf3c651,t245_20200715-210618_44
t145_1594828846580_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,03a25f01-583a-4754-b171-f6af56394766,t245_20200715-210618_45
t145_1594828840426_48,7YBR-wnFX,40fd5b42-c6b4-11ea-96b3-0242ac110002,65bbffb6-c8a7-4299-9c12-fe12466fde14,t245_20200715-210618_48
t145_1594828846230_47,uqgR-iYzh,30bdf6a2-c6b4-11ea-89f8-0242ac110002,33ac7258-8218-40d6-a90d-a626c4de70cd,t245_20200715-210618_47
t145_1594828850041_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,e46a7345-58b0-45a6-9e10-c96f5b0b1656,t245_20200715-210618_42
t145_1594828853207_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,4a207c55-8665-477c-8bc5-2055dcea3cbc,t245_20200715-210618_46
t145_1594828851736_49,McKu-CjWj,52348d62-c6b4-11ea-89f8-0242ac110002,76c0fe5a-7d1f-4fe4-a668-5f9a6142dab7,t245_20200715-210618_49
t145_1594828851158_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,a47c9c7c-5d24-432a-b3bb-1d796d61167e,t245_20200715-210618_41
t145_1594828854005_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,7e228010-53d0-48a9-8dc9-ad82ecb69b3f,t245_20200715-210618_43
t145_1594828854393_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,e2bdaced-80f8-440f-b1e8-d33c2c3a2f66,t245_20200715-210618_44
t145_1594828857296_48,7YBR-wnFX,40fd5b42-c6b4-11ea-96b3-0242ac110002,fa1c6b27-a30f-447a-a12b-989c4711ff87,t245_20200715-210618_48
t145_1594828856981_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,f5224829-e103-4c86-b0a3-3691a5ab29b2,t245_20200715-210618_45
t145_1594828860250_47,uqgR-iYzh,30bdf6a2-c6b4-11ea-89f8-0242ac110002,3ca296bf-1d47-4d7e-9d94-114dbba1c86f,t245_20200715-210618_47
t145_1594828865040_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,dd5ac84d-2e1a-4c38-b17b-634589817d89,t245_20200715-210618_46
t145_1594828866196_49,McKu-CjWj,52348d62-c6b4-11ea-89f8-0242ac110002,fe7f8605-e658-439e-bb83-33a21a0f6d6b,t245_20200715-210618_49
t145_1594828861933_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,57f2c1a8-43a1-4e10-bdf2-a495ac1334c8,t245_20200715-210618_42
t145_1594828867421_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,75cea509-5550-4294-be74-833f088c261c,t245_20200715-210618_43
t145_1594828872311_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,66aff0fd-e81c-416a-8eb9-8584a1b187d5,t245_20200715-210618_44
t145_1594828866904_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,0ba8d7c7-f656-4793-8496-033da4bb72ca,t245_20200715-210618_41
t145_1594828872591_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,461b7d7f-92f2-478c-91b1-2d145d1dbcf6,t245_20200715-210618_45
t145_1594828875992_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,562fab87-5b24-410f-88d6-c7d1aaf653e9,t245_20200715-210618_46
t145_1594828875701_47,uqgR-iYzh,30bdf6a2-c6b4-11ea-89f8-0242ac110002,5f83186c-c920-4eb3-92cc-5b15c0f3fce1,t245_20200715-210618_47
t145_1594828872556_48,7YBR-wnFX,40fd5b42-c6b4-11ea-96b3-0242ac110002,f4d52932-10e2-4819-bd08-c8eae816d75a,t245_20200715-210618_48
t145_1594828878787_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,6fc44fd4-1c09-458c-a33e-981ea33714f9,t245_20200715-210618_42
t145_1594828877174_49,McKu-CjWj,52348d62-c6b4-11ea-89f8-0242ac110002,1830dcd9-7b8f-480f-a3b2-6006f8cc7f6d,t245_20200715-210618_49
t145_1594828881052_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,4f7510cc-668e-47ae-af04-a10b20f7642a,t245_20200715-210618_43
t145_1594828884368_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,99a28d6e-dcc0-4fe1-83eb-2689491b46a1,t245_20200715-210618_41
t145_1594828886184_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,0d3f1e7c-591c-40e4-ab14-a1379ed82420,t245_20200715-210618_45
t145_1594828886310_50,QPLK-goJF,66f53450-c6b4-11ea-acee-0242ac110002,c30e689e-907a-45db-b8b0-3003f51756dd,t245_20200715-210618_50
t145_1594828884190_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,8adcda1d-6591-45ea-8bd2-b9b2131db747,t245_20200715-210618_44
t145_1594828889049_47,uqgR-iYzh,30bdf6a2-c6b4-11ea-89f8-0242ac110002,59c553d3-107a-41e7-bafe-78acc33a6411,t245_20200715-210618_47
t145_1594828889360_48,7YBR-wnFX,40fd5b42-c6b4-11ea-96b3-0242ac110002,8b34d8d1-a9b8-4251-9b0e-1ac0c2983b94,t245_20200715-210618_48
t145_1594828891618_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,bf268fb4-b7c0-4834-9ec4-d991388a01dd,t245_20200715-210618_42
t145_1594828886799_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,a7a39b3a-958f-44cc-8e5b-68aaa9bd60b0,t245_20200715-210618_46
t145_1594828896399_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,f2400dd4-6d5f-4aec-bb20-9a26c5719c5c,t245_20200715-210618_41
t145_1594828898227_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,475c282e-1e90-4a1e-a36b-d2a35b2f32f9,t245_20200715-210618_45
t145_1594828896069_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,429c54b2-1609-4f74-808f-4161f13e285b,t245_20200715-210618_43
t145_1594828894250_49,McKu-CjWj,52348d62-c6b4-11ea-89f8-0242ac110002,87ac8354-62f7-434b-be94-3cbd48032fa6,t245_20200715-210618_49
t145_1594828898256_50,QPLK-goJF,66f53450-c6b4-11ea-acee-0242ac110002,51050cde-9ace-4e32-a00d-25b5553f556f,t245_20200715-210618_50
t145_1594828898612_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,998bf13e-0b6d-4994-b699-a30c3769297a,t245_20200715-210618_44
t145_1594828902877_48,7YBR-wnFX,40fd5b42-c6b4-11ea-96b3-0242ac110002,cee5cc37-341c-4247-b938-ec876aadb66c,t245_20200715-210618_48
t145_1594828900441_47,uqgR-iYzh,30bdf6a2-c6b4-11ea-89f8-0242ac110002,394d2b46-3ce9-454d-829c-5827523c7874,t245_20200715-210618_47
t145_1594828904782_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,4c112be0-8686-4881-beaa-f04fa1a7661c,t245_20200715-210618_46
t145_1594828903457_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,0753f8d0-0ee1-493b-99ee-8b610f9d52b6,t245_20200715-210618_42
t145_1594828909994_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,f06fa86f-85f0-4369-a0d5-41ee599b8a9f,t245_20200715-210618_45
t145_1594828911183_49,McKu-CjWj,52348d62-c6b4-11ea-89f8-0242ac110002,d992f974-ada5-4a78-a156-35b384570606,t245_20200715-210618_49
t145_1594828912059_50,QPLK-goJF,66f53450-c6b4-11ea-acee-0242ac110002,38b249e7-a3fc-4597-b997-d8a45121e473,t245_20200715-210618_50
t145_1594828911117_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,e55d5bce-d1b3-40e3-8b49-1a79e3665af7,t245_20200715-210618_43
t145_1594828914455_48,7YBR-wnFX,40fd5b42-c6b4-11ea-96b3-0242ac110002,c8469dc4-ed22-4e0e-87e5-57ea69c650bf,t245_20200715-210618_48
t145_1594828915040_47,uqgR-iYzh,30bdf6a2-c6b4-11ea-89f8-0242ac110002,6999c0ae-da8e-4b6e-80f2-4cd5e21750f8,t245_20200715-210618_47
t145_1594828920314_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,9ecf6cd3-3997-44f9-ae61-fe9873211727,t245_20200715-210618_46
t145_1594828914014_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,cbe58cca-24b9-4257-bbd7-222bc999aa8d,t245_20200715-210618_44
t145_1594828920364_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,0a57ed31-9596-496d-b7b7-5b1e42801f9e,t245_20200715-210618_42
t145_1594828922151_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,d952ff62-f801-4aa6-bd26-a177e9e5a692,t245_20200715-210618_45
