teacvherextuserid,classcode,classid,invitationid,tch
t144_1594825296629_12,ybj4-qiHz,fa2e7fd1-c6ab-11ea-acee-0242ac110002,0060a84d-4f3e-457f-97ea-842b171798c6,t244_20200715-202501_12
t144_1594825300118_13,4942-wPL3,099166e4-c6ac-11ea-89f8-0242ac110002,adf016da-d8c2-40eb-b925-e66e2c1e14a6,t244_20200715-202501_13
t144_1594825306319_10,uh3X-jbJc,d32cd7d8-c6ab-11ea-89f8-0242ac110002,776b237c-487a-462b-9fb5-e2462ea62114,t244_20200715-202501_10
t144_1594825304307_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,0e269529-106c-46de-9642-ff7b0804dd76,t244_20200715-202501_9
t144_1594825308005_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,4053c280-578c-4ca7-bbdb-c19dd8e4ee06,t244_20200715-202501_1
t144_1594825311137_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,cc837140-da3e-41be-b6ab-c45bffa0d296,t244_20200715-202501_2
t144_1594825308546_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,cfd86f36-1691-4746-b163-e8410ec026b7,t244_20200715-202501_8
t144_1594825311526_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,7636c6b1-a0e9-4834-83e6-663f1c8e1019,t244_20200715-202501_3
t144_1594825314953_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,f02a23f0-cee7-4751-a34e-b23ebdf50ef9,t244_20200715-202501_6
t144_1594825314830_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,99dcab06-26f5-46b6-a137-c57cdcd5b266,t244_20200715-202501_4
t144_1594825315196_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,da053b12-c666-4b0a-bbb7-a2c43d718d14,t244_20200715-202501_5
t144_1594825315664_11,9j8a-vRVh,e7f064b3-c6ab-11ea-89f8-0242ac110002,d3db72fb-1a97-4395-84f0-848cca821971,t244_20200715-202501_11
t144_1594825315935_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,ef8a215d-03da-4ed8-ad0e-878bc3d98eea,t244_20200715-202501_7
t144_1594825319431_12,ybj4-qiHz,fa2e7fd1-c6ab-11ea-acee-0242ac110002,41770089-eb95-4df1-a78b-33afcc0ed3c0,t244_20200715-202501_12
t144_1594825324747_13,4942-wPL3,099166e4-c6ac-11ea-89f8-0242ac110002,f115a588-0394-4493-aa0c-05f430ebc49c,t244_20200715-202501_13
t144_1594825329646_14,daA7-Xpfw,1a523110-c6ac-11ea-af23-0242ac110002,c93cd5b2-9e31-4422-b960-3aa75329790a,t244_20200715-202501_14
t144_1594825329954_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,909fb4ba-eff9-4c18-aa67-8ca1141ff4cf,t244_20200715-202501_9
t144_1594825333126_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,d183b970-9950-47d9-be98-fa9f738cbd7e,t244_20200715-202501_2
t144_1594825328124_10,uh3X-jbJc,d32cd7d8-c6ab-11ea-89f8-0242ac110002,dfa7faf4-d1c3-410e-8633-d2377a9eafc8,t244_20200715-202501_10
t144_1594825330967_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,6baa58e5-67d5-4acc-92bd-186d909bd78a,t244_20200715-202501_1
t144_1594825334384_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,e82fb373-924e-4ea9-b5e3-9212c7533314,t244_20200715-202501_8
t144_1594825337036_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,57833157-2ff6-491e-89ad-9da37f7a3d37,t244_20200715-202501_6
t144_1594825341055_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,f501ef65-77b7-463b-9d6a-b9ee34927a6d,t244_20200715-202501_7
t144_1594825336081_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,91b1d803-da21-4766-85ef-ff9d6e2f068d,t244_20200715-202501_3
t144_1594825340146_11,9j8a-vRVh,e7f064b3-c6ab-11ea-89f8-0242ac110002,ebc5ae2d-001a-42c8-9cb3-0a2ecaf108dd,t244_20200715-202501_11
t144_1594825339363_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,238749db-70aa-4635-94c8-45a08e5a2f0b,t244_20200715-202501_5
t144_1594825338976_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,86c54368-9c4c-40fd-8a8b-84d5ff4a5206,t244_20200715-202501_4
t144_1594825343034_12,ybj4-qiHz,fa2e7fd1-c6ab-11ea-acee-0242ac110002,fbb5b5cc-5f0a-4aee-aedc-e1ae902a6c89,t244_20200715-202501_12
t144_1594825352721_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,bd844821-8ad7-4275-86bf-76a2f26c1958,t244_20200715-202501_9
t144_1594825353429_10,uh3X-jbJc,d32cd7d8-c6ab-11ea-89f8-0242ac110002,b6d18611-061a-4dbf-8448-a9bd03cd5b57,t244_20200715-202501_10
t144_1594825348387_13,4942-wPL3,099166e4-c6ac-11ea-89f8-0242ac110002,22f52455-3a18-46b7-9749-caa9687eb5f0,t244_20200715-202501_13
t144_1594825351021_14,daA7-Xpfw,1a523110-c6ac-11ea-af23-0242ac110002,2dd708e8-45bb-4598-adc3-4d07c863bd00,t244_20200715-202501_14
t144_1594825355296_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,5cc3cd56-91c5-4f10-903c-ac35a841eb22,t244_20200715-202501_1
t144_1594825353426_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,e50cb212-10f4-4c28-be38-22896eacbec3,t244_20200715-202501_2
t144_1594825360645_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,451ca312-2b77-49a8-899a-e3fbae2b1b41,t244_20200715-202501_7
t144_1594825361436_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,f784df53-72c6-490b-9312-4acc21b4d394,t244_20200715-202501_3
t144_1594825357190_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,8204215f-7cc7-4705-bc27-b17bae4e0666,t244_20200715-202501_8
t144_1594825361679_11,9j8a-vRVh,e7f064b3-c6ab-11ea-89f8-0242ac110002,b254dfc4-b650-4a64-826b-1335f0989608,t244_20200715-202501_11
t144_1594825359740_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,1beb77d6-bb18-4c90-8f5d-c3e63b9d41b5,t244_20200715-202501_6
t144_1594825362088_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,99f50ca8-997a-4751-abab-7df4ee47bd4b,t244_20200715-202501_5
t144_1594825364030_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,440afff1-9f70-4ba6-9bea-4f3efa8f6f5b,t244_20200715-202501_4
t144_1594825363930_15,sc6p-B9Nn,2d9fe764-c6ac-11ea-96b3-0242ac110002,7828f2b6-24fe-4872-85dd-a6ad5003cace,t244_20200715-202501_15
t144_1594825367125_12,ybj4-qiHz,fa2e7fd1-c6ab-11ea-acee-0242ac110002,0235f621-014d-4017-8894-adae8cd01002,t244_20200715-202501_12
t144_1594825372417_10,uh3X-jbJc,d32cd7d8-c6ab-11ea-89f8-0242ac110002,b3cefa43-6614-4611-86a5-93c7f5c9f3f1,t244_20200715-202501_10
t144_1594825371397_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,96c8fc19-9dca-4240-b4fe-6245bf20814f,t244_20200715-202501_9
t144_1594825373024_13,4942-wPL3,099166e4-c6ac-11ea-89f8-0242ac110002,0b21369c-d6ca-40a4-a17c-661aace9a554,t244_20200715-202501_13
t144_1594825379010_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,362ba4eb-2c92-45d2-ac07-383912655927,t244_20200715-202501_2
t144_1594825381421_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,82b36416-6922-4aef-a668-d0be2af2d60d,t244_20200715-202501_7
t144_1594825378641_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,981a8997-2dda-4d12-8d9e-b77cf5b9c3df,t244_20200715-202501_1
t144_1594825376360_14,daA7-Xpfw,1a523110-c6ac-11ea-af23-0242ac110002,c8a85712-7646-4db5-bbb5-243a31398bd3,t244_20200715-202501_14
t144_1594825384501_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,e3738551-421c-4a0f-91ea-fb0962bf0363,t244_20200715-202501_8
t144_1594825382192_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,4634d3e5-8843-4003-92d3-e4115a489dc0,t244_20200715-202501_3
t144_1594825387327_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,7445f277-f65f-4eb8-8416-e40c4c26b441,t244_20200715-202501_5
t144_1594825385156_11,9j8a-vRVh,e7f064b3-c6ab-11ea-89f8-0242ac110002,77d90083-d099-4a4a-abe4-32b923c6baf5,t244_20200715-202501_11
t144_1594825388014_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,d02f4633-0f7b-43a9-afd2-5626229f4126,t244_20200715-202501_4
t144_1594825385361_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,831e1cc7-f84e-4ff1-b5a7-06ed33c180bc,t244_20200715-202501_6
t144_1594825389840_15,sc6p-B9Nn,2d9fe764-c6ac-11ea-96b3-0242ac110002,a93c38f8-c772-4626-a39d-10be5f84aa80,t244_20200715-202501_15
t144_1594825389915_16,2R6V-BmRf,3f40b07f-c6ac-11ea-96b3-0242ac110002,d4d38bb0-ebb4-4cb3-91fe-99c9250ccd25,t244_20200715-202501_16
t144_1594825392185_12,ybj4-qiHz,fa2e7fd1-c6ab-11ea-acee-0242ac110002,17a999e7-7a5a-4116-8513-90bdcf673df3,t244_20200715-202501_12
t144_1594825397309_13,4942-wPL3,099166e4-c6ac-11ea-89f8-0242ac110002,9044b3a4-4e10-47f9-89d4-69287bf3c339,t244_20200715-202501_13
t144_1594825396879_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,d31488b2-1c9c-439e-94ad-bc810dc354ba,t244_20200715-202501_9
t144_1594825394139_10,uh3X-jbJc,d32cd7d8-c6ab-11ea-89f8-0242ac110002,c8e44d35-38d2-475a-949f-1a7516f3db9d,t244_20200715-202501_10
t144_1594825403045_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,31716b4f-77d0-4419-b47d-0d142dcc9ee1,t244_20200715-202501_7
t144_1594825404572_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,5a607786-b6dd-49a2-9976-6a1a83671817,t244_20200715-202501_8
t144_1594825402341_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,47e388d0-3aa6-4fde-ab3c-acbd70f9233b,t244_20200715-202501_2
t144_1594825407357_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,1e6e40eb-0dae-4c71-9b70-0e8de48e6480,t244_20200715-202501_3
t144_1594825403920_14,daA7-Xpfw,1a523110-c6ac-11ea-af23-0242ac110002,17f06788-bfa2-4e1c-90ae-d332fa3b1cbd,t244_20200715-202501_14
t144_1594825409155_11,9j8a-vRVh,e7f064b3-c6ab-11ea-89f8-0242ac110002,c0c71184-4bdf-4f2c-aeb7-42c0ca45c620,t244_20200715-202501_11
t144_1594825410740_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,a259e84f-2013-4fcf-b7f5-2b8a7fe45af6,t244_20200715-202501_4
t144_1594825403298_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,edbdf3a1-5b84-42ab-bb2c-5b71581bf08b,t244_20200715-202501_1
t144_1594825410933_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,6c8a643b-f77c-4172-930a-5d4327217219,t244_20200715-202501_6
t144_1594825408279_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,5566022b-ef64-42e1-b75e-f9210cdd3d51,t244_20200715-202501_5
t144_1594825413712_15,sc6p-B9Nn,2d9fe764-c6ac-11ea-96b3-0242ac110002,ebd18d88-c39a-4c6e-aa86-048942a56cd9,t244_20200715-202501_15
t144_1594825414141_16,2R6V-BmRf,3f40b07f-c6ac-11ea-96b3-0242ac110002,a806fe47-0699-4519-b1fe-b829815a5384,t244_20200715-202501_16
t144_1594825415101_12,ybj4-qiHz,fa2e7fd1-c6ab-11ea-acee-0242ac110002,48411307-2a43-4a96-9f9a-e73787de1532,t244_20200715-202501_12
t144_1594825418894_13,4942-wPL3,099166e4-c6ac-11ea-89f8-0242ac110002,06200922-8660-4394-8b29-9521691440e9,t244_20200715-202501_13
t144_1594825420898_10,uh3X-jbJc,d32cd7d8-c6ab-11ea-89f8-0242ac110002,560c748f-9fae-45af-a161-c0a7b6e5ac99,t244_20200715-202501_10
t144_1594825421296_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,06f93df8-ada3-4ada-9884-f306ec354cef,t244_20200715-202501_7
t144_1594825423156_17,32fd-e3V4,5263fb6d-c6ac-11ea-af23-0242ac110002,6926905a-4f8b-4489-bf74-370c06ea5f1c,t244_20200715-202501_17
t144_1594825422795_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,86519328-52d8-472c-8613-d9406c696f34,t244_20200715-202501_8
t144_1594825419115_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,428f7f61-2b8b-44e8-a8f9-2ab9e5ead9cf,t244_20200715-202501_9
t144_1594825427857_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,1032a886-9eab-426c-bac4-b592832fc90e,t244_20200715-202501_3
t144_1594825428140_14,daA7-Xpfw,1a523110-c6ac-11ea-af23-0242ac110002,75d210aa-ae8b-4107-bf0d-c230c39aa59c,t244_20200715-202501_14
t144_1594825423681_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,b9861e8f-44f5-493c-9de1-b99099a13af9,t244_20200715-202501_2
t144_1594825429603_11,9j8a-vRVh,e7f064b3-c6ab-11ea-89f8-0242ac110002,cf283037-df91-4c62-901c-cba6779ba069,t244_20200715-202501_11
t144_1594825431541_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,3c256004-a0ec-4fa3-9e4d-e2df822c45d8,t244_20200715-202501_4
