teacvherextuserid,classcode,classid,invitationid,tch
t144_1594825689989_20,4Bsg-AUW7,857a97fe-c6ac-11ea-89f8-0242ac110002,457fa20d-09cb-4dec-a074-e38d20c3bf0e,t244_20200715-202501_20
t144_1594825691991_24,Y2uD-A2W9,cd6f7628-c6ac-11ea-acee-0242ac110002,072b86d3-1d6d-4b72-a05c-7cf7f58f660f,t244_20200715-202501_24
t144_1594825693929_13,4942-wPL3,099166e4-c6ac-11ea-89f8-0242ac110002,bd788064-3f42-4cb8-81e1-407354b1284f,t244_20200715-202501_13
t144_1594825693137_17,32fd-e3V4,5263fb6d-c6ac-11ea-af23-0242ac110002,fcfe4ae8-fc23-44ee-910b-88eea3384ffa,t244_20200715-202501_17
t144_1594825699017_19,pyM3-Zg3Q,77826423-c6ac-11ea-96b3-0242ac110002,9535f980-bd85-49d4-889e-2c5fd354bc91,t244_20200715-202501_19
t144_1594825694148_15,sc6p-B9Nn,2d9fe764-c6ac-11ea-96b3-0242ac110002,6d329783-f970-4927-883b-21b753267227,t244_20200715-202501_15
t144_1594825696448_26,Nye2-6KVU,f6086009-c6ac-11ea-acee-0242ac110002,fba8c5c9-8737-4eff-a5f6-b6100db32b12,t244_20200715-202501_26
t144_1594825702872_18,gjWk-2K6R,66d7e213-c6ac-11ea-af23-0242ac110002,9e3328f6-7bd6-4062-9099-c61b718015f6,t244_20200715-202501_18
t144_1594825705169_16,2R6V-BmRf,3f40b07f-c6ac-11ea-96b3-0242ac110002,c822474d-d2fa-4dcc-9163-f934ce23a3fc,t244_20200715-202501_16
t144_1594825700729_23,g2DZ-P4Mr,bf1bb5a6-c6ac-11ea-af23-0242ac110002,72813297-3336-4fd8-8cd8-cf5f1f4081cc,t244_20200715-202501_23
t144_1594825702904_25,c2ZJ-K6ZW,df767c4c-c6ac-11ea-af23-0242ac110002,f3ff0019-46d9-4fc7-a759-516080fdcb7c,t244_20200715-202501_25
t144_1594825704026_21,2PWG-ZRxq,9b50f573-c6ac-11ea-acee-0242ac110002,266d06a6-e81e-4748-9951-8e45d514cae2,t244_20200715-202501_21
t144_1594825708867_22,pJgo-C2s9,a9c6484c-c6ac-11ea-af23-0242ac110002,a80cfb77-f3b9-4848-b507-7bd2290d32ad,t244_20200715-202501_22
t144_1594825711800_14,daA7-Xpfw,1a523110-c6ac-11ea-af23-0242ac110002,7c1699d3-f3a3-41b2-99d3-89ad20452a6b,t244_20200715-202501_14
t144_1594825715330_20,4Bsg-AUW7,857a97fe-c6ac-11ea-89f8-0242ac110002,54a0c6e1-6bf7-4949-af98-796a4aef4d01,t244_20200715-202501_20
t144_1594825719691_17,32fd-e3V4,5263fb6d-c6ac-11ea-af23-0242ac110002,a2bec024-b9e2-4c93-8e1c-b38f9264075a,t244_20200715-202501_17
t144_1594825715187_12,ybj4-qiHz,fa2e7fd1-c6ab-11ea-acee-0242ac110002,762d7475-9b24-4994-a080-f5f88b1a5683,t244_20200715-202501_12
t144_1594825716118_24,Y2uD-A2W9,cd6f7628-c6ac-11ea-acee-0242ac110002,9b017f33-aa4c-47cf-9619-ffdffd9b8494,t244_20200715-202501_24
t144_1594825718592_13,4942-wPL3,099166e4-c6ac-11ea-89f8-0242ac110002,c0c50712-0b7b-4e10-b291-9fb2446d2e77,t244_20200715-202501_13
t144_1594825720380_19,pyM3-Zg3Q,77826423-c6ac-11ea-96b3-0242ac110002,7fad1e9c-d400-4bf9-9b1d-ed02b0b92c3f,t244_20200715-202501_19
t144_1594825726271_16,2R6V-BmRf,3f40b07f-c6ac-11ea-96b3-0242ac110002,2ce2f9fe-833d-4afd-9bf0-25e07bed41df,t244_20200715-202501_16
t144_1594825721150_15,sc6p-B9Nn,2d9fe764-c6ac-11ea-96b3-0242ac110002,551dfcda-94f6-49f4-ba30-8291a0668ace,t244_20200715-202501_15
t144_1594825721777_26,Nye2-6KVU,f6086009-c6ac-11ea-acee-0242ac110002,cc15c398-51e2-495e-87f7-c5e3dcd115fc,t244_20200715-202501_26
t144_1594825727416_23,g2DZ-P4Mr,bf1bb5a6-c6ac-11ea-af23-0242ac110002,ba3f18a6-98da-4d20-8622-07ae33c9d85a,t244_20200715-202501_23
t144_1594825724241_18,gjWk-2K6R,66d7e213-c6ac-11ea-af23-0242ac110002,c680bf54-f474-448d-bbf8-55e1f0dab492,t244_20200715-202501_18
t144_1594825731587_27,Gz24-7dW4,070f81bc-c6ad-11ea-89f8-0242ac110002,1f361151-86af-4062-9704-9e5fc1cc7d7c,t244_20200715-202501_27
t144_1594825729700_21,2PWG-ZRxq,9b50f573-c6ac-11ea-acee-0242ac110002,f403175c-bec5-4676-ab6a-003c0ff1d380,t244_20200715-202501_21
t144_1594825728198_25,c2ZJ-K6ZW,df767c4c-c6ac-11ea-af23-0242ac110002,81efc17c-7f13-4edd-9a99-a8671149cbff,t244_20200715-202501_25
t144_1594825733326_22,pJgo-C2s9,a9c6484c-c6ac-11ea-af23-0242ac110002,ef5560b4-88e8-43cb-8c11-08f5029c3b2b,t244_20200715-202501_22
t144_1594825741386_24,Y2uD-A2W9,cd6f7628-c6ac-11ea-acee-0242ac110002,2f1ebba9-951a-4f94-b5ee-b00486a4b7fd,t244_20200715-202501_24
t144_1594825737702_14,daA7-Xpfw,1a523110-c6ac-11ea-af23-0242ac110002,94d85672-7f83-4cd9-88a5-66821a9230f2,t244_20200715-202501_14
t144_1594825740079_17,32fd-e3V4,5263fb6d-c6ac-11ea-af23-0242ac110002,7fc35a20-3025-4889-ad0e-1317249f4cc9,t244_20200715-202501_17
t144_1594825741897_13,4942-wPL3,099166e4-c6ac-11ea-89f8-0242ac110002,8122bd9f-5812-4d71-a46c-d7045617ee00,t244_20200715-202501_13
t144_1594825739222_20,4Bsg-AUW7,857a97fe-c6ac-11ea-89f8-0242ac110002,e4ccf49c-8752-42d1-9b87-f9e35524d5de,t244_20200715-202501_20
t144_1594825744919_16,2R6V-BmRf,3f40b07f-c6ac-11ea-96b3-0242ac110002,da853fce-1e9e-4c8e-a2e5-c248c42fdde8,t244_20200715-202501_16
t144_1594825742102_19,pyM3-Zg3Q,77826423-c6ac-11ea-96b3-0242ac110002,9f40482f-be50-4ee9-9f56-33846ba4fc6b,t244_20200715-202501_19
t144_1594825745775_15,sc6p-B9Nn,2d9fe764-c6ac-11ea-96b3-0242ac110002,b275dc9f-c2a3-4eb7-ac4d-2889f52399b8,t244_20200715-202501_15
t144_1594825746657_26,Nye2-6KVU,f6086009-c6ac-11ea-acee-0242ac110002,a77e02a2-b94c-4d69-a882-68ee00bc2719,t244_20200715-202501_26
t144_1594825749097_23,g2DZ-P4Mr,bf1bb5a6-c6ac-11ea-af23-0242ac110002,961c22fe-487a-4c82-ae41-2112c38b5f2a,t244_20200715-202501_23
t144_1594825752635_21,2PWG-ZRxq,9b50f573-c6ac-11ea-acee-0242ac110002,afab05da-637e-411a-848b-64efa9cbdd86,t244_20200715-202501_21
t144_1594825750794_18,gjWk-2K6R,66d7e213-c6ac-11ea-af23-0242ac110002,e16629c2-07c1-4e1c-ba52-7f54605284b0,t244_20200715-202501_18
t144_1594825751232_27,Gz24-7dW4,070f81bc-c6ad-11ea-89f8-0242ac110002,c66a5478-d551-458d-94d8-f1f755c602d5,t244_20200715-202501_27
t144_1594825753119_25,c2ZJ-K6ZW,df767c4c-c6ac-11ea-af23-0242ac110002,56099417-4e5b-4a99-8ae3-d1b77862d47a,t244_20200715-202501_25
t144_1594825755917_22,pJgo-C2s9,a9c6484c-c6ac-11ea-af23-0242ac110002,2e3d07d6-bd6d-4989-8830-4ff0fb20ef40,t244_20200715-202501_22
t144_1594825762652_17,32fd-e3V4,5263fb6d-c6ac-11ea-af23-0242ac110002,7d3eb72f-4386-4c92-85c1-a0f6f1719e60,t244_20200715-202501_17
t144_1594825762533_14,daA7-Xpfw,1a523110-c6ac-11ea-af23-0242ac110002,91ace0ae-be4e-4ba4-926b-aac17f3f243c,t244_20200715-202501_14
t144_1594825758032_28,7pDx-7n97,199d43bd-c6ad-11ea-acee-0242ac110002,76cfbd5e-646e-4098-8178-a857c44c4667,t244_20200715-202501_28
t144_1594825761352_24,Y2uD-A2W9,cd6f7628-c6ac-11ea-acee-0242ac110002,e8e1ac1b-9fbe-4587-96ec-3fc97cdc3977,t244_20200715-202501_24
t144_1594825764422_20,4Bsg-AUW7,857a97fe-c6ac-11ea-89f8-0242ac110002,b3ff577a-fe17-48da-b6b7-8773d1f5a72c,t244_20200715-202501_20
t144_1594825766876_16,2R6V-BmRf,3f40b07f-c6ac-11ea-96b3-0242ac110002,9e4494f3-dfd6-46aa-8703-27f36398cbcf,t244_20200715-202501_16
t144_1594825769619_15,sc6p-B9Nn,2d9fe764-c6ac-11ea-96b3-0242ac110002,d442306e-28b4-4ade-ad7f-659fe1620dbd,t244_20200715-202501_15
t144_1594825769255_19,pyM3-Zg3Q,77826423-c6ac-11ea-96b3-0242ac110002,3c990582-c89c-4aba-b30f-580779406979,t244_20200715-202501_19
t144_1594825777952_27,Gz24-7dW4,070f81bc-c6ad-11ea-89f8-0242ac110002,50c705db-ec54-4b5f-aae8-7a7aebf9cbc0,t244_20200715-202501_27
t144_1594825769921_26,Nye2-6KVU,f6086009-c6ac-11ea-acee-0242ac110002,47a7c7af-0985-47f4-b295-0d784d2a9d31,t244_20200715-202501_26
t144_1594825774808_23,g2DZ-P4Mr,bf1bb5a6-c6ac-11ea-af23-0242ac110002,0dcfc73e-0eb9-4fff-ac30-0fbc2073bbb6,t244_20200715-202501_23
t144_1594825782804_17,32fd-e3V4,5263fb6d-c6ac-11ea-af23-0242ac110002,4070394b-6445-42b7-b3cd-8218662b9da9,t244_20200715-202501_17
t144_1594825776636_21,2PWG-ZRxq,9b50f573-c6ac-11ea-acee-0242ac110002,b6069f4d-b0ad-4eea-a403-aecb263d9c1a,t244_20200715-202501_21
t144_1594825776973_18,gjWk-2K6R,66d7e213-c6ac-11ea-af23-0242ac110002,0ba4e7d9-3205-41ac-acbb-133af752c325,t244_20200715-202501_18
t144_1594825777956_25,c2ZJ-K6ZW,df767c4c-c6ac-11ea-af23-0242ac110002,6d5bda53-f736-4bde-b7b1-8d881246a5bc,t244_20200715-202501_25
t144_1594825781365_22,pJgo-C2s9,a9c6484c-c6ac-11ea-af23-0242ac110002,d3b3a1bb-3008-4115-9e78-0ec04a558a77,t244_20200715-202501_22
t144_1594825785107_24,Y2uD-A2W9,cd6f7628-c6ac-11ea-acee-0242ac110002,bd6a42d2-a24e-4e21-9315-8330f7d9a0dd,t244_20200715-202501_24
t144_1594825785898_20,4Bsg-AUW7,857a97fe-c6ac-11ea-89f8-0242ac110002,35f2eda6-a601-4c06-904e-baf434b60f5d,t244_20200715-202501_20
t144_1594825783199_14,daA7-Xpfw,1a523110-c6ac-11ea-af23-0242ac110002,2571bd5b-0f07-4298-adb8-566d4901de18,t244_20200715-202501_14
t144_1594825783860_28,7pDx-7n97,199d43bd-c6ad-11ea-acee-0242ac110002,f38d5a0c-eed7-4dd6-9af5-a2e26aaa5381,t244_20200715-202501_28
t144_1594825788514_29,tDpY-qMHh,2b1cf098-c6ad-11ea-96b3-0242ac110002,e0a3b23a-26a2-422a-822b-2aec4eb77c07,t244_20200715-202501_29
t144_1594825788336_16,2R6V-BmRf,3f40b07f-c6ac-11ea-96b3-0242ac110002,3a3e0c5a-d32f-4fde-8c6a-df3530481d19,t244_20200715-202501_16
t144_1594825789420_15,sc6p-B9Nn,2d9fe764-c6ac-11ea-96b3-0242ac110002,8a1b0ace-ba79-4a7c-aa9e-867ee84d4d59,t244_20200715-202501_15
t144_1594825789436_19,pyM3-Zg3Q,77826423-c6ac-11ea-96b3-0242ac110002,4c24d81c-107a-4348-9d62-430a509971fd,t244_20200715-202501_19
t144_1594825796430_27,Gz24-7dW4,070f81bc-c6ad-11ea-89f8-0242ac110002,a2ba3f96-ba08-4fc1-97be-fb5d29034657,t244_20200715-202501_27
t144_1594825798952_23,g2DZ-P4Mr,bf1bb5a6-c6ac-11ea-af23-0242ac110002,91ddd70c-a754-41e6-a614-cdcd07e30340,t244_20200715-202501_23
t144_1594825804617_25,c2ZJ-K6ZW,df767c4c-c6ac-11ea-af23-0242ac110002,f0c942b5-d9ed-4d98-9da9-a86e76bbd83a,t244_20200715-202501_25
t144_1594825797861_26,Nye2-6KVU,f6086009-c6ac-11ea-acee-0242ac110002,c9997ee9-c54f-4efa-83f6-bc2d4aedf8c2,t244_20200715-202501_26
t144_1594825801379_17,32fd-e3V4,5263fb6d-c6ac-11ea-af23-0242ac110002,534e7fa9-797f-4f90-8f53-bb44f9fa20d0,t244_20200715-202501_17
t144_1594825806766_28,7pDx-7n97,199d43bd-c6ad-11ea-acee-0242ac110002,e992bd08-b1a6-466b-aa13-6f1f623c15c4,t244_20200715-202501_28
t144_1594825803265_21,2PWG-ZRxq,9b50f573-c6ac-11ea-acee-0242ac110002,52f05c1c-6219-49fd-89dc-cd8f341fd644,t244_20200715-202501_21
t144_1594825808325_29,tDpY-qMHh,2b1cf098-c6ad-11ea-96b3-0242ac110002,914cbfc3-840c-4ece-bb9d-a50c977d210f,t244_20200715-202501_29
t144_1594825805487_22,pJgo-C2s9,a9c6484c-c6ac-11ea-af23-0242ac110002,0a7a50ff-1eaf-4ab0-8382-710d519b5b8a,t244_20200715-202501_22
t144_1594825803610_18,gjWk-2K6R,66d7e213-c6ac-11ea-af23-0242ac110002,ac0331e0-25ea-47a5-a30c-fa0433bb3151,t244_20200715-202501_18
t144_1594825806104_20,4Bsg-AUW7,857a97fe-c6ac-11ea-89f8-0242ac110002,62311d6e-569d-4ae2-a5f9-4e66bb8657a4,t244_20200715-202501_20
t144_1594825805664_24,Y2uD-A2W9,cd6f7628-c6ac-11ea-acee-0242ac110002,04468aa8-2a93-459c-8598-6e8de6c165bd,t244_20200715-202501_24
t144_1594825810959_16,2R6V-BmRf,3f40b07f-c6ac-11ea-96b3-0242ac110002,b64ed875-a723-41ca-82dd-6efddd6f5e80,t244_20200715-202501_16
t144_1594825812107_15,sc6p-B9Nn,2d9fe764-c6ac-11ea-96b3-0242ac110002,fa85a7d6-503b-4b35-adf7-b2d0acc3cd46,t244_20200715-202501_15
t144_1594825814868_19,pyM3-Zg3Q,77826423-c6ac-11ea-96b3-0242ac110002,b90e9be1-18ab-4a1e-8b76-9048f43b4473,t244_20200715-202501_19
t144_1594825818582_30,Kx2X-pinW,3d21ac33-c6ad-11ea-96b3-0242ac110002,5265b34e-86fa-4edf-b2b1-2ef62c16659d,t244_20200715-202501_30
t144_1594825821642_23,g2DZ-P4Mr,bf1bb5a6-c6ac-11ea-af23-0242ac110002,68b7caa6-eeaa-4699-aa51-613e0860a075,t244_20200715-202501_23
t144_1594825824609_26,Nye2-6KVU,f6086009-c6ac-11ea-acee-0242ac110002,26bbbb74-1f5a-45b5-9e69-2b7564c9261f,t244_20200715-202501_26
t144_1594825824160_25,c2ZJ-K6ZW,df767c4c-c6ac-11ea-af23-0242ac110002,1af658d2-cf08-4fea-8641-0b4618f14d6c,t244_20200715-202501_25
t144_1594825819972_27,Gz24-7dW4,070f81bc-c6ad-11ea-89f8-0242ac110002,88e67ac7-57d3-488a-8d31-58c655e86d43,t244_20200715-202501_27
t144_1594825828074_28,7pDx-7n97,199d43bd-c6ad-11ea-acee-0242ac110002,d18a1e65-e764-4e12-a789-6d705216d0a5,t244_20200715-202501_28
