tchextid,stduuid,stdextid,classcode
tch_20200715-172006_14,3f402dfc-cb0f-11ea-96b3-0242ac110002,std_1595307694499_314,397y-cWb3
tch_20200715-172006_8,40548465-cb0f-11ea-acee-0242ac110002,std_1595307696363_308,RduP-Rhbp
tch_20200715-172006_23,4378a77d-cb0f-11ea-89f8-0242ac110002,std_1595307701220_323,DCho-LMc7
tch_20200715-172006_9,4369659c-cb0f-11ea-acee-0242ac110002,std_1595307701496_309,HZUW-z9Gh
tch_20200715-172006_15,424e58ca-cb0f-11ea-acee-0242ac110002,std_1595307699684_315,2sPs-K293
tch_20200715-172006_16,42d34042-cb0f-11ea-96b3-0242ac110002,std_1595307700498_316,2JhZ-P8P4
tch_20200715-172006_22,4103fe57-cb0f-11ea-96b3-0242ac110002,std_1595307697206_322,nTDM-UXrn
tch_20200715-172006_17,4354a474-cb0f-11ea-89f8-0242ac110002,std_1595307701390_317,ZDn7-n9xg
tch_20200715-172006_18,4665b5b1-cb0f-11ea-89f8-0242ac110002,std_1595307706529_318,Fyw7-w6Uf
tch_20200715-172006_3,438d6884-cb0f-11ea-96b3-0242ac110002,std_1595307701769_303,W7et-H4RG
tch_20200715-172006_24,45d44b3d-cb0f-11ea-89f8-0242ac110002,std_1595307705232_324,GN7Y-Z7Uo
tch_20200715-172006_11,45d49967-cb0f-11ea-89f8-0242ac110002,std_1595307705608_311,n9n8-7Jr7
tch_20200715-172006_5,474eb5d2-cb0f-11ea-96b3-0242ac110002,std_1595307708090_305,7dUh-wDdz
tch_20200715-172006_25,48412bda-cb0f-11ea-96b3-0242ac110002,std_1595307709244_325,6s4U-p9p4
tch_20200715-172006_4,47a73623-cb0f-11ea-af23-0242ac110002,std_1595307708629_304,HuP3-y7b4
tch_20200715-172006_10,46ee6dfa-cb0f-11ea-af23-0242ac110002,std_1595307707453_310,2EUs-AB93
tch_20200715-172006_12,4a8242fc-cb0f-11ea-af23-0242ac110002,std_1595307713450_312,qHC9-oB2F
tch_20200715-172006_13,4cd6934b-cb0f-11ea-96b3-0242ac110002,std_1595307717348_313,3u7J-K8Q8
tch_20200715-172006_21,4cf95d6f-cb0f-11ea-af23-0242ac110002,std_1595307717606_321,Tydv-23V4
tch_20200715-172006_20,4d5d4f1f-cb0f-11ea-acee-0242ac110002,std_1595307718230_320,4a3N-894f
tch_20200715-172006_19,4b11ff94-cb0f-11ea-af23-0242ac110002,std_1595307714392_319,JF89-W8X6
tch_20200715-172006_27,4cf9d1ea-cb0f-11ea-acee-0242ac110002,std_1595307717267_327,B7KN-ih6t
tch_20200715-172006_26,4a97ed43-cb0f-11ea-acee-0242ac110002,std_1595307713255_326,M9FZ-XAwD
tch_20200715-172006_6,4b0359ef-cb0f-11ea-89f8-0242ac110002,std_1595307714290_306,zZsb-3DZ6
tch_20200715-172006_7,4e163ed4-cb0f-11ea-89f8-0242ac110002,std_1595307719418_307,NzVm-wsHq
tch_20200715-172006_8,4faa734c-cb0f-11ea-96b3-0242ac110002,std_1595307722094_308,RduP-Rhbp
tch_20200715-172006_14,4f4a5237-cb0f-11ea-acee-0242ac110002,std_1595307721447_314,397y-cWb3
tch_20200715-172006_23,5198876a-cb0f-11ea-acee-0242ac110002,std_1595307725329_323,DCho-LMc7
tch_20200715-172006_28,4f64df41-cb0f-11ea-96b3-0242ac110002,std_1595307721283_328,ujRN-mb9U
tch_20200715-172006_9,51fdfff8-cb0f-11ea-89f8-0242ac110002,std_1595307725997_309,HZUW-z9Gh
tch_20200715-172006_29,51c256cd-cb0f-11ea-af23-0242ac110002,std_1595307725295_329,4iCs-pB9A
tch_20200715-172006_30,54263705-cb0f-11ea-96b3-0242ac110002,std_1595307729308_330,LP3D-9tvP
tch_20200715-172006_22,534ffb55-cb0f-11ea-96b3-0242ac110002,std_1595307728223_322,nTDM-UXrn
tch_20200715-172006_17,537c3bc0-cb0f-11ea-96b3-0242ac110002,std_1595307728517_317,ZDn7-n9xg
tch_20200715-172006_15,52a47962-cb0f-11ea-96b3-0242ac110002,std_1595307727083_315,2sPs-K293
tch_20200715-172006_24,55f578ce-cb0f-11ea-96b3-0242ac110002,std_1595307732639_324,GN7Y-Z7Uo
tch_20200715-172006_18,54c81ca1-cb0f-11ea-acee-0242ac110002,std_1595307730681_318,Fyw7-w6Uf
tch_20200715-172006_16,52ce971d-cb0f-11ea-89f8-0242ac110002,std_1595307727356_316,2JhZ-P8P4
tch_20200715-172006_11,568fe4ed-cb0f-11ea-af23-0242ac110002,std_1595307733670_311,n9n8-7Jr7
tch_20200715-172006_31,568f2125-cb0f-11ea-acee-0242ac110002,std_1595307733321_331,xQ9P-9ND3
tch_20200715-172006_25,57d3af09-cb0f-11ea-96b3-0242ac110002,std_1595307735792_325,6s4U-p9p4
tch_20200715-172006_10,589f1505-cb0f-11ea-96b3-0242ac110002,std_1595307737121_310,2EUs-AB93
tch_20200715-172006_32,58f12ce7-cb0f-11ea-89f8-0242ac110002,std_1595307737335_332,Nbd2-Xoa9
tch_20200715-172006_13,5b5f952c-cb0f-11ea-89f8-0242ac110002,std_1595307741732_313,3u7J-K8Q8
tch_20200715-172006_21,5b8210a9-cb0f-11ea-89f8-0242ac110002,std_1595307741970_321,Tydv-23V4
tch_20200715-172006_12,597d67f9-cb0f-11ea-af23-0242ac110002,std_1595307738562_312,qHC9-oB2F
tch_20200715-172006_33,5b54e6d6-cb0f-11ea-96b3-0242ac110002,std_1595307741346_333,3Lh2-QLai
tch_20200715-172006_26,5ca69428-cb0f-11ea-96b3-0242ac110002,std_1595307743878_326,M9FZ-XAwD
tch_20200715-172006_19,5c667d93-cb0f-11ea-af23-0242ac110002,std_1595307743474_319,JF89-W8X6
tch_20200715-172006_20,5b8b5fc0-cb0f-11ea-96b3-0242ac110002,std_1595307742027_320,4a3N-894f
tch_20200715-172006_27,5c841763-cb0f-11ea-acee-0242ac110002,std_1595307743653_327,B7KN-ih6t
tch_20200715-172006_34,5db9ff46-cb0f-11ea-89f8-0242ac110002,std_1595307745359_334,w4nm-7YnN
tch_20200715-172006_14,5f2faff7-cb0f-11ea-acee-0242ac110002,std_1595307748136_314,397y-cWb3
tch_20200715-172006_35,602d22f6-cb0f-11ea-96b3-0242ac110002,std_1595307749372_335,sXi7-LY93
tch_20200715-172006_23,5fd6c4de-cb0f-11ea-89f8-0242ac110002,std_1595307749225_323,DCho-LMc7
tch_20200715-172006_29,61cb4242-cb0f-11ea-acee-0242ac110002,std_1595307752504_329,4iCs-pB9A
tch_20200715-172006_28,60d6f744-cb0f-11ea-af23-0242ac110002,std_1595307750889_328,ujRN-mb9U
tch_20200715-172006_17,63e9670e-cb0f-11ea-acee-0242ac110002,std_1595307756067_317,ZDn7-n9xg
tch_20200715-172006_30,62b37f4e-cb0f-11ea-acee-0242ac110002,std_1595307754020_330,LP3D-9tvP
tch_20200715-172006_36,62814b97-cb0f-11ea-96b3-0242ac110002,std_1595307753384_336,43GN-EX8R
tch_20200715-172006_22,63a9c695-cb0f-11ea-89f8-0242ac110002,std_1595307755621_322,nTDM-UXrn
tch_20200715-172006_18,64bc20d9-cb0f-11ea-96b3-0242ac110002,std_1595307757430_318,Fyw7-w6Uf
tch_20200715-172006_24,6490557b-cb0f-11ea-96b3-0242ac110002,std_1595307757150_324,GN7Y-Z7Uo
tch_20200715-172006_15,640fb437-cb0f-11ea-96b3-0242ac110002,std_1595307756328_315,2sPs-K293
tch_20200715-172006_16,653a77e2-cb0f-11ea-89f8-0242ac110002,std_1595307758272_316,2JhZ-P8P4
tch_20200715-172006_37,64e41b02-cb0f-11ea-89f8-0242ac110002,std_1595307757397_337,6ENB-8gZN
tch_20200715-172006_31,66e409ed-cb0f-11ea-89f8-0242ac110002,std_1595307761031_331,xQ9P-9ND3
tch_20200715-172006_25,67f070b6-cb0f-11ea-89f8-0242ac110002,std_1595307762773_325,6s4U-p9p4
tch_20200715-172006_32,68e1ae80-cb0f-11ea-96b3-0242ac110002,std_1595307764419_332,Nbd2-Xoa9
tch_20200715-172006_39,69b06fbc-cb0f-11ea-96b3-0242ac110002,std_1595307765425_339,4Vr2-64nz
tch_20200715-172006_38,674ae227-cb0f-11ea-acee-0242ac110002,std_1595307761414_338,B829-kKnR
tch_20200715-172006_33,6b75c653-cb0f-11ea-af23-0242ac110002,std_1595307768734_333,3Lh2-QLai
tch_20200715-172006_21,6b44087d-cb0f-11ea-89f8-0242ac110002,std_1595307768380_321,Tydv-23V4
tch_20200715-172006_40,6c14ed42-cb0f-11ea-acee-0242ac110002,std_1595307769438_340,8Wnh-37uE
tch_20200715-172006_19,6c73fc83-cb0f-11ea-96b3-0242ac110002,std_1595307770402_319,JF89-W8X6
tch_20200715-172006_26,6c4a7c3e-cb0f-11ea-96b3-0242ac110002,std_1595307770125_326,M9FZ-XAwD
tch_20200715-172006_23,6fa62a6c-cb0f-11ea-acee-0242ac110002,std_1595307775754_323,DCho-LMc7
tch_20200715-172006_34,6e76354e-cb0f-11ea-89f8-0242ac110002,std_1595307773709_334,w4nm-7YnN
tch_20200715-172006_35,6f9253d4-cb0f-11ea-96b3-0242ac110002,std_1595307775612_335,sXi7-LY93
tch_20200715-172006_41,6e843f4e-cb0f-11ea-89f8-0242ac110002,std_1595307773450_341,4suv-LXf3
tch_20200715-172006_27,6e51e435-cb0f-11ea-89f8-0242ac110002,std_1595307773528_327,B7KN-ih6t
tch_20200715-172006_20,6dc7f497-cb0f-11ea-96b3-0242ac110002,std_1595307772619_320,4a3N-894f
tch_20200715-172006_28,71dedbdc-cb0f-11ea-acee-0242ac110002,std_1595307779493_328,ujRN-mb9U
tch_20200715-172006_30,728fb558-cb0f-11ea-96b3-0242ac110002,std_1595307780645_330,LP3D-9tvP
tch_20200715-172006_43,734215ac-cb0f-11ea-acee-0242ac110002,std_1595307781473_343,3pNk-Arcu
tch_20200715-172006_42,70e030c5-cb0f-11ea-acee-0242ac110002,std_1595307777463_342,6mEq-93zN
tch_20200715-172006_29,718f8387-cb0f-11ea-89f8-0242ac110002,std_1595307778924_329,4iCs-pB9A
tch_20200715-172006_22,7332ac4a-cb0f-11ea-af23-0242ac110002,std_1595307781714_322,nTDM-UXrn
tch_20200715-172006_36,73351d5a-cb0f-11ea-af23-0242ac110002,std_1595307781702_336,43GN-EX8R
tch_20200715-172006_24,738252b7-cb0f-11ea-af23-0242ac110002,std_1595307782213_324,GN7Y-Z7Uo
tch_20200715-172006_31,76694608-cb0f-11ea-96b3-0242ac110002,std_1595307787088_331,xQ9P-9ND3
tch_20200715-172006_32,77b61166-cb0f-11ea-96b3-0242ac110002,std_1595307789271_332,Nbd2-Xoa9
tch_20200715-172006_39,784817d4-cb0f-11ea-96b3-0242ac110002,std_1595307790248_339,4Vr2-64nz
tch_20200715-172006_44,75a7a3f1-cb0f-11ea-96b3-0242ac110002,std_1595307785485_344,NpQ2-M6P9
tch_20200715-172006_25,767b47eb-cb0f-11ea-acee-0242ac110002,std_1595307787142_325,6s4U-p9p4
tch_20200715-172006_37,76320919-cb0f-11ea-af23-0242ac110002,std_1595307786726_337,6ENB-8gZN
tch_20200715-172006_46,7a6ccd6b-cb0f-11ea-af23-0242ac110002,std_1595307793509_346,2X2R-ikuz
tch_20200715-172006_45,7808c503-cb0f-11ea-acee-0242ac110002,std_1595307789497_345,mMeR-636A
tch_20200715-172006_38,786e653e-cb0f-11ea-acee-0242ac110002,std_1595307790488_338,B829-kKnR
tch_20200715-172006_33,7950392e-cb0f-11ea-89f8-0242ac110002,std_1595307791980_333,3Lh2-QLai
tch_20200715-172006_40,7bea1de6-cb0f-11ea-96b3-0242ac110002,std_1595307796321_340,8Wnh-37uE
tch_20200715-172006_35,7e568a07-cb0f-11ea-acee-0242ac110002,std_1595307800398_335,sXi7-LY93
tch_20200715-172006_34,7e133f76-cb0f-11ea-af23-0242ac110002,std_1595307799962_334,w4nm-7YnN
tch_20200715-172006_26,7cc45150-cb0f-11ea-af23-0242ac110002,std_1595307797741_326,M9FZ-XAwD
tch_20200715-172006_48,7f363c0e-cb0f-11ea-89f8-0242ac110002,std_1595307801535_348,CTqM-8bRz
tch_20200715-172006_47,7cd28259-cb0f-11ea-af23-0242ac110002,std_1595307797523_347,3jix-6w67
tch_20200715-172006_27,7e9ae64a-cb0f-11ea-96b3-0242ac110002,std_1595307800838_327,B7KN-ih6t
tch_20200715-172006_41,7e6de323-cb0f-11ea-89f8-0242ac110002,std_1595307800529_341,4suv-LXf3
tch_20200715-172006_28,808b1d5c-cb0f-11ea-89f8-0242ac110002,std_1595307804078_328,ujRN-mb9U
tch_20200715-172006_36,83277340-cb0f-11ea-af23-0242ac110002,std_1595307808481_336,43GN-EX8R
tch_20200715-172006_42,828e8e5f-cb0f-11ea-96b3-0242ac110002,std_1595307807466_342,6mEq-93zN
tch_20200715-172006_43,8224828e-cb0f-11ea-96b3-0242ac110002,std_1595307806763_343,3pNk-Arcu
tch_20200715-172006_50,83fe24bb-cb0f-11ea-acee-0242ac110002,std_1595307809558_350,vraP-68Xo
tch_20200715-172006_49,81984786-cb0f-11ea-96b3-0242ac110002,std_1595307805547_349,E8Ef-bGpD
tch_20200715-172006_29,82b8abbe-cb0f-11ea-89f8-0242ac110002,std_1595307807760_329,4iCs-pB9A
tch_20200715-172006_30,82014337-cb0f-11ea-acee-0242ac110002,std_1595307806554_330,LP3D-9tvP
tch_20200715-172006_44,873644cf-cb0f-11ea-96b3-0242ac110002,std_1595307815277_344,NpQ2-M6P9
tch_20200715-172006_51,86622c63-cb0f-11ea-af23-0242ac110002,std_1595307813571_351,6nBg-9k4V
tch_20200715-172006_45,8893158b-cb0f-11ea-af23-0242ac110002,std_1595307817581_345,mMeR-636A
tch_20200715-172006_32,86d957e8-cb0f-11ea-89f8-0242ac110002,std_1595307814616_332,Nbd2-Xoa9
tch_20200715-172006_52,88ca2af4-cb0f-11ea-acee-0242ac110002,std_1595307817584_352,JM92-u7QR
tch_20200715-172006_39,871d8cf5-cb0f-11ea-acee-0242ac110002,std_1595307815122_339,4Vr2-64nz
tch_20200715-172006_46,88244e6d-cb0f-11ea-89f8-0242ac110002,std_1595307816784_346,2X2R-ikuz
tch_20200715-172006_37,87671923-cb0f-11ea-96b3-0242ac110002,std_1595307815567_337,6ENB-8gZN
tch_20200715-172006_38,8958d649-cb0f-11ea-af23-0242ac110002,std_1595307818821_338,B829-kKnR
tch_20200715-172006_31,86c7f292-cb0f-11ea-89f8-0242ac110002,std_1595307814553_331,xQ9P-9ND3
tch_20200715-172006_40,8c9eb2af-cb0f-11ea-acee-0242ac110002,std_1595307824343_340,8Wnh-37uE
tch_20200715-172006_53,8b297808-cb0f-11ea-96b3-0242ac110002,std_1595307821597_353,rwVo-76XH
tch_20200715-172006_34,8e040f0e-cb0f-11ea-af23-0242ac110002,std_1595307826707_334,w4nm-7YnN
tch_20200715-172006_35,8ce5a6bc-cb0f-11ea-af23-0242ac110002,std_1595307824822_335,sXi7-LY93
tch_20200715-172006_33,8b49aaa0-cb0f-11ea-89f8-0242ac110002,std_1595307822084_333,3Lh2-QLai
tch_20200715-172006_55,8ff1aed0-cb0f-11ea-af23-0242ac110002,std_1595307829621_355,Qq93-cY8N
tch_20200715-172006_54,8d8df48d-cb0f-11ea-89f8-0242ac110002,std_1595307825609_354,6gZh-oAWy
tch_20200715-172006_41,900f9654-cb0f-11ea-af23-0242ac110002,std_1595307830150_341,4suv-LXf3
tch_20200715-172006_48,8e639486-cb0f-11ea-af23-0242ac110002,std_1595307827343_348,CTqM-8bRz
tch_20200715-172006_47,8e8cedf7-cb0f-11ea-89f8-0242ac110002,std_1595307827614_347,3jix-6w67
tch_20200715-172006_42,928e521e-cb0f-11ea-96b3-0242ac110002,std_1595307834329_342,6mEq-93zN
tch_20200715-172006_36,91fdd260-cb0f-11ea-acee-0242ac110002,std_1595307833372_336,43GN-EX8R
tch_20200715-172006_43,92abec18-cb0f-11ea-89f8-0242ac110002,std_1595307834500_343,3pNk-Arcu
tch_20200715-172006_56,9259868f-cb0f-11ea-af23-0242ac110002,std_1595307833632_356,bien-iN8H
tch_20200715-172006_49,93391192-cb0f-11ea-89f8-0242ac110002,std_1595307835425_349,E8Ef-bGpD
tch_20200715-172006_50,932c3f82-cb0f-11ea-96b3-0242ac110002,std_1595307835353_350,vraP-68Xo
tch_20200715-172006_57,94baa7e0-cb0f-11ea-acee-0242ac110002,std_1595307837644_357,9c6w-P3L7
tch_20200715-172006_44,956bcf6b-cb0f-11ea-89f8-0242ac110002,std_1595307839132_344,NpQ2-M6P9
tch_20200715-172006_46,97d0e8c4-cb0f-11ea-96b3-0242ac110002,std_1595307843148_346,2X2R-ikuz
tch_20200715-172006_51,967d8dbe-cb0f-11ea-af23-0242ac110002,std_1595307840918_351,6nBg-9k4V
tch_20200715-172006_37,98882ab7-cb0f-11ea-acee-0242ac110002,std_1595307844357_337,6ENB-8gZN
tch_20200715-172006_52,97ace5da-cb0f-11ea-acee-0242ac110002,std_1595307842896_352,JM92-u7QR
tch_20200715-172006_58,972ae4d9-cb0f-11ea-96b3-0242ac110002,std_1595307841655_358,p8Lt-473R
tch_20200715-172006_45,974e23da-cb0f-11ea-af23-0242ac110002,std_1595307842267_345,mMeR-636A
tch_20200715-172006_39,97ca31ad-cb0f-11ea-89f8-0242ac110002,std_1595307843100_339,4Vr2-64nz
tch_20200715-172006_40,9a43965a-cb0f-11ea-96b3-0242ac110002,std_1595307847250_340,8Wnh-37uE
tch_20200715-172006_53,9a56d05b-cb0f-11ea-89f8-0242ac110002,std_1595307847322_353,rwVo-76XH
tch_20200715-172006_38,98f85209-cb0f-11ea-acee-0242ac110002,std_1595307845093_338,B829-kKnR
tch_20200715-172006_60,9be7f7af-cb0f-11ea-96b3-0242ac110002,std_1595307849679_360,48oT-nGqp
tch_20200715-172006_59,998639ab-cb0f-11ea-af23-0242ac110002,std_1595307845667_359,4i2e-h6N2
tch_20200715-172006_61,9e4c2606-cb0f-11ea-acee-0242ac110002,std_1595307853690_361,7XAf-83Am
tch_20200715-172006_41,9ec91e6c-cb0f-11ea-96b3-0242ac110002,std_1595307854838_341,4suv-LXf3
tch_20200715-172006_55,9da7a8d5-cb0f-11ea-acee-0242ac110002,std_1595307852908_355,Qq93-cY8N
tch_20200715-172006_48,9f70342a-cb0f-11ea-af23-0242ac110002,std_1595307855943_348,CTqM-8bRz
tch_20200715-172006_42,a01db220-cb0f-11ea-acee-0242ac110002,std_1595307857059_342,6mEq-93zN
tch_20200715-172006_54,9e27fcd1-cb0f-11ea-acee-0242ac110002,std_1595307853754_354,6gZh-oAWy
tch_20200715-172006_62,a0b25095-cb0f-11ea-96b3-0242ac110002,std_1595307857703_362,i6s9-pRtF
tch_20200715-172006_57,a3dfc2d4-cb0f-11ea-af23-0242ac110002,std_1595307863337_357,9c6w-P3L7
tch_20200715-172006_47,a00ee4a4-cb0f-11ea-af23-0242ac110002,std_1595307856981_347,3jix-6w67
tch_20200715-172006_44,a40acac9-cb0f-11ea-af23-0242ac110002,std_1595307863654_344,NpQ2-M6P9
tch_20200715-172006_56,a2f2cb88-cb0f-11ea-89f8-0242ac110002,std_1595307861829_356,bien-iN8H
tch_20200715-172006_46,a4cbd107-cb0f-11ea-acee-0242ac110002,std_1595307864906_346,2X2R-ikuz
tch_20200715-172006_49,a3374df6-cb0f-11ea-af23-0242ac110002,std_1595307862273_349,E8Ef-bGpD
tch_20200715-172006_50,a3a21e40-cb0f-11ea-89f8-0242ac110002,std_1595307862958_350,vraP-68Xo
tch_20200715-172006_43,a28786bc-cb0f-11ea-acee-0242ac110002,std_1595307861122_343,3pNk-Arcu
tch_20200715-172006_63,a319dac0-cb0f-11ea-89f8-0242ac110002,std_1595307861715_363,7my2-aHcj
tch_20200715-172006_64,a57d6da0-cb0f-11ea-89f8-0242ac110002,std_1595307865727_364,9VUk-6n9p
tch_20200715-172006_45,a774f7d4-cb0f-11ea-96b3-0242ac110002,std_1595307869391_345,mMeR-636A
tch_20200715-172006_51,a5707500-cb0f-11ea-acee-0242ac110002,std_1595307866018_351,6nBg-9k4V
tch_20200715-172006_52,a6c86456-cb0f-11ea-96b3-0242ac110002,std_1595307868262_352,JM92-u7QR
tch_20200715-172006_65,a7dfa096-cb0f-11ea-89f8-0242ac110002,std_1595307869738_365,dm4E-2xk7
tch_20200715-172006_58,a6cf9077-cb0f-11ea-96b3-0242ac110002,std_1595307868299_358,p8Lt-473R
tch_20200715-172006_66,aa3e29ae-cb0f-11ea-acee-0242ac110002,std_1595307873751_366,W634-Rk3u
tch_20200715-172006_53,a9ed4ab3-cb0f-11ea-89f8-0242ac110002,std_1595307873524_353,rwVo-76XH
tch_20200715-172006_60,ab3d4a15-cb0f-11ea-af23-0242ac110002,std_1595307875734_360,48oT-nGqp
tch_20200715-172006_55,adc30ac9-cb0f-11ea-acee-0242ac110002,std_1595307879941_355,Qq93-cY8N
tch_20200715-172006_61,ad040063-cb0f-11ea-96b3-0242ac110002,std_1595307878722_361,7XAf-83Am
tch_20200715-172006_59,ab4dc521-cb0f-11ea-89f8-0242ac110002,std_1595307875854_359,4i2e-h6N2
tch_20200715-172006_48,adee125a-cb0f-11ea-af23-0242ac110002,std_1595307880259_348,CTqM-8bRz
tch_20200715-172006_67,aca73a52-cb0f-11ea-af23-0242ac110002,std_1595307877763_367,Hios-c9Af
tch_20200715-172006_54,aebb0009-cb0f-11ea-89f8-0242ac110002,std_1595307881595_354,6gZh-oAWy
tch_20200715-172006_69,b16a1a59-cb0f-11ea-af23-0242ac110002,std_1595307885787_369,fXL6-yrpN
tch_20200715-172006_68,af0bdf21-cb0f-11ea-96b3-0242ac110002,std_1595307881775_368,k7Hx-ZqtJ
tch_20200715-172006_57,b13a3094-cb0f-11ea-acee-0242ac110002,std_1595307885740_357,9c6w-P3L7
tch_20200715-172006_62,af302f74-cb0f-11ea-af23-0242ac110002,std_1595307882354_362,i6s9-pRtF
tch_20200715-172006_47,b13ca1a3-cb0f-11ea-acee-0242ac110002,std_1595307885816_347,3jix-6w67
tch_20200715-172006_56,b2b9a457-cb0f-11ea-96b3-0242ac110002,std_1595307888308_356,bien-iN8H
tch_20200715-172006_70,b3d1cb40-cb0f-11ea-af23-0242ac110002,std_1595307889801_370,BGNY-3zj9
tch_20200715-172006_63,b561e0f8-cb0f-11ea-89f8-0242ac110002,std_1595307892698_363,7my2-aHcj
tch_20200715-172006_50,b38e5963-cb0f-11ea-96b3-0242ac110002,std_1595307889689_350,vraP-68Xo
tch_20200715-172006_64,b5f101fb-cb0f-11ea-af23-0242ac110002,std_1595307893694_364,9VUk-6n9p
tch_20200715-172006_49,b35bfecf-cb0f-11ea-acee-0242ac110002,std_1595307889341_349,E8Ef-bGpD
tch_20200715-172006_51,b7460ad7-cb0f-11ea-89f8-0242ac110002,std_1595307895885_351,6nBg-9k4V
tch_20200715-172006_65,b819388e-cb0f-11ea-acee-0242ac110002,std_1595307897286_365,dm4E-2xk7
tch_20200715-172006_52,b75329b3-cb0f-11ea-acee-0242ac110002,std_1595307896013_352,JM92-u7QR
tch_20200715-172006_58,b8cef3e6-cb0f-11ea-96b3-0242ac110002,std_1595307898464_358,p8Lt-473R
tch_20200715-172006_66,b9172120-cb0f-11ea-89f8-0242ac110002,std_1595307898971_366,W634-Rk3u
tch_20200715-172006_72,b89cc143-cb0f-11ea-89f8-0242ac110002,std_1595307897842_372,4W9C-3zD6
tch_20200715-172006_71,b649f6d4-cb0f-11ea-89f8-0242ac110002,std_1595307893819_371,69G3-wBaj
tch_20200715-172006_53,ba913dbf-cb0f-11ea-89f8-0242ac110002,std_1595307901455_353,rwVo-76XH
tch_20200715-172006_55,bca884d9-cb0f-11ea-acee-0242ac110002,std_1595307904950_355,Qq93-cY8N
tch_20200715-172006_74,bd667df9-cb0f-11ea-89f8-0242ac110002,std_1595307905883_374,L234-y38x
tch_20200715-172006_59,bd1e5103-cb0f-11ea-89f8-0242ac110002,std_1595307905727_359,4i2e-h6N2
tch_20200715-172006_73,bb066dc2-cb0f-11ea-af23-0242ac110002,std_1595307901867_373,XbXq-42EW
tch_20200715-172006_75,bfd0521a-cb0f-11ea-af23-0242ac110002,std_1595307909906_375,392k-7us6
tch_20200715-172006_60,bc0f7925-cb0f-11ea-89f8-0242ac110002,std_1595307903948_360,48oT-nGqp
tch_20200715-172006_61,bcb137b1-cb0f-11ea-96b3-0242ac110002,std_1595307905002_361,7XAf-83Am
tch_20200715-172006_68,c03f405c-cb0f-11ea-af23-0242ac110002,std_1595307910964_368,k7Hx-ZqtJ
tch_20200715-172006_54,bebebaea-cb0f-11ea-89f8-0242ac110002,std_1595307908460_354,6gZh-oAWy
tch_20200715-172006_69,c012639f-cb0f-11ea-af23-0242ac110002,std_1595307910695_369,fXL6-yrpN
tch_20200715-172006_67,bea3b8a2-cb0f-11ea-96b3-0242ac110002,std_1595307908276_367,Hios-c9Af
tch_20200715-172006_62,c150b021-cb0f-11ea-acee-0242ac110002,std_1595307912776_362,i6s9-pRtF
tch_20200715-172006_57,c06da2e5-cb0f-11ea-89f8-0242ac110002,std_1595307911277_357,9c6w-P3L7
tch_20200715-172006_56,c38d3321-cb0f-11ea-89f8-0242ac110002,std_1595307916505_356,bien-iN8H
tch_20200715-172006_63,c42505dc-cb0f-11ea-af23-0242ac110002,std_1595307917527_363,7my2-aHcj
tch_20200715-172006_76,c233bdce-cb0f-11ea-acee-0242ac110002,std_1595307913938_376,jRs2-A3mc
tch_20200715-172006_70,c3a4d9a7-cb0f-11ea-96b3-0242ac110002,std_1595307916684_370,BGNY-3zj9
tch_20200715-172006_64,c4673f69-cb0f-11ea-af23-0242ac110002,std_1595307917900_364,9VUk-6n9p
tch_20200715-172006_77,c495c970-cb0f-11ea-96b3-0242ac110002,std_1595307917952_377,oUa9-yV78
tch_20200715-172006_71,c7e73df4-cb0f-11ea-96b3-0242ac110002,std_1595307923816_371,69G3-wBaj
tch_20200715-172006_72,c7e25c4a-cb0f-11ea-89f8-0242ac110002,std_1595307923788_372,4W9C-3zD6
tch_20200715-172006_78,c703466c-cb0f-11ea-acee-0242ac110002,std_1595307921966_378,sMGk-ZCV7
tch_20200715-172006_58,c745cddf-cb0f-11ea-96b3-0242ac110002,std_1595307922762_358,p8Lt-473R
tch_20200715-172006_65,c6609db3-cb0f-11ea-89f8-0242ac110002,std_1595307921239_365,dm4E-2xk7
tch_20200715-172006_66,c759a442-cb0f-11ea-96b3-0242ac110002,std_1595307922885_366,W634-Rk3u
tch_20200715-172006_79,c9668ae1-cb0f-11ea-96b3-0242ac110002,std_1595307925979_379,bGth-9Va7
tch_20200715-172006_74,cb7ce87b-cb0f-11ea-acee-0242ac110002,std_1595307929844_374,L234-y38x
tch_20200715-172006_59,cc39a871-cb0f-11ea-acee-0242ac110002,std_1595307931088_359,4i2e-h6N2
tch_20200715-172006_75,ccf5cc6a-cb0f-11ea-96b3-0242ac110002,std_1595307932307_375,392k-7us6
tch_20200715-172006_80,cbd40879-cb0f-11ea-af23-0242ac110002,std_1595307929994_380,Mag6-PjnN
tch_20200715-172006_73,ccc9da28-cb0f-11ea-af23-0242ac110002,std_1595307932016_373,XbXq-42EW
tch_20200715-172006_60,cd0647a5-cb0f-11ea-89f8-0242ac110002,std_1595307932397_360,48oT-nGqp
tch_20200715-172006_61,ce2b3f4f-cb0f-11ea-89f8-0242ac110002,std_1595307934332_361,7XAf-83Am
tch_20200715-172006_68,cea57823-cb0f-11ea-af23-0242ac110002,std_1595307935087_368,k7Hx-ZqtJ
tch_20200715-172006_69,cf7ced00-cb0f-11ea-af23-0242ac110002,std_1595307936547_369,fXL6-yrpN
tch_20200715-172006_67,cff24393-cb0f-11ea-acee-0242ac110002,std_1595307937319_367,Hios-c9Af
