tch,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200710-212608_589,class_20200710-212608_589,xsfG-Pqz8,774c1fe4-d908-45e3-9b09-02feb6c73d75,64c84633-35a6-47fe-9744-df2e81838775,d1f2581c-f660-49e2-a699-f5a9724a6ef3,45d24bfe-f52e-4033-ab41-53e45e48016a,01fa0fe2-76a4-4162-b228-ec8f9bd552f7
tch_20200710-212608_583,class_20200710-212608_583,TaCi-qtfW,bb55ccc9-0f91-4b42-88be-26c5cce67dbf,2c4cdb39-8d38-4f40-a253-2e869456a1dd,da834a08-112c-44c0-99af-e3b66e3ca296,99baec26-0ea4-4968-8073-6c33cd418a7c,01cf9090-26ae-482e-aff9-bd219d804c2c
tch_20200710-212608_587,class_20200710-212608_587,LPC8-4Zwo,fc94ec53-c68d-4cbb-8aed-000bec186b97,a2e2ac43-5a49-4b62-957f-d3ae9a4375fc,b39e67b7-ef26-4d30-a42a-b5ec0e4d49ac,68707ee1-a4ec-4b38-ba72-297c69e0a12a,e11dec05-feca-4cae-b076-f5375ebfd8eb
tch_20200710-212608_585,class_20200710-212608_585,wYmF-7jvQ,7e241cee-3abb-41f1-b5ac-6150d12da197,0a28a16f-9832-4aab-acfa-5651ee5acdf5,f4cfda5d-d29b-4b45-8a93-903526bbf94c,dfb70f08-feda-4748-84cd-c95c8f1d2c51,056e1c23-0926-43b7-91b5-819108aa380e
tch_20200710-212608_592,class_20200710-212608_592,mgcp-HVRx,a324d486-771b-4a63-8cbc-1d223c7fb0f7,ad17783d-9352-486a-b8d6-a7d73d05459b,b5603b8c-f9bd-487e-9adf-b9145c1977a2,a3d3e5a6-3a3f-435c-9727-76fe66dc99fd,8c7fb120-5c8b-4940-91a6-a79ef2010ee5
tch_20200710-212608_590,class_20200710-212608_590,2HZc-ov8e,1a00061f-b4be-443e-9bf9-5788ea79b45f,605589b6-0290-408d-b1e5-b49a61d98942,183b7830-74ea-4585-9998-68c439e9750a,ab21a6c8-4c0c-4d93-802e-7e4df409e6a8,f7da2402-0609-471a-b918-65e3982d61d1
tch_20200710-212608_591,class_20200710-212608_591,piFP-ZcX9,45139127-1656-4ec1-bb4c-59c7224de75d,cd807b0e-79d5-4403-85c2-69f21b22c915,c94e6a6d-d12a-41d7-8062-22ab916cfd60,6c91afcd-aa26-4eb4-830b-ae164b202fac,5b5f43a6-3479-4e80-8e64-8e05c19774a4
tch_20200710-212608_593,class_20200710-212608_593,n3Bk-6pgD,dfc59040-732c-4f68-9f3b-ef83cb29f4fb,80f8e9f7-1d69-42d6-a040-fd910198d9eb,f10fd87c-4105-4a6f-bbbc-ac27653cae2c,25fa7a54-0921-4659-b4f0-483cb1bb9389,6b103ce5-2b01-4b2b-b695-8439870ca074
tch_20200710-212608_595,class_20200710-212608_595,zncJ-Qc49,43d76932-870e-4284-bbe4-48b86297b31e,8cef4549-c0e8-44c7-82d1-46379be0a063,503676cd-b24a-4253-922f-7888a3a9f593,4085750b-a252-4cca-8f08-72bf09fe2b3f,3ca746da-7a30-4c33-8877-22f3523ac382
tch_20200710-212608_588,class_20200710-212608_588,49Rh-8aP6,778ebab3-1a98-42e4-8716-3ca12972d2b3,8dca5252-ac7a-46fc-bb3c-6ed304e04d78,84b257d5-2dbc-4d3a-86e7-75d03dfbd81d,987731cc-3916-4ff6-a836-d925666d1120,5d891253-9efc-4ecb-81b2-4b873b328cd4
tch_20200710-212608_594,class_20200710-212608_594,W8ni-dgTD,2dcd7fee-3041-4573-8e61-30a67bc21d82,76669ce4-14d8-4143-a7a9-8f0f8b161b58,0e8d5063-68f6-4fde-b675-e92483f34dd3,cb97708d-e359-4f8d-b258-92854af8ec75,13132140-75c0-4fcf-a0d5-486a86ad7c4f
tch_20200710-212608_596,class_20200710-212608_596,F9Cc-tgKW,17e95ed1-6d4d-4684-8958-b70071613974,8a56dbc2-3611-4d9a-909e-4205a70030d6,ae99671d-7de6-46df-8678-e6efbaba5277,733a5ab6-8d94-4a3f-bd48-25facb8b6a05,72a02f18-3e54-4784-97fa-39bf77084ce4
tch_20200710-212608_601,class_20200710-212608_601,C8W4-U38p,db6faef6-5b37-4365-ba09-bd80d87e3390,f40e92ef-b8b0-41d3-a65c-cb88862f36a1,e5a43e54-2cc9-4f1e-bdfe-b9446549adf8,5f8b9e08-55d9-4119-9efa-d0c118dd8aaf,b791b6e4-5e31-4865-b70d-54af7f8e04dc
tch_20200710-212608_598,class_20200710-212608_598,ZQjt-8Prf,df0dc003-a744-40f0-b9cb-5ebee27c4d0f,55b14a7f-56b4-45bf-864d-e95a548faefa,25156bee-a317-44a7-b6d3-42d355f46b70,190e3bcd-c5ae-4932-9971-710d9d1ccde3,73d88850-d874-4f94-ac52-bd4fe98a21bc
tch_20200710-212608_599,class_20200710-212608_599,47Bu-3FQj,130eab64-437f-42dd-a259-7d63c825cb9b,20f01049-fec0-4795-be17-e512296452bf,75c0f623-c575-4873-8cf4-5425d31cb048,908df774-9695-4b76-9bb4-b6c7f690cdce,8371b367-3bc6-40ac-b7fe-c07c76d9fe7a
tch_20200710-212608_600,class_20200710-212608_600,JY47-hX83,5f45fce7-6512-4fcc-8ac5-dd332523ddae,acf67d60-f98e-4eb1-9f97-13bfe54d230a,00e1e9a4-15e2-40e6-8774-888382ce4499,788ec004-80fc-4395-99ed-14848375f1ad,9b97b2f7-a637-4c8b-85c8-82ffcd228461
tch_20200710-212608_597,class_20200710-212608_597,Le6Y-6r2s,648d056e-c8bc-442c-90ae-8439304a2483,67a75dee-4eae-4955-b4db-b06af3c87781,245d6342-b7bf-4e77-8b71-7142895235ec,fab85012-8db2-461a-aa55-e49808f890ec,b7cf6352-c52c-4d67-a704-3e815f4fad7b
tch_20200710-212608_602,class_20200710-212608_602,rWc4-PfbT,cacdf1a3-4ebb-4c5c-8207-e182f158d85e,6ac8e1af-e45f-4c96-a2ac-4df0be520e8b,bebfaa06-b282-4599-b316-029ecf45cfb1,e2435601-17cc-45d8-9c0e-e5ab2341b6d8,8ce82f5b-4619-4af1-9fe7-306620c084d0
tch_20200710-212608_605,class_20200710-212608_605,BdpA-4hmM,f3da3263-856c-4250-a2f6-d7ac7107eb73,7fad66da-704f-4686-85be-1f9b0d244abc,1e98cd33-3334-45e9-bdb6-e86ff24bfaa4,af196e0b-03f3-4728-9afb-0f6bb380e207,d642ad09-5f36-43f6-be06-122df4c51b57
tch_20200710-212608_604,class_20200710-212608_604,9BVk-FM3q,e703bf04-bb86-4e94-87a8-6f2e241347f7,0e7a1f9f-779c-461b-a197-a4ac964a8f7d,fb8a7aa0-ddfe-4330-97bc-984b26022412,b5211e57-6d76-4ddf-a639-d518db80e017,3d90359f-fe1b-46c6-a50b-70a703f230c0
tch_20200710-212608_603,class_20200710-212608_603,q8sT-Qxs4,13b554e6-33b4-48fa-9540-521ef5b7fffd,f8056374-b9c0-4079-8f5e-ec922029eb38,0a16fc4d-293f-4b0c-b268-247532b6a6e7,4d1556df-6230-4f03-8d17-aaebb7214088,1ee607a8-d6a8-4aca-a805-cf342a39bd89
tch_20200710-212608_607,class_20200710-212608_607,eNfm-wGsB,d0f478f5-ec89-463c-b726-49b7bb562671,861453dc-2ed9-449b-835a-1aeda95a01bf,913f8ecd-e818-41e0-b923-926b55c91189,c10080cd-7916-4195-bd9a-8a1f43dd203c,5be26128-01f0-4b62-bf33-a0674a094200
tch_20200710-212608_608,class_20200710-212608_608,7dqt-mFoT,5c467416-d0ab-4c8b-ab43-9cc3c44fc89c,e83ec2ba-c724-4b44-9d59-84c5414e2e17,aeb2f3a6-69ed-4a8a-ac4b-f50233c8ddb7,f1c1e170-156a-44fd-a46d-4add0d163880,2454dd11-5828-4e92-b638-52a30f52b91b
tch_20200710-212608_606,class_20200710-212608_606,jsq4-7BW3,4ef49fe4-655d-496d-b613-b0aee3ff55c3,0a16f61a-ee7a-42a8-aeb2-d5d626540d9b,a717dc86-5cf5-43c6-b41e-c196d169c5aa,aa4399f8-8920-4d09-b447-ff8448125355,59e4962c-06a2-4dfb-823b-f22e33d252ab
tch_20200710-212608_610,class_20200710-212608_610,3e3U-qw9D,d59fd08f-57b0-4009-b332-65b95acc3c38,7da5baaf-082d-45a1-82fb-a36c7a74c407,336ed269-bdf6-4ae5-8bd0-9bddd800fa9b,a2d96490-f4dc-4a41-a9b8-6f14c81a3108,a83f287d-fc0a-4a2b-b864-e9b3f493e5e2
tch_20200710-212608_609,class_20200710-212608_609,2J9R-2gMT,f6eb6085-1603-454c-8cab-6d571de22a09,17375f5b-6f3f-4a6f-930a-759159077173,384ab144-3931-4dab-95a5-c31853651403,b71d43e5-e8a2-420f-8eb9-12368669aecc,10b82231-95a1-4450-bc20-b5ae9161b935
tch_20200710-212608_613,class_20200710-212608_613,73ys-ed64,8653d9fd-9b06-4532-ac7b-e33481417fdf,52450372-2b11-4d43-92c3-9809af6cda81,8efdaada-04ea-4b10-a8c8-18451c6ad234,9665063b-4b76-42ce-9d78-8d79125c992b,df7a8f95-c97a-4dee-870a-f203a78561f5
tch_20200710-212608_612,class_20200710-212608_612,7kf9-7m26,4c81eabf-60c1-4055-a117-b6686e73474c,f2e23cfb-02ca-45fb-a6eb-857465b6d133,be877593-d6fc-468d-ad55-c3a532cc6623,66994b3b-bc0b-466a-a437-a2c38493c0b2,3b0f26aa-dc0a-4b40-be46-9452cfde3fa0
tch_20200710-212608_615,class_20200710-212608_615,QpE2-HGXc,5423fce6-7034-4131-a7cb-1f08a2921042,1c800959-1fe0-49cb-9004-33e29f9e5083,847f40fe-2558-4105-ab64-733e8344b9ff,890aac9f-7724-472d-a2be-93e48206774e,e2b3a377-d61c-4002-b74f-32b53deabed5
tch_20200710-212608_611,class_20200710-212608_611,vx9W-JzGs,44785cfe-c9ec-44f3-9db7-1dfdc1d5c906,84c5cce7-f584-40b3-b6b4-b16593220396,4a6ff490-9309-41d3-ba8f-4dc8687870ab,a209cffe-624e-4937-af47-a98d5801a5fe,8569c4b7-5774-475e-ac10-224d19f256fc
tch_20200710-212608_614,class_20200710-212608_614,mnEh-H429,db9f4382-4f86-4b01-b2b5-7f9e8ddf5539,f58f396a-43f8-4d4c-ac92-ee520bc33596,25167f0a-74f7-4bbb-9b24-28b8425d397e,4a20ea02-6ede-4cdc-8b38-b38bc2e35445,2e3f2076-d5ef-4020-a937-824c2ccb2d1b
tch_20200710-212608_618,class_20200710-212608_618,eAXC-c9Zc,cbac4d56-a054-4c9b-906c-a8b2b3e16720,d0a6b763-7706-415c-b110-4e932ecb1f89,d77e87a2-879d-49a5-8fc1-15387dc1c4a7,79f95f00-0fae-4f0c-95be-afb7d025979a,48f90d1a-553e-46f9-9d46-053a2cbe3a8d
tch_20200710-212608_617,class_20200710-212608_617,E389-Xkoy,5486a9f0-83c2-40c6-92da-e64656b6bf2b,5d650c40-807b-4340-a8fc-44eaedb2f766,6eb89795-836d-4a26-bf04-04e9178503f8,5d3e5f6b-c0bb-42f2-82a4-5c6b89a16e27,e8ce1fb6-9e82-4f34-a0a7-e270e40c57f8
tch_20200710-212608_619,class_20200710-212608_619,P8ed-83ca,fb41c9fb-efe0-4d13-a5c1-dc97d7230e70,6a110bd8-41f5-4eb5-8021-f8abe820f9e9,2791f670-e80a-4dc3-bd89-72322f35a186,dc18b466-8713-46eb-b6b1-f1dc46f4da15,5a3cdda7-e0f1-4235-9001-2f496dfa7aa4
tch_20200710-212608_616,class_20200710-212608_616,2XoE-hs6i,cc9545b8-8648-44d2-be2c-c949f5177fb0,ab46d9ad-e9d1-4e66-a127-3f3c48966c26,b01b8477-4f8e-4f54-8699-8b96d833d94a,231eeaa4-1109-4f11-873f-1ad8038061da,34be2772-fd81-4843-af91-01a0a2f6fe4b
tch_20200710-212608_621,class_20200710-212608_621,U3FC-nF3e,49edaf62-2008-45df-99c4-996e38489b60,1d5fd839-bc92-4026-860d-74cc7931f64e,79e9ffa6-554e-40b4-b780-e9332dd76c2b,8e0b434c-045d-4c10-9115-14d0ad6ce30c,894260a8-afee-4744-8561-78dfd14a2544
tch_20200710-212608_624,class_20200710-212608_624,ZdV3-rbDu,4667e52c-ac5e-40b2-98d0-89c1f6565f53,f888056d-96d0-4cea-baa2-4c66beb634f2,b6ec33d6-d236-40c8-a8e2-f2eb505d23b5,6295018e-edde-4dbf-9a10-0a15b6f1ec1c,271032cc-05b5-49b6-8c66-590c53d102c4
tch_20200710-212608_620,class_20200710-212608_620,p92p-XuBx,b4f6e58a-6aea-49c7-8403-8e4074d9e1e3,4be3838d-7b22-4fc5-8472-3308b05afa80,9ea81e77-c493-4377-b04a-f94d76f9e6b3,7c89cc8f-21bf-458d-b9bf-30d29ae011b1,86416705-b6fe-486f-b913-8f71e400985d
tch_20200710-212608_622,class_20200710-212608_622,f7A7-q26X,d60ddd75-9217-4520-8e3e-a85e7555a4d2,5b9f0264-798c-43ac-a0a7-1aa8009b1400,ea3371d5-2fc5-4437-a9dc-b78ba63e504c,f58a1387-a9f7-4684-bbd0-daabcd5699bb,aa1b09f4-b72a-4887-8330-7dbccdb90f9c
tch_20200710-212608_623,class_20200710-212608_623,KZQ9-A738,f99e6fb8-a200-4f05-b8de-82b0a6be4d59,55b97940-e05a-44de-af26-22bea6a2a998,2e40eaeb-020e-45f7-88ab-57f722741ede,b7a4a828-48f3-41e8-ac55-0d89db55fe3a,66097e82-3f2a-4f28-9385-3c843451ca15
tch_20200710-212608_629,class_20200710-212608_629,TtB2-sgr9,19e38ba7-eef9-4045-833f-1c022d4b0560,9307f85c-dc50-4608-bf4f-c620c9d3e2ad,07a5df9f-096d-4c24-a8bd-8f2ca35ef09c,2188f98a-39f4-4446-8627-323bd4e71759,321f9473-3dfc-487e-961b-96b14cf0dd2e
tch_20200710-212608_625,class_20200710-212608_625,9b4i-T3HE,08ee750f-c9f7-421a-a337-c4645e8f1896,122bb89d-4204-4a48-a92d-ac2841152784,df788834-00fc-4b53-9d84-2da11c9173af,47183843-e156-40f7-9347-00a299471280,1ce12d51-917a-4063-b341-1df164036d7f
tch_20200710-212608_630,class_20200710-212608_630,fN6u-j8uW,04273a91-e002-48fc-ba8d-7da682ce066b,860f9053-d212-45a6-a192-f9469eb9a13a,9e26aac0-c9fc-4b5b-94d8-4fa02dd339fd,6f7e3fbc-9a72-46ff-821a-938f6c0cfe8b,b379129e-19ea-4a44-84a2-d0427f1615c4
tch_20200710-212608_626,class_20200710-212608_626,3xTA-db8q,f5553753-ff78-4ad6-8927-3e86e65957ad,1fc67192-98c3-4846-9120-4b0cf80df19d,ce7e2fe5-7c31-43d5-bde4-02d46990b529,a4a30247-ba76-4af4-9bf3-b2e3c013c574,5c4e3a33-eb3e-416a-b79b-f0ce82e09514
tch_20200710-212608_627,class_20200710-212608_627,h9Qi-JtzB,3909ca2d-7c06-4fec-8a61-eb6b97f19495,2611d085-b213-4fd3-b695-599692fc978e,71e03dc5-1b7d-4462-8b9b-52e25265650a,c7d6282f-3da5-437c-ad97-4e6d761493dc,867e1e01-5cc6-47bd-8b9e-136116d71b3a
tch_20200710-212608_632,class_20200710-212608_632,2424-6Qr7,5f253fad-8f77-476b-8c6b-9aecda67942e,70f24cdf-daeb-4e4b-885a-b66be2266a4d,6ea52e84-3dee-437e-b4c1-1cbaf8af504b,aaaaa275-a77f-4af7-8942-aa20c6646db2,153878f8-c19c-4465-a284-3f0b66acc20b
tch_20200710-212608_628,class_20200710-212608_628,QmeB-xb7s,3c2a8de7-0bd4-4737-b430-bc040c38e365,2a82c041-ef8e-4f62-a11a-826af596d876,1a12b207-9ea4-49aa-a67e-894cc2caefba,7c4b52ac-ac54-40e7-9c5f-a469e890df6d,6fc2f37c-d8db-48e3-85b1-4b8935e31616
tch_20200710-212608_631,class_20200710-212608_631,z4ta-eqpv,7528aa7b-40c6-4c9c-aa69-63db9f18628d,c3d595f5-99bb-424c-b259-3b718419daff,0a5f53d3-7eec-495d-9357-e8a67f929ecc,308a00df-6aea-46d5-ac25-1586252b692b,b839c4e4-5d99-42a7-a8dd-282b86c9d8b3
tch_20200710-212608_635,class_20200710-212608_635,8cu8-9kTm,6e72915d-d350-4b15-8558-1b51ca61eeb7,234ac332-0a1b-4ff0-ae06-27d38ee45d94,d1d6cdb4-4e58-4579-a394-2e05b52dd1ce,e23a53a0-0bb8-4180-b6ab-c2656de0a0b8,c0c9fce7-e9f6-4097-b9c7-d5fecb214e9e
tch_20200710-212608_636,class_20200710-212608_636,HMD6-jyh3,71ad404c-cacc-4188-b443-629595da93fa,b2901eba-4dd0-4fd8-b0a5-cd40c6a6b5e0,27750fb3-6b93-4923-bad4-03b393e79a51,dae014fe-8758-42e4-9b49-8823f2ed952e,4f5db8f4-875e-4871-a65c-a0bbd3c956fd
tch_20200710-212608_633,class_20200710-212608_633,wN63-6vfw,cefc4288-3a7b-4edc-ab73-54fb41ea98e3,5fb3d4b2-d890-46e9-a370-fd8d045184ae,88ac12c9-d0e0-484b-82d5-c9bce1c8659b,58c7ab42-2544-4788-bdb0-807e84d38cfb,4176598f-9012-48af-9249-bf34abf04106
tch_20200710-212608_640,class_20200710-212608_640,DQqe-hq7z,f580790d-7ede-4148-aca9-7cffc3201a1b,2cad0c73-d33f-4af0-b70b-8da2886aeed8,55e92c9b-0c67-4ebd-acf4-a5e6db9a8244,b588d398-51a7-4821-b812-77b3e424d3e5,69fac09b-b297-4c24-9824-1a6ed56e2ac9
tch_20200710-212608_638,class_20200710-212608_638,t8Wa-b2ae,15a0315b-3b68-4cf7-a6fc-7bfa32db82fc,75091b88-1ece-4c33-9c21-ec377feb64f6,49aadfed-5a8b-433f-bdc7-d38c82f9c974,6bc2d80c-a40d-41e7-879f-0b30c3a77221,3a5344e3-9ac8-4187-b61b-d2d20e6da15e
tch_20200710-212608_639,class_20200710-212608_639,Z9hD-27z9,84c1ef38-14d0-4dc4-9477-976e71eeb746,7242ac3a-5810-4e7c-a22d-534d45df59ae,52fcb545-bc35-4eb7-a52f-945434d53431,f6ab3d6d-6db1-4f1c-bf8c-fa0f2a20acec,659898b5-ed14-42c6-b538-202bc1418eda
tch_20200710-212608_634,class_20200710-212608_634,TNh2-okeE,0b56c997-e94d-467e-97c6-68648310b566,b6848e43-094a-4ffb-af6a-3cc576bb00be,3b229449-3e5c-4c46-b2fe-a9b076f64d00,ae2c3b84-b088-4a69-8a67-1206f16b297a,3fc0db9b-f43e-4426-8b24-c90f54b97cfc
tch_20200710-212608_642,class_20200710-212608_642,TAXq-VdLC,990c7ee8-2f39-4a97-985a-775ea1172afd,c2bb499f-c828-4ba8-a732-7581dd3f8d47,c4e62981-1cd3-4fc3-b5e7-976d7f8cb6a9,56943327-ad21-4b7a-9644-36088bb7f3d3,8bc321a3-3ca3-4e7d-884a-6e762591fd77
tch_20200710-212608_637,class_20200710-212608_637,nhtd-4QGM,7d2d4c5b-f6d5-4231-9805-e335d9d3a34a,1fe66eff-23f5-4309-a409-26a5f8d90e2d,508c3502-f3b5-4574-ae97-22c7e3b0d6f6,429c81df-0d33-47e0-a1a9-df5176a3ad81,8fcdb2a1-25b4-4aa6-b3c7-4104bb2987eb
tch_20200710-212608_643,class_20200710-212608_643,r7NJ-vW8k,d6e4c942-7129-4732-8f72-6a0a722f1f08,3c61588c-0e0e-4277-a8f2-809849eacb95,4e47c4ca-c111-47cb-990d-4d4f2c87aff3,27adbf0d-2a83-4b8c-9cdb-33cb5252e85a,bacc5a7d-67a0-45d3-9759-6cd3a876dc4d
tch_20200710-212608_646,class_20200710-212608_646,49oz-Uc2G,50e8583c-90e7-49c7-9b02-111580f9f3d4,4a8ac103-859b-47f2-9401-190cc1ec94d4,dd44d452-aba5-486f-934b-87173979117f,fd02b20f-33a8-4d0a-a7cf-90d9e3d4279f,18b70688-857d-4da4-9546-00d7578630ba
tch_20200710-212608_641,class_20200710-212608_641,nymf-Gku9,f8921e7a-d84e-4d2e-90b2-d782fc949ce7,5d5aa7fb-e28f-4150-8f44-3672bbedd7c8,3e0e114a-c78e-48d6-854e-05bda4f87520,727b8b02-7435-497a-88ac-f08e6f0873de,b1041d22-03ba-4317-82ed-4b548238c77e
tch_20200710-212608_647,class_20200710-212608_647,4dGt-CWDx,fc309096-c103-4c27-829c-a3f9ef52806d,0bcfe7eb-55a6-41c2-bbaf-4bf4850bb295,915f7644-6191-4d0c-820a-ed5b0fee19b1,8b5d1756-356f-442c-ae37-2ce38eb3b470,548d5287-df08-4d9c-b678-422ca5f25adc
tch_20200710-212608_650,class_20200710-212608_650,ksyB-j48s,52108a9a-3d08-4c62-9206-8210168e5771,2e0213a9-0470-42ea-80d2-56e4090756a5,cceaaf5e-3215-4d3a-82f3-376b0d26a400,4122f8dd-4588-4a43-bd07-604c507ad998,661a456f-88ef-408e-9c43-9d89a2ce9bf5
tch_20200710-212608_652,class_20200710-212608_652,etrD-ZGQ3,ea2a9d94-c749-45eb-95b9-64b63b3f82f4,f440de12-8e25-4abf-b02f-e92715ae6616,c4023904-8689-439b-a9b1-b50f994ee1d0,e6febd2a-efa6-4d60-87a3-5ac04f0375a0,ee47f3cb-ba7e-4df5-b51e-641f2db38072
tch_20200710-212608_645,class_20200710-212608_645,orZD-G7Av,e10f2f7b-bd14-4752-914c-a2eeb7abe1f3,df6be123-70ec-4ca7-b1bb-12a5eadb7f26,ff91a14c-0390-4a8a-8399-186d51c12292,4ba1e0a3-8cbe-40e5-8649-a10e7dde6a45,033f5179-8b78-48cb-b2a0-a091aaa7a0a7
tch_20200710-212608_644,class_20200710-212608_644,bPw2-yXm9,7c8d2ac5-4ac8-4288-af72-bef3cc30e998,b429ce2b-a7e0-4c71-bcb1-73705b439b65,9d8c6035-0b01-4ab0-988e-55b408f2164a,d6929ace-cf21-44e9-ab21-1261b742b101,1dcb149d-910c-4933-8c86-171562f5e0e8
tch_20200710-212608_649,class_20200710-212608_649,M2eR-7M9f,be138673-a14d-4fe9-b51a-4e07f6327fd2,f2990469-4e1e-4d9f-a03c-cc4a2fe47f51,1c8c6a8b-7b14-4fec-ac87-9317878ea418,56d2b6a7-3979-4c48-9a1e-ccedf7ea17e8,a0ba335b-7ed9-48cb-bedf-7042b2bc6417
tch_20200710-212608_654,class_20200710-212608_654,9wXn-9JZU,fc123758-0106-4fc8-9719-bb1da6815e74,9da8386a-cabe-4af0-b8cd-d18a5f21e416,0185902a-c819-4aa5-91b3-e96e34b3bc6a,3ca33b30-986f-488b-b9a2-a3099c0cae66,192abbcd-f217-411c-9c1f-861e0659f0f2
tch_20200710-212608_648,class_20200710-212608_648,pfJ3-79i8,9679cd70-549a-4d98-ab06-0e75fa7451b5,4990e273-857e-4614-a78e-d4a53e97f7a8,76941675-2141-4489-8ff0-acaddf8e4d85,b8c569e0-79b8-447a-b621-7515f53de0ec,40cb18b9-6d1c-4497-afdd-f07eef2f428a
tch_20200710-212608_651,class_20200710-212608_651,tWar-nKT8,0fc24a44-5a44-4354-8dc3-c04c74d21f24,cb21a710-7edf-40cf-899f-1130b075beac,df67d371-f1de-4db7-ae51-1e917d5031e5,166d1069-05d8-4086-89cd-008e278d4ded,2edf61c2-4108-404c-a712-375466c3fe80
tch_20200710-212608_653,class_20200710-212608_653,Eo7p-DFCD,5d44c2ac-8210-4963-9f16-263eef727cfd,16c74757-b010-4beb-b748-283163c30e7f,97095efd-e205-443a-93bf-e15c7634bb67,ba5a2139-75d1-4ee7-8047-aff934e1c745,0264c6f7-ec8f-4172-9a95-744de5f94fd7
tch_20200710-212608_655,class_20200710-212608_655,9uEa-DdJ6,01925e12-a3ee-4160-9f39-6fb9437ee407,98040a19-e018-44cc-8859-4eb210dbb223,9b820428-7e99-4a04-9953-836717de6cf2,a3aaedba-bd6e-427e-b751-ec0754dc7b0b,e90a5ef1-c88c-4760-bfea-28c9dc21a020
tch_20200710-212608_656,class_20200710-212608_656,V8uP-aF6p,99eaf4d2-6e3d-4693-94f7-020421bd02a6,43c1ce58-229b-4f17-8b32-7fa1f680c822,826e66c8-0229-4ee3-9a80-eb710cec4c2a,64ff8f30-15d3-4d1d-9902-c0a733ff9c78,38f1a0da-a546-40ba-b2e4-1fbdf8318ba7
tch_20200710-212608_658,class_20200710-212608_658,L8qg-8ZR6,414abbb8-91ea-4158-8813-568ff5f87750,ee42f1cf-0552-4cf3-89b3-bc199c36619c,db331a56-838b-41d3-bbb1-a0a99a08bb29,721d9ec9-7a92-4c32-a016-6261817235be,9270b970-2049-4a44-a1b7-50d25f5ab5cb
tch_20200710-212608_657,class_20200710-212608_657,RfZP-3th3,3e28ce1e-f0f9-4b62-b7d0-ee1bd2161fd7,2a7e97ad-f551-41e9-9f64-8ea4f6aad29d,4cda3d22-db44-4593-aaa9-56ece48c8d7c,00772fc0-d0dc-4243-9448-92b2851fe466,28b4cc4d-0c67-4f64-aeaa-7948960f13b7
tch_20200710-212608_659,class_20200710-212608_659,XfEe-Ux7f,646f11d4-8031-44d6-a0d5-8522a59a3253,669d8942-a8c5-4568-9d7d-2ad62d7bb731,070defca-9845-4774-b6b8-8be716426777,51b4fd7a-cd3a-4ea4-99cd-0e6b0ad8d04a,c0f613ce-7fa4-4052-946d-d7e57e88d251
tch_20200710-212608_660,class_20200710-212608_660,mFvF-2uyX,8bf80a0d-7271-4d63-92db-026fe5adb3a6,b6b0655d-153f-440c-bba8-c2a16981e3a6,b5c08f54-dcc2-4d59-97b8-15bca1f7cd9a,a0b34165-4740-4850-b72d-3bc39ad3a18c,849ef354-6f12-4aea-9b10-7c11bdaa0e8a
tch_20200710-212608_668,class_20200710-212608_668,T7fr-637j,037a4119-28d6-45a1-a74b-945a7f30dd5d,2f9a80a8-55de-4d36-82fa-fa080032760c,8d7e9095-77c9-4434-9b9d-4465f010ff2b,da15f5c4-9868-4f40-994b-e0eb24745e13,6ca77eb1-1c5e-4637-aadb-aa1d29c6bb6c
tch_20200710-212608_665,class_20200710-212608_665,BAou-y9Cj,14b68607-47a7-4e27-bc08-dc51090869ec,a17c92f4-cb42-4ad4-bc03-92d15ad120a7,12f84f5e-8cea-4a4f-9e7b-9c9d2b7dc257,92343525-2102-4813-92e8-455e927949a7,d8c3c52e-c9f0-45fd-a368-3c6e91fbd304
tch_20200710-212608_661,class_20200710-212608_661,cC8J-f63K,21166c4e-d86a-44ba-a7db-45898472e191,9bfc3fc1-1744-40ac-a404-bc4abf3082ea,d050d807-a148-4f03-a3c3-edce1eacf722,65c46fbb-5001-4e85-9330-2fb82ea3ba92,7a729554-27ac-4b3f-ac87-92f33a49bbe0
tch_20200710-212608_663,class_20200710-212608_663,8oPF-86uU,35f0b632-6e93-4c93-81b0-97123d33b52b,221a4787-5c0f-4956-b528-e71eca00a99a,5a843198-31af-443b-bf0a-63259839496f,aed11d22-a35b-4ef7-8c84-9abb74f3d0da,4fe8be71-4038-4d09-a9fa-cca83ed762b2
tch_20200710-212608_662,class_20200710-212608_662,MHvD-eqc4,5981f19d-4e8b-4258-9ffc-43f1bd7ba9f7,1713a536-92ce-4240-a34f-75090891a296,b65ba893-b094-4941-bb1f-a182f93151c2,bbfbdeb4-ab12-4971-8b89-90635ea9d5d8,3aa5466a-0079-45cb-ab19-548ad8713efd
tch_20200710-212608_670,class_20200710-212608_670,VgkC-jFwi,75404dc6-807b-43d8-9a83-9da380503446,82fc22b9-853f-4c42-8ad8-312265d0f6aa,d9e495ef-785c-49c3-be24-39ddfa7ccbae,ec4b9507-68e3-41bb-8de1-089625e092d6,d2cb7991-f077-42d4-97e2-5c408fe5c648
tch_20200710-212608_666,class_20200710-212608_666,qyXo-u934,1cf15645-25dd-4c3a-8c73-1d95147e3f06,32ddb6ad-e2b0-4fdf-83ca-d459cf82d511,0ad33390-45e6-4b96-9809-a644dc900d2b,52ccf8ff-bdc5-4866-8a14-bf4de26d17db,750e4748-8382-4874-9f0f-fb86fca9f482
