stdextid,count,page,classcode
std_1616494090436_591,1,78,Devc-i79U
std_1616494091940_592,1,78,oZkE-uEaf
std_1616494093450_593,1,78,aP43-9KDg
std_1616494094956_594,1,78,uiVG-2bKr
std_1616494096464_595,1,78,ik82-s7Br
std_1616494097971_596,1,78,A896-q6Gz
std_1616494099479_597,1,78,6wvs-aYLo
std_1616494100988_598,1,78,A243-93K8
std_1616494102494_599,1,78,2j3G-dUjE
std_1616494104001_600,1,78,GYUp-rA72
std_1616494105510_601,1,78,XT4s-E6Ey
std_1616494107016_602,1,78,sF6P-zNA3
std_1616494108521_603,1,78,2E7X-NRMD
std_1616494110029_604,1,78,ukZ6-NTez
std_1616494111535_605,1,78,j3xo-k9FK
std_1616494113042_606,1,78,6kg4-xgXa
std_1616494114550_607,1,78,zq2v-uw9o
std_1616494116056_608,1,78,C37r-uqvA
std_1616494117563_609,1,78,X979-DbQ2
std_1616494119070_610,1,78,6U2m-jLi7
std_1616494120578_611,1,78,m8Vy-oRf9
std_1616494122084_612,1,78,ZPY6-MD72
std_1616494123591_613,1,78,XHGL-26vk
std_1616494125097_614,1,78,8U7M-PQX7
std_1616494126605_615,1,78,N32y-Teic
std_1616494128111_616,1,78,8JcE-7cYc
std_1616494129619_617,1,78,n7VP-WXyT
std_1616494131127_618,1,78,qD83-vXWQ
std_1616494132640_619,1,78,s6F3-cjtj
std_1616494134149_620,1,78,X38f-JaX3
std_1616494135656_621,1,78,7HCB-KYwn
std_1616494137165_622,1,78,y3wy-2mT9
std_1616494138671_623,1,78,Y8p7-Y2p2
std_1616494140179_624,1,78,4nNZ-xnYt
std_1616494141686_625,1,78,wQ2h-BAa3
std_1616494143194_626,1,78,zCkQ-KR4o
std_1616494144702_627,1,78,N738-4Ny2
std_1616494146207_628,1,78,hKC4-Bgui
std_1616494147715_629,1,78,vAtn-8bZs
std_1616494149222_630,1,78,r8s8-4tw6
std_1616494150729_631,1,78,Nb2M-kpW9
std_1616494152235_632,1,78,Dyj8-2aNm
std_1616494153740_633,1,78,LCqU-Ty73
std_1616494155249_634,1,78,sghE-Hio2
std_1616494156755_635,1,78,M3Q4-6jm7
std_1616494158261_636,1,78,Qu2u-jFLk
std_1616494159768_637,1,78,z9xU-XHei
std_1616494161275_638,1,78,U6YD-2DEQ
std_1616494162782_639,1,78,AY79-7RN3
std_1616494164288_640,1,78,egPK-BiaX
std_1616494165796_641,1,78,jNs9-pT8G
std_1616494167302_642,1,78,Ese2-jq6E
std_1616494168809_643,1,78,VfXW-oEP7
std_1616494170318_644,1,78,jhK3-Bu2F
std_1616494171822_645,1,78,p6w2-B9po
std_1616494173330_646,1,78,H74U-GZqo
std_1616494174836_647,1,78,WrMA-hjqD
std_1616494176345_648,1,78,et7r-Z3AX
std_1616494177852_649,1,78,uJW3-86EM
std_1616494179359_650,1,78,dge8-9Qoh
std_1616494180866_651,1,78,3sNp-udQj
std_1616494182373_652,1,78,9g3A-rea2
std_1616494183880_653,1,78,nm7J-29b7
std_1616494185385_654,1,78,g74v-387V
std_1616494186892_655,1,78,b6ud-7P67
std_1616494188398_656,1,78,gGq9-J49E
std_1616494189904_657,1,78,DhVa-Wirt
std_1616494191411_658,1,78,9VmZ-j98X
std_1616494192918_659,1,78,gChk-rmpa
std_1616494194424_660,1,78,4v3h-VEyZ
std_1616494195930_661,1,78,pw8i-4yrm
std_1616494197436_662,1,78,iYRL-Q28g
std_1616494198944_663,1,78,jhvo-igd9
std_1616494200451_664,1,78,2qd7-nv6P
std_1616494201956_665,1,78,BJXJ-wBnr
std_1616494203463_666,1,78,962b-NLp9
std_1616494204969_667,1,78,4jnC-7sjD
std_1616494206477_668,1,78,4jVd-t7G8
std_1616494207988_669,1,78,mErm-M2C4
std_1616494209497_670,1,78,dgLp-zp6m
std_1616494211002_671,1,78,dZtG-pwJG
std_1616494212510_672,1,78,P46P-ARVa
std_1616494214017_673,1,78,droN-Cg6d
std_1616494215524_674,1,78,uCt6-Qdo3
std_1616494217030_675,1,78,G7T9-zbm8
std_1616494218538_676,1,78,VLUZ-4q6m
std_1616494220044_677,1,78,8ed6-4u4t
std_1616494221551_678,1,78,Zkwa-9JoT
std_1616494223056_679,1,78,th3B-4T8s
std_1616494224563_680,1,78,RvH7-xzom
std_1616494226070_681,1,78,ic7Q-Yazs
std_1616494227576_682,1,78,QLNo-Zzba
std_1616494229082_683,1,78,7E3R-ADaU
std_1616494230587_684,1,78,jige-4iwg
std_1616494232094_685,1,78,6Qbu-r7wU
std_1616494233601_686,1,78,vdK3-M73F
std_1616494235107_687,1,78,6DAR-QyYM
std_1616494236613_688,1,78,2o43-xiHr
std_1616494238119_689,1,78,o6mx-6KuY
std_1616494239626_690,1,78,Dhkd-u3M9
std_1616494241131_691,1,78,Devc-i79U
std_1616494242638_692,1,78,oZkE-uEaf
std_1616494244144_693,1,78,aP43-9KDg
std_1616494245650_694,1,78,uiVG-2bKr
std_1616494247157_695,1,78,ik82-s7Br
std_1616494248662_696,1,78,A896-q6Gz
std_1616494250169_697,1,78,6wvs-aYLo
std_1616494251678_698,1,78,A243-93K8
std_1616494253183_699,1,78,2j3G-dUjE
std_1616494254690_700,1,78,GYUp-rA72
std_1616494256198_701,1,78,XT4s-E6Ey
std_1616494257703_702,1,78,sF6P-zNA3
std_1616494259209_703,1,78,2E7X-NRMD
std_1616494260715_704,1,78,ukZ6-NTez
std_1616494262222_705,1,78,j3xo-k9FK
std_1616494263728_706,1,78,6kg4-xgXa
std_1616494265234_707,1,78,zq2v-uw9o
std_1616494266742_708,1,78,C37r-uqvA
std_1616494268247_709,1,78,X979-DbQ2
std_1616494269754_710,1,78,6U2m-jLi7
std_1616494271261_711,1,78,m8Vy-oRf9
std_1616494272766_712,1,78,ZPY6-MD72
std_1616494274273_713,1,78,XHGL-26vk
std_1616494275780_714,1,78,8U7M-PQX7
std_1616494277285_715,1,78,N32y-Teic
std_1616494278792_716,1,78,8JcE-7cYc
std_1616494280299_717,1,78,n7VP-WXyT
std_1616494281806_718,1,78,qD83-vXWQ
std_1616494283311_719,1,78,s6F3-cjtj
std_1616494284818_720,1,78,X38f-JaX3
std_1616494286324_721,1,78,7HCB-KYwn
std_1616494287832_722,1,78,y3wy-2mT9
std_1616494289339_723,1,78,Y8p7-Y2p2
std_1616494290845_724,1,78,4nNZ-xnYt
std_1616494292352_725,1,78,wQ2h-BAa3
std_1616494293859_726,1,78,zCkQ-KR4o
std_1616494295365_727,1,78,N738-4Ny2
std_1616494296870_728,1,78,hKC4-Bgui
std_1616494298377_729,1,78,vAtn-8bZs
std_1616494299883_730,1,78,r8s8-4tw6
std_1616494301388_731,1,78,Nb2M-kpW9
std_1616494302894_732,1,78,Dyj8-2aNm
std_1616494304400_733,1,78,LCqU-Ty73
std_1616494305906_734,1,78,sghE-Hio2
std_1616494307412_735,1,78,M3Q4-6jm7
std_1616494308920_736,1,78,Qu2u-jFLk
std_1616494310425_737,1,78,z9xU-XHei
std_1616494311932_738,1,78,U6YD-2DEQ
std_1616494313438_739,1,78,AY79-7RN3
std_1616494315024_740,1,78,egPK-BiaX
std_1616494316530_741,1,78,jNs9-pT8G
std_1616494318036_742,1,78,Ese2-jq6E
std_1616494319543_743,1,78,VfXW-oEP7
std_1616494321049_744,1,78,jhK3-Bu2F
std_1616494322555_745,1,78,p6w2-B9po
std_1616494324061_746,1,78,H74U-GZqo
std_1616494325566_747,1,78,WrMA-hjqD
std_1616494327073_748,1,78,et7r-Z3AX
std_1616494328580_749,1,78,uJW3-86EM
std_1616494330085_750,1,78,dge8-9Qoh
std_1616494331592_751,1,78,3sNp-udQj
std_1616494333099_752,1,78,9g3A-rea2
std_1616494334604_753,1,78,nm7J-29b7
std_1616494336110_754,1,78,g74v-387V
std_1616494337617_755,1,78,b6ud-7P67
std_1616494339123_756,1,78,gGq9-J49E
std_1616494340628_757,1,78,DhVa-Wirt
std_1616494342135_758,1,78,9VmZ-j98X
std_1616494343643_759,1,78,gChk-rmpa
std_1616494345147_760,1,78,4v3h-VEyZ
std_1616494346653_761,1,78,pw8i-4yrm
std_1616494348159_762,1,78,iYRL-Q28g
std_1616494349667_763,1,78,jhvo-igd9
std_1616494351176_764,1,78,2qd7-nv6P
std_1616494352682_765,1,78,BJXJ-wBnr
std_1616494354189_766,1,78,962b-NLp9
std_1616494355697_767,1,78,4jnC-7sjD
std_1616494357202_768,1,78,4jVd-t7G8
std_1616494358709_769,1,78,mErm-M2C4
std_1616494360215_770,1,78,dgLp-zp6m
std_1616494361721_771,1,78,dZtG-pwJG
std_1616494363227_772,1,78,P46P-ARVa
std_1616494364734_773,1,78,droN-Cg6d
std_1616494366241_774,1,78,uCt6-Qdo3
std_1616494367747_775,1,78,G7T9-zbm8
std_1616494369252_776,1,78,VLUZ-4q6m
std_1616494370758_777,1,78,8ed6-4u4t
std_1616494372264_778,1,78,Zkwa-9JoT
std_1616494373771_779,1,78,th3B-4T8s
std_1616494375278_780,1,78,RvH7-xzom
std_1616494376783_781,1,78,ic7Q-Yazs
std_1616494378289_782,1,78,QLNo-Zzba
std_1616494379797_783,1,78,7E3R-ADaU
std_1616494381301_784,1,78,jige-4iwg
std_1616494382808_785,1,78,6Qbu-r7wU
std_1616494384314_786,1,78,vdK3-M73F
std_1616494385820_787,1,78,6DAR-QyYM
std_1616494387326_788,1,78,2o43-xiHr
std_1616494388832_789,1,78,o6mx-6KuY
std_1616494390340_790,1,78,Dhkd-u3M9
std_1616494391845_791,1,78,Devc-i79U
std_1616494393351_792,1,78,oZkE-uEaf
std_1616494394857_793,1,78,aP43-9KDg
std_1616494396365_794,1,78,uiVG-2bKr
std_1616494397870_795,1,78,ik82-s7Br
std_1616494399376_796,1,78,A896-q6Gz
std_1616494400882_797,1,78,6wvs-aYLo
std_1616494402388_798,1,78,A243-93K8
std_1616494403894_799,1,78,2j3G-dUjE
std_1616494405400_800,1,78,GYUp-rA72
std_1616494406908_801,1,78,XT4s-E6Ey
std_1616494408415_802,1,78,sF6P-zNA3
std_1616494409919_803,1,78,2E7X-NRMD
std_1616494411426_804,1,78,ukZ6-NTez
std_1616494412931_805,1,78,j3xo-k9FK
std_1616494414437_806,1,78,6kg4-xgXa
std_1616494415943_807,1,78,zq2v-uw9o
std_1616494417449_808,1,78,C37r-uqvA
std_1616494418955_809,1,78,X979-DbQ2
std_1616494420461_810,1,78,6U2m-jLi7
std_1616494421967_811,1,78,m8Vy-oRf9
std_1616494423473_812,1,78,ZPY6-MD72
std_1616494424980_813,1,78,XHGL-26vk
std_1616494426486_814,1,78,8U7M-PQX7
std_1616494427991_815,1,78,N32y-Teic
std_1616494429498_816,1,78,8JcE-7cYc
std_1616494431005_817,1,78,n7VP-WXyT
std_1616494432509_818,1,78,qD83-vXWQ
std_1616494434016_819,1,78,s6F3-cjtj
std_1616494435523_820,1,78,X38f-JaX3
std_1616494437030_821,1,78,7HCB-KYwn
std_1616494438534_822,1,78,y3wy-2mT9
std_1616494440040_823,1,78,Y8p7-Y2p2
std_1616494441547_824,1,78,4nNZ-xnYt
std_1616494443053_825,1,78,wQ2h-BAa3
std_1616494444559_826,1,78,zCkQ-KR4o
std_1616494446065_827,1,78,N738-4Ny2
std_1616494447571_828,1,78,hKC4-Bgui
std_1616494449078_829,1,78,vAtn-8bZs
std_1616494450583_830,1,78,r8s8-4tw6
std_1616494452089_831,1,78,Nb2M-kpW9
std_1616494453595_832,1,78,Dyj8-2aNm
std_1616494455102_833,1,78,LCqU-Ty73
std_1616494456608_834,1,78,sghE-Hio2
std_1616494458114_835,1,78,M3Q4-6jm7
std_1616494459620_836,1,78,Qu2u-jFLk
std_1616494461125_837,1,78,z9xU-XHei
std_1616494462632_838,1,78,U6YD-2DEQ
std_1616494464139_839,1,78,AY79-7RN3
std_1616494465644_840,1,78,egPK-BiaX
std_1616494467151_841,1,78,jNs9-pT8G
std_1616494468657_842,1,78,Ese2-jq6E
std_1616494470163_843,1,78,VfXW-oEP7
std_1616494471669_844,1,78,jhK3-Bu2F
std_1616494473175_845,1,78,p6w2-B9po
std_1616494474681_846,1,78,H74U-GZqo
std_1616494476187_847,1,78,WrMA-hjqD
std_1616494477694_848,1,78,et7r-Z3AX
std_1616494479200_849,1,78,uJW3-86EM
std_1616494480706_850,1,78,dge8-9Qoh
std_1616494482212_851,1,78,3sNp-udQj
std_1616494483719_852,1,78,9g3A-rea2
std_1616494485225_853,1,78,nm7J-29b7
std_1616494486732_854,1,78,g74v-387V
std_1616494488238_855,1,78,b6ud-7P67
std_1616494489744_856,1,78,gGq9-J49E
std_1616494491251_857,1,78,DhVa-Wirt
std_1616494492757_858,1,78,9VmZ-j98X
std_1616494494264_859,1,78,gChk-rmpa
std_1616494495770_860,1,78,4v3h-VEyZ
std_1616494497276_861,1,78,pw8i-4yrm
std_1616494498782_862,1,78,iYRL-Q28g
std_1616494500290_863,1,78,jhvo-igd9
std_1616494501796_864,1,78,2qd7-nv6P
std_1616494503302_865,1,78,BJXJ-wBnr
std_1616494504808_866,1,78,962b-NLp9
std_1616494506317_867,1,78,4jnC-7sjD
std_1616494507821_868,1,78,4jVd-t7G8
std_1616494509328_869,1,78,mErm-M2C4
std_1616494510835_870,1,78,dgLp-zp6m
std_1616494512341_871,1,78,dZtG-pwJG
std_1616494513846_872,1,78,P46P-ARVa
std_1616494515352_873,1,78,droN-Cg6d
std_1616494516859_874,1,78,uCt6-Qdo3
std_1616494518366_875,1,78,G7T9-zbm8
std_1616494519872_876,1,78,VLUZ-4q6m
std_1616494521377_877,1,78,8ed6-4u4t
std_1616494522884_878,1,78,Zkwa-9JoT
std_1616494524389_879,1,78,th3B-4T8s
std_1616494525895_880,1,78,RvH7-xzom
std_1616494527403_881,1,78,ic7Q-Yazs
std_1616494528908_882,1,78,QLNo-Zzba
std_1616494530416_883,1,78,7E3R-ADaU
std_1616494531923_884,1,78,jige-4iwg
std_1616494533430_885,1,78,6Qbu-r7wU
std_1616494534937_886,1,78,vdK3-M73F
std_1616494536445_887,1,78,6DAR-QyYM
std_1616494537952_888,1,78,2o43-xiHr
std_1616494539458_889,1,78,o6mx-6KuY
std_1616494540967_890,1,78,Dhkd-u3M9
std_1616494542474_891,1,78,Devc-i79U
std_1616494543982_892,1,78,oZkE-uEaf
std_1616494545491_893,1,78,aP43-9KDg
std_1616494546998_894,1,78,uiVG-2bKr
std_1616494548505_895,1,78,ik82-s7Br
std_1616494550012_896,1,78,A896-q6Gz
std_1616494551520_897,1,78,6wvs-aYLo
std_1616494553027_898,1,78,A243-93K8
std_1616494554535_899,1,78,2j3G-dUjE
std_1616494556044_900,1,78,GYUp-rA72
std_1616494557553_901,1,78,XT4s-E6Ey
std_1616494559061_902,1,78,sF6P-zNA3
std_1616494560568_903,1,78,2E7X-NRMD
std_1616494562075_904,1,78,ukZ6-NTez
std_1616494563581_905,1,78,j3xo-k9FK
std_1616494565088_906,1,78,6kg4-xgXa
std_1616494566595_907,1,78,zq2v-uw9o
std_1616494568104_908,1,78,C37r-uqvA
std_1616494569612_909,1,78,X979-DbQ2
std_1616494571120_910,1,78,6U2m-jLi7
std_1616494572627_911,1,78,m8Vy-oRf9
std_1616494574134_912,1,78,ZPY6-MD72
std_1616494575644_913,1,78,XHGL-26vk
std_1616494577150_914,1,78,8U7M-PQX7
std_1616494578656_915,1,78,N32y-Teic
std_1616494580163_916,1,78,8JcE-7cYc
std_1616494581671_917,1,78,n7VP-WXyT
std_1616494583178_918,1,78,qD83-vXWQ
std_1616494584684_919,1,78,s6F3-cjtj
std_1616494586191_920,1,78,X38f-JaX3
std_1616494587698_921,1,78,7HCB-KYwn
std_1616494589205_922,1,78,y3wy-2mT9
std_1616494590713_923,1,78,Y8p7-Y2p2
std_1616494592219_924,1,78,4nNZ-xnYt
std_1616494593726_925,1,78,wQ2h-BAa3
std_1616494595233_926,1,78,zCkQ-KR4o
std_1616494596739_927,1,78,N738-4Ny2
std_1616494598246_928,1,78,hKC4-Bgui
std_1616494599753_929,1,78,vAtn-8bZs
std_1616494601259_930,1,78,r8s8-4tw6
std_1616494602768_931,1,78,Nb2M-kpW9
std_1616494604273_932,1,78,Dyj8-2aNm
std_1616494605781_933,1,78,LCqU-Ty73
std_1616494607286_934,1,78,sghE-Hio2
std_1616494608793_935,1,78,M3Q4-6jm7
std_1616494610300_936,1,78,Qu2u-jFLk
std_1616494611807_937,1,78,z9xU-XHei
std_1616494613315_938,1,78,U6YD-2DEQ
std_1616494614821_939,1,78,AY79-7RN3
std_1616494616331_940,1,78,egPK-BiaX
std_1616494617837_941,1,78,jNs9-pT8G
std_1616494619342_942,1,78,Ese2-jq6E
std_1616494620850_943,1,78,VfXW-oEP7
std_1616494622357_944,1,78,jhK3-Bu2F
std_1616494623863_945,1,78,p6w2-B9po
std_1616494625370_946,1,78,H74U-GZqo
std_1616494626878_947,1,78,WrMA-hjqD
std_1616494628385_948,1,78,et7r-Z3AX
std_1616494629890_949,1,78,uJW3-86EM
std_1616494631398_950,1,78,dge8-9Qoh
std_1616494632905_951,1,78,3sNp-udQj
std_1616494634410_952,1,78,9g3A-rea2
std_1616494635918_953,1,78,nm7J-29b7
std_1616494637424_954,1,78,g74v-387V
std_1616494638932_955,1,78,b6ud-7P67
std_1616494640439_956,1,78,gGq9-J49E
std_1616494641947_957,1,78,DhVa-Wirt
std_1616494643453_958,1,78,9VmZ-j98X
std_1616494644959_959,1,78,gChk-rmpa
std_1616494646466_960,1,78,4v3h-VEyZ
std_1616494647973_961,1,78,pw8i-4yrm
std_1616494649480_962,1,78,iYRL-Q28g
std_1616494650987_963,1,78,jhvo-igd9
std_1616494652493_964,1,78,2qd7-nv6P
std_1616494654001_965,1,78,BJXJ-wBnr
std_1616494655508_966,1,78,962b-NLp9
std_1616494657015_967,1,78,4jnC-7sjD
std_1616494658521_968,1,78,4jVd-t7G8
std_1616494660028_969,1,78,mErm-M2C4
std_1616494661535_970,1,78,dgLp-zp6m
std_1616494663041_971,1,78,dZtG-pwJG
std_1616494664546_972,1,78,P46P-ARVa
std_1616494666053_973,1,78,droN-Cg6d
std_1616494667560_974,1,78,uCt6-Qdo3
std_1616494669066_975,1,78,G7T9-zbm8
std_1616494670573_976,1,78,VLUZ-4q6m
std_1616494672080_977,1,78,8ed6-4u4t
std_1616494673585_978,1,78,Zkwa-9JoT
std_1616494675092_979,1,78,th3B-4T8s
std_1616494676599_980,1,78,RvH7-xzom
std_1616494678106_981,1,78,ic7Q-Yazs
std_1616494679612_982,1,78,QLNo-Zzba
std_1616494681121_983,1,78,7E3R-ADaU
std_1616494682626_984,1,78,jige-4iwg
std_1616494684132_985,1,78,6Qbu-r7wU
std_1616494685639_986,1,78,vdK3-M73F
std_1616494687146_987,1,78,6DAR-QyYM
std_1616494688652_988,1,78,2o43-xiHr
std_1616494690164_989,1,78,o6mx-6KuY
std_1616494691756_990,1,78,Dhkd-u3M9
std_1616494693267_991,1,78,Devc-i79U
std_1616494694777_992,1,78,oZkE-uEaf
std_1616494696284_993,1,78,aP43-9KDg
std_1616494697791_994,1,78,uiVG-2bKr
std_1616494699299_995,1,78,ik82-s7Br
std_1616494700805_996,1,78,A896-q6Gz
std_1616494702312_997,1,78,6wvs-aYLo
std_1616494703820_998,1,78,A243-93K8
std_1616494705327_999,1,78,2j3G-dUjE
std_1616494706834_1000,1,78,GYUp-rA72
std_1616494708343_1001,1,78,XT4s-E6Ey
std_1616494709855_1002,1,78,sF6P-zNA3
std_1616494711362_1003,1,78,2E7X-NRMD
std_1616494712868_1004,1,78,ukZ6-NTez
std_1616494714376_1005,1,78,j3xo-k9FK
std_1616494715883_1006,1,78,6kg4-xgXa
std_1616494717389_1007,1,78,zq2v-uw9o
std_1616494718896_1008,1,78,C37r-uqvA
std_1616494720402_1009,1,78,X979-DbQ2
std_1616494721909_1010,1,78,6U2m-jLi7
std_1616494723418_1011,1,78,m8Vy-oRf9
std_1616494724925_1012,1,78,ZPY6-MD72
