studentextuserjid,classcode,classid,invitationid
perf_std_1042_1000,YXQ8-7Mfg,8cb5b519-b515-11e9-a587-0242ac110003,3ef3de17-7057-4078-82fc-fbf6fa504c73
perf_std_1042_1006,jLiF-C8UZ,c8429cdb-b515-11e9-a587-0242ac110003,47dd6af8-c8cb-480f-ab46-43e90a0b1cca
perf_std_1042_1001,hD8F-gf3J,c4e4a49a-b515-11e9-aead-0242ac110003,7230dedc-6369-4c84-9aff-e80bc6bc5302
perf_std_1042_1007,h4bG-f9Lh,cbfa4d11-b515-11e9-ad14-0242ac110003,3ff582e5-8101-4ac8-85df-6d208f677c9a
perf_std_1042_1002,DXZi-eNMD,c6bce688-b515-11e9-9198-0242ac110003,89cad81e-ebd7-4a60-94b5-669325907285
perf_std_1042_1004,384W-8B7j,c73264ef-b515-11e9-ad14-0242ac110003,ef85a4fb-37e7-47c3-b92c-925cae24eabd
perf_std_1042_1009,7gU3-2e9P,caa3be41-b515-11e9-ad14-0242ac110003,7b974374-af6d-40a3-98b0-4a19cd8abc09
perf_std_1042_1005,dPW3-AbdH,c8495397-b515-11e9-aead-0242ac110003,51064b1c-9686-45cd-9d17-d59eacf5b00a
perf_std_1042_1011,DH6d-ieER,cde4b8ce-b515-11e9-ad14-0242ac110003,915b015e-a08d-47b5-97bb-872d4a7b0e5d
perf_std_1042_1013,6bg4-GJgf,ccb0f332-b515-11e9-ad14-0242ac110003,15361050-edd7-4994-91d7-53b2de795532
perf_std_1042_1014,ej6V-acg6,cf28d0f9-b515-11e9-89b9-0242ac110002,2f9a1375-fab6-48f3-a2f3-30679394c881
perf_std_1042_1010,BTaT-87WD,cabec079-b515-11e9-89b9-0242ac110002,f6f463e1-c435-4d4e-a6ab-d359e4e5c831
perf_std_1042_1008,8ZGR-NKa3,ca21bcb4-b515-11e9-a587-0242ac110003,93e9ba9e-1527-44b0-8a14-661a07ac5fb6
perf_std_1042_1016,XTjd-j4Bd,d028db84-b515-11e9-ad14-0242ac110003,50be82b0-2917-481b-bba1-55ff326aadea
perf_std_1042_1012,R6bE-CdfD,cd4e6be1-b515-11e9-ad14-0242ac110003,2181efe8-1790-4fa7-a1ff-bdcb88b96801
perf_std_1042_1015,46fQ-gU28,cf5845ec-b515-11e9-aead-0242ac110003,445ac86b-e8f7-4904-8924-6d42f656cfb9
perf_std_1042_1018,84i3-hf8b,d185d372-b515-11e9-9198-0242ac110003,738be654-467c-4d1f-a654-c1452647f00b
perf_std_1042_1022,PiT2-Hfg8,d59e9020-b515-11e9-9198-0242ac110003,80be0b3e-548a-4db3-8160-0c691477e481
perf_std_1042_1017,LAVF-Jjde,ce5c0ad1-b515-11e9-9198-0242ac110003,3c55eaf5-c20f-4948-b827-6466061b8148
perf_std_1042_1024,8HTF-ae68,d4342acb-b515-11e9-9198-0242ac110003,2c60fd24-c2d9-4bb1-87d2-baf1dee90269
perf_std_1042_1021,f6f9-ijP3,d1c9bad6-b515-11e9-aead-0242ac110003,13b440d6-e39f-418d-86db-252c74f4b7dd
perf_std_1042_1019,92aW-fjhL,d3397777-b515-11e9-ad14-0242ac110003,0f0093de-c28e-4c68-b693-a7e9204ddbcd
perf_std_1042_1023,hif7-gWG9,d668be50-b515-11e9-a587-0242ac110003,e208bb0c-68ef-4d4c-b3a4-e6e4aab4a035
perf_std_1042_1020,dBf9-hj49,d6f064f5-b515-11e9-9198-0242ac110003,c58afbd1-8f0d-4c1e-bf89-a675cef27744
perf_std_1042_1026,678R-3feg,d7909c70-b515-11e9-aead-0242ac110003,0470e10e-7c4d-4512-a496-4f37d754f6b8
perf_std_1042_1027,Z2N9-eg2f,d81e36d5-b515-11e9-ad14-0242ac110003,22cbab39-7159-4b05-9c49-221bd777b260
perf_std_1042_1025,hKEa-f2jY,d64557ee-b515-11e9-9198-0242ac110003,173a38e0-53db-41ca-b3d5-279cea3ad97d
perf_std_1042_1028,gY62-chdF,d4d57438-b515-11e9-89b9-0242ac110002,6c4fef07-a320-4bfe-bcf7-f23a23dcb1be
perf_std_1042_1031,bMUX-HfeC,da1cc5d1-b515-11e9-9198-0242ac110003,7d8bc18b-074b-4b52-b454-564b58252d77
perf_std_1042_1030,6eHK-2Ye4,d49ab4f3-b515-11e9-ad14-0242ac110003,bed0a425-bc35-4eff-99a2-27661877cde5
perf_std_1042_1029,U6F7-iU2Y,d5c9e5ed-b515-11e9-ad14-0242ac110003,eaff1d47-8fe2-42fe-bc02-84895bb3e723
perf_std_1042_1035,gTfN-fcP4,dab275cd-b515-11e9-a587-0242ac110003,d8e9ba49-9ab6-4e12-924d-0e2ab3f9e7dc
perf_std_1042_1034,hcCe-hdcZ,d8aba951-b515-11e9-a587-0242ac110003,f2637ce4-3ab6-4d4d-9806-d4d77eb56c9f
perf_std_1042_1032,T2bh-Paea,d81c618a-b515-11e9-9198-0242ac110003,d7135eb1-5100-4545-bb14-47a4f425cab3
perf_std_1042_1033,ijc4-egh7,d9d0c8c1-b515-11e9-ad14-0242ac110003,8be8eba5-1474-4900-af08-36b8d6e1f87e
perf_std_1042_1038,JhK3-aiZH,dbf248f9-b515-11e9-a587-0242ac110003,f181f729-5c58-461e-a51c-ac28ef3d8090
perf_std_1042_1039,48W4-NdbY,db2ab364-b515-11e9-a587-0242ac110003,235cbedc-fd20-4114-a467-2b03fab653d1
perf_std_1042_1036,HjDd-ZifD,db1a3895-b515-11e9-9198-0242ac110003,6e9882b4-0fbf-4689-ad19-ce222720ec3d
perf_std_1042_1037,29N3-2jNi,df4e44c6-b515-11e9-a587-0242ac110003,5e66643e-3db3-4c18-a720-c2c8afd087ae
perf_std_1042_1043,cg6W-a9K7,e0dbc348-b515-11e9-89b9-0242ac110002,f0c36e60-3e19-444c-bff9-94cd0ca55082
perf_std_1042_1041,97Qd-j3hb,dd965bf1-b515-11e9-aead-0242ac110003,3befd159-4227-4c9f-8801-3f1b3deeb1ae
perf_std_1042_1040,R86R-LZ4d,db28422d-b515-11e9-ad14-0242ac110003,8f5f3895-0324-4869-a4e9-94a08360f27a
perf_std_1042_1042,c2hf-PX8A,dff7f29d-b515-11e9-a587-0242ac110003,bce4afe4-f16f-4765-b921-2bf4b1b565a0
perf_std_1042_1048,8Gac-fZDX,e27ceff6-b515-11e9-89b9-0242ac110002,14138d67-b36c-4d23-83a8-56ae873ed1a1
perf_std_1042_1044,W46j-TbY7,e0fabc69-b515-11e9-a587-0242ac110003,eaace464-6dca-46ab-80f8-8ec814da41b4
perf_std_1042_1046,4adg-96hg,e0a5e658-b515-11e9-aead-0242ac110003,23d352e0-b64e-4752-9ac5-f2f37d6e55d1
perf_std_1042_1045,hcj7-643c,e1a13577-b515-11e9-aead-0242ac110003,30b41657-b903-4bc4-be59-d83faa100d30
perf_std_1042_1049,7AQ7-CfAL,e3e77bf2-b515-11e9-ad14-0242ac110003,ea97dab6-aee5-4bfe-8ac3-ab775fb98ddc
perf_std_1042_1047,J6Ye-2W8d,e3a9fdc7-b515-11e9-89b9-0242ac110002,f9e65348-3275-49ba-9507-2c47fc66a113
perf_std_1042_1050,C939-6chc,e27e75fd-b515-11e9-aead-0242ac110003,69e65f64-7867-4824-b7f2-69896c84405c
perf_std_1042_1051,HXEa-3CQR,7d567750-b515-11e9-ad14-0242ac110003,14ae23d8-d73e-444f-be42-9f4dbe73a086
perf_std_1042_1053,beBE-eEZD,7dc6ec3c-b515-11e9-9198-0242ac110003,26b4fc96-7907-4808-8743-87ab760a16ec
perf_std_1042_1052,NKCb-N372,7c441d5e-b515-11e9-a587-0242ac110003,c09f9671-4344-4e9a-81bd-9d9dd579cc58
perf_std_1042_1054,ja9W-Q9jf,7dc2587d-b515-11e9-a587-0242ac110003,ed9ca2cc-49fb-4de2-97f9-8e7d6c9080bb
perf_std_1042_1055,h832-6a2H,7f81e305-b515-11e9-aead-0242ac110003,1cfed01e-cbe8-4996-8e4d-be337bf594a9
perf_std_1042_1057,4PgL-9c4b,7ce0f925-b515-11e9-a587-0242ac110003,d9b8e810-ed51-4433-af11-d5e17c774307
perf_std_1042_1060,afcR-ecWi,81b6c4d0-b515-11e9-ad14-0242ac110003,55785868-acdc-4cda-b700-3f5d63bf8cba
perf_std_1042_1059,egbf-MG4d,80f9683d-b515-11e9-9198-0242ac110003,9f17a033-644e-4352-94b7-ac9c860a1180
perf_std_1042_1056,GifP-2C7L,7c04072e-b515-11e9-89b9-0242ac110002,825ed2b8-669f-43a7-9b34-9f72e586ae2d
perf_std_1042_1058,4feX-24AM,8058941c-b515-11e9-89b9-0242ac110002,e018c64f-7a1c-47b9-9577-d4486b95e877
perf_std_1042_1062,9YVg-Bjhb,853a1e81-b515-11e9-9198-0242ac110003,2f3270e5-2b1b-421c-8af2-9509abefc2a5
perf_std_1042_1063,6giC-jR69,828f2296-b515-11e9-89b9-0242ac110002,5100d093-0266-4129-ba1a-ce7b4cb79404
perf_std_1042_1061,3R2a-j4id,810c7a4b-b515-11e9-89b9-0242ac110002,3f5d9950-2894-4872-bf2c-e1d0aff2c99e
perf_std_1042_1066,6Yh8-7Kdi,85b0fc26-b515-11e9-a587-0242ac110003,b92d78f7-e04d-4f8f-b58c-0aa3b7149418
perf_std_1042_1064,j8Wh-ahfR,861c6888-b515-11e9-9198-0242ac110003,575016b9-d651-48b4-b729-ef4a78c96c9b
perf_std_1042_1067,7d6d-6f2N,85ac8f3e-b515-11e9-89b9-0242ac110002,3f378e81-175d-48f4-bc4f-f23a87456479
perf_std_1042_1065,ebea-dbcA,878b1313-b515-11e9-9198-0242ac110003,db9a80da-4a19-43a7-8079-854e3b966a51
perf_std_1042_1072,P7iM-8GCJ,88571650-b515-11e9-a587-0242ac110003,07f2853c-7641-4d2f-ab4d-2b55d3b73bad
perf_std_1042_1070,QbFG-N6bB,894f0a83-b515-11e9-89b9-0242ac110002,b7277b3d-137a-480d-ab20-b89b6f8b3f88
perf_std_1042_1069,U9c9-b8e6,8844c660-b515-11e9-89b9-0242ac110002,c42774c8-40c9-4d39-8d17-d23fed6a0901
perf_std_1042_1068,YMaH-acaN,85b0fc43-b515-11e9-ad14-0242ac110003,37704650-5811-4b55-a58f-94953a622aca
perf_std_1042_1071,6aPN-fcAh,880266a9-b515-11e9-89b9-0242ac110002,28f236a3-1d02-477b-88fa-82fa28a18e2d
perf_std_1042_1077,DXZi-eNMD,c6bce688-b515-11e9-9198-0242ac110003,9416aa55-690c-4d92-a28c-54637f352778
perf_std_1042_1078,ZWXj-bh28,c61f6ebc-b515-11e9-aead-0242ac110003,f8ee03d4-a5c6-461b-8069-b1d02c5c2a40
perf_std_1042_1074,3a8G-KdhK,8ad498fb-b515-11e9-ad14-0242ac110003,90f1baf6-a0f4-4f3a-8aec-50715d98d8a2
perf_std_1042_1079,384W-8B7j,c73264ef-b515-11e9-ad14-0242ac110003,959661b8-9e58-4582-b0d6-6cec34e53cd5
perf_std_1042_1073,U8YZ-ci4h,88d287b3-b515-11e9-9198-0242ac110003,f926c36f-7fd9-4f76-8892-f43374ef7d6a
perf_std_1042_1076,hD8F-gf3J,c4e4a49a-b515-11e9-aead-0242ac110003,04657a36-1be7-428f-a3f4-017e3d8ab37b
perf_std_1042_1075,YXQ8-7Mfg,8cb5b519-b515-11e9-a587-0242ac110003,a28e55f9-eb48-4224-a6a5-11af0e9de72b
perf_std_1042_1080,dPW3-AbdH,c8495397-b515-11e9-aead-0242ac110003,a26aca67-afa3-491d-b7d9-6045c440c219
perf_std_1042_1081,jLiF-C8UZ,c8429cdb-b515-11e9-a587-0242ac110003,37b08d91-db1f-4d3b-b964-7a7025105940
perf_std_1042_1082,h4bG-f9Lh,cbfa4d11-b515-11e9-ad14-0242ac110003,c5850e06-d7b8-4de9-a70a-b08db9ba0d6c
perf_std_1042_1086,DH6d-ieER,cde4b8ce-b515-11e9-ad14-0242ac110003,e11bb344-37e6-43aa-afc5-9c696a77ed79
perf_std_1042_1083,8ZGR-NKa3,ca21bcb4-b515-11e9-a587-0242ac110003,6d132325-e4b4-4bec-88b1-55d2602086f3
perf_std_1042_1084,7gU3-2e9P,caa3be41-b515-11e9-ad14-0242ac110003,83e753b3-de8a-4102-823d-005851f11606
perf_std_1042_1085,BTaT-87WD,cabec079-b515-11e9-89b9-0242ac110002,0d790a41-1d8f-4958-9cf7-a912b72b7e70
perf_std_1042_1090,46fQ-gU28,cf5845ec-b515-11e9-aead-0242ac110003,738af988-9684-4370-93f8-d78b66347ef1
perf_std_1042_1087,R6bE-CdfD,cd4e6be1-b515-11e9-ad14-0242ac110003,3cacf312-66a4-46f1-b2cf-8f02d88af20a
perf_std_1042_1088,6bg4-GJgf,ccb0f332-b515-11e9-ad14-0242ac110003,64b0b994-9c1d-499b-8ef5-0661487d865b
perf_std_1042_1093,84i3-hf8b,d185d372-b515-11e9-9198-0242ac110003,6c6ef785-e4ac-42f5-9740-4eff268c890f
perf_std_1042_1094,92aW-fjhL,d3397777-b515-11e9-ad14-0242ac110003,b5dfdca1-7930-4313-911d-a25a1971bdbb
perf_std_1042_1092,LAVF-Jjde,ce5c0ad1-b515-11e9-9198-0242ac110003,606d9036-f3b9-4dc7-975d-b1d1ed217a12
perf_std_1042_1095,dBf9-hj49,d6f064f5-b515-11e9-9198-0242ac110003,4167d30c-7d9c-4b1f-baf2-a98466144d4a
perf_std_1042_1089,ej6V-acg6,cf28d0f9-b515-11e9-89b9-0242ac110002,be245c09-34fb-4aa2-9433-7d8377b40c4b
perf_std_1042_1091,XTjd-j4Bd,d028db84-b515-11e9-ad14-0242ac110003,12040d09-f2d0-4ee9-a28a-62dc91879aae
perf_std_1042_1096,f6f9-ijP3,d1c9bad6-b515-11e9-aead-0242ac110003,c63ca750-956b-49b9-be0d-9c631e15f0b1
perf_std_1042_1098,hif7-gWG9,d668be50-b515-11e9-a587-0242ac110003,159abdf3-b802-48bd-ae2e-bdc6695a0e82
perf_std_1042_1101,678R-3feg,d7909c70-b515-11e9-aead-0242ac110003,b0778fb5-34b0-49e9-be2c-c86ccf53addf
perf_std_1042_1097,PiT2-Hfg8,d59e9020-b515-11e9-9198-0242ac110003,347ef508-4bec-4f47-ae75-cf53ca85bcb7
perf_std_1042_1103,gY62-chdF,d4d57438-b515-11e9-89b9-0242ac110002,44c77549-0a95-4a42-b232-060ec4cda2a1
perf_std_1042_1099,8HTF-ae68,d4342acb-b515-11e9-9198-0242ac110003,f904e049-8df7-4cb4-b58c-7a392dd2c16c
perf_std_1042_1100,hKEa-f2jY,d64557ee-b515-11e9-9198-0242ac110003,431a4e18-80fd-4b98-894f-df615bbae5b0
perf_std_1042_1107,T2bh-Paea,d81c618a-b515-11e9-9198-0242ac110003,e58ef0ae-5b30-4a98-8556-c4b3323354e5
perf_std_1042_1102,Z2N9-eg2f,d81e36d5-b515-11e9-ad14-0242ac110003,ec30f86b-4eae-4ba5-8ea5-ea0184be9fab
perf_std_1042_1104,U6F7-iU2Y,d5c9e5ed-b515-11e9-ad14-0242ac110003,ae91b3df-d0b3-4b1d-aaab-cc8a736d5190
perf_std_1042_1109,hcCe-hdcZ,d8aba951-b515-11e9-a587-0242ac110003,97474339-ca76-452f-bea8-c09e2a96fced
perf_std_1042_1105,6eHK-2Ye4,d49ab4f3-b515-11e9-ad14-0242ac110003,0896f18e-9426-484b-846f-54abfb3ab67f
perf_std_1042_1106,bMUX-HfeC,da1cc5d1-b515-11e9-9198-0242ac110003,3878ab6e-1e30-4368-a495-73722d261e26
perf_std_1042_1114,48W4-NdbY,db2ab364-b515-11e9-a587-0242ac110003,733a705d-dc3e-42a4-b468-4320861ec853
perf_std_1042_1113,JhK3-aiZH,dbf248f9-b515-11e9-a587-0242ac110003,ec0594ba-0be5-4436-b87f-7cd12b85b41a
perf_std_1042_1112,29N3-2jNi,df4e44c6-b515-11e9-a587-0242ac110003,1fec80b3-5bcb-4368-a881-1b3fbac69cc3
perf_std_1042_1108,ijc4-egh7,d9d0c8c1-b515-11e9-ad14-0242ac110003,3a13c661-edc1-4efc-923e-dcf6cf548ad8
perf_std_1042_1115,R86R-LZ4d,db28422d-b515-11e9-ad14-0242ac110003,35935463-0fbc-44be-8e8d-7a53aa92154e
perf_std_1042_1110,gTfN-fcP4,dab275cd-b515-11e9-a587-0242ac110003,0072b691-2666-4ffe-bac8-789afd6e9dc8
perf_std_1042_1111,HjDd-ZifD,db1a3895-b515-11e9-9198-0242ac110003,85eae2c5-d6b7-40ad-a14b-86aa39517601
perf_std_1042_1117,c2hf-PX8A,dff7f29d-b515-11e9-a587-0242ac110003,29298a1c-efb9-434a-b956-a39dad21be96
perf_std_1042_1118,cg6W-a9K7,e0dbc348-b515-11e9-89b9-0242ac110002,f5e817a5-006b-4d59-b7f3-6bdd7ee121c7
perf_std_1042_1119,W46j-TbY7,e0fabc69-b515-11e9-a587-0242ac110003,add729ca-5594-4b34-920a-809c8b3e0816
perf_std_1042_1116,97Qd-j3hb,dd965bf1-b515-11e9-aead-0242ac110003,8dd36e61-70dc-45f9-ad31-944a39e203e4
perf_std_1042_1122,J6Ye-2W8d,e3a9fdc7-b515-11e9-89b9-0242ac110002,df43b7b4-a558-402b-aedb-966fe065a807
perf_std_1042_1120,hcj7-643c,e1a13577-b515-11e9-aead-0242ac110003,ce17a69f-8761-4fc1-9e8c-5580820c8afa
perf_std_1042_1121,4adg-96hg,e0a5e658-b515-11e9-aead-0242ac110003,49aca15e-8838-449f-8f47-5afe67b57e66
perf_std_1042_1124,7AQ7-CfAL,e3e77bf2-b515-11e9-ad14-0242ac110003,59b15a88-f2e6-40d0-b053-0b7a359bac50
perf_std_1042_1125,C939-6chc,e27e75fd-b515-11e9-aead-0242ac110003,4bbb2964-ca5b-4855-9255-f776fd0a28ff
perf_std_1042_1123,8Gac-fZDX,e27ceff6-b515-11e9-89b9-0242ac110002,320a9708-31f2-4fc7-b32f-150ad09eba77
perf_std_1042_1126,HXEa-3CQR,7d567750-b515-11e9-ad14-0242ac110003,9ee76c07-8415-4502-8fe1-054d4dbfe086
perf_std_1042_1128,beBE-eEZD,7dc6ec3c-b515-11e9-9198-0242ac110003,cfd4bfed-1010-4137-afe4-b15d3b0f4b3e
perf_std_1042_1127,NKCb-N372,7c441d5e-b515-11e9-a587-0242ac110003,ed96c8a8-449d-4c86-851b-41a95c3d9784
perf_std_1042_1129,ja9W-Q9jf,7dc2587d-b515-11e9-a587-0242ac110003,0d11d78b-fefc-4851-8a4f-8faf675b3dbd
perf_std_1042_1130,h832-6a2H,7f81e305-b515-11e9-aead-0242ac110003,069e7f80-1dfe-4c96-a088-9032a80f16ad
perf_std_1042_1131,GifP-2C7L,7c04072e-b515-11e9-89b9-0242ac110002,09e81d30-2ce7-4a72-b5a1-582e2c684feb
perf_std_1042_1136,3R2a-j4id,810c7a4b-b515-11e9-89b9-0242ac110002,189f3150-9dde-494a-bc03-9f55ed5e3369
perf_std_1042_1132,4PgL-9c4b,7ce0f925-b515-11e9-a587-0242ac110003,6efaa7b9-506f-40a9-a1e9-c4f5fa5cf9f6
perf_std_1042_1137,9YVg-Bjhb,853a1e81-b515-11e9-9198-0242ac110003,385b3e8c-943c-4dec-8ecf-fd01a292aeb1
perf_std_1042_1134,egbf-MG4d,80f9683d-b515-11e9-9198-0242ac110003,b459f4be-1794-47d4-b7a0-2fd7e4161f9d
perf_std_1042_1133,4feX-24AM,8058941c-b515-11e9-89b9-0242ac110002,c44cd820-e47b-4567-aba1-d7e23a31ed9b
perf_std_1042_1139,j8Wh-ahfR,861c6888-b515-11e9-9198-0242ac110003,ae5d8716-8d22-4cf2-ae36-e31afed5edd1
perf_std_1042_1140,ebea-dbcA,878b1313-b515-11e9-9198-0242ac110003,4730458a-5ac7-4cbb-b1e7-82672193d09e
perf_std_1042_1141,6Yh8-7Kdi,85b0fc26-b515-11e9-a587-0242ac110003,c21ee1ff-e0a1-4a41-9214-ee9819793270
perf_std_1042_1135,afcR-ecWi,81b6c4d0-b515-11e9-ad14-0242ac110003,04d9f621-c531-4260-a4f2-a9bbbdc7f91b
perf_std_1042_1138,6giC-jR69,828f2296-b515-11e9-89b9-0242ac110002,6aa4fca7-3634-4365-81ed-e48c6d1a7fc8
perf_std_1042_1145,QbFG-N6bB,894f0a83-b515-11e9-89b9-0242ac110002,7695c279-8863-4eee-8975-5029fd9d1228
perf_std_1042_1143,YMaH-acaN,85b0fc43-b515-11e9-ad14-0242ac110003,ba971ad1-dd4a-4d5f-be15-86f857b0e646
perf_std_1042_1146,6aPN-fcAh,880266a9-b515-11e9-89b9-0242ac110002,866433e2-8a39-4af9-ae3d-d8e0b7d985f7
perf_std_1042_1142,7d6d-6f2N,85ac8f3e-b515-11e9-89b9-0242ac110002,6996db41-6047-43e9-84c9-3a5b6e4046af
perf_std_1042_1148,U8YZ-ci4h,88d287b3-b515-11e9-9198-0242ac110003,1bc61a94-cdfe-4e90-9571-d08646a4d15f
perf_std_1042_1150,YXQ8-7Mfg,8cb5b519-b515-11e9-a587-0242ac110003,4705ccab-f148-4a4a-854b-301c6b74a061
perf_std_1042_1144,U9c9-b8e6,8844c660-b515-11e9-89b9-0242ac110002,7398ab68-63fc-444a-a9ad-82d788cc9992
perf_std_1042_1147,P7iM-8GCJ,88571650-b515-11e9-a587-0242ac110003,9ba4db78-b6f2-4bab-9248-8f751462a7b2
perf_std_1042_1153,ZWXj-bh28,c61f6ebc-b515-11e9-aead-0242ac110003,be64ebb0-b922-4c18-a2d5-7f0d94b20194
perf_std_1042_1152,DXZi-eNMD,c6bce688-b515-11e9-9198-0242ac110003,b49373ed-5f64-4000-9ab0-b71644140b40
perf_std_1042_1151,hD8F-gf3J,c4e4a49a-b515-11e9-aead-0242ac110003,a84cafcb-0ea0-4d7f-b323-3eb9bbc56d15
perf_std_1042_1149,3a8G-KdhK,8ad498fb-b515-11e9-ad14-0242ac110003,01e7471a-765d-4f22-a28c-3ece42d0be74
perf_std_1042_1154,384W-8B7j,c73264ef-b515-11e9-ad14-0242ac110003,5cb73572-5425-4c87-a7c6-62dc73c79056
perf_std_1042_1155,dPW3-AbdH,c8495397-b515-11e9-aead-0242ac110003,3d0e315f-39d9-4a2c-ba38-5de083f600f1
perf_std_1042_1158,8ZGR-NKa3,ca21bcb4-b515-11e9-a587-0242ac110003,e9f19d5c-f608-4715-b030-a632349268fa
perf_std_1042_1160,BTaT-87WD,cabec079-b515-11e9-89b9-0242ac110002,61755e1b-8145-486f-8a70-819397b50daf
perf_std_1042_1159,7gU3-2e9P,caa3be41-b515-11e9-ad14-0242ac110003,f66339da-7315-4214-9e1e-c703cdf32748
perf_std_1042_1156,jLiF-C8UZ,c8429cdb-b515-11e9-a587-0242ac110003,ddf835a3-5d7d-47a2-88a3-e3f51745b43c
perf_std_1042_1157,h4bG-f9Lh,cbfa4d11-b515-11e9-ad14-0242ac110003,5cd04ea9-b581-4723-b681-1dca0273bb1a
perf_std_1042_1161,DH6d-ieER,cde4b8ce-b515-11e9-ad14-0242ac110003,43709cad-1fcf-4282-b993-9d7c873ff932
perf_std_1042_1164,ej6V-acg6,cf28d0f9-b515-11e9-89b9-0242ac110002,9059884d-3496-4896-b9c3-e97c99f66e59
perf_std_1042_1163,6bg4-GJgf,ccb0f332-b515-11e9-ad14-0242ac110003,b9747686-b46f-49d8-bf32-609aee1af567
perf_std_1042_1162,R6bE-CdfD,cd4e6be1-b515-11e9-ad14-0242ac110003,bae01de8-b63a-47bd-b0a9-634996442f6b
perf_std_1042_1167,LAVF-Jjde,ce5c0ad1-b515-11e9-9198-0242ac110003,319af23c-bd1f-4ce4-8d7b-126a35e40d65
perf_std_1042_1165,46fQ-gU28,cf5845ec-b515-11e9-aead-0242ac110003,b8500107-c74a-4dc5-94eb-2fbee8acb837
perf_std_1042_1166,XTjd-j4Bd,d028db84-b515-11e9-ad14-0242ac110003,b60e8a76-2103-480b-97c3-bb7b8978f4d3
perf_std_1042_1169,92aW-fjhL,d3397777-b515-11e9-ad14-0242ac110003,c23f5f6c-bf7f-4293-9c2a-cb30fda751dc
perf_std_1042_1168,84i3-hf8b,d185d372-b515-11e9-9198-0242ac110003,bad64f35-c29f-4eda-99ee-163a33683cbc
perf_std_1042_1171,f6f9-ijP3,d1c9bad6-b515-11e9-aead-0242ac110003,ca98d104-6e37-4199-bf53-aa2a734a517e
perf_std_1042_1172,PiT2-Hfg8,d59e9020-b515-11e9-9198-0242ac110003,dc58247c-8671-41a9-aff3-bd3973b22b9e
perf_std_1042_1175,hKEa-f2jY,d64557ee-b515-11e9-9198-0242ac110003,9e4d4415-e09d-42be-a96c-fdd59545604f
perf_std_1042_1173,hif7-gWG9,d668be50-b515-11e9-a587-0242ac110003,8bf036f5-bba3-4dae-b6e5-232f57dcc166
perf_std_1042_1170,dBf9-hj49,d6f064f5-b515-11e9-9198-0242ac110003,5a325ef1-c551-4f26-b262-4c1151f8bb05
perf_std_1042_1176,678R-3feg,d7909c70-b515-11e9-aead-0242ac110003,3030f9aa-da54-4922-8422-9e73d06ad89b
perf_std_1042_1180,6eHK-2Ye4,d49ab4f3-b515-11e9-ad14-0242ac110003,3142cffc-fa13-47fb-b86c-2a7e19462d70
perf_std_1042_1174,8HTF-ae68,d4342acb-b515-11e9-9198-0242ac110003,8fbde63f-f2b4-4c1a-938f-5dfc32f9db30
perf_std_1042_1177,Z2N9-eg2f,d81e36d5-b515-11e9-ad14-0242ac110003,42d429c9-41fb-46fe-958a-5a555e36313f
perf_std_1042_1181,bMUX-HfeC,da1cc5d1-b515-11e9-9198-0242ac110003,9cfabd44-3775-4f04-abd4-09d10840fedd
perf_std_1042_1184,hcCe-hdcZ,d8aba951-b515-11e9-a587-0242ac110003,87c87a30-4d28-491c-8c35-1b9c18e91b60
perf_std_1042_1178,gY62-chdF,d4d57438-b515-11e9-89b9-0242ac110002,c18b43a0-76df-4be0-bfa6-9b55ed60cec4
perf_std_1042_1179,U6F7-iU2Y,d5c9e5ed-b515-11e9-ad14-0242ac110003,a0182441-e3f5-4744-8a51-ad23ab828883
perf_std_1042_1182,T2bh-Paea,d81c618a-b515-11e9-9198-0242ac110003,6e09470c-341d-4a08-975a-515f8b57c3b4
perf_std_1042_1183,ijc4-egh7,d9d0c8c1-b515-11e9-ad14-0242ac110003,6372fa12-0712-4cee-bc3a-ad63ef5a23bc
perf_std_1042_1185,gTfN-fcP4,dab275cd-b515-11e9-a587-0242ac110003,ca554159-f1f3-4575-846b-fe1ccd200da4
perf_std_1042_1186,HjDd-ZifD,db1a3895-b515-11e9-9198-0242ac110003,023bcf6c-4bf9-4f3a-8e75-28c491e067af
perf_std_1042_1189,48W4-NdbY,db2ab364-b515-11e9-a587-0242ac110003,739014e1-a877-4e30-b00f-09facb88a969
perf_std_1042_1188,JhK3-aiZH,dbf248f9-b515-11e9-a587-0242ac110003,e052666d-85ec-442c-a109-ab270a88ca55
perf_std_1042_1187,29N3-2jNi,df4e44c6-b515-11e9-a587-0242ac110003,9ca28299-610d-4ef7-8bca-a2696713ddd9
perf_std_1042_1190,R86R-LZ4d,db28422d-b515-11e9-ad14-0242ac110003,ece6c047-602d-4d86-a9cc-b59ce4657839
perf_std_1042_1191,97Qd-j3hb,dd965bf1-b515-11e9-aead-0242ac110003,95b1f33d-5f53-4fac-8025-ca6b6a64c02f
perf_std_1042_1194,W46j-TbY7,e0fabc69-b515-11e9-a587-0242ac110003,c9c7124e-ac4f-44c6-9be4-a3ccd80bed0a
perf_std_1042_1198,8Gac-fZDX,e27ceff6-b515-11e9-89b9-0242ac110002,0fd6af6e-604b-4c08-8590-6b3fb0bc0075
perf_std_1042_1192,c2hf-PX8A,dff7f29d-b515-11e9-a587-0242ac110003,42fb6e0b-7cd0-405f-b7c2-7c7064177dca
