tchtextuserjid,classcode,classid,invitationid,tch
t145_1607951463221_7,7qTh-vRTz,1b01ecde-3e0d-11eb-90a7-0242ac110003,74a1375a-34f4-431f-9d97-8f372931a6e5,t245_20201214-183049_7
t145_1607951465773_8,79a3-fm29,38f9bd1c-3e0d-11eb-a47c-0242ac110003,03071621-aad6-495f-ae91-87db35a9ddff,t245_20201214-183049_8
t145_1607951465637_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,6c2a0a89-39e1-4d25-9b65-70206d947388,t245_20201214-183049_10
t145_1607951463530_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,308a1fe6-585a-41e7-9056-4f39188f2b07,t245_20201214-183049_9
t145_1607951471643_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,4f53c816-a80e-4f17-b5a2-b987c561717d,t245_20201214-183049_11
t145_1607951475180_7,7qTh-vRTz,1b01ecde-3e0d-11eb-90a7-0242ac110003,177b9c44-9d89-487c-b3d1-56a2ee346ac8,t245_20201214-183049_7
t145_1607951478234_8,79a3-fm29,38f9bd1c-3e0d-11eb-a47c-0242ac110003,f9bb8890-a723-43cd-bac3-b41aff04d325,t245_20201214-183049_8
t145_1607951479801_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,80c4c2a0-4fc7-4157-87bb-461b308c04ca,t245_20201214-183049_9
t145_1607951479457_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,41a04ba9-fe8c-4d98-a0b1-985d7f449d70,t245_20201214-183049_10
t145_1607951482443_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,d8ba98f3-c442-4bb1-84b3-6b9728bf3c9a,t245_20201214-183049_11
t145_1607951490367_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,3cc1b4b7-009d-4fa3-a6e1-8663d9d7757b,t245_20201214-183049_12
t145_1607951485880_7,7qTh-vRTz,1b01ecde-3e0d-11eb-90a7-0242ac110003,acf60c40-d0be-4a1c-8b70-43bc706861e7,t245_20201214-183049_7
t145_1607951493247_8,79a3-fm29,38f9bd1c-3e0d-11eb-a47c-0242ac110003,0cdb9db6-6738-4ebe-88f9-012b50a7d92d,t245_20201214-183049_8
t145_1607951493783_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,d7467da3-af4a-4916-839a-b528931bf0b6,t245_20201214-183049_9
t145_1607951495457_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,cc08533b-4245-4034-ad56-daa6f75b7d65,t245_20201214-183049_10
t145_1607951496143_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,d71e5640-13b2-4450-8b00-4ca00c527079,t245_20201214-183049_11
t145_1607951501005_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,484d6b34-5f17-49d5-99bf-7853ea686589,t245_20201214-183049_12
t145_1607951505035_8,79a3-fm29,38f9bd1c-3e0d-11eb-a47c-0242ac110003,5fab6643-9901-484d-822b-0d518f8221e9,t245_20201214-183049_8
t145_1607951506821_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,20ab6674-11cb-4347-9036-32413b2a024a,t245_20201214-183049_9
t145_1607951510000_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,b07f6f57-1084-4960-b9a2-c2884f4f1777,t245_20201214-183049_10
t145_1607951514027_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,1d685168-19eb-41b7-8fb2-ba922081191b,t245_20201214-183049_12
t145_1607951511013_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,1c6517d7-d9ef-4b62-838a-796e61512f9e,t245_20201214-183049_11
t145_1607951516574_8,79a3-fm29,38f9bd1c-3e0d-11eb-a47c-0242ac110003,54094aa4-5a78-4059-8f32-575498e9164c,t245_20201214-183049_8
t145_1607951524029_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,55ff7e6c-cafb-45ee-b766-4da5a21c27b5,t245_20201214-183049_9
t145_1607951526622_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,aa0550a1-66ea-405a-9e3d-70293125e33d,t245_20201214-183049_12
t145_1607951525959_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,0d5a36b7-b3c0-4be9-a9b5-71d6eb9759bb,t245_20201214-183049_10
t145_1607951527238_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,d82c2aaa-ab8b-4baf-905c-b27d04570633,t245_20201214-183049_11
t145_1607951531595_8,79a3-fm29,38f9bd1c-3e0d-11eb-a47c-0242ac110003,d591a099-2dfe-4d3f-b656-ff92e7439408,t245_20201214-183049_8
t145_1607951540585_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,1ddedf80-9ce3-4f5b-bd7a-9fb24be0f045,t245_20201214-183049_9
t145_1607951541381_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,9b9c5774-1e77-4a96-8252-4c4f71fd1f0c,t245_20201214-183049_12
t145_1607951543590_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,d63e7043-8524-4c87-b978-ecb66b35fedc,t245_20201214-183049_10
t145_1607951537706_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,e8596bb2-6948-4b28-aa96-b3bcf4a8b62d,t245_20201214-183049_13
t145_1607951546555_8,79a3-fm29,38f9bd1c-3e0d-11eb-a47c-0242ac110003,fbcd2bd2-ff29-4a15-9ff7-eafa67c32ed3,t245_20201214-183049_8
t145_1607951544214_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,1747c7de-e8a1-460f-9600-423c0a498065,t245_20201214-183049_11
t145_1607951552029_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,d4c51914-23de-4f6f-890d-e2bf100ff8b6,t245_20201214-183049_12
t145_1607951551908_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,367d213b-be78-4c5c-a9ff-50f51f075916,t245_20201214-183049_9
t145_1607951553575_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,8ec9c628-6ee0-4239-9840-1b2465e4f595,t245_20201214-183049_10
t145_1607951555343_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,6d83645e-c660-462d-8492-a3a895ff4a34,t245_20201214-183049_13
t145_1607951562986_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,c35b60e4-456f-4119-834e-8a1ea8b4574f,t245_20201214-183049_12
t145_1607951561700_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,a578730c-5dc4-4b71-8858-76219dc32789,t245_20201214-183049_11
t145_1607951565882_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,e08460f9-36b7-46cb-bcac-62d23bb2ba10,t245_20201214-183049_9
t145_1607951567648_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,ba27ddea-8fda-4620-be61-681556190041,t245_20201214-183049_10
t145_1607951573118_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,e0b58afe-ff02-408d-879d-31f261a12d82,t245_20201214-183049_12
t145_1607951572207_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,9fb11077-368f-476d-ae9f-6473b7e67e2b,t245_20201214-183049_13
t145_1607951576020_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,d871e160-e2c7-4277-aaf1-cc5fb2cb186b,t245_20201214-183049_11
t145_1607951578850_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,0bf0c541-9430-4b47-b831-57cb883927d4,t245_20201214-183049_9
t145_1607951581648_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,e8721a6b-ce4d-4cb6-944b-7fe490ed57f0,t245_20201214-183049_10
t145_1607951585487_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,4b3c8fd1-f37d-420c-a14f-a56869b05d53,t245_20201214-183049_12
t145_1607951588410_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,8eae8148-786e-4162-8a54-688340793886,t245_20201214-183049_13
t145_1607951593477_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,74d55129-86a9-49dd-a097-4f01ad1e1a6e,t245_20201214-183049_9
t145_1607951595259_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,8116a9f6-7b47-4ccd-a365-98248d5fbd5c,t245_20201214-183049_10
t145_1607951591391_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,338d651f-212a-487b-a01f-5c60b6dff39c,t245_20201214-183049_11
t145_1607951593035_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,2fa51343-90ca-4eb0-b574-f75051e10122,t245_20201214-183049_14
t145_1607951597117_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,4dfce9ea-237a-4c19-b7ef-2edf89b94ea2,t245_20201214-183049_12
t145_1607951601849_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,4e031515-0ce4-44a3-b051-b31eaf89e2ad,t245_20201214-183049_13
t145_1607951604619_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,35cb3f1a-9c74-408f-bd6a-4e974db48793,t245_20201214-183049_9
t145_1607951605241_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,13c079d3-53a0-4c12-86e4-a28a3f0ef056,t245_20201214-183049_10
t145_1607951605847_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,a0ad4210-7fb6-456c-ab4a-2602ca2be5e3,t245_20201214-183049_11
t145_1607951609223_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,10fb14cb-1df1-4662-9fce-6d9254de1348,t245_20201214-183049_14
t145_1607951611575_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,6d55138f-8e4b-461f-99a5-08a0f7c545ba,t245_20201214-183049_12
t145_1607951611829_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,add0d423-91c8-43e1-9ed3-7e6abe4b19d6,t245_20201214-183049_13
t145_1607951615132_9,yoje-3Jit,572c4c73-3e0d-11eb-90a7-0242ac110003,4e15d59f-fa33-4fce-a54a-b9b9dc8bcd29,t245_20201214-183049_9
t145_1607951617257_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,f3702571-2764-4786-8f7a-2d22ffb8d33a,t245_20201214-183049_10
t145_1607951622291_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,0ba0bc43-043a-4b65-a8ea-4319209ad9cb,t245_20201214-183049_12
t145_1607951620453_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,d9e4bae8-2d81-4cdf-b406-4bd200741046,t245_20201214-183049_14
t145_1607951618169_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,7f06e36e-1344-4e1a-996a-9405308e65f5,t245_20201214-183049_11
t145_1607951626743_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,16a69f16-8aed-49cc-bb40-19bdcf059587,t245_20201214-183049_13
t145_1607951633040_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,1dc15cd5-d9c4-439b-8cdb-920fd3d9ceda,t245_20201214-183049_10
t145_1607951633730_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,b2f00505-db0f-4c66-98c7-d1785205f1fa,t245_20201214-183049_12
t145_1607951635074_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,50730707-27d2-4bd5-9687-b1d5ad5b2712,t245_20201214-183049_11
t145_1607951633935_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,9ed7537c-0748-40ab-a9d5-c02d877fe33a,t245_20201214-183049_14
t145_1607951639455_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,1d3aa88b-5ba0-4461-8d4c-72ad8784bdf3,t245_20201214-183049_13
t145_1607951647903_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,e68f139b-95cc-4318-bd22-7ca87da7564a,t245_20201214-183049_12
t145_1607951643266_10,6qhH-6AT2,74c2ea0a-3e0d-11eb-a47c-0242ac110003,7b7fbcf5-3c0e-4af4-9344-1b7c2891a0a9,t245_20201214-183049_10
t145_1607951648397_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,e2b56754-7abb-4d60-9eee-ebf5cbcec46c,t245_20201214-183049_15
t145_1607951649728_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,cb98ddc4-d756-4072-8325-a3065a928881,t245_20201214-183049_11
t145_1607951650006_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,960dec8a-82bc-4199-851d-7db0f671d4d7,t245_20201214-183049_14
t145_1607951659154_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,dafc0d91-d2a3-4305-910c-114fe489220b,t245_20201214-183049_12
t145_1607951657098_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,25d4a838-8cae-44c0-a56c-83f1969d50dc,t245_20201214-183049_13
t145_1607951661259_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,4f7962dc-c940-44d9-9f45-fdc48fbab139,t245_20201214-183049_15
t145_1607951662867_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,1176686a-b0ea-4e16-bfa1-ca85a5e91105,t245_20201214-183049_11
t145_1607951662978_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,a2c9be26-4907-4e7b-b6bb-e1108f5e84df,t245_20201214-183049_14
t145_1607951669386_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,ce4e6f6e-8ff4-4434-a01c-f1b29e1ebc5d,t245_20201214-183049_12
t145_1607951674803_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,0026494f-bb38-4928-b5c1-74c45d4082ac,t245_20201214-183049_13
t145_1607951677838_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,f8e3ec1c-b16b-4205-98c6-66a4adaf3d3c,t245_20201214-183049_11
t145_1607951675016_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,d292df98-9163-43d6-9d7b-fdd71b7d5a7f,t245_20201214-183049_15
t145_1607951679439_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,d5a1916f-a457-4bf3-80a9-ff07dbd93619,t245_20201214-183049_14
t145_1607951684512_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,6a03ee39-1b81-458b-8b19-18465d630691,t245_20201214-183049_12
t145_1607951686112_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,cac88f02-3ee7-4d2c-a32d-30a17f6161c0,t245_20201214-183049_13
t145_1607951685384_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,3fd37dbe-5aa1-4462-bd50-3cc34346fe4c,t245_20201214-183049_16
t145_1607951688033_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,182747a5-94dd-4ca3-9129-e8008dcbd852,t245_20201214-183049_11
t145_1607951692921_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,d929bffb-c534-4c7c-9f26-0a3abd3d8a25,t245_20201214-183049_14
t145_1607951692110_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,5c4347f2-617c-45d4-8f77-08a81bbca500,t245_20201214-183049_15
t145_1607951697321_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,b455601e-7c30-4e4d-be7e-6edb4fd11c3e,t245_20201214-183049_12
t145_1607951701194_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,b805b513-8382-471b-a125-3e1d13a51fb2,t245_20201214-183049_13
t145_1607951702702_11,Du8Z-RV6t,90ecb1f5-3e0d-11eb-a47c-0242ac110003,e1e38c20-68fe-464e-99fb-d2f887b141f6,t245_20201214-183049_11
t145_1607951701376_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,86c5c03d-11bd-4781-af5d-b49b0276dd19,t245_20201214-183049_16
t145_1607951704910_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,b5fd77d6-9cd3-4063-ad75-ac2592f3fcc8,t245_20201214-183049_14
t145_1607951707014_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,7fb13b63-5dac-45fb-aeb6-4dd8bd8143b1,t245_20201214-183049_15
t145_1607951709992_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,a0355d61-3b4b-4381-b74e-145379278aee,t245_20201214-183049_12
t145_1607951711519_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,d50801c8-4a62-4a06-a47f-249e107a556d,t245_20201214-183049_13
t145_1607951714446_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,7270b4a3-d254-49ca-9a8e-e75056ff355b,t245_20201214-183049_16
t145_1607951716724_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,cb1eb581-12a3-426c-a3dc-899d88f1e4f0,t245_20201214-183049_14
t145_1607951728352_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,03ab1518-7185-403b-879b-02b9dad65735,t245_20201214-183049_13
t145_1607951727406_12,do9d-iut9,aeea9c9a-3e0d-11eb-a47c-0242ac110003,86a19f87-6d52-4601-8007-843c8aac28c0,t245_20201214-183049_12
t145_1607951724249_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,ec3f9d46-d242-4418-82f2-d239a77c1c84,t245_20201214-183049_15
t145_1607951733801_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,409951dc-da36-4cb5-a592-925cddfdc0f4,t245_20201214-183049_17
t145_1607951732576_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,f89a77d4-f569-40a4-a315-da7e4c108657,t245_20201214-183049_14
t145_1607951731113_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,7dde9ea7-c82a-4c0a-8321-c08019fec99b,t245_20201214-183049_16
t145_1607951741201_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,d1072b6b-bb08-4ebd-8bbd-ecdf20291756,t245_20201214-183049_15
t145_1607951738860_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,9c03e9aa-3845-403c-9707-1ad4a27b5312,t245_20201214-183049_13
t145_1607951744881_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,ca185e18-6f4d-4d83-a496-9830829c9a0f,t245_20201214-183049_17
t145_1607951745866_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,0cbf0149-c063-4992-9574-c98b08b4f357,t245_20201214-183049_14
t145_1607951746465_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,f40685d4-4abe-4b9d-8f8e-0eebbb47d18a,t245_20201214-183049_16
t145_1607951751438_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,a9c3e4ab-656c-400f-b736-1c742dbada1f,t245_20201214-183049_15
t145_1607951753400_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,88fb0c02-038c-4655-82c9-a9014c0792a4,t245_20201214-183049_13
t145_1607951763655_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,0908272f-e59e-474d-aa0b-54c11b2f4169,t245_20201214-183049_16
t145_1607951763371_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,8621bb1b-979b-4d50-9316-7313bd26932c,t245_20201214-183049_14
t145_1607951762604_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,f079a762-6d13-4e54-b939-0066ca7331e4,t245_20201214-183049_17
t145_1607951765297_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,3b229d29-de8a-4a08-af74-040216919dd3,t245_20201214-183049_15
t145_1607951769691_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,5ca09798-d25f-4778-92e8-c5d5026a4332,t245_20201214-183049_13
t145_1607951779529_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,113fa1c0-0e7b-4bfb-acbe-39f5c2355581,t245_20201214-183049_16
t145_1607951779649_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,584b27a1-167d-45d5-9f6c-90e380d54b86,t245_20201214-183049_17
t145_1607951780948_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,7913dcb4-818d-4c63-b55d-69e6f4177769,t245_20201214-183049_15
t145_1607951779576_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,45717b57-3bc3-40e4-8e20-2163bf2874ef,t245_20201214-183049_14
t145_1607951786855_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,df1c8af4-2aa8-439b-bf52-ebc1296f45fd,t245_20201214-183049_18
t145_1607951784933_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,2c22a78a-f188-4808-a178-6c08dde8a04f,t245_20201214-183049_13
t145_1607951793342_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,94c77456-7b00-4d9a-bd59-030113c1d413,t245_20201214-183049_15
t145_1607951792868_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,04371855-261d-4d33-aae5-43db545c8c60,t245_20201214-183049_17
t145_1607951792587_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,df1e830a-adc9-4682-baa3-da4bab5e4b1b,t245_20201214-183049_16
t145_1607951799398_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,48539f07-eb33-4c3d-9613-7ee425bf43c0,t245_20201214-183049_13
t145_1607951796376_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,e499530f-28ea-4384-af9c-df585f642f6d,t245_20201214-183049_14
t145_1607951797868_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,1bc4ed16-37ee-486d-ab87-4b751ad46335,t245_20201214-183049_18
t145_1607951804200_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,f22b81a7-9b3a-40af-8f19-879776ac5295,t245_20201214-183049_15
t145_1607951806677_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,86429707-10ba-49d8-882a-6e0fb81223b7,t245_20201214-183049_17
t145_1607951812356_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,72965bba-16d4-4416-9605-4c4db7f528b7,t245_20201214-183049_14
t145_1607951809101_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,8698ecda-b96b-4dc9-8c9b-bb025651a6f2,t245_20201214-183049_16
t145_1607951813229_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,d609dfa6-6b08-432e-a622-c9fb10fbdd35,t245_20201214-183049_18
t145_1607951812095_13,wBRw-BbPF,c99f9dd4-3e0d-11eb-a47c-0242ac110003,fd380d74-b920-442e-b1cf-a55a64a4174d,t245_20201214-183049_13
t145_1607951817464_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,841defd2-533c-4d41-a71c-70ac56f60997,t245_20201214-183049_15
t145_1607951822836_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,c00e385c-de7b-4978-90ac-18abef7f475d,t245_20201214-183049_17
t145_1607951823001_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,b0973e95-e4c1-499d-9ed4-f4d67438e35e,t245_20201214-183049_16
t145_1607951822847_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,9999f266-006d-4549-b7ec-e0f5fe5b43d4,t245_20201214-183049_14
t145_1607951825980_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,9c250103-3625-4b69-912e-879a419a7935,t245_20201214-183049_18
t145_1607951833230_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,7911303c-7f79-4b88-b7b2-157f7c2b1a5e,t245_20201214-183049_17
t145_1607951832535_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,bf9f2099-b020-4e1b-a402-7457fab1337e,t245_20201214-183049_15
t145_1607951838826_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,bcef8192-c749-4f2f-8483-0f51f1d7b6f9,t245_20201214-183049_18
t145_1607951836272_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,a829ec59-d393-4ece-a717-6c48e7a50136,t245_20201214-183049_16
t145_1607951837132_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,f6c1ebbe-ce06-42a9-b5c3-d01756e152cf,t245_20201214-183049_14
t145_1607951841783_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,c64f0c9a-3cde-45df-adc0-24ff48754767,t245_20201214-183049_19
t145_1607951844269_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,e1293887-d366-4fba-9f79-62d25f7a86b2,t245_20201214-183049_17
t145_1607951853073_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,99cb8e3f-797f-4942-b268-54c8a8ddef5e,t245_20201214-183049_14
t145_1607951850272_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,38f88e70-835f-4c31-a3cd-0d7b3b1675e0,t245_20201214-183049_18
t145_1607951850134_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,1b1f9662-833a-4c84-aeb4-5d80699b1f04,t245_20201214-183049_15
t145_1607951851049_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,cc06fda5-e079-4b92-bf52-c1284fdcdcc6,t245_20201214-183049_16
t145_1607951861339_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,384c7aef-9749-43ec-9e57-4fcaf576a856,t245_20201214-183049_17
t145_1607951859392_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,9511f128-5ebb-4892-8633-4d5e094c0f27,t245_20201214-183049_19
t145_1607951867911_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,be932dff-2c9b-4139-ae6c-266e0480d736,t245_20201214-183049_15
t145_1607951868896_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,740c4002-65bf-4ade-8c0f-42947c592593,t245_20201214-183049_16
t145_1607951867783_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,d0e0ef46-8274-4312-8a15-45b2977dfc9f,t245_20201214-183049_18
t145_1607951867404_14,rvRY-9K67,ebbc6017-3e0d-11eb-90a7-0242ac110003,62a72753-be03-4ec4-8c39-ebc1e1d386f1,t245_20201214-183049_14
