tchextuserjid,classcode,classid,invitationid,tch
t144_1607935113809_8,L24c-xT4K,f3583a7e-3de6-11eb-a47c-0242ac110003,fd5acfe1-0201-4972-83ab-afbba949a93c,t244_20201214-135750_8
t144_1607935116094_5,23xt-mYeo,9a9c786b-3de6-11eb-a47c-0242ac110003,de824f01-0f99-449f-88c5-7c0832a03ad3,t244_20201214-135750_5
t144_1607935115584_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,94616468-5748-4efc-a081-30fc1e1b44f7,t244_20201214-135750_13
t144_1607935121675_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,7b64e753-bb63-4563-b641-684de66c2e06,t244_20201214-135750_11
t144_1607935125095_7,9aAN-tJLj,d6488021-3de6-11eb-a47c-0242ac110003,132b78fc-8570-41fc-8ce3-6195d4b2cbf4,t244_20201214-135750_7
t144_1607935119730_6,mcRj-FCXV,bb361c8b-3de6-11eb-a47c-0242ac110003,bce0d017-58f3-4d64-9cd8-1be4a107ec36,t244_20201214-135750_6
t144_1607935121568_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,1952e2e6-1398-453b-9ecf-c7ce7719d838,t244_20201214-135750_10
t144_1607935129298_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,d094892a-dbc6-472d-993f-83cca402735c,t244_20201214-135750_9
t144_1607935125730_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,329af925-7102-41c8-b293-9d9048477b88,t244_20201214-135750_12
t144_1607935139823_8,L24c-xT4K,f3583a7e-3de6-11eb-a47c-0242ac110003,13b3c6c4-9512-4799-bbb3-ce255adaa829,t244_20201214-135750_8
t144_1607935142475_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,ebb9ef64-136b-4c62-9f57-d773f60c0003,t244_20201214-135750_13
t144_1607935144185_6,mcRj-FCXV,bb361c8b-3de6-11eb-a47c-0242ac110003,82863105-8a03-469d-a8a9-f261782714fc,t244_20201214-135750_6
t144_1607935140267_5,23xt-mYeo,9a9c786b-3de6-11eb-a47c-0242ac110003,ba2fd787-78da-4381-ad34-24e6b0404ac9,t244_20201214-135750_5
t144_1607935143743_7,9aAN-tJLj,d6488021-3de6-11eb-a47c-0242ac110003,f27fc88d-adfe-4769-9dd9-2c3d78e05b6d,t244_20201214-135750_7
t144_1607935143081_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,b533c5a4-098a-424e-82a1-eea20f9d516e,t244_20201214-135750_11
t144_1607935144378_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,cf6b6786-f414-42fa-bf9e-4bb9d509c44f,t244_20201214-135750_10
t144_1607935151497_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,e1c0d49f-b8f3-4026-98f5-9a9bbb5925c3,t244_20201214-135750_12
t144_1607935150966_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,2eea5212-cb74-4b83-93d3-41b9359f4080,t244_20201214-135750_9
t144_1607935158551_8,L24c-xT4K,f3583a7e-3de6-11eb-a47c-0242ac110003,ebfaa5d8-88bd-44ec-beec-b3ee2c49237d,t244_20201214-135750_8
t144_1607935164818_6,mcRj-FCXV,bb361c8b-3de6-11eb-a47c-0242ac110003,97e101a7-5bce-4a55-9522-b288f94eeb21,t244_20201214-135750_6
t144_1607935166786_7,9aAN-tJLj,d6488021-3de6-11eb-a47c-0242ac110003,160256bb-8ac7-42f6-9baa-abb067924974,t244_20201214-135750_7
t144_1607935164246_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,274bb7dc-adf0-4068-ab1c-694ebfb43386,t244_20201214-135750_14
t144_1607935167598_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,37b4ec7c-9b1e-424b-8561-e19d29a75d08,t244_20201214-135750_11
t144_1607935164169_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,579d5323-1709-4370-a239-43a13de1e981,t244_20201214-135750_13
t144_1607935168883_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,cf132d7b-8b0e-4653-a00b-f14509572f45,t244_20201214-135750_10
t144_1607935176432_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,d18a9751-17b2-452e-86a0-852258792178,t244_20201214-135750_12
t144_1607935180848_8,L24c-xT4K,f3583a7e-3de6-11eb-a47c-0242ac110003,67e3ec3b-07e3-4b06-9fb2-469b74cad527,t244_20201214-135750_8
t144_1607935177661_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,0bbcc38b-2339-455a-9f06-0ca06fa3bad6,t244_20201214-135750_9
t144_1607935183453_6,mcRj-FCXV,bb361c8b-3de6-11eb-a47c-0242ac110003,7e858866-e827-4e94-b01e-1a49fa83727c,t244_20201214-135750_6
t144_1607935186360_7,9aAN-tJLj,d6488021-3de6-11eb-a47c-0242ac110003,ea374424-be11-40f0-bfc3-35d3eda01e6a,t244_20201214-135750_7
t144_1607935188094_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,e14c8728-fdb2-4549-8ed3-ce0da601e99a,t244_20201214-135750_11
t144_1607935189383_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,d2235bb5-de9d-447d-b13c-8064706d25f3,t244_20201214-135750_13
t144_1607935187715_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,24a1c575-a077-49e1-93d2-05dea7eb98d5,t244_20201214-135750_14
t144_1607935190396_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,9e8da0e7-0d98-47f6-bab7-b2b19786c7c5,t244_20201214-135750_10
t144_1607935198651_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,14fbf1cd-b734-40bb-9441-353727e05b7c,t244_20201214-135750_12
t144_1607935203560_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,336d9750-e81b-4f26-ac85-84625c441528,t244_20201214-135750_9
t144_1607935203175_8,L24c-xT4K,f3583a7e-3de6-11eb-a47c-0242ac110003,0a2b8cd2-ee99-409d-8e7c-ee19740ac6a4,t244_20201214-135750_8
t144_1607935209382_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,fb9c5a54-e5b8-4dd7-99db-b303085e0bda,t244_20201214-135750_11
t144_1607935209990_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,14a8922e-f609-4250-8b77-73abc96be945,t244_20201214-135750_15
t144_1607935208029_7,9aAN-tJLj,d6488021-3de6-11eb-a47c-0242ac110003,b527a96f-0034-4b91-83d7-c43ef517d275,t244_20201214-135750_7
t144_1607935212522_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,dd70af82-9140-403b-b4bd-9a6a03515fe7,t244_20201214-135750_14
t144_1607935210313_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,953af252-8779-466f-b167-8893cf1b1d05,t244_20201214-135750_13
t144_1607935214496_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,8e868f1d-ff1b-4cfc-ae93-8522b2886b43,t244_20201214-135750_10
t144_1607935218561_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,9e4ebf98-7459-433c-9a80-e294ae502b1c,t244_20201214-135750_12
t144_1607935227188_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,d7db6a01-d3e9-471e-9602-e540f01491d7,t244_20201214-135750_9
t144_1607935227808_8,L24c-xT4K,f3583a7e-3de6-11eb-a47c-0242ac110003,8babfbd1-1fba-409e-ab4a-b23e751ea303,t244_20201214-135750_8
t144_1607935230109_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,8695933b-a686-48c9-8593-a82f2a374c1f,t244_20201214-135750_11
t144_1607935232238_7,9aAN-tJLj,d6488021-3de6-11eb-a47c-0242ac110003,5d657922-3ce8-4fdf-894a-0901544aa76a,t244_20201214-135750_7
t144_1607935232116_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,9d72a225-76bf-4ec4-b8b5-ae02e4dfa697,t244_20201214-135750_15
t144_1607935236435_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,7f3d7cbb-7c57-4c6a-baf3-b3065d42183a,t244_20201214-135750_13
t144_1607935235612_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,85d92582-880c-42fe-8b45-160927d92c9f,t244_20201214-135750_14
t144_1607935239229_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,ac95cc53-b79e-4a6f-b71d-d6b254091f63,t244_20201214-135750_10
t144_1607935241347_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,b6bac879-3d34-42f1-997c-3d0cbf9096cc,t244_20201214-135750_12
t144_1607935252085_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,b99fecfc-0f44-496e-97a3-f1ed85a6d4e5,t244_20201214-135750_11
t144_1607935249749_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,d9cd6eeb-8c82-44bf-8329-f663076951ee,t244_20201214-135750_9
t144_1607935250611_8,L24c-xT4K,f3583a7e-3de6-11eb-a47c-0242ac110003,e8656724-871d-473e-838e-221c7120760c,t244_20201214-135750_8
t144_1607935256258_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,cb8237fb-a3e5-42e8-bbc8-6cd4c1c7cce1,t244_20201214-135750_15
t144_1607935259670_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,3a8041a8-e121-4cbb-90b8-6105d2756392,t244_20201214-135750_13
t144_1607935261933_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,625955f2-b9cb-48a1-93bd-55fa74882c1a,t244_20201214-135750_10
t144_1607935260333_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,e851d640-3866-4e3b-a6cf-e2a6cef24a13,t244_20201214-135750_14
t144_1607935263930_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,a9c60111-2679-4b12-aabe-9b13c8c1cc1f,t244_20201214-135750_16
t144_1607935273734_8,L24c-xT4K,f3583a7e-3de6-11eb-a47c-0242ac110003,ece0e3ed-6ba7-48a5-b284-b74b6497bf49,t244_20201214-135750_8
t144_1607935267720_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,e55fcc4f-fb58-4206-b49a-8850060380a3,t244_20201214-135750_12
t144_1607935271081_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,dbed5878-7a58-4620-9b60-5b58546ccb39,t244_20201214-135750_11
t144_1607935274636_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,e9c7b529-4897-45f6-967d-09ce3fa5f719,t244_20201214-135750_15
t144_1607935272436_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,275adf75-2eba-4b9d-97bd-5f7676a9896d,t244_20201214-135750_9
t144_1607935284373_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,b6dfbe24-3322-42fa-bc69-a40760d6a1b4,t244_20201214-135750_14
t144_1607935281746_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,52c796ff-ee82-4da5-9e5b-fc636cebe029,t244_20201214-135750_13
t144_1607935284318_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,72c976b4-8858-4a72-a6bb-dd13586c06d8,t244_20201214-135750_10
t144_1607935286956_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,5c9e1da3-c62b-405c-8d9a-4f3d2c7e9197,t244_20201214-135750_16
t144_1607935293975_8,L24c-xT4K,f3583a7e-3de6-11eb-a47c-0242ac110003,bb13844e-25cf-4fac-ba3b-5ba1b51003d0,t244_20201214-135750_8
t144_1607935294087_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,5bc2d15e-e4d0-45ea-9c62-d387934562e8,t244_20201214-135750_12
t144_1607935300436_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,a7d35674-a13b-40bb-8e45-cb66a86a6e1b,t244_20201214-135750_15
t144_1607935297436_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,1bfb40bc-b40a-46be-ba0b-b15bea4433e4,t244_20201214-135750_11
t144_1607935300644_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,71b8256b-0802-475a-97e4-231b1cd01eda,t244_20201214-135750_9
t144_1607935307634_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,561a84f5-a7c2-4b77-970b-cc5e5f8b6082,t244_20201214-135750_13
t144_1607935305103_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,fe95a31c-7fca-48c1-a0af-8bb87e2d82a1,t244_20201214-135750_14
t144_1607935308157_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,25d83471-a0d6-41f0-8223-b63930218e9e,t244_20201214-135750_10
t144_1607935309639_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,80fe6c08-be54-4d63-905f-694bb5c5bb6f,t244_20201214-135750_16
t144_1607935310983_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,aec77ad8-1ffe-4ece-a933-72d52fd51a40,t244_20201214-135750_17
t144_1607935320822_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,cd7b6a64-2f18-4c99-aa9d-3622f89476f7,t244_20201214-135750_11
t144_1607935320399_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,d0f57915-58f4-4d2a-b531-badf8c6ab439,t244_20201214-135750_15
t144_1607935322894_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,5087ea5c-cffb-4b86-93a6-f7e0843c2a76,t244_20201214-135750_9
t144_1607935318464_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,08df2b23-89f3-4d93-a622-0b487d87dfcc,t244_20201214-135750_12
t144_1607935327189_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,7ae71052-4699-41d8-a497-30daab52fe7e,t244_20201214-135750_14
t144_1607935329772_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,d4d90ad5-bccc-482e-ad43-4fd7dbbd4a66,t244_20201214-135750_10
t144_1607935330176_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,4b494cfc-fa6e-48b0-af57-5039910cd5ce,t244_20201214-135750_16
t144_1607935333969_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,6b4f550d-0360-4a8e-a7f7-20b436db4d7e,t244_20201214-135750_17
t144_1607935327034_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,2d4840cb-9ef2-4f00-892d-7024a401db79,t244_20201214-135750_13
t144_1607935339365_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,0e478b28-d88c-4485-84f9-7e8b9301b5aa,t244_20201214-135750_15
t144_1607935339204_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,2e3fcebf-fd0b-477b-99ce-a34f1bdb63ae,t244_20201214-135750_11
t144_1607935348418_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,aefb0f4a-41d1-4f6c-a467-198a0b7b13be,t244_20201214-135750_14
t144_1607935344306_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,3809fc91-4163-41ed-82f0-c2b8439c82cb,t244_20201214-135750_9
t144_1607935344512_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,5771f9a6-c239-4737-8d00-b09bc02f4dfb,t244_20201214-135750_12
t144_1607935350337_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,b8c20fee-b8ea-4ebe-b514-1139697c51ac,t244_20201214-135750_10
t144_1607935351446_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,6976dd0f-6784-4918-afea-fa2a1bc71e3a,t244_20201214-135750_16
t144_1607935354079_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,3eef7192-fa15-412c-bfbb-eb3e705f7f7e,t244_20201214-135750_13
t144_1607935352819_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,3b457a25-f178-43b6-9dce-418bd6a4a139,t244_20201214-135750_17
t144_1607935361504_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,7327bf89-1f62-4aed-89a3-9d86709fba37,t244_20201214-135750_15
t144_1607935362716_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,1df61088-c86b-4596-b496-2f6d99a9c2ff,t244_20201214-135750_11
t144_1607935364968_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,90853298-fba0-4020-a3de-031d1d79f570,t244_20201214-135750_18
t144_1607935371022_9,7qnt-yYcN,107ab9a9-3de7-11eb-90a7-0242ac110003,74af6e1a-5ddc-4ab0-8c8f-d655f1b42c47,t244_20201214-135750_9
t144_1607935371642_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,3c795540-a9e6-4e34-96a3-2f871ad0c30d,t244_20201214-135750_12
t144_1607935369275_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,6541ce94-a86b-49a9-ad09-09d9023a7f98,t244_20201214-135750_14
t144_1607935376341_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,f96762cc-d350-48b3-916e-ccb53d59376f,t244_20201214-135750_13
t144_1607935374272_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,e77d3375-b602-46bf-9c24-b9b3c992ace7,t244_20201214-135750_16
t144_1607935377959_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,2fdb403c-9363-42fc-b470-379b9c5098d4,t244_20201214-135750_17
t144_1607935373728_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,6d0ab333-9211-40c2-9348-5b8f1f5f076b,t244_20201214-135750_10
t144_1607935381993_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,d83c8858-e899-464d-a916-bbb978c14cc1,t244_20201214-135750_15
t144_1607935386739_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,933e2da1-6a04-4e3d-8430-f1a011e50d18,t244_20201214-135750_11
t144_1607935387954_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,cc28b73b-9ee6-4ee1-ba9a-3e5a40c43c98,t244_20201214-135750_18
t144_1607935392061_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,1fb5ecea-0aff-4c60-b0cd-cee18229d21c,t244_20201214-135750_14
t144_1607935395632_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,d341b04a-5cc5-4aeb-afa3-a1a0545f5017,t244_20201214-135750_16
t144_1607935398495_10,7RQ8-hVXu,32623ab8-3de7-11eb-a47c-0242ac110003,e974bd93-5449-497a-a22c-ec205e13a1f9,t244_20201214-135750_10
t144_1607935390396_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,07b9890e-ca1b-4622-a176-ed4f8afde2d4,t244_20201214-135750_12
t144_1607935397898_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,3983c7d2-41eb-4e2a-925c-80dcf69cd3cc,t244_20201214-135750_17
t144_1607935395567_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,bc1b314f-dca1-4ce8-96f0-e583ef4fecf4,t244_20201214-135750_13
t144_1607935406197_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,19fb477e-aaa4-491d-bf2c-f6cba9082317,t244_20201214-135750_19
t144_1607935405572_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,d7898165-1570-4f1f-9230-be8339137421,t244_20201214-135750_15
t144_1607935408246_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,ca598d48-6db6-41a5-ac05-567732aa6ec7,t244_20201214-135750_11
t144_1607935413421_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,ab7f1c29-867f-4bff-a13b-8f1aaf65d3ca,t244_20201214-135750_14
t144_1607935410302_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,42a604c9-b281-4b04-8d20-aaa53e466515,t244_20201214-135750_18
t144_1607935416360_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,71dc57f7-f7c6-4387-9253-0dcfa82be4c7,t244_20201214-135750_16
t144_1607935417509_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,4f58f944-c5ee-4d68-8ddc-770c76d0b5f8,t244_20201214-135750_12
t144_1607935418635_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,e2b60ade-263c-4a61-af29-3ec1e8488cbd,t244_20201214-135750_17
t144_1607935419631_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,ba9b5055-fbe8-477b-9aac-78dfcd6a4329,t244_20201214-135750_13
t144_1607935428758_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,70b46585-1fae-4da1-b504-95d66352d728,t244_20201214-135750_19
t144_1607935432876_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,494a2c44-277d-4e82-93a4-daa8f44b60d3,t244_20201214-135750_14
t144_1607935429351_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,b1f715f8-f93e-47f7-99b3-100e93a5ef38,t244_20201214-135750_15
t144_1607935430400_11,v8YJ-ubRn,4f13814f-3de7-11eb-90a7-0242ac110003,2d7d910a-f7e8-4506-be69-ce01668b2c86,t244_20201214-135750_11
t144_1607935441885_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,46608ada-6d89-455b-88b7-47619f1ba730,t244_20201214-135750_17
t144_1607935434316_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,c67f6a13-4764-4a35-8770-767545d18589,t244_20201214-135750_18
t144_1607935441518_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,855a3456-9cb7-455c-9d24-41f8d7315fc9,t244_20201214-135750_12
t144_1607935438441_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,5ae82c86-705d-4fbc-b043-44293beccc5a,t244_20201214-135750_16
t144_1607935442661_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,5f164cd7-3b1d-4ace-b921-82d0689b0409,t244_20201214-135750_13
t144_1607935452433_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,35ae0466-786e-4bfc-ace8-8cf34de8aa1e,t244_20201214-135750_14
t144_1607935452355_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,5b83a9c6-c39f-4a79-b7e3-6ec4798843d7,t244_20201214-135750_19
t144_1607935452479_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,6bb4a985-cb4c-43a9-9912-64c204fcf5c3,t244_20201214-135750_15
t144_1607935460134_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,31d18f53-c365-4c04-b96d-3e0b4dc9ef15,t244_20201214-135750_12
t144_1607935459866_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,39acf1d2-6c18-4d33-822d-fb9a123db6a6,t244_20201214-135750_18
t144_1607935459845_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,357c2196-0331-46d7-8395-75663a901177,t244_20201214-135750_17
t144_1607935462443_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,8d925ee2-4d1b-4114-ab98-cd3e101d1b75,t244_20201214-135750_20
t144_1607935463841_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,91467a14-d6a9-4df7-9f08-686024a7dea3,t244_20201214-135750_16
t144_1607935474340_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,8a9f8956-2e21-4ea6-a220-0ca6bb288747,t244_20201214-135750_14
t144_1607935471352_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,cb57db89-e734-47b5-a2a8-bb648ef176c0,t244_20201214-135750_13
t144_1607935474645_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,8cfa51a8-2184-491f-9aeb-c5631fb92eea,t244_20201214-135750_19
t144_1607935478649_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,b77f0c63-582b-443b-81bc-26c5027d3eac,t244_20201214-135750_15
t144_1607935480014_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,6a49df71-34bb-4c57-a0af-0cd0c1d3c4f4,t244_20201214-135750_12
t144_1607935484286_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,07221071-9c40-4d39-9185-c28487ca27eb,t244_20201214-135750_18
t144_1607935485290_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,6dffd3b0-ab02-4870-b6f6-3207738062cf,t244_20201214-135750_17
t144_1607935488992_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,c2e72f04-3960-482c-94f0-90011a066305,t244_20201214-135750_16
t144_1607935486857_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,4d4cc23f-5fea-484c-acca-7b86d7473813,t244_20201214-135750_20
t144_1607935494160_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,133204c9-790e-4581-b5a7-674e813cdaaa,t244_20201214-135750_14
t144_1607935495943_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,fad5b6b3-601b-44ca-a0f6-60d2662d3e50,t244_20201214-135750_19
t144_1607935497895_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,5b623df9-2999-467e-8df8-b49f1be69fe3,t244_20201214-135750_15
t144_1607935495565_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,3f32de58-f9e5-41b7-99eb-4db620e35b1c,t244_20201214-135750_13
t144_1607935501671_12,g3Ju-38Xf,6a29b57e-3de7-11eb-90a7-0242ac110003,317885ff-f346-4d59-95c3-6432ce7f85f8,t244_20201214-135750_12
t144_1607935506562_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,b789ad5f-85e1-4ac9-b4e6-b5077b210a11,t244_20201214-135750_18
t144_1607935506765_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,ee1acda8-2a31-455f-83eb-97c38307d43e,t244_20201214-135750_17
t144_1607935508248_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,fab7bd32-949d-4377-a0b8-96aabdb9c490,t244_20201214-135750_16
t144_1607935515294_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,31a1647a-bbca-44c4-8696-50b865207975,t244_20201214-135750_14
t144_1607935518276_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,9609a811-8da1-4b4c-810a-11b3ec167f9a,t244_20201214-135750_15
