stdextid,grpid,tchextid
std_1593362509528_23,6a00282e-c12d-417d-b12e-b7ee38bcea78,tch_20200628-214431_23
std_1593362353294_22,5aaa38f8-a46d-401e-b54a-20f599a83a45,tch_20200628-214431_22
std_1593362177198_21,78277b72-0eb4-478e-81c7-4ab18d8b015a,tch_20200628-214431_21
std_1593362533528_25,a5a0b762-4e54-4b9b-9306-63df27970a9d,tch_20200628-214431_25
std_1593362534602_24,7004005c-46a5-448e-97bf-b7e324bfa253,tch_20200628-214431_24
std_1593362374266_23,10b73646-fc3c-49a0-8231-6131b6a464e9,tch_20200628-214431_23
std_1593362221319_22,f31e7399-2d57-4ecf-ad69-93ba4b335e29,tch_20200628-214431_22
std_1593362050472_21,72ff2630-44c2-41e8-b30b-82ab2ba87019,tch_20200628-214431_21
std_1593362403480_25,9bf40bfe-1fba-4455-aea5-a82ee33aa4f4,tch_20200628-214431_25
std_1593362399411_24,0cef2ec9-e2a2-4d1f-b2bd-362f4e1f8acd,tch_20200628-214431_24
std_1593362237437_23,0b3c82f8-85c2-4090-adf4-249599d4d2b6,tch_20200628-214431_23
std_1593362597285_26,cb9fca64-29b0-4dfa-8889-9a8a22de2399,tch_20200628-214431_26
std_1593362085089_22,ed9ed68b-7a19-4e04-879d-64ab3d868230,tch_20200628-214431_22
std_1593362273909_25,7d5ccc36-da50-478f-9c93-278736464fed,tch_20200628-214431_25
std_1593362269038_24,bbef53a2-bd9b-4512-885b-295fc19a8227,tch_20200628-214431_24
std_1593362623362_27,e4c69ac2-2c51-43be-9eaa-d260349f1b3c,tch_20200628-214431_27
std_1593362631950_28,4f23a933-54ff-4a04-8bea-b4bf6559314c,tch_20200628-214431_28
std_1593362099415_23,08200747-87c1-4804-8006-af33cdd1cb35,tch_20200628-214431_23
std_1593362468086_26,52ca8e1a-2463-4a76-b5d6-913c63e45883,tch_20200628-214431_26
std_1593362137405_25,9fdc48cc-a51f-45ad-b7fe-a776889a19b6,tch_20200628-214431_25
std_1593362129354_24,50622ea1-0665-4467-b4b8-403e0c74e2e8,tch_20200628-214431_24
std_1593362656336_29,00bdd2ea-14fc-4925-a5a2-340b790564df,tch_20200628-214431_29
std_1593362491488_27,b1c18f39-aca2-44a2-be7a-1d50b497a0dd,tch_20200628-214431_27
std_1593362504617_28,62022d18-b401-4f47-8fa2-43b83fd1f510,tch_20200628-214431_28
std_1593362334323_26,63977b68-2414-4451-b98c-18b153acb3ca,tch_20200628-214431_26
std_1593362525798_29,39effe63-bf82-42b4-8b35-6d1ef681d71b,tch_20200628-214431_29
std_1593362366971_27,c54db582-1257-4a6b-93f5-82bfdfb29a74,tch_20200628-214431_27
std_1593362380460_28,d8875a7b-5b35-4fef-b859-e34ac706cb73,tch_20200628-214431_28
std_1593362197770_26,69c784a4-e797-4b72-8f91-678cde62c32c,tch_20200628-214431_26
std_1593362723001_30,0ba618a7-a038-4be3-a742-ba805e136dc1,tch_20200628-214431_30
std_1593362393374_29,a580d03b-e93b-4d15-95f0-876b9326914f,tch_20200628-214431_29
std_1593362232833_27,db90b4e5-d1c6-496a-944f-696dfd06652a,tch_20200628-214431_27
std_1593362258535_28,8f43081f-6526-489c-8dcd-0fe1a4c1677a,tch_20200628-214431_28
std_1593362598474_30,161ab0fc-2144-4d87-8a8f-16e8e8b85213,tch_20200628-214431_30
std_1593362765976_32,2b159d55-f0d8-4eaf-b932-fbcd66d343f1,tch_20200628-214431_32
std_1593362760329_31,5cd45eb9-2aa0-4667-9f2f-fefb6e0fb4c4,tch_20200628-214431_31
std_1593362269271_29,7a1da7a2-2b39-453d-928e-c4181d943508,tch_20200628-214431_29
std_1593362461262_30,0b833f49-0b0f-45a2-a72a-4373f08a3229,tch_20200628-214431_30
std_1593362799680_33,d7d7508c-c715-4c34-a4c7-d7553eee2c26,tch_20200628-214431_33
std_1593362629011_32,92c3f5e2-a28a-4431-bfe4-b642c12efa77,tch_20200628-214431_32
std_1593362627693_31,6739ab76-23a4-4617-920e-0bf997833ed1,tch_20200628-214431_31
std_1593362323264_30,5a7e06cb-c864-4800-bfe4-6de5b893adcc,tch_20200628-214431_30
std_1593362667276_33,31197d31-27a0-4a2d-b9ff-0be6ad43e3bb,tch_20200628-214431_33
std_1593362496274_32,cf29143b-f2d5-4163-ac99-867abfc69b0c,tch_20200628-214431_32
std_1593362840042_34,6a9905ff-f7e4-4cc8-a577-be3040787965,tch_20200628-214431_34
std_1593362492088_31,dc297c57-6324-44a9-b6af-e1b26e23334d,tch_20200628-214431_31
std_1593362861620_35,d3821808-4978-49ce-bf98-49508755ca76,tch_20200628-214431_35
std_1593362362507_32,492ff708-a222-47f5-85fc-649b68835437,tch_20200628-214431_32
std_1593362535096_33,badd34f3-f7c4-49bd-a0e8-3bb3e92aae29,tch_20200628-214431_33
std_1593362362366_31,323a7517-f07f-4798-95e3-aad75ec7b733,tch_20200628-214431_31
std_1593362716379_34,5a3a608d-09a9-4cd4-9d4b-b5315b057d4d,tch_20200628-214431_34
std_1593362879637_36,a8fc6adf-b68f-44a8-8457-29c85e957597,tch_20200628-214431_36
std_1593362407431_33,81f9ecd9-a286-4311-b922-7b0001789ecb,tch_20200628-214431_33
std_1593362729226_35,ad6eab6b-c53e-4bd4-9669-7a56982b9280,tch_20200628-214431_35
std_1593362584643_34,6960e5b7-c002-4881-9c78-6477a99cc53d,tch_20200628-214431_34
std_1593362743537_36,c7d5c22f-33db-43a2-8c77-ba89fc929102,tch_20200628-214431_36
std_1593362932472_38,650bcd13-5bf8-42d2-bb9c-2730e199979e,tch_20200628-214431_38
std_1593362930857_37,af4bc4ad-c030-4eec-9c9a-4717a348e36a,tch_20200628-214431_37
std_1593362592322_35,f0c1b735-a1f0-40b2-9c36-131cf1d7186f,tch_20200628-214431_35
std_1593362451280_34,7d2881ee-d1c6-404b-b70c-b2e0fdd2334a,tch_20200628-214431_34
std_1593362612928_36,a946c089-0334-4be9-8c18-df652b3434e2,tch_20200628-214431_36
std_1593362795830_38,81676264-e0bc-4a15-88fc-ee03576649b7,tch_20200628-214431_38
std_1593362793546_37,00981fee-0273-43c4-93b3-720445dcfef7,tch_20200628-214431_37
std_1593362453451_35,8e1d0286-2b0e-4cb1-9702-cd59f9569ca7,tch_20200628-214431_35
std_1593362478078_36,cd73a646-2b2a-46ba-a791-40a0afa2b96f,tch_20200628-214431_36
std_1593362656872_37,d9c22ac6-314e-426f-846a-163f5b78d977,tch_20200628-214431_37
std_1593362667421_38,37f3e567-fdd1-4e7b-98cd-6f30c17336e3,tch_20200628-214431_38
std_1593363004846_39,42667b42-a31a-411d-b08e-ec722631ca08,tch_20200628-214431_39
std_1593363030797_41,ca68ecd2-25bc-47d3-a760-d6e4516dd0eb,tch_20200628-214431_41
std_1593363039972_40,aee60350-5b69-4b7a-8fe2-2a34c5d415ad,tch_20200628-214431_40
std_1593362522458_37,c28adeb1-72e5-4b03-b9b5-3d1265debb06,tch_20200628-214431_37
std_1593362863313_39,f1060fde-a973-4bd0-a4f8-3b788ac737b9,tch_20200628-214431_39
std_1593362536790_38,bd53dfb4-4509-464d-8a2f-27cc5a6bb2b1,tch_20200628-214431_38
std_1593362892448_41,3d1a5439-ca79-4fc6-9cc6-d8da57dc718a,tch_20200628-214431_41
std_1593362907101_40,d9f0f0a7-1b41-4b5a-b0c7-473d70afec7f,tch_20200628-214431_40
std_1593362728006_39,382b67b8-4bf8-48bd-bd33-505f831336c0,tch_20200628-214431_39
std_1593363089034_42,241f73b2-090a-49b8-8ede-381473684897,tch_20200628-214431_42
std_1593363107133_43,ed420cd3-56e5-4be7-9ee5-b8d89f2a1fc2,tch_20200628-214431_43
std_1593362768116_41,2c503c59-bdcb-4e46-a422-4d3db2a0de09,tch_20200628-214431_41
std_1593362769549_40,ba16d5ab-a934-4d30-9a96-3967e6d53605,tch_20200628-214431_40
std_1593362601388_39,6d42bcb4-eaab-424f-ae22-967135dfa93f,tch_20200628-214431_39
std_1593363130901_44,4f92fa08-93d6-47b7-aac8-4ace4595ce3d,tch_20200628-214431_44
std_1593362955527_42,d317f6ce-498c-4ef8-aca5-3a8359315cd3,tch_20200628-214431_42
std_1593362967674_43,57d9fee7-92f4-45bb-8ed7-c47ea5f065cc,tch_20200628-214431_43
std_1593362637102_41,be27fb05-cf2d-4961-b969-684e3c31eff1,tch_20200628-214431_41
std_1593362631114_40,4731ab14-2876-41c8-bc33-b27ad527d84f,tch_20200628-214431_40
std_1593362828533_42,cee727d0-66e1-431e-bfea-8f75a0f8190b,tch_20200628-214431_42
std_1593362994956_44,3aa01fe2-e10d-4a8a-8eaa-015f011870a6,tch_20200628-214431_44
std_1593363160650_45,9f902d05-9483-4f6f-8a3d-a18ead0bf25b,tch_20200628-214431_45
std_1593362833157_43,52644fca-11f5-4caa-80d6-041bc204c9b0,tch_20200628-214431_43
std_1593363199385_46,3a9d378d-015e-48a0-b94f-495bf252b5e4,tch_20200628-214431_46
std_1593363027344_45,45a66e9e-03f6-43a8-be42-fda9fc54a187,tch_20200628-214431_45
std_1593362863689_44,ef4e422e-fa33-4d2e-9cbf-78a33c7cd115,tch_20200628-214431_44
std_1593362694150_42,78796dcb-bb3d-4c5c-b2d9-54b50812ac45,tch_20200628-214431_42
std_1593362690899_43,a71ee7ef-e469-49a9-97c8-cdf6f94ed795,tch_20200628-214431_43
std_1593363221219_47,f6624d79-3654-4799-b72f-e2a191f8b55d,tch_20200628-214431_47
std_1593363068081_46,10f8d8e9-3e0e-4ff1-bd2f-7cbd48e02934,tch_20200628-214431_46
std_1593362890304_45,c48fcb93-1c21-40d7-8b8e-9bac423dec75,tch_20200628-214431_45
std_1593362727593_44,36c1d949-10f4-4a9e-9a11-7112eda9f4ba,tch_20200628-214431_44
std_1593363240978_48,36bd1edc-a767-4569-87e8-a43e906e16eb,tch_20200628-214431_48
std_1593363094636_47,b3a94cc7-01f8-442c-b7f3-5588aeb6a712,tch_20200628-214431_47
std_1593363267779_49,4a551f6e-2736-49c6-b469-59b235c48954,tch_20200628-214431_49
std_1593362937328_46,6ef23994-231d-4048-8e8e-6e1b35833bd2,tch_20200628-214431_46
std_1593362756784_45,7cc57cf2-2d9f-4a19-8e06-8c5c56525383,tch_20200628-214431_45
std_1593363112713_48,ae37e9de-446a-42f4-8ca3-a245c24faaef,tch_20200628-214431_48
std_1593362804608_46,0e2d0bee-7216-4449-abb4-3a08b5fa147d,tch_20200628-214431_46
std_1593362958052_47,67cb9cb9-f03b-47c0-8aa4-ef80245d0809,tch_20200628-214431_47
std_1593363133326_49,c8537b9e-9ac2-4122-908f-a1d4b0565d5f,tch_20200628-214431_49
std_1593362978884_48,bb2917a8-22cf-475a-b69d-abe537cc7db8,tch_20200628-214431_48
std_1593362821650_47,6e6f6739-3540-4fb8-94c4-7c5cb7f568bb,tch_20200628-214431_47
std_1593363004530_49,169a60f0-d8ae-4d36-aaad-bf084378f115,tch_20200628-214431_49
std_1593363350631_51,2ed9c98d-1175-4a18-84ad-64f880a47465,tch_20200628-214431_51
std_1593363350515_50,f98caa50-dd4d-43b3-866f-811f8d0c28cf,tch_20200628-214431_50
std_1593362845628_48,43957a52-dfae-463c-b4a6-fab4436f40e8,tch_20200628-214431_48
std_1593363361892_52,989a3222-44e4-46f0-9e90-c7a493c66201,tch_20200628-214431_52
std_1593362868272_49,87006337-746c-4b75-84ea-d158d02cf9c0,tch_20200628-214431_49
std_1593363222987_51,79026d0f-2046-4c5c-b583-acdd01c9b502,tch_20200628-214431_51
std_1593363216881_50,32f51119-f1b1-4fc1-98c8-d637547d5197,tch_20200628-214431_50
std_1593363234982_52,6809e72f-11ea-46f6-a24d-1556a08ada3b,tch_20200628-214431_52
std_1593363412980_53,737cc206-792e-4c97-af94-e64f43f5c738,tch_20200628-214431_53
std_1593363086346_51,aafa99e4-1467-49c5-84a5-e2dcd7d78a28,tch_20200628-214431_51
std_1593363425301_54,b48bab18-6f45-4fd1-b800-f3589e8dedda,tch_20200628-214431_54
std_1593363073942_50,2caa54ec-f206-4a1a-91b1-296b0e7ed77a,tch_20200628-214431_50
std_1593363104073_52,da8da9c1-0e3f-432c-8ea6-e3fe8df728d0,tch_20200628-214431_52
std_1593363275094_53,cd5e3c2c-a665-4c30-90e8-2b7423b3d4f7,tch_20200628-214431_53
std_1593362952250_51,ffe2c454-9a37-41ee-a097-3ca85f59f317,tch_20200628-214431_51
std_1593363294602_54,48ed2839-85c5-46e2-8bc1-434952ea5469,tch_20200628-214431_54
std_1593362937058_50,76942000-4d5e-481e-ab5b-888f61c861c7,tch_20200628-214431_50
std_1593362974439_52,b3b5ceab-063f-49fe-9e7a-f20ea9a10f54,tch_20200628-214431_52
std_1593363480434_55,f6861635-02df-476c-bd46-d174c6d5db33,tch_20200628-214431_55
std_1593363143469_53,8f0cc44b-27f0-4d7b-bd12-d7f7524a8fa2,tch_20200628-214431_53
std_1593363490306_56,7c5f6cbd-985b-4aec-b54a-d7ae9554abf4,tch_20200628-214431_56
std_1593363163871_54,ab54e077-0750-4efd-82e1-e3018acf9eb9,tch_20200628-214431_54
std_1593363342639_55,e42c90a3-e313-48a4-9736-2578e7b2de73,tch_20200628-214431_55
std_1593363016359_53,12956087-57bc-4881-9971-0ea54ffc4ec4,tch_20200628-214431_53
std_1593363355263_56,8a0bc534-10f7-4217-b889-581d549625e8,tch_20200628-214431_56
std_1593363534712_57,8da8a98a-94c9-423b-9914-4fbca9b9b034,tch_20200628-214431_57
std_1593363031525_54,2a90433d-3838-4a62-ab59-4b61ca574c5b,tch_20200628-214431_54
std_1593363542592_58,f2dc6184-2fd6-4800-aa98-5008326360a7,tch_20200628-214431_58
std_1593363206848_55,87944271-3aaa-421b-8703-4c7d03fec059,tch_20200628-214431_55
std_1593363565671_59,4615f658-0a06-4a88-aab6-eab5abea96fb,tch_20200628-214431_59
std_1593363218531_56,e7acf2ce-6973-4e6e-9715-208146697090,tch_20200628-214431_56
std_1593363409575_57,69efa3cd-f45f-428b-bd55-995440b0f604,tch_20200628-214431_57
std_1593363410779_58,d0f82062-60b0-4a73-a147-4b6446b0e822,tch_20200628-214431_58
std_1593363062337_55,86e16d02-2d0a-44ad-96ac-55fcaad649b7,tch_20200628-214431_55
std_1593363435116_59,a995a3a0-9c6e-4001-a50d-4db8fa47c883,tch_20200628-214431_59
std_1593363089727_56,401cf6f2-5a80-4058-a2b3-918b806e05ab,tch_20200628-214431_56
std_1593363271176_57,9309a5f2-7868-4656-9789-70adb7445f0d,tch_20200628-214431_57
std_1593363282242_58,de971c6f-146c-40e9-b67d-5c66802ec597,tch_20200628-214431_58
std_1593363624385_60,16d66848-fcdc-406e-ba59-378013f97021,tch_20200628-214431_60
std_1593363301590_59,a9baa61f-e95a-4920-96f1-46677674e713,tch_20200628-214431_59
std_1593363144235_57,a85e010d-36ba-4273-879f-d94c801d928e,tch_20200628-214431_57
std_1593363149431_58,a8065690-88f5-4eab-bd75-e6069d3ef459,tch_20200628-214431_58
std_1593363650926_61,bbd731a3-1edd-4bbf-9fe4-b4b5e1f09abf,tch_20200628-214431_61
std_1593363665503_62,910f9d17-e3fa-4f42-80e3-be234e258fe4,tch_20200628-214431_62
std_1593363493561_60,0300f910-ec29-43af-9475-4beec252ddbd,tch_20200628-214431_60
std_1593363180985_59,e3428141-87d5-4f34-8586-e6f9842c200b,tch_20200628-214431_59
std_1593363519251_61,d910f99b-118b-46b5-b684-2fd684d81cee,tch_20200628-214431_61
std_1593363694183_63,b2f37fad-c53e-46cf-92f7-c887f605a5ed,tch_20200628-214431_63
std_1593363535575_62,b3869b8a-ee2b-42f7-8739-1041160446aa,tch_20200628-214431_62
std_1593363364820_60,17d052d7-41e6-4360-ae8c-f5be5ed5baa9,tch_20200628-214431_60
std_1593363723191_64,8a1017ee-0535-4d2f-bbc5-7f75c75cd1da,tch_20200628-214431_64
std_1593363385893_61,7bdfecb4-023c-48bc-9721-abf7566f5c9c,tch_20200628-214431_61
std_1593363558373_63,98f6b625-f5d4-4798-8f19-22cf9ee09332,tch_20200628-214431_63
std_1593363394566_62,c18bc413-043b-4d2d-81a1-d11e630c332a,tch_20200628-214431_62
std_1593363235036_60,a2d03afc-9a8b-4838-81ad-bd004d2aacdc,tch_20200628-214431_60
std_1593363599102_64,63ed6ff8-4913-448c-ade7-99cbdf3064d5,tch_20200628-214431_64
std_1593363254010_61,a0657ffa-01f1-4053-8f44-656ea220e5f1,tch_20200628-214431_61
std_1593363425076_63,4b36ace5-51d1-421c-97ea-4a8137d8a3c6,tch_20200628-214431_63
std_1593363265932_62,a3eb534f-563a-4548-9c5b-9f18062116c6,tch_20200628-214431_62
std_1593363462688_64,cf52b6d9-dcda-4428-9f2e-0aad28dbc436,tch_20200628-214431_64
std_1593363790946_65,837683fa-fb77-4a3b-8292-f6c89a04547d,tch_20200628-214431_65
std_1593363810190_66,6f0823fb-a62a-42b1-b76e-ced3b9e21952,tch_20200628-214431_66
std_1593363290440_63,66d00e77-3797-4a7e-9fd8-15e5a875ec4f,tch_20200628-214431_63
std_1593363656851_65,62e64244-6e27-45fb-ab57-3ba9a404211f,tch_20200628-214431_65
std_1593363337889_64,1307b754-b458-4cb5-9a51-6bd8afabe2fb,tch_20200628-214431_64
std_1593363674714_66,afac295a-147f-420e-94d8-76e3482eecec,tch_20200628-214431_66
std_1593363858597_68,841df5b6-8ee8-40c3-a6d9-195f177ba5c5,tch_20200628-214431_68
std_1593363860924_67,69886511-c314-40e2-b72c-48eaa7894097,tch_20200628-214431_67
std_1593363518045_65,9939a874-c207-46b9-a539-61a5e6f8022a,tch_20200628-214431_65
std_1593363536517_66,f8c6eb3e-3bde-421e-97df-ada11a4d728a,tch_20200628-214431_66
std_1593363733134_68,874fcee7-9be0-47d8-a843-09f254e518b7,tch_20200628-214431_68
std_1593363730820_67,0ec86776-a867-4c37-99ab-87a73947126b,tch_20200628-214431_67
std_1593363375733_65,55e3e3c0-0f29-4450-b65a-ff5653c2e3ae,tch_20200628-214431_65
std_1593363913577_69,1f1133d0-034f-4d95-81d5-cedcca575124,tch_20200628-214431_69
std_1593363406033_66,f46bcd6d-9c16-4402-be74-a692a414e26e,tch_20200628-214431_66
std_1593363928268_71,09e1bca8-6acd-43bb-9875-ae56511d592b,tch_20200628-214431_71
std_1593363916523_70,18e9c172-1750-4dea-babe-3baa84d17eb6,tch_20200628-214431_70
std_1593363597415_68,ce3e5533-d12e-4283-bfce-9e17387b1e77,tch_20200628-214431_68
std_1593363594387_67,4b61a853-2840-4bf4-950a-40c03ead67a5,tch_20200628-214431_67
std_1593363777870_69,09fa4a85-4a26-4e3f-b55b-4bfa755f85f2,tch_20200628-214431_69
std_1593363782309_70,4b7ec352-e67f-4d79-b530-0f6e3c500a04,tch_20200628-214431_70
std_1593363802529_71,0de1fe18-6389-4cc1-8fa1-62b8668eef3b,tch_20200628-214431_71
std_1593363459810_68,02aec53a-744f-4ce6-9ad8-f09d78e8be40,tch_20200628-214431_68
std_1593363972172_72,f70c15eb-e25d-4fa1-9861-194c916e6cb6,tch_20200628-214431_72
std_1593363453411_67,b1104828-5593-4a6b-b8ec-d562a1bfae83,tch_20200628-214431_67
std_1593363650792_69,94d8c5e0-1567-4eea-8394-c40adc52851e,tch_20200628-214431_69
std_1593363679730_71,a080a507-884c-41a5-9255-4db995a0d836,tch_20200628-214431_71
std_1593363994569_73,1bbf5167-75dd-474e-8233-b3b41390c6f5,tch_20200628-214431_73
std_1593363655622_70,bb849696-c39b-4102-a7c6-caab2a240cc2,tch_20200628-214431_70
std_1593363843821_72,c0d7fa56-b19a-4964-a4fb-097dda9d99bc,tch_20200628-214431_72
std_1593363511449_69,ebdbf6dc-77a7-417b-9c95-dcd11ca0bc7c,tch_20200628-214431_69
std_1593363549017_71,d59f787d-1a3b-4e69-912a-aa0be520e318,tch_20200628-214431_71
std_1593363864189_73,f8cbc42e-33da-4389-8f90-75883a19d943,tch_20200628-214431_73
std_1593363522608_70,5b70ccc4-e804-4e9d-b26d-5813faadbb99,tch_20200628-214431_70
std_1593363707637_72,035744e9-6a69-4d1b-8070-13e98ac02338,tch_20200628-214431_72
std_1593364043462_74,c91c457c-a441-4101-a047-3cec4ee66596,tch_20200628-214431_74
std_1593364065710_75,5e223ea5-8e5b-4b48-95de-076b43585f89,tch_20200628-214431_75
std_1593363722817_73,86371817-b47c-48d9-8a9d-599ba1bef664,tch_20200628-214431_73
std_1593363575759_72,05963cf3-cb9c-4d13-94fb-cae56ef40baf,tch_20200628-214431_72
std_1593363914902_74,45c135bd-8146-4cea-bb1f-c689b468be73,tch_20200628-214431_74
std_1593363929477_75,249c87f3-499d-4a06-bee2-50657c49219c,tch_20200628-214431_75
std_1593363594155_73,2e141910-dcea-475e-a5de-b664bb9fa213,tch_20200628-214431_73
std_1593364107022_76,2b49e08a-9070-430e-ba7d-df12d5393052,tch_20200628-214431_76
std_1593363781509_74,b0ee086b-f7c0-4140-ada4-2d5219ab72eb,tch_20200628-214431_74
std_1593364124780_77,1f725314-8860-4f5c-bb42-6b86710159af,tch_20200628-214431_77
std_1593364142960_78,2d5e07a3-4710-4d0d-a002-cb40db9e6551,tch_20200628-214431_78
std_1593363795066_75,f1d4d387-67e7-4426-8add-bfaa24ae5d18,tch_20200628-214431_75
std_1593363976132_76,9e55bead-b2eb-484e-9d88-5df0e2e8237c,tch_20200628-214431_76
std_1593363647569_74,6faa9e91-4e8a-4e45-b24e-4264fd83754b,tch_20200628-214431_74
std_1593363989079_77,e6ea654a-9b61-44c1-8b68-2a62864353b8,tch_20200628-214431_77
std_1593363664263_75,673a7049-8c97-4477-9674-b6eaa1a37375,tch_20200628-214431_75
std_1593364012958_78,c8adbab3-d6e3-48f5-a859-2ab984898973,tch_20200628-214431_78
std_1593364185182_79,7e64a912-5e4b-4f2e-a4c4-7be505a4100e,tch_20200628-214431_79
std_1593363844562_76,de91ee2d-9126-4ba0-b57e-e508d9411dd2,tch_20200628-214431_76
std_1593363852318_77,c5d34da3-a913-4fef-b3a0-b786e28314d1,tch_20200628-214431_77
std_1593363886682_78,84c9f1d7-bdb7-40ff-b8f0-5a13f32ef54d,tch_20200628-214431_78
std_1593364054642_79,c61656dd-a03d-4f70-9e6b-66eeed3a26c5,tch_20200628-214431_79
std_1593363715660_76,d15b024e-bc54-4342-8a23-deda4aa0c875,tch_20200628-214431_76
std_1593364224503_80,d98d61d5-a27c-410c-ba88-5fbd9d910fa9,tch_20200628-214431_80
std_1593363728311_77,9ca79c1f-f6f9-4349-8769-637e428291b4,tch_20200628-214431_77
std_1593364243370_81,d6a143a5-266f-4439-ba8c-35441688dc8b,tch_20200628-214431_81
std_1593363755426_78,9b4e28aa-eb2d-43eb-91bc-ebbfbd410364,tch_20200628-214431_78
std_1593363921945_79,0f6fd8da-20b8-4479-8eeb-0c637147ed5f,tch_20200628-214431_79
std_1593364088521_80,e3a7ad9a-efca-47af-bdf8-b7a7cd838550,tch_20200628-214431_80
std_1593364283452_82,1be9b020-eeed-4910-a4d5-73e56f775842,tch_20200628-214431_82
std_1593364107670_81,03e94730-0c99-4b21-8591-c9d4a84e392d,tch_20200628-214431_81
std_1593363781132_79,0ac8343a-6bb0-4988-b3a0-3463c8b21c1a,tch_20200628-214431_79
std_1593363954750_80,08f5d5d7-11ec-4555-8a1a-8f2c3023fd36,tch_20200628-214431_80
std_1593364148572_82,8ab2c2b2-f64e-43c8-912e-5c56f6340575,tch_20200628-214431_82
std_1593363974231_81,74cd8b7b-a07a-444c-90b8-b94696f63e1f,tch_20200628-214431_81
std_1593364323774_83,fb84305f-7f69-4544-ab20-b6e9f4b334f0,tch_20200628-214431_83
std_1593364342266_84,57beddb8-afba-47df-8e16-fe2e2d484c0e,tch_20200628-214431_84
std_1593363829385_80,d8fc6504-895c-4662-ac51-97aa056e90d4,tch_20200628-214431_80
std_1593363841895_81,c9eeb651-ead5-4358-904e-da2d55d95943,tch_20200628-214431_81
std_1593364018293_82,d0b7bd61-a619-4535-b6c1-52c8a5636fe1,tch_20200628-214431_82
std_1593364189244_83,5d4dc1db-3f4e-4fac-9d0a-ae7c33f5d826,tch_20200628-214431_83
std_1593364366189_86,83f9a0c8-ada7-4f8c-aac3-08e2c3a94f85,tch_20200628-214431_86
std_1593364200221_84,48f75481-2302-4e9b-9b5c-6c656cb81ac7,tch_20200628-214431_84
std_1593364382985_85,aca49fa0-673b-4014-b1b8-8f06320ceb8f,tch_20200628-214431_85
std_1593363879048_82,1c3b0a2b-af4c-4355-ab76-78ccfafa1c2f,tch_20200628-214431_82
std_1593364054825_83,8c4b9589-04ad-4b70-b364-1fb73caf2f36,tch_20200628-214431_83
std_1593364414255_87,ab26c47e-aac5-4897-849f-16102e9b8a90,tch_20200628-214431_87
std_1593364234339_86,2b93eaf9-9d85-4393-9383-179b7230c514,tch_20200628-214431_86
std_1593364072077_84,a55e5ac9-f9c9-4920-bc45-7388d64a017c,tch_20200628-214431_84
std_1593364247158_85,8b8485b5-a306-497b-8be3-a2875a9aff87,tch_20200628-214431_85
std_1593364104910_86,39e4cdfa-5e8b-404f-b89d-bf42d85bc7c7,tch_20200628-214431_86
std_1593363918435_83,274362d0-b19d-47dc-809b-d5fb4e567d5e,tch_20200628-214431_83
std_1593364288763_87,cb939012-6368-4b70-9f88-78c4db842cdd,tch_20200628-214431_87
std_1593363939952_84,211059fc-bbf3-4eb7-b458-5b51c826a446,tch_20200628-214431_84
std_1593364109947_85,08ec1624-8a0a-4465-b70e-e17bd0c5b175,tch_20200628-214431_85
std_1593363973451_86,4a7f62a4-4f55-4146-90bb-354c8aa47d58,tch_20200628-214431_86
std_1593364149014_87,6a0900c6-3c4a-4a46-a9d0-a6f98291daaf,tch_20200628-214431_87
std_1593364484243_88,35ca0562-c1c0-4836-b92f-2b5610fbfaeb,tch_20200628-214431_88
std_1593364493406_89,48829250-2fea-498e-887f-3b67fcac7d20,tch_20200628-214431_89
std_1593363975282_85,80faf83a-de9b-426b-8a74-6c4f0079c0e2,tch_20200628-214431_85
std_1593364350497_88,11bc9344-f8c7-40bb-97be-8a0b0d3590ef,tch_20200628-214431_88
std_1593364019373_87,435868fc-1289-4c8d-bdb2-8bceffc70021,tch_20200628-214431_87
std_1593364515839_90,bf05ead3-5076-4f00-8d27-b913e898d49f,tch_20200628-214431_90
std_1593364358135_89,618f9058-ab4a-4234-99f4-e37ed507fac9,tch_20200628-214431_89
std_1593364551385_91,8d992faa-13b9-4b31-ae44-3269a7af46a5,tch_20200628-214431_91
std_1593364384596_90,4cfc77dd-d593-466b-bd1e-c04e395d5442,tch_20200628-214431_90
std_1593364218646_88,f1466fa3-0484-4cbf-ac23-5cfd8100f832,tch_20200628-214431_88
std_1593364222802_89,4dc35298-8453-4205-a597-ebc21eae2535,tch_20200628-214431_89
std_1593364417930_91,eb119b11-b8f5-4dab-861d-80624b5843ec,tch_20200628-214431_91
std_1593364590000_92,c8c8a1fe-8b90-4575-a7b4-485bd1dd19f9,tch_20200628-214431_92
std_1593364248475_90,a551b6c3-1ab2-4f63-ab56-b157058935e6,tch_20200628-214431_90
std_1593364078687_88,cd1969dd-a99c-4389-81de-ea8874de6ed3,tch_20200628-214431_88
std_1593364093491_89,0e8f05a9-37b6-40ed-af9a-167f2b5520e2,tch_20200628-214431_89
std_1593364278413_91,05d8da67-36ee-4005-89dc-17e48e154d3f,tch_20200628-214431_91
std_1593364627464_94,94ffa3bf-9b59-4ef2-9fd0-b7703e1f6d4d,tch_20200628-214431_94
std_1593364461529_92,e6268213-de93-44e9-9cf6-cf520da4fef4,tch_20200628-214431_92
std_1593364628103_93,ad563084-5be6-4653-91e7-507e9d4a10bd,tch_20200628-214431_93
std_1593364112080_90,9b42898d-5d5f-4ff3-bd2b-23c2a2a0ae76,tch_20200628-214431_90
