teacherextuserid,classcode,classid,invitationid,tch
t145_1594828414999_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,15513b3d-08e3-4c35-aa38-aa9e4dace87e,t245_20200715-210618_31
t145_1594828415186_28,o6oy-9F9Q,dcfba991-c6b2-11ea-89f8-0242ac110002,cb1afd92-f368-46ce-990b-ba6226b0a89a,t245_20200715-210618_28
t145_1594828413427_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,8e4fbb1c-49b8-484e-85bc-46fc1e1740c9,t245_20200715-210618_29
t145_1594828410259_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,fbb1c010-e84c-45e9-9594-f432b2e55d5b,t245_20200715-210618_30
t145_1594828420020_27,34XL-p4p7,ca0e3af8-c6b2-11ea-89f8-0242ac110002,46d7026c-1218-4948-8da3-414509be1fba,t245_20200715-210618_27
t145_1594828417711_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,bd545ac8-564c-488b-a222-bca44a2b1367,t245_20200715-210618_32
t145_1594828425357_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,2af8aba4-1c95-4cd2-8d58-dc1260905ad4,t245_20200715-210618_34
t145_1594828424787_26,Dkad-Kh2p,ba6e9975-c6b2-11ea-89f8-0242ac110002,2eadd1ec-2739-4c48-8330-1c954ac1db2b,t245_20200715-210618_26
t145_1594828427076_28,o6oy-9F9Q,dcfba991-c6b2-11ea-89f8-0242ac110002,e5941856-d28b-49e4-acef-4cf87324f368,t245_20200715-210618_28
t145_1594828428032_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,567255fd-6aea-45b2-8d18-abdd2ee92ac0,t245_20200715-210618_30
t145_1594828423867_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,686589b9-1fc1-44f3-8dab-40fd5bf1e61b,t245_20200715-210618_33
t145_1594828431107_27,34XL-p4p7,ca0e3af8-c6b2-11ea-89f8-0242ac110002,ee43b014-adb6-4a29-a97f-4df7468ada1c,t245_20200715-210618_27
t145_1594828426274_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,d6760100-9b39-46d5-af9f-1285da7c22f8,t245_20200715-210618_31
t145_1594828427538_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,f9be0c66-3386-4388-a6b6-95c08ca1b3f5,t245_20200715-210618_29
t145_1594828432025_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,6555611e-fde5-4bb5-a4c1-57fa6aedd3d5,t245_20200715-210618_32
t145_1594828436947_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,e24f3f42-2506-4476-b59b-4476d30d1357,t245_20200715-210618_34
t145_1594828439007_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,e30a1169-e33b-4418-af07-79725ffbb787,t245_20200715-210618_30
t145_1594828439548_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,0a28bc4b-f7be-4587-a37b-88041032896b,t245_20200715-210618_33
t145_1594828438686_28,o6oy-9F9Q,dcfba991-c6b2-11ea-89f8-0242ac110002,8432f716-c154-4c69-9d74-43114ce012e1,t245_20200715-210618_28
t145_1594828442050_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,ef9a9b2f-b654-4ab7-b228-a38b4e6f1b71,t245_20200715-210618_31
t145_1594828443983_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,0173c211-889d-4e07-8cf1-3f73f0f41fef,t245_20200715-210618_32
t145_1594828442194_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,c6d2f992-c507-41ca-9a95-506a20a0449f,t245_20200715-210618_29
t145_1594828441824_27,34XL-p4p7,ca0e3af8-c6b2-11ea-89f8-0242ac110002,9622c9dc-0a45-4267-a736-82fd8af8e176,t245_20200715-210618_27
t145_1594828441903_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,a9592c7d-bfcf-46ee-b66d-59908b739e5b,t245_20200715-210618_35
t145_1594828451034_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,ab5b2c0b-8c50-4cc6-adc2-f526cba1028b,t245_20200715-210618_30
t145_1594828449337_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,a9b6a3b3-97d8-4981-9089-447d0eaaab19,t245_20200715-210618_34
t145_1594828452013_28,o6oy-9F9Q,dcfba991-c6b2-11ea-89f8-0242ac110002,08c16180-dec9-4edc-8d40-d297bf1628b2,t245_20200715-210618_28
t145_1594828456212_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,cf124480-a7d4-415f-9c4f-acfdd40cd6ee,t245_20200715-210618_31
t145_1594828451976_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,f88dd63f-729c-4093-ac2c-61767a658fd2,t245_20200715-210618_33
t145_1594828456514_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,f5b9c3ae-a499-4ae1-a3de-214a985b9666,t245_20200715-210618_32
t145_1594828457508_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,6e63eff6-785a-474a-b78e-d7d20b6ec751,t245_20200715-210618_29
t145_1594828459749_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,2074515f-0358-4b6d-85ef-420b3b2532c8,t245_20200715-210618_35
t145_1594828464874_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,763efe52-c07e-4b15-84bb-74186434f5e3,t245_20200715-210618_34
t145_1594828462040_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,15744ae2-a7bc-455b-b0d9-68c61abb1469,t245_20200715-210618_30
t145_1594828468171_28,o6oy-9F9Q,dcfba991-c6b2-11ea-89f8-0242ac110002,9850da41-f11d-48a2-a377-d535b51feee5,t245_20200715-210618_28
t145_1594828468465_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,aabb3589-d71f-4af5-8273-d72e9ee846d1,t245_20200715-210618_31
t145_1594828468878_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,c8a1c536-3fab-4eb5-a9d2-d3e9b0edf2d7,t245_20200715-210618_33
t145_1594828469777_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,2756c5bb-142a-432d-96d9-af4525123820,t245_20200715-210618_32
t145_1594828471871_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,c554bc36-6e79-4854-9e5f-ff6389f5af57,t245_20200715-210618_29
t145_1594828473570_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,333aae0d-1899-4a7f-a96c-0f1343331890,t245_20200715-210618_35
t145_1594828470364_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,ae7047b2-ffc4-4e85-992f-72e1967be281,t245_20200715-210618_36
t145_1594828480088_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,1f8e1384-6ce7-4715-9acc-8603846fdf3f,t245_20200715-210618_30
t145_1594828480752_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,8c640bea-329f-44f4-9f44-6a345af8921e,t245_20200715-210618_31
t145_1594828483106_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,c61a829c-7110-4a81-ad7b-84cf82252c56,t245_20200715-210618_29
t145_1594828481227_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,32bbee04-806a-417a-b0f3-754e507ee41d,t245_20200715-210618_32
t145_1594828480397_28,o6oy-9F9Q,dcfba991-c6b2-11ea-89f8-0242ac110002,0c0d377d-276e-4d67-a470-b83c8b3ff161,t245_20200715-210618_28
t145_1594828479262_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,367b87e8-68df-4231-a2c9-71300a731cee,t245_20200715-210618_34
t145_1594828481169_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,91e1e5fa-af5d-4567-8f1f-c57148904938,t245_20200715-210618_33
t145_1594828484497_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,04027dff-5e1e-4969-a530-bfbfe2542a40,t245_20200715-210618_35
t145_1594828491288_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,668c5f42-0c50-40a5-9843-33f87d175cd4,t245_20200715-210618_30
t145_1594828491292_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,b3221dc8-0e32-4ddc-9e5f-f207e4dfe7a5,t245_20200715-210618_31
t145_1594828485983_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,7da2b735-f8ff-4258-adab-10e2407f98be,t245_20200715-210618_36
t145_1594828494995_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,53f5160f-3242-438c-a2bf-d64a4c7a24bd,t245_20200715-210618_32
t145_1594828496388_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,fdb26440-879f-47d5-9b7d-a29e82106bc2,t245_20200715-210618_34
t145_1594828494691_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,b36d5fc4-4bef-42d6-95e1-038b14dd1a20,t245_20200715-210618_37
t145_1594828498691_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,c65843b3-c0da-4089-aed0-b2604a084b85,t245_20200715-210618_35
t145_1594828494512_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,84c79122-b5f2-4438-b750-ad34acfdeef0,t245_20200715-210618_29
t145_1594828501944_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,e1f6209d-1022-431c-b9f0-e9674f1f4868,t245_20200715-210618_30
t145_1594828495677_28,o6oy-9F9Q,dcfba991-c6b2-11ea-89f8-0242ac110002,f654c8ee-7c5c-4c9a-9d3b-44b9194dd167,t245_20200715-210618_28
t145_1594828503551_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,a4ae4ce2-6f12-4776-8c95-3f24a0872d4e,t245_20200715-210618_36
t145_1594828497188_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,cb21b766-2fcf-49ef-a5c5-3c33d6bf0b62,t245_20200715-210618_33
t145_1594828506083_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,e16c6d7d-1fdc-42ad-9f5f-7242af2440cb,t245_20200715-210618_32
t145_1594828502347_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,f2b3f549-0a97-43a5-9c38-743895cbcb90,t245_20200715-210618_31
t145_1594828509996_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,46dd62a0-4ca7-4544-b3a2-486fc89e7c47,t245_20200715-210618_37
t145_1594828510263_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,f0dd4012-334e-42b7-874e-deb6426f69cb,t245_20200715-210618_35
t145_1594828507817_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,b494800a-ded6-46e7-ad4b-3fdeccb7f840,t245_20200715-210618_34
t145_1594828514745_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,679413ad-648a-464a-8227-53e6e7c209c0,t245_20200715-210618_36
t145_1594828517226_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,548e199b-ad37-4b50-9740-c403afae8390,t245_20200715-210618_32
t145_1594828512154_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,dc7c1d65-429a-4aec-abb8-9c9d16b06fd0,t245_20200715-210618_29
t145_1594828512456_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,4d74bdac-f851-4bd1-9162-eb9b88bcf84c,t245_20200715-210618_30
t145_1594828514911_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,dcd09292-adf0-4127-8038-6b6f5bb33583,t245_20200715-210618_33
t145_1594828521229_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,9e4a70be-d12e-481f-885a-b79cb18974fb,t245_20200715-210618_37
t145_1594828522957_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,a13f4bb0-5e1c-4a16-b62c-265b1eb5dccb,t245_20200715-210618_35
t145_1594828525127_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,898fa31a-853d-4934-891f-8c54d8712475,t245_20200715-210618_34
t145_1594828520432_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,3e7e3a45-1745-4967-b4a3-69f992e3edb2,t245_20200715-210618_31
t145_1594828522954_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,1fdb3dd4-6cc4-4eb5-9b3c-0d360da09fe5,t245_20200715-210618_38
t145_1594828529488_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,1581eb01-7e1a-406c-84ba-d2e291f6ac91,t245_20200715-210618_29
t145_1594828525776_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,63ebd366-6586-4cf4-a1ea-5a26d98cc774,t245_20200715-210618_36
t145_1594828528591_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,9d027f90-07f4-4b6d-bf5b-077c65712275,t245_20200715-210618_32
t145_1594828529741_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,c88dad7d-0917-4599-9364-d14c1bb3604b,t245_20200715-210618_30
t145_1594828530101_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,c341f4ad-996f-446a-9bc5-3c5d84d1b425,t245_20200715-210618_33
t145_1594828536339_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,61a8821f-771a-429e-ab52-5cb8c0c1d72f,t245_20200715-210618_34
t145_1594828533415_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,85db9bb8-90b8-4694-92f9-330fb9c18c69,t245_20200715-210618_35
t145_1594828531595_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,1f0c1074-c0a5-43f9-a5a3-45dddafa909f,t245_20200715-210618_37
t145_1594828536932_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,fe42a010-3447-4dff-982e-9f2c2ca0e19e,t245_20200715-210618_31
t145_1594828540991_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,55a975a9-234d-4995-8d91-7ceb821f55d2,t245_20200715-210618_36
t145_1594828538452_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,f3db6f6e-5c41-4ad0-b87c-e6b06fe9161b,t245_20200715-210618_38
t145_1594828546257_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,7945b80d-06e9-4199-9caa-ee0d7bd2edbf,t245_20200715-210618_33
