stdextuserid,classcode
std_1590420318776_34,
std_1590420320587_35,
std_1590420322399_36,
std_1590420324210_37,
std_1590420326019_38,
std_1590420327830_39,
std_1590420329641_40,
std_1590420331451_41,
std_1590420333262_42,
std_1590420335072_43,
std_1590420336884_44,
std_1590420338696_45,
std_1590420340506_46,
std_1590420342317_47,
std_1590420344128_48,
std_1590420345937_49,
std_1590420347748_50,
std_1590420349560_51,
std_1590420351371_52,
std_1590420353181_53,
std_1590420354991_54,
std_1590420356804_55,
std_1590420358615_56,
std_1590420360425_57,
std_1590420362235_58,
std_1590420364046_59,
std_1590420365880_60,
std_1590420367692_61,
std_1590420369503_62,
std_1590420371313_63,
std_1590420373124_64,
std_1590420374935_65,
std_1590420376746_66,
std_1590420378556_67,
std_1590420380366_68,
std_1590420382176_69,
std_1590420383987_70,
std_1590420385797_71,
std_1590420387608_72,
std_1590420389419_73,
std_1590420391231_74,
std_1590420393041_75,
std_1590420394852_76,
std_1590420396663_77,
std_1590420398475_78,
std_1590420400286_79,
std_1590420402096_80,
std_1590420403907_81,
std_1590420405718_82,
std_1590420407529_83,
std_1590420409340_84,
std_1590420411150_85,
std_1590420412961_86,
std_1590420414773_87,
std_1590420416583_88,
std_1590420418394_89,
std_1590420420204_90,
std_1590420422015_91,
std_1590420423826_92,
std_1590420425636_93,
std_1590420427447_94,
std_1590420429258_95,
std_1590420431068_96,
std_1590420432879_97,
std_1590420434690_98,
std_1590420436501_99,
std_1590420438312_100,
std_1590420440122_101,
std_1590420441932_102,
std_1590420443744_103,
std_1590420445556_104,
std_1590420447365_105,
std_1590420449176_106,
std_1590420450987_107,
std_1590420452799_108,
std_1590420454608_109,
std_1590420456420_110,
std_1590420458231_111,
std_1590420460041_112,
std_1590420461851_113,
std_1590420463662_114,
std_1590420465474_115,
std_1590420467285_116,
std_1590420469097_117,
std_1590420470908_118,
std_1590420472719_119,
std_1590420474531_120,
std_1590420476342_121,
std_1590420478155_122,
std_1590420479968_123,
std_1590420481779_124,
std_1590420483591_125,
std_1590420485400_126,
std_1590420487212_127,
std_1590420489023_128,
std_1590420490833_129,
std_1590420492645_130,
std_1590420494457_131,
std_1590420496267_132,
std_1590420498078_133,
std_1590420499909_134,
std_1590420501721_135,
std_1590420503531_136,
std_1590420505342_137,
std_1590420507153_138,
std_1590420508965_139,
std_1590420510776_140,
std_1590420512588_141,
std_1590420514398_142,
std_1590420516209_143,
std_1590420518020_144,
std_1590420519829_145,
std_1590420521640_146,
std_1590420523450_147,
std_1590420525261_148,
std_1590420527073_149,
std_1590420528882_150,
std_1590420530693_151,
std_1590420532504_152,
std_1590420534314_153,
std_1590420536125_154,
std_1590420537935_155,
std_1590420539747_156,
std_1590420541557_157,
std_1590420543367_158,
std_1590420545178_159,
std_1590420546989_160,
std_1590420548799_161,
std_1590420550610_162,
std_1590420552420_163,
std_1590420554231_164,
std_1590420556043_165,
std_1590420557854_166,
std_1590420559665_167,
std_1590420561475_168,
std_1590420563286_169,
std_1590420565097_170,
std_1590420566907_171,
std_1590420568719_172,
std_1590420570529_173,
std_1590420572339_174,
std_1590420574151_175,
std_1590420575962_176,
std_1590420577771_177,
std_1590420579583_178,
std_1590420581393_179,
std_1590420583204_180,
std_1590420585016_181,
std_1590420586827_182,
std_1590420588637_183,
std_1590420590447_184,
std_1590420592258_185,
std_1590420594068_186,
std_1590420595879_187,
std_1590420597689_188,
std_1590420599500_189,
std_1590420601311_190,
std_1590420603123_191,
std_1590420604935_192,
std_1590420606746_193,
std_1590420608558_194,
std_1590420610369_195,
std_1590420612180_196,
std_1590420613990_197,
std_1590420615800_198,
std_1590420617611_199,
std_1590420619423_200,
std_1590420621233_201,
std_1590420623045_202,
std_1590420624854_203,
std_1590420626664_204,
std_1590420628476_205,
std_1590420630287_206,
std_1590420632099_207,
std_1590420633910_208,
std_1590420635720_209,
std_1590420637531_210,
std_1590420639342_211,
std_1590420641153_212,
std_1590420642964_213,
std_1590420644774_214,
std_1590420646585_215,
std_1590420648396_216,
std_1590420650207_217,
std_1590420652018_218,
std_1590420653828_219,
std_1590420655640_220,
std_1590420657450_221,
std_1590420659261_222,
std_1590420661072_223,
std_1590420662885_224,
std_1590420664695_225,
std_1590420666507_226,
std_1590420668318_227,
std_1590420670127_228,
std_1590420671939_229,
std_1590420673749_230,
std_1590420675560_231,
std_1590420677371_232,
std_1590420679182_233,
std_1590420680993_234,
std_1590420682802_235,
std_1590420684613_236,
std_1590420686424_237,
std_1590420688234_238,
std_1590420690045_239,
std_1590420691855_240,
std_1590420693665_241,
std_1590420695475_242,
std_1590420697285_243,
std_1590420699096_244,
std_1590420700906_245,
std_1590420702717_246,
std_1590420704528_247,
std_1590420706339_248,
std_1590420708149_249,
std_1590420709959_250,
std_1590420711771_251,
std_1590420713580_252,
std_1590420715391_253,
std_1590420717202_254,
std_1590420719013_255,
std_1590420720822_256,
std_1590420722632_257,
std_1590420724443_258,
std_1590420726253_259,
std_1590420728064_260,
std_1590420729875_261,
std_1590420731686_262,
std_1590420733497_263,
std_1590420735308_264,
std_1590420737117_265,
std_1590420738958_266,
std_1590420740770_267,
std_1590420742582_268,
std_1590420744392_269,
std_1590420746202_270,
std_1590420748013_271,
std_1590420749824_272,
std_1590420751635_273,
std_1590420753445_274,
std_1590420755256_275,
std_1590420757067_276,
std_1590420758878_277,
std_1590420760689_278,
std_1590420762500_279,
std_1590420764310_280,
std_1590420766121_281,
std_1590420767932_282,
std_1590420769742_283,
std_1590420771553_284,
std_1590420773364_285,
std_1590420775175_286,
std_1590420776985_287,
std_1590420778796_288,
std_1590420780607_289,
std_1590420782418_290,
std_1590420784229_291,
std_1590420786039_292,
std_1590420787850_293,
std_1590420789661_294,
std_1590420791471_295,
std_1590420793283_296,
std_1590420795093_297,
std_1590420796904_298,
std_1590420798715_299,
std_1590420800525_300,
std_1590420802336_301,
std_1590420804148_302,
std_1590420805959_303,
std_1590420807768_304,
std_1590420809579_305,
std_1590420811391_306,
std_1590420813202_307,
std_1590420815012_308,
std_1590420816823_309,
std_1590420818633_310,
std_1590420820444_311,
std_1590420822255_312,
std_1590420824066_313,
std_1590420825878_314,
std_1590420827690_315,
std_1590420829500_316,
std_1590420831311_317,
std_1590420833123_318,
std_1590420834934_319,
std_1590420836744_320,
std_1590420838556_321,
std_1590420840366_322,
std_1590420842176_323,
std_1590420843987_324,
std_1590420845799_325,
std_1590420847609_326,
std_1590420849420_327,
std_1590420851231_328,
std_1590420853042_329,
std_1590420854854_330,
std_1590420856664_331,
std_1590420858475_332,
std_1590420860286_333,
std_1590420862096_334,
std_1590420863907_335,
std_1590420865718_336,
std_1590420867529_337,
std_1590420869339_338,
std_1590420871151_339,
std_1590420872962_340,
std_1590420874772_341,
std_1590420876583_342,
std_1590420878394_343,
std_1590420880203_344,
std_1590420882014_345,
std_1590420883825_346,
std_1590420885636_347,
std_1590420887445_348,
std_1590420889256_349,
std_1590420891068_350,
std_1590420892877_351,
std_1590420894688_352,
std_1590420896499_353,
std_1590420898309_354,
std_1590420900121_355,
std_1590420901931_356,
std_1590420903741_357,
std_1590420905551_358,
std_1590420907362_359,
std_1590420909173_360,
std_1590420910985_361,
std_1590420912795_362,
std_1590420914606_363,
std_1590420916416_364,
std_1590420918227_365,
std_1590420920039_366,
std_1590420921849_367,
std_1590420923659_368,
std_1590420925470_369,
std_1590420927282_370,
std_1590420929091_371,
std_1590420930903_372,
std_1590420932712_373,
std_1590420934524_374,
std_1590420936335_375,
std_1590420938145_376,
std_1590420939955_377,
std_1590420941766_378,
std_1590420943576_379,
std_1590420945388_380,
std_1590420947198_381,
std_1590420949008_382,
std_1590420950819_383,
std_1590420952629_384,
std_1590420954439_385,
std_1590420956250_386,
std_1590420958061_387,
std_1590420959872_388,
std_1590420961685_389,
std_1590420963496_390,
std_1590420965306_391,
std_1590420967117_392,
std_1590420968929_393,
std_1590420970783_394,
std_1590420972594_395,
std_1590420974405_396,
std_1590420976215_397,
std_1590420978027_398,
std_1590420979838_399,
std_1590420981649_400,
std_1590420983460_401,
std_1590420985271_402,
std_1590420987080_403,
std_1590420988892_404,
std_1590420990704_405,
std_1590420992515_406,
std_1590420994324_407,
std_1590420996135_408,
std_1590420997947_409,
std_1590420999758_410,
std_1590421001569_411,
std_1590421003379_412,
std_1590421005190_413,
std_1590421007001_414,
std_1590421008813_415,
std_1590421010625_416,
std_1590421012434_417,
std_1590421014246_418,
std_1590421016057_419,
std_1590421017868_420,
std_1590421019678_421,
std_1590421021488_422,
std_1590421023299_423,
std_1590421025110_424,
std_1590421026921_425,
std_1590421028732_426,
std_1590421030543_427,
std_1590421032354_428,
std_1590421034165_429,
std_1590421035975_430,
std_1590421037786_431,
std_1590421039597_432,
std_1590421041408_433,
std_1590421043219_434,
std_1590421045030_435,
std_1590421046841_436,
std_1590421048652_437,
std_1590421050463_438,
std_1590421052274_439,
std_1590421054084_440,
std_1590421055894_441,
std_1590421057705_442,
std_1590421059516_443,
std_1590421061327_444,
std_1590421063138_445,
std_1590421064948_446,
std_1590421066759_447,
std_1590421068570_448,
std_1590421070381_449,
std_1590421072192_450,
std_1590421074003_451,
std_1590421075814_452,
std_1590421077624_453,
std_1590421079435_454,
std_1590421081246_455,
std_1590421083057_456,
std_1590421084867_457,
std_1590421086679_458,
std_1590421088489_459,
std_1590421090304_460,
std_1590421092110_461,
std_1590421093921_462,
std_1590421095733_463,
std_1590421097543_464,
std_1590421099353_465,
std_1590421101164_466,
std_1590421102975_467,
std_1590421104785_468,
std_1590421106596_469,
std_1590421108407_470,
std_1590421110218_471,
std_1590421112029_472,
std_1590421113839_473,
std_1590421115651_474,
std_1590421117462_475,
std_1590421119272_476,
std_1590421121084_477,
std_1590421122895_478,
std_1590421124705_479,
std_1590421126517_480,
std_1590421128327_481,
std_1590421130139_482,
std_1590421131949_483,
std_1590421133761_484,
std_1590421135572_485,
std_1590421137383_486,
std_1590421139194_487,
std_1590421141004_488,
std_1590421142814_489,
std_1590421144625_490,
std_1590421146437_491,
std_1590421148246_492,
std_1590421150060_493,
std_1590421151871_494,
std_1590421153680_495,
std_1590421155492_496,
std_1590421157304_497,
std_1590421159114_498,
std_1590421160925_499,
std_1590421162735_500,
std_1590421164547_501,
std_1590421166357_502,
std_1590421168168_503,
std_1590421169979_504,
std_1590421171790_505,
std_1590421173602_506,
std_1590421175412_507,
std_1590421177223_508,
std_1590421179034_509,
std_1590421180844_510,
std_1590421182656_511,
std_1590421184467_512,
std_1590421186278_513,
std_1590421188088_514,
std_1590421189898_515,
std_1590421191709_516,
std_1590421193520_517,
std_1590421195332_518,
std_1590421197142_519,
std_1590421198953_520,
std_1590421200764_521,
std_1590421202625_522,
std_1590421204435_523,
std_1590421206246_524,
std_1590421208059_525,
std_1590421209869_526,
std_1590421211680_527,
std_1590421213491_528,
std_1590421215302_529,
std_1590421217112_530,
std_1590421218923_531,
std_1590421220734_532,
std_1590421222544_533,
std_1590421224355_534,
std_1590421226166_535,
std_1590421227978_536,
std_1590421229788_537,
std_1590421231599_538,
std_1590421233410_539,
std_1590421235221_540,
std_1590421237031_541,
std_1590421238843_542,
std_1590421240653_543,
std_1590421242464_544,
std_1590421244275_545,
std_1590421246087_546,
std_1590421247898_547,
std_1590421249708_548,
std_1590421251520_549,
std_1590421253330_550,
std_1590421255142_551,
std_1590421256952_552,
std_1590421258762_553,
std_1590421260574_554,
std_1590421262384_555,
std_1590421264195_556,
std_1590421266005_557,
std_1590421267815_558,
std_1590421269627_559,
std_1590421271438_560,
std_1590421273248_561,
std_1590421275060_562,
std_1590421276870_563,
std_1590421278681_564,
std_1590421280493_565,
std_1590421282303_566,
std_1590421284114_567,
std_1590421285926_568,
std_1590421287736_569,
std_1590421289547_570,
std_1590421291357_571,
std_1590421293167_572,
std_1590421294978_573,
std_1590421296789_574,
std_1590421298600_575,
std_1590421300410_576,
std_1590421302221_577,
std_1590421304032_578,
std_1590421305843_579,
std_1590421307653_580,
std_1590421309465_581,
std_1590421311274_582,
std_1590421313085_583,
std_1590421314896_584,
std_1590421316708_585,
std_1590421318518_586,
std_1590421320330_587,
std_1590421322139_588,
std_1590421323950_589,
std_1590421325761_590,
std_1590421327572_591,
std_1590421329383_592,
std_1590421331194_593,
std_1590421333004_594,
std_1590421334815_595,
std_1590421336626_596,
std_1590421338438_597,
std_1590421340247_598,
std_1590421342058_599,
std_1590421343869_600,
std_1590421345681_601,
std_1590421347490_602,
std_1590421349302_603,
std_1590421351112_604,
std_1590421352923_605,
std_1590421354735_606,
std_1590421356545_607,
std_1590421358355_608,
std_1590421360166_609,
std_1590421361977_610,
std_1590421363788_611,
std_1590421365599_612,
std_1590421367409_613,
std_1590421369219_614,
std_1590421371030_615,
std_1590421372841_616,
std_1590421374652_617,
std_1590421376464_618,
std_1590421378274_619,
std_1590421380084_620,
std_1590421381896_621,
std_1590421383707_622,
std_1590421385517_623,
std_1590421387327_624,
std_1590421389139_625,
std_1590421390949_626,
std_1590421392759_627,
std_1590421394570_628,
std_1590421396381_629,
std_1590421398192_630,
std_1590421400003_631,
std_1590421401814_632,
std_1590421403625_633,
std_1590421405436_634,
std_1590421407246_635,
std_1590421409057_636,
std_1590421410868_637,
std_1590421412678_638,
std_1590421414490_639,
std_1590421416300_640,
std_1590421418112_641,
std_1590421419922_642,
std_1590421421732_643,
std_1590421423544_644,
std_1590421425356_645,
std_1590421427166_646,
std_1590421428978_647,
std_1590421430788_648,
std_1590421432600_649,
std_1590421434410_650,
std_1590421436300_651,
std_1590421438112_652,
std_1590421439922_653,
std_1590421441734_654,
std_1590421443544_655,
std_1590421445355_656,
std_1590421447166_657,
std_1590421448976_658,
std_1590421450787_659,
std_1590421452598_660,
std_1590421454410_661,
std_1590421456219_662,
std_1590421458031_663,
std_1590421459841_664,
std_1590421461653_665,
std_1590421463462_666,
std_1590421465274_667,
std_1590421467084_668,
std_1590421468896_669,
std_1590421470706_670,
std_1590421472518_671,
std_1590421474328_672,
std_1590421476140_673,
std_1590421477950_674,
std_1590421479761_675,
std_1590421481572_676,
std_1590421483383_677,
std_1590421485194_678,
std_1590421487005_679,
std_1590421488816_680,
std_1590421490626_681,
std_1590421492437_682,
std_1590421494247_683,
std_1590421496059_684,
std_1590421497869_685,
std_1590421499680_686,
std_1590421501490_687,
std_1590421503300_688,
std_1590421505111_689,
std_1590421506922_690,
std_1590421508733_691,
std_1590421510543_692,
std_1590421512355_693,
std_1590421514165_694,
std_1590421515976_695,
std_1590421517786_696,
std_1590421519597_697,
std_1590421521409_698,
std_1590421523219_699,
std_1590421525030_700,
std_1590421526840_701,
std_1590421528651_702,
std_1590421530462_703,
std_1590421532272_704,
std_1590421534083_705,
std_1590421535894_706,
std_1590421537706_707,
std_1590421539516_708,
std_1590421541331_709,
std_1590421543142_710,
std_1590421544954_711,
std_1590421546765_712,
std_1590421548575_713,
std_1590421550385_714,
std_1590421552197_715,
std_1590421554007_716,
std_1590421555818_717,
std_1590421557630_718,
std_1590421559440_719,
std_1590421561252_720,
std_1590421563061_721,
std_1590421564872_722,
std_1590421566683_723,
std_1590421568493_724,
std_1590421570304_725,
std_1590421572114_726,
std_1590421573925_727,
std_1590421575736_728,
std_1590421577546_729,
std_1590421579357_730,
std_1590421581168_731,
std_1590421582978_732,
std_1590421584789_733,
std_1590421586600_734,
std_1590421588411_735,
std_1590421590222_736,
std_1590421592032_737,
std_1590421593843_738,
std_1590421595653_739,
std_1590421597464_740,
std_1590421599275_741,
std_1590421601087_742,
std_1590421602897_743,
std_1590421604708_744,
std_1590421606519_745,
std_1590421608330_746,
std_1590421610140_747,
std_1590421611952_748,
std_1590421613762_749,
std_1590421615572_750,
std_1590421617383_751,
std_1590421619195_752,
std_1590421621006_753,
std_1590421622816_754,
std_1590421624627_755,
std_1590421626438_756,
std_1590421628249_757,
std_1590421630060_758,
std_1590421631870_759,
std_1590421633681_760,
std_1590421635493_761,
std_1590421637303_762,
std_1590421639114_763,
std_1590421640924_764,
std_1590421642735_765,
std_1590421644546_766,
std_1590421646356_767,
std_1590421648168_768,
std_1590421649980_769,
std_1590421651790_770,
std_1590421653601_771,
std_1590421655411_772,
std_1590421657223_773,
std_1590421659033_774,
std_1590421660843_775,
std_1590421662656_776,
std_1590421664467_777,
std_1590421666279_778,
std_1590421668091_779,
std_1590421669957_780,
std_1590421671767_781,
std_1590421673579_782,
std_1590421675390_783,
std_1590421677202_784,
