tchextid,stduserid,stdextid,classcode
tch_20200706-220859_87,0b1916f5-c11c-11ea-887e-0242ac110002,std_1594213677141_187,EsN6-aX6D
tch_20200706-220859_89,078fa1f4-c11c-11ea-acee-0242ac110002,std_1594213671207_189,H4sQ-78s4
tch_20200706-220859_90,0dd2912e-c11c-11ea-af23-0242ac110002,std_1594213681700_190,J394-2KVm
tch_20200706-220859_84,0e943459-c11c-11ea-887e-0242ac110002,std_1594213682955_184,7qDB-4ReJ
tch_20200706-220859_94,0e5ea4b7-c11c-11ea-887e-0242ac110002,std_1594213682300_194,TczR-qkah
tch_20200706-220859_91,108a8599-c11c-11ea-acee-0242ac110002,std_1594213686282_191,PDpG-zBa4
tch_20200706-220859_83,0e797fe8-c11c-11ea-acee-0242ac110002,std_1594213682799_183,BY8T-7dW2
tch_20200706-220859_85,1064adeb-c11c-11ea-af23-0242ac110002,std_1594213686011_185,3h89-ZrD2
tch_20200706-220859_95,132777f5-c11c-11ea-af23-0242ac110002,std_1594213690310_195,iXLu-UVt8
tch_20200706-220859_88,1346bef6-c11c-11ea-acee-0242ac110002,std_1594213690858_188,a9sx-ZJUp
tch_20200706-220859_92,1579f2f0-c11c-11ea-887e-0242ac110002,std_1594213694528_192,z4Gg-BW7E
tch_20200706-220859_93,186f3eb9-c11c-11ea-af23-0242ac110002,std_1594213699535_193,276a-39NB
tch_20200706-220859_86,176d10b1-c11c-11ea-af23-0242ac110002,std_1594213697810_186,2QgC-9NB2
tch_20200706-220859_87,18ec3677-c11c-11ea-acee-0242ac110002,std_1594213700326_187,EsN6-aX6D
tch_20200706-220859_96,17ea2f51-c11c-11ea-887e-0242ac110002,std_1594213698333_196,rCHX-nLP8
tch_20200706-220859_89,199bd790-c11c-11ea-887e-0242ac110002,std_1594213701476_189,H4sQ-78s4
tch_20200706-220859_94,1d513e7d-c11c-11ea-887e-0242ac110002,std_1594213707704_194,TczR-qkah
tch_20200706-220859_90,1cd41f82-c11c-11ea-887e-0242ac110002,std_1594213706833_190,J394-2KVm
tch_20200706-220859_97,1cb4b099-c11c-11ea-af23-0242ac110002,std_1594213706352_197,mEqK-69QD
tch_20200706-220859_91,1fc30204-c11c-11ea-af23-0242ac110002,std_1594213711798_191,PDpG-zBa4
tch_20200706-220859_95,225f092e-c11c-11ea-af23-0242ac110002,std_1594213716178_195,iXLu-UVt8
tch_20200706-220859_98,217b3937-c11c-11ea-887e-0242ac110002,std_1594213714362_198,zaj6-37Y7
tch_20200706-220859_88,2380f38c-c11c-11ea-887e-0242ac110002,std_1594213718088_188,a9sx-ZJUp
tch_20200706-220859_92,24f89f74-c11c-11ea-af23-0242ac110002,std_1594213720554_192,z4Gg-BW7E
tch_20200706-220859_99,2647b4ae-c11c-11ea-acee-0242ac110002,std_1594213722372_199,d98L-4hA2
tch_20200706-220859_93,26d4b309-c11c-11ea-acee-0242ac110002,std_1594213723662_193,276a-39NB
tch_20200706-220859_96,2a11dccf-c11c-11ea-acee-0242ac110002,std_1594213729105_196,rCHX-nLP8
tch_20200706-220859_89,2a4b3c1b-c11c-11ea-af23-0242ac110002,std_1594213729486_189,H4sQ-78s4
tch_20200706-220859_94,2ae58014-c11c-11ea-af23-0242ac110002,std_1594213730492_194,TczR-qkah
tch_20200706-220859_100,2b0a4698-c11c-11ea-af23-0242ac110002,std_1594213730381_200,praJ-P8rJ
tch_20200706-220859_91,2e463757-c11c-11ea-acee-0242ac110002,std_1594213736139_191,PDpG-zBa4
tch_20200706-220859_90,2d0ec88f-c11c-11ea-acee-0242ac110002,std_1594213734087_190,J394-2KVm
tch_20200706-220859_97,2e050fde-c11c-11ea-af23-0242ac110002,std_1594213735725_197,mEqK-69QD
tch_20200707-190049_1,2fce3754-c11c-11ea-887e-0242ac110002,std_1594213738389_201,NV7g-4phi
tch_20200706-220859_95,31563631-c11c-11ea-af23-0242ac110002,std_1594213741272_195,iXLu-UVt8
tch_20200706-220859_98,316551b2-c11c-11ea-887e-0242ac110002,std_1594213741357_198,zaj6-37Y7
tch_20200706-220859_92,3437ab19-c11c-11ea-887e-0242ac110002,std_1594213746119_192,z4Gg-BW7E
tch_20200707-190049_2,3495d12a-c11c-11ea-af23-0242ac110002,std_1594213746397_202,H8ax-WrX4
tch_20200706-220859_99,35f2c962-c11c-11ea-acee-0242ac110002,std_1594213749023_199,d98L-4hA2
tch_20200706-220859_93,360dcace-c11c-11ea-acee-0242ac110002,std_1594213749181_193,276a-39NB
tch_20200707-190049_3,395ad309-c11c-11ea-887e-0242ac110002,std_1594213754408_203,TFY9-G4Pf
tch_20200706-220859_94,3b2f6bb5-c11c-11ea-af23-0242ac110002,std_1594213757791_194,TczR-qkah
tch_20200706-220859_96,386724c3-c11c-11ea-887e-0242ac110002,std_1594213753139_196,rCHX-nLP8
tch_20200706-220859_100,3b671dfd-c11c-11ea-af23-0242ac110002,std_1594213758182_200,praJ-P8rJ
tch_20200707-190049_4,3e2553f1-c11c-11ea-af23-0242ac110002,std_1594213762416_204,rh82-uhWi
tch_20200707-190049_1,3f09995a-c11c-11ea-acee-0242ac110002,std_1594213764263_201,NV7g-4phi
tch_20200706-220859_97,3e045e41-c11c-11ea-acee-0242ac110002,std_1594213762555_197,mEqK-69QD
tch_20200706-220859_98,40f7869d-c11c-11ea-acee-0242ac110002,std_1594213767506_198,zaj6-37Y7
tch_20200706-220859_95,40f56383-c11c-11ea-af23-0242ac110002,std_1594213767488_195,iXLu-UVt8
tch_20200707-190049_2,45470a8d-c11c-11ea-af23-0242ac110002,std_1594213774745_202,H8ax-WrX4
tch_20200707-190049_5,42e39f51-c11c-11ea-af23-0242ac110002,std_1594213770423_205,rNZ9-N4Z9
tch_20200707-190049_3,47007ab3-c11c-11ea-af23-0242ac110002,std_1594213777621_203,TFY9-G4Pf
tch_20200706-220859_99,46242471-c11c-11ea-acee-0242ac110002,std_1594213776206_199,d98L-4hA2
tch_20200707-190049_6,47aa2779-c11c-11ea-acee-0242ac110002,std_1594213778433_206,sh8w-Mk7o
tch_20200707-190049_7,4c706245-c11c-11ea-acee-0242ac110002,std_1594213786442_207,BR72-vrtz
tch_20200706-220859_100,4b2bfb1f-c11c-11ea-af23-0242ac110002,std_1594213784628_200,praJ-P8rJ
tch_20200706-220859_96,4a10795a-c11c-11ea-af23-0242ac110002,std_1594213782787_196,rCHX-nLP8
tch_20200707-190049_4,4d074b02-c11c-11ea-af23-0242ac110002,std_1594213787752_204,rh82-uhWi
tch_20200706-220859_97,4e99aaa9-c11c-11ea-887e-0242ac110002,std_1594213790405_197,mEqK-69QD
tch_20200707-190049_1,4dd9b66a-c11c-11ea-acee-0242ac110002,std_1594213789128_201,NV7g-4phi
tch_20200706-220859_98,4f28cb68-c11c-11ea-af23-0242ac110002,std_1594213791321_198,zaj6-37Y7
tch_20200707-190049_8,513e8c70-c11c-11ea-acee-0242ac110002,std_1594213794450_208,NT7b-g86R
tch_20200707-190049_5,53d9d0b0-c11c-11ea-af23-0242ac110002,std_1594213799198_205,rNZ9-N4Z9
tch_20200707-190049_2,5386a798-c11c-11ea-887e-0242ac110002,std_1594213798668_202,H8ax-WrX4
tch_20200706-220859_99,55e16075-c11c-11ea-af23-0242ac110002,std_1594213802591_199,d98L-4hA2
tch_20200707-190049_6,57812e19-c11c-11ea-af23-0242ac110002,std_1594213805333_206,sh8w-Mk7o
tch_20200707-190049_3,554b8923-c11c-11ea-887e-0242ac110002,std_1594213801577_203,TFY9-G4Pf
tch_20200707-190049_9,55fd2628-c11c-11ea-af23-0242ac110002,std_1594213802467_209,32B3-U3wy
tch_20200706-220859_100,5a02a827-c11c-11ea-af23-0242ac110002,std_1594213809500_200,praJ-P8rJ
tch_20200707-190049_10,5ac1b2e4-c11c-11ea-acee-0242ac110002,std_1594213810475_210,w67w-p2sx
tch_20200707-190049_7,59d4e200-c11c-11ea-af23-0242ac110002,std_1594213809196_207,BR72-vrtz
tch_20200707-190049_4,5a8b5ff6-c11c-11ea-af23-0242ac110002,std_1594213810403_204,rh82-uhWi
tch_20200707-190049_1,5f3d2857-c11c-11ea-af23-0242ac110002,std_1594213818301_201,NV7g-4phi
tch_20200707-190049_11,5f8d449c-c11c-11ea-887e-0242ac110002,std_1594213818485_211,Nd4t-aAD9
tch_20200707-190049_5,6305a2dd-c11c-11ea-887e-0242ac110002,std_1594213824645_205,rNZ9-N4Z9
tch_20200707-190049_2,6363a0e6-c11c-11ea-887e-0242ac110002,std_1594213825269_202,H8ax-WrX4
tch_20200707-190049_8,612dfc17-c11c-11ea-af23-0242ac110002,std_1594213821556_208,NT7b-g86R
tch_20200707-190049_12,6451aa6e-c11c-11ea-af23-0242ac110002,std_1594213826496_212,tTZ6-7NJj
tch_20200707-190049_3,65d78769-c11c-11ea-af23-0242ac110002,std_1594213829357_203,TFY9-G4Pf
tch_20200707-190049_6,658f33d5-c11c-11ea-887e-0242ac110002,std_1594213828913_206,sh8w-Mk7o
tch_20200707-190049_13,691b198a-c11c-11ea-acee-0242ac110002,std_1594213834509_213,knWc-38Hk
tch_20200707-190049_9,65e3952a-c11c-11ea-887e-0242ac110002,std_1594213829479_209,32B3-U3wy
tch_20200707-190049_10,6a654cd0-c11c-11ea-af23-0242ac110002,std_1594213837036_210,w67w-p2sx
tch_20200707-190049_7,6ad63750-c11c-11ea-887e-0242ac110002,std_1594213837727_207,BR72-vrtz
tch_20200707-190049_4,6ccfbd2f-c11c-11ea-acee-0242ac110002,std_1594213841072_204,rh82-uhWi
tch_20200707-190049_14,6ddebbf9-c11c-11ea-acee-0242ac110002,std_1594213842518_214,ZHab-Bj43
tch_20200707-190049_5,7125f782-c11c-11ea-af23-0242ac110002,std_1594213848309_205,rNZ9-N4Z9
tch_20200707-190049_15,72a59260-c11c-11ea-887e-0242ac110002,std_1594213850532_215,7V3d-V62h
tch_20200707-190049_11,70fb172f-c11c-11ea-887e-0242ac110002,std_1594213848047_211,Nd4t-aAD9
tch_20200707-190049_12,742af9d9-c11c-11ea-887e-0242ac110002,std_1594213853402_212,tTZ6-7NJj
tch_20200707-190049_8,72c6af7a-c11c-11ea-af23-0242ac110002,std_1594213851085_208,NT7b-g86R
tch_20200707-190049_6,75aabc90-c11c-11ea-acee-0242ac110002,std_1594213855916_206,sh8w-Mk7o
tch_20200707-190049_16,77703a4b-c11c-11ea-887e-0242ac110002,std_1594213858547_216,76Cf-6fUY
tch_20200707-190049_9,78536e5f-c11c-11ea-af23-0242ac110002,std_1594213860406_209,32B3-U3wy
tch_20200707-190049_13,7823847c-c11c-11ea-887e-0242ac110002,std_1594213860077_213,knWc-38Hk
tch_20200707-190049_7,7b2c7ed1-c11c-11ea-887e-0242ac110002,std_1594213865152_207,BR72-vrtz
tch_20200707-190049_10,7a6b2b20-c11c-11ea-887e-0242ac110002,std_1594213863906_210,w67w-p2sx
tch_20200707-190049_17,7c311d52-c11c-11ea-887e-0242ac110002,std_1594213866559_217,3WZa-p7kY
tch_20200707-190049_14,7dd3a9ba-c11c-11ea-af23-0242ac110002,std_1594213869634_214,ZHab-Bj43
tch_20200707-190049_15,7fea2e71-c11c-11ea-887e-0242ac110002,std_1594213873120_215,7V3d-V62h
tch_20200707-190049_11,8099f640-c11c-11ea-887e-0242ac110002,std_1594213874295_211,Nd4t-aAD9
tch_20200707-190049_18,80f7a5ea-c11c-11ea-af23-0242ac110002,std_1594213874570_218,JroH-7Ywr
tch_20200707-190049_12,8290e437-c11c-11ea-acee-0242ac110002,std_1594213877545_212,tTZ6-7NJj
tch_20200707-190049_8,82a02685-c11c-11ea-af23-0242ac110002,std_1594213877683_208,NT7b-g86R
tch_20200707-190049_19,85be07e1-c11c-11ea-887e-0242ac110002,std_1594213882583_219,gre2-vCk4
tch_20200707-190049_16,87aa20df-c11c-11ea-acee-0242ac110002,std_1594213886117_216,76Cf-6fUY
tch_20200707-190049_9,87d43da3-c11c-11ea-af23-0242ac110002,std_1594213886355_209,32B3-U3wy
tch_20200707-190049_13,897e4447-c11c-11ea-acee-0242ac110002,std_1594213889189_213,knWc-38Hk
tch_20200707-190049_20,8a870163-c11c-11ea-acee-0242ac110002,std_1594213890595_220,7Ly6-U9mP
tch_20200707-190049_10,8b27aee6-c11c-11ea-acee-0242ac110002,std_1594213892001_210,w67w-p2sx
tch_20200707-190049_17,8b6be347-c11c-11ea-acee-0242ac110002,std_1594213892410_217,3WZa-p7kY
tch_20200707-190049_14,8d6c6e33-c11c-11ea-acee-0242ac110002,std_1594213895779_214,ZHab-Bj43
tch_20200707-190049_21,8f4acb62-c11c-11ea-887e-0242ac110002,std_1594213898605_221,uTc2-qUrU
tch_20200707-190049_15,8fa790fc-c11c-11ea-887e-0242ac110002,std_1594213899539_215,7V3d-V62h
tch_20200707-190049_11,911cf399-c11c-11ea-887e-0242ac110002,std_1594213901956_211,Nd4t-aAD9
tch_20200707-190049_12,924baf65-c11c-11ea-acee-0242ac110002,std_1594213903946_212,tTZ6-7NJj
tch_20200707-190049_18,921cfdcc-c11c-11ea-acee-0242ac110002,std_1594213903635_218,JroH-7Ywr
tch_20200707-190049_19,93c09c27-c11c-11ea-887e-0242ac110002,std_1594213906404_219,gre2-vCk4
tch_20200707-190049_16,96bdfd4f-c11c-11ea-af23-0242ac110002,std_1594213911397_216,76Cf-6fUY
tch_20200707-190049_22,940f7f01-c11c-11ea-af23-0242ac110002,std_1594213906613_222,f673-qUKq
tch_20200707-190049_13,99135fa6-c11c-11ea-acee-0242ac110002,std_1594213915347_213,knWc-38Hk
tch_20200707-190049_20,9a0d7664-c11c-11ea-887e-0242ac110002,std_1594213916983_220,7Ly6-U9mP
tch_20200707-190049_17,9c687dbd-c11c-11ea-acee-0242ac110002,std_1594213920903_217,3WZa-p7kY
tch_20200707-190049_23,98d9637c-c11c-11ea-acee-0242ac110002,std_1594213914622_223,pV94-bXT3
tch_20200707-190049_14,9d5b427d-c11c-11ea-af23-0242ac110002,std_1594213922497_214,ZHab-Bj43
tch_20200707-190049_24,9d9c9107-c11c-11ea-af23-0242ac110002,std_1594213922633_224,UWFb-w6d2
tch_20200707-190049_21,9d8ed521-c11c-11ea-af23-0242ac110002,std_1594213922822_221,uTc2-qUrU
tch_20200707-190049_15,9f9553d3-c11c-11ea-af23-0242ac110002,std_1594213926240_215,7V3d-V62h
tch_20200707-190049_25,a26c19e6-c11c-11ea-af23-0242ac110002,std_1594213930641_225,EsD8-r7o4
tch_20200707-190049_18,a22d1561-c11c-11ea-887e-0242ac110002,std_1594213930603_218,JroH-7Ywr
tch_20200707-190049_19,a2ca3ffe-c11c-11ea-acee-0242ac110002,std_1594213931608_219,gre2-vCk4
tch_20200707-190049_16,a42cb5ca-c11c-11ea-acee-0242ac110002,std_1594213933949_216,76Cf-6fUY
tch_20200707-190049_22,a469bf42-c11c-11ea-acee-0242ac110002,std_1594213934349_222,f673-qUKq
tch_20200707-190049_17,aa73eb0c-c11c-11ea-af23-0242ac110002,std_1594213944499_217,3WZa-p7kY
tch_20200707-190049_26,a72cd71d-c11c-11ea-acee-0242ac110002,std_1594213938651_226,LTAw-xgsY
tch_20200707-190049_23,aafe2a79-c11c-11ea-acee-0242ac110002,std_1594213945404_223,pV94-bXT3
tch_20200707-190049_20,a9bb2254-c11c-11ea-887e-0242ac110002,std_1594213943257_220,7Ly6-U9mP
tch_20200707-190049_27,abf051f8-c11c-11ea-af23-0242ac110002,std_1594213946660_227,DmZj-tTwY
tch_20200707-190049_21,ae079982-c11c-11ea-af23-0242ac110002,std_1594213950489_221,uTc2-qUrU
tch_20200707-190049_24,ad9a7f53-c11c-11ea-af23-0242ac110002,std_1594213949790_224,UWFb-w6d2
tch_20200707-190049_28,b0bb47e8-c11c-11ea-acee-0242ac110002,std_1594213954672_228,uqA8-zRZ2
tch_20200707-190049_25,b28559da-c11c-11ea-af23-0242ac110002,std_1594213958026_225,EsD8-r7o4
tch_20200707-190049_18,b361d6f7-c11c-11ea-af23-0242ac110002,std_1594213959450_218,JroH-7Ywr
tch_20200707-190049_19,b3781e4b-c11c-11ea-887e-0242ac110002,std_1594213959590_219,gre2-vCk4
tch_20200707-190049_29,b57b4110-c11c-11ea-acee-0242ac110002,std_1594213962679_229,AGTL-DwJz
tch_20200707-190049_22,b5b4790a-c11c-11ea-acee-0242ac110002,std_1594213963272_222,f673-qUKq
tch_20200707-190049_26,b87a01c8-c11c-11ea-887e-0242ac110002,std_1594213968011_226,LTAw-xgsY
tch_20200707-190049_23,ba0b28f1-c11c-11ea-887e-0242ac110002,std_1594213970592_223,pV94-bXT3
tch_20200707-190049_20,ba5689c7-c11c-11ea-887e-0242ac110002,std_1594213971146_220,7Ly6-U9mP
tch_20200707-190049_30,ba3df8de-c11c-11ea-af23-0242ac110002,std_1594213970690_230,eAWG-fvkJ
tch_20200707-190049_27,bb4a1261-c11c-11ea-887e-0242ac110002,std_1594213972718_227,DmZj-tTwY
tch_20200707-190049_21,bcfb9294-c11c-11ea-887e-0242ac110002,std_1594213975499_221,uTc2-qUrU
tch_20200707-190049_28,beaf0e5a-c11c-11ea-acee-0242ac110002,std_1594213978414_228,uqA8-zRZ2
tch_20200707-190049_24,be056130-c11c-11ea-acee-0242ac110002,std_1594213977310_224,UWFb-w6d2
tch_20200707-190049_31,bf067de5-c11c-11ea-af23-0242ac110002,std_1594213978699_231,twkh-4uTc
tch_20200707-190049_25,c07528c6-c11c-11ea-887e-0242ac110002,std_1594213981392_225,EsD8-r7o4
tch_20200707-190049_32,c3d28470-c11c-11ea-acee-0242ac110002,std_1594213986707_232,jP3k-WFz2
tch_20200707-190049_29,c512a56d-c11c-11ea-af23-0242ac110002,std_1594213989099_229,AGTL-DwJz
tch_20200707-190049_26,c81dea1c-c11c-11ea-af23-0242ac110002,std_1594213994253_226,LTAw-xgsY
tch_20200707-190049_22,c6e25c9c-c11c-11ea-887e-0242ac110002,std_1594213992189_222,f673-qUKq
tch_20200707-190049_23,c84372d2-c11c-11ea-acee-0242ac110002,std_1594213994486_223,pV94-bXT3
tch_20200707-190049_33,c8962741-c11c-11ea-af23-0242ac110002,std_1594213994717_233,a2zr-4Lzv
tch_20200707-190049_30,cb6fd403-c11c-11ea-af23-0242ac110002,std_1594213999821_230,eAWG-fvkJ
tch_20200707-190049_34,cd5e0f85-c11c-11ea-af23-0242ac110002,std_1594214002729_234,H2Z6-hR9y
tch_20200707-190049_27,cc42b44e-c11c-11ea-887e-0242ac110002,std_1594214001207_227,DmZj-tTwY
tch_20200707-190049_24,ce1d6854-c11c-11ea-af23-0242ac110002,std_1594214004318_224,UWFb-w6d2
tch_20200707-190049_28,cdad19e4-c11c-11ea-887e-0242ac110002,std_1594214003595_228,uqA8-zRZ2
tch_20200707-190049_31,cf4dd1c3-c11c-11ea-af23-0242ac110002,std_1594214006305_231,twkh-4uTc
tch_20200707-190049_35,d228b72f-c11c-11ea-acee-0242ac110002,std_1594214010736_235,7HJQ-jA2V
tch_20200707-190049_25,d1f2b263-c11c-11ea-acee-0242ac110002,std_1594214010676_225,EsD8-r7o4
tch_20200707-190049_32,d1fb3eb0-c11c-11ea-887e-0242ac110002,std_1594214010808_232,jP3k-WFz2
tch_20200707-190049_29,d46cdabd-c11c-11ea-887e-0242ac110002,std_1594214014917_229,AGTL-DwJz
tch_20200707-190049_36,d6e5064d-c11c-11ea-acee-0242ac110002,std_1594214018745_236,Nr4B-mABC
tch_20200707-190049_33,d8ebabbb-c11c-11ea-af23-0242ac110002,std_1594214022445_233,a2zr-4Lzv
tch_20200707-190049_26,d6d32c9e-c11c-11ea-acee-0242ac110002,std_1594214018885_226,LTAw-xgsY
tch_20200707-190049_30,da8b03fe-c11c-11ea-887e-0242ac110002,std_1594214025194_230,eAWG-fvkJ
tch_20200707-190049_34,daf0a404-c11c-11ea-acee-0242ac110002,std_1594214025808_234,H2Z6-hR9y
tch_20200707-190049_28,dec02265-c11c-11ea-af23-0242ac110002,std_1594214032234_228,uqA8-zRZ2
tch_20200707-190049_37,dbadd944-c11c-11ea-887e-0242ac110002,std_1594214026753_237,U7Vt-Gr2i
tch_20200707-190049_27,dc475a4e-c11c-11ea-af23-0242ac110002,std_1594214028087_227,DmZj-tTwY
tch_20200707-190049_31,e04255ac-c11c-11ea-887e-0242ac110002,std_1594214034757_231,twkh-4uTc
tch_20200707-190049_38,e075e841-c11c-11ea-887e-0242ac110002,std_1594214034764_238,Mw4v-d9D6
tch_20200707-190049_35,e0bf9bdf-c11c-11ea-af23-0242ac110002,std_1594214035573_235,7HJQ-jA2V
tch_20200707-190049_32,e3d47d1e-c11c-11ea-af23-0242ac110002,std_1594214040737_232,jP3k-WFz2
tch_20200707-190049_39,e538524f-c11c-11ea-acee-0242ac110002,std_1594214042773_239,dLZo-X7N6
tch_20200707-190049_33,e78b91d9-c11c-11ea-af23-0242ac110002,std_1594214046975_233,a2zr-4Lzv
tch_20200707-190049_36,e779b6ee-c11c-11ea-acee-0242ac110002,std_1594214046872_236,Nr4B-mABC
tch_20200707-190049_40,ea07b4e6-c11c-11ea-af23-0242ac110002,std_1594214050782_240,3Ti8-oRWF
tch_20200707-190049_29,e67ce0e4-c11c-11ea-acee-0242ac110002,std_1594214045201_229,AGTL-DwJz
tch_20200707-190049_30,ea4903b6-c11c-11ea-887e-0242ac110002,std_1594214051569_230,eAWG-fvkJ
tch_20200707-190049_37,ecb3e8d5-c11c-11ea-af23-0242ac110002,std_1594214055648_237,U7Vt-Gr2i
tch_20200707-190049_41,eedb8407-c11c-11ea-acee-0242ac110002,std_1594214058891_241,4Lyb-QVoG
tch_20200707-190049_34,ec3fa418-c11c-11ea-acee-0242ac110002,std_1594214054856_234,H2Z6-hR9y
tch_20200707-190049_31,f08feb09-c11c-11ea-887e-0242ac110002,std_1594214062093_231,twkh-4uTc
tch_20200707-190049_42,f39c676f-c11c-11ea-acee-0242ac110002,std_1594214066906_242,fg6a-BFfq
tch_20200707-190049_38,f13b45c6-c11c-11ea-af23-0242ac110002,std_1594214063250_238,Mw4v-d9D6
tch_20200707-190049_35,f1b5a679-c11c-11ea-af23-0242ac110002,std_1594214064005_235,7HJQ-jA2V
tch_20200707-190049_39,f4d81c2b-c11c-11ea-af23-0242ac110002,std_1594214069302_239,dLZo-X7N6
tch_20200707-190049_32,f2c31e75-c11c-11ea-887e-0242ac110002,std_1594214065783_232,jP3k-WFz2
tch_20200707-190049_33,f5ea2856-c11c-11ea-acee-0242ac110002,std_1594214071057_233,a2zr-4Lzv
tch_20200707-190049_36,f762bdf8-c11c-11ea-af23-0242ac110002,std_1594214073549_236,Nr4B-mABC
tch_20200707-190049_43,f86d77a3-c11c-11ea-acee-0242ac110002,std_1594214074922_243,3nX6-87FH
tch_20200707-190049_40,f790fa9d-c11c-11ea-acee-0242ac110002,std_1594214073856_240,3Ti8-oRWF
tch_20200707-190049_37,fafb7601-c11c-11ea-887e-0242ac110002,std_1594214079584_237,U7Vt-Gr2i
tch_20200707-190049_34,fdcf2eae-c11c-11ea-af23-0242ac110002,std_1594214084341_234,H2Z6-hR9y
tch_20200707-190049_44,fd2bc2eb-c11c-11ea-887e-0242ac110002,std_1594214082935_244,c9en-N3d3
tch_20200707-190049_41,fcbc8640-c11c-11ea-acee-0242ac110002,std_1594214082522_241,4Lyb-QVoG
tch_20200707-190049_42,02b4b16c-c11d-11ea-887e-0242ac110002,std_1594214092540_242,fg6a-BFfq
tch_20200707-190049_45,01f24bf0-c11d-11ea-af23-0242ac110002,std_1594214090949_245,3Q2y-2TUs
tch_20200707-190049_38,03ae5364-c11d-11ea-887e-0242ac110002,std_1594214094181_238,Mw4v-d9D6
tch_20200707-190049_35,0451713f-c11d-11ea-acee-0242ac110002,std_1594214095183_235,7HJQ-jA2V
tch_20200707-190049_39,04d658ba-c11d-11ea-af23-0242ac110002,std_1594214096142_239,dLZo-X7N6
tch_20200707-190049_36,07fbb51e-c11d-11ea-887e-0242ac110002,std_1594214101373_236,Nr4B-mABC
tch_20200707-190049_46,06ba825a-c11d-11ea-acee-0242ac110002,std_1594214098963_246,3Jf3-CZq3
tch_20200707-190049_40,092c1e25-c11d-11ea-acee-0242ac110002,std_1594214103412_240,3Ti8-oRWF
tch_20200707-190049_43,08ac6743-c11d-11ea-acee-0242ac110002,std_1594214102560_243,3nX6-87FH
tch_20200707-190049_47,0b7f0ef7-c11d-11ea-887e-0242ac110002,std_1594214106978_247,zP48-9XDw
tch_20200707-190049_37,0a324439-c11d-11ea-acee-0242ac110002,std_1594214105137_237,U7Vt-Gr2i
tch_20200707-190049_41,0dd386be-c11d-11ea-887e-0242ac110002,std_1594214111181_241,4Lyb-QVoG
tch_20200707-190049_44,0d8391cc-c11d-11ea-acee-0242ac110002,std_1594214110622_244,c9en-N3d3
tch_20200707-190049_48,10554ee9-c11d-11ea-af23-0242ac110002,std_1594214114994_248,ykQG-nL4n
tch_20200707-190049_45,1254055f-c11d-11ea-acee-0242ac110002,std_1594214118753_245,3Q2y-2TUs
tch_20200707-190049_39,144e75e6-c11d-11ea-af23-0242ac110002,std_1594214122093_239,dLZo-X7N6
tch_20200707-190049_38,131d223a-c11d-11ea-af23-0242ac110002,std_1594214120062_238,Mw4v-d9D6
tch_20200707-190049_42,11bd1d11-c11d-11ea-acee-0242ac110002,std_1594214117771_242,fg6a-BFfq
tch_20200707-190049_49,150da74b-c11d-11ea-887e-0242ac110002,std_1594214123014_249,Rjtv-3mA7
tch_20200707-190049_46,17f02dbc-c11d-11ea-acee-0242ac110002,std_1594214128165_246,3Jf3-CZq3
tch_20200707-190049_40,18140926-c11d-11ea-af23-0242ac110002,std_1594214128432_240,3Ti8-oRWF
tch_20200707-190049_43,1876e9bf-c11d-11ea-887e-0242ac110002,std_1594214129060_243,3nX6-87FH
tch_20200707-190049_50,19d67a7f-c11d-11ea-887e-0242ac110002,std_1594214131017_250,UcC2-Uj4z
tch_20200707-190049_47,1bc6d814-c11d-11ea-acee-0242ac110002,std_1594214134557_247,zP48-9XDw
tch_20200707-190049_41,1d5d7e47-c11d-11ea-acee-0242ac110002,std_1594214137284_241,4Lyb-QVoG
tch_20200707-190049_44,1ed773ff-c11d-11ea-887e-0242ac110002,std_1594214139773_244,c9en-N3d3
tch_20200707-190049_51,1e970f9c-c11d-11ea-acee-0242ac110002,std_1594214139031_251,e3PX-C7hs
tch_20200707-190049_48,217f6259-c11d-11ea-887e-0242ac110002,std_1594214144196_248,ykQG-nL4n
tch_20200707-190049_52,23644ee3-c11d-11ea-887e-0242ac110002,std_1594214147051_252,MQ9g-W4VP
tch_20200707-190049_42,23296899-c11d-11ea-acee-0242ac110002,std_1594214146986_242,fg6a-BFfq
tch_20200707-190049_45,21a6c045-c11d-11ea-acee-0242ac110002,std_1594214144389_245,3Q2y-2TUs
tch_20200707-190049_49,24be87ce-c11d-11ea-af23-0242ac110002,std_1594214149652_249,Rjtv-3mA7
tch_20200707-190049_43,27b18906-c11d-11ea-887e-0242ac110002,std_1594214154588_243,3nX6-87FH
tch_20200707-190049_46,26962db5-c11d-11ea-acee-0242ac110002,std_1594214152737_246,3Jf3-CZq3
tch_20200707-190049_53,282afeb3-c11d-11ea-af23-0242ac110002,std_1594214155071_253,8463-a8Ev
tch_20200707-190049_50,2b0aece7-c11d-11ea-887e-0242ac110002,std_1594214160230_250,UcC2-Uj4z
tch_20200707-190049_54,2ced4122-c11d-11ea-af23-0242ac110002,std_1594214163088_254,eXAe-wuF4
tch_20200707-190049_47,2b16110c-c11d-11ea-af23-0242ac110002,std_1594214160288_247,zP48-9XDw
tch_20200707-190049_44,2e296b65-c11d-11ea-acee-0242ac110002,std_1594214165453_244,c9en-N3d3
tch_20200707-190049_51,2ebaae4e-c11d-11ea-af23-0242ac110002,std_1594214166395_251,e3PX-C7hs
