teacher,classname1,classname2,classcode,classidtoupdate
tch_20200511-194843_1092,class_120924_1_tch_20200511-194843_1092,class_20200511-194843_1092,W8dY-4W73,f7a02dd0-3a6d-4e23-af8a-8877c1c5b44f
tch_20200511-194843_1096,class_120924_1_tch_20200511-194843_1096,class_20200511-194843_1096,A7oe-Kr2A,8b6f5e36-92df-4e24-ac08-249ba7a165ad
tch_20200511-194843_1095,class_120924_1_tch_20200511-194843_1095,class_20200511-194843_1095,ezXC-EVcB,806c6f29-b6f1-47ba-86c1-0c65aa2ce559
tch_20200511-194843_1098,class_120924_1_tch_20200511-194843_1098,class_20200511-194843_1098,jn74-8XHC,8690dca9-6972-499c-885e-efb74f61f57b
tch_20200511-194843_1097,class_120924_1_tch_20200511-194843_1097,class_20200511-194843_1097,w4yo-cjTQ,ea35a021-1e47-4faf-9dab-28a2beca7e9a
tch_20200511-194843_1100,class_120924_1_tch_20200511-194843_1100,class_20200511-194843_1100,wH48-U3rv,3aef314f-c7ed-4c58-98dc-6f4e4c33462b
tch_20200511-194843_1099,class_120924_1_tch_20200511-194843_1099,class_20200511-194843_1099,fy97-Zxvi,af5f56f0-1b5d-403c-99d1-f12ab5c327c8
tch_20200511-194843_1101,class_120924_1_tch_20200511-194843_1101,class_20200511-194843_1101,JX48-4d4y,151c17cd-5990-4dc1-af65-d9b4e9f34ead
tch_20200511-194843_1102,class_120924_1_tch_20200511-194843_1102,class_20200511-194843_1102,6o7h-Kb7g,a0647ab4-27dc-47f8-9ba4-0ed5d342c69e
tch_20200511-194843_1104,class_120924_1_tch_20200511-194843_1104,class_20200511-194843_1104,E3xL-3mq4,45cf321d-1d23-4b0d-812a-75a80785a787
tch_20200511-194843_1103,class_120924_1_tch_20200511-194843_1103,class_20200511-194843_1103,hx7M-nk2m,bc7c0008-a937-47b2-919c-5337f54ac02f
tch_20200511-194843_1105,class_120924_1_tch_20200511-194843_1105,class_20200511-194843_1105,yW9U-8C2p,d3296e97-f3eb-47b5-b9cd-2043e125ca5d
tch_20200511-194843_1106,class_120924_1_tch_20200511-194843_1106,class_20200511-194843_1106,aA7L-9HhA,52ca2fcd-7233-49df-aa4f-f5209b232161
tch_20200511-194843_1107,class_120924_1_tch_20200511-194843_1107,class_20200511-194843_1107,JAZs-X837,a2a5245a-43ab-4a22-9e57-56754cc6a58f
tch_20200511-194843_1108,class_120924_1_tch_20200511-194843_1108,class_20200511-194843_1108,awH8-2H4o,f4a57370-458f-4c3d-a439-79afcae473ca
tch_20200511-194843_1109,class_120924_1_tch_20200511-194843_1109,class_20200511-194843_1109,ZThs-fn7b,35b6acfd-0205-4771-99cd-a9b068e886a0
tch_20200511-194843_1110,class_120924_1_tch_20200511-194843_1110,class_20200511-194843_1110,mtVk-Ri3V,18bfc88b-a63e-4cb7-a452-e1b9805d7a2c
tch_20200511-194843_1111,class_120924_1_tch_20200511-194843_1111,class_20200511-194843_1111,N43m-LUH7,b6940e5e-78c8-495b-bd0f-2a883880bccb
tch_20200511-194843_1113,class_120924_1_tch_20200511-194843_1113,class_20200511-194843_1113,JcnD-2kEA,76c95e52-f49d-474b-8c77-48c1774b8fd9
tch_20200511-194843_1112,class_120924_1_tch_20200511-194843_1112,class_20200511-194843_1112,hPJ4-97zk,be7bfe96-47b7-4ad9-977c-33ae4b02b0cd
tch_20200511-194843_1115,class_120924_1_tch_20200511-194843_1115,class_20200511-194843_1115,sJij-7i8i,005d7dd4-7349-4328-a8ba-63b6b013e354
tch_20200511-194843_1114,class_120924_1_tch_20200511-194843_1114,class_20200511-194843_1114,7qRV-7CYh,2950c50c-cfc7-4aea-aefb-08b035e36de3
tch_20200511-194843_1116,class_120924_1_tch_20200511-194843_1116,class_20200511-194843_1116,NkiE-nHtM,5d3e6672-3963-49e3-bf7d-1394571a9912
tch_20200511-194843_1118,class_120924_1_tch_20200511-194843_1118,class_20200511-194843_1118,3h2U-F2zg,0a1b87d0-16ee-44f1-91a1-d1434d81ae71
tch_20200511-194843_1117,class_120924_1_tch_20200511-194843_1117,class_20200511-194843_1117,UvnG-P973,c8fbd4c6-8d34-44da-ae8e-cf7363d5a1fe
tch_20200511-194843_1119,class_120924_1_tch_20200511-194843_1119,class_20200511-194843_1119,8248-6Ni7,c5c2ae2d-e368-4762-a32d-2369a80d6179
tch_20200511-194843_1121,class_120924_1_tch_20200511-194843_1121,class_20200511-194843_1121,deoH-2Y9T,e8ffbf34-651e-40bb-97f7-95820e4ea159
tch_20200511-194843_1120,class_120924_1_tch_20200511-194843_1120,class_20200511-194843_1120,VR98-sD2Z,1281a5f4-4da9-486e-b54a-00a36a4539f0
tch_20200511-194843_1123,class_120924_1_tch_20200511-194843_1123,class_20200511-194843_1123,d28q-xDkc,d49d8c75-9208-454d-b97e-a86ce2771fc3
tch_20200511-194843_1124,class_120924_1_tch_20200511-194843_1124,class_20200511-194843_1124,2tFe-u68G,4795e5d0-21c6-4439-984e-85d9f82afefd
tch_20200511-194843_1122,class_120924_1_tch_20200511-194843_1122,class_20200511-194843_1122,WnQg-RYBF,3af69c0a-6184-42ea-be9f-9138b0387dc2
tch_20200511-194843_1125,class_120924_1_tch_20200511-194843_1125,class_20200511-194843_1125,zTMZ-C6Hz,adf20f92-ed5b-40de-a07d-b07985becf24
tch_20200511-194843_1126,class_120924_1_tch_20200511-194843_1126,class_20200511-194843_1126,bf38-6hsT,b8dd23ff-a276-4e06-8f66-f5ccd78dd89a
tch_20200511-194843_1127,class_120924_1_tch_20200511-194843_1127,class_20200511-194843_1127,o93V-93v7,8d2ba8f5-fbc8-436c-bb6d-5111f8096ae9
tch_20200511-194843_1128,class_120924_1_tch_20200511-194843_1128,class_20200511-194843_1128,296r-2m7t,1dd4460a-abe4-46b2-813c-1292db79443f
tch_20200511-194843_1129,class_120924_1_tch_20200511-194843_1129,class_20200511-194843_1129,QuLe-V3WV,8772eea4-dea3-4a63-87e6-ecb6aabda868
tch_20200511-194843_1131,class_120924_1_tch_20200511-194843_1131,class_20200511-194843_1131,3eu4-xFK2,5d7d5ff3-0ae1-493f-8a07-fb0b4bb1ad94
tch_20200511-194843_1130,class_120924_1_tch_20200511-194843_1130,class_20200511-194843_1130,qsn2-w6nr,c83408ae-b939-4efd-946d-641ba397775d
tch_20200511-194843_1132,class_120924_1_tch_20200511-194843_1132,class_20200511-194843_1132,hrfZ-pU2k,cb6694d7-7bb2-45d8-be43-72b0657f06c2
tch_20200511-194843_1133,class_120924_1_tch_20200511-194843_1133,class_20200511-194843_1133,mYqm-N9bK,4ce0d114-d6aa-4fcb-be3d-284ee9e2035a
tch_20200511-194843_1134,class_120924_1_tch_20200511-194843_1134,class_20200511-194843_1134,GCAo-hg32,b88b2766-c08c-4a2b-a4cc-030fed1df026
tch_20200511-194843_1135,class_120924_1_tch_20200511-194843_1135,class_20200511-194843_1135,CJEX-PaHN,d1cdba77-6ad8-4f2a-8119-2f17e1f453b2
tch_20200511-194843_1136,class_120924_1_tch_20200511-194843_1136,class_20200511-194843_1136,bNyj-tDsK,aad725b6-9248-42a3-8c0e-887363a8c43a
tch_20200511-194843_1137,class_120924_1_tch_20200511-194843_1137,class_20200511-194843_1137,yHMa-mKwa,0dd07d9d-f6fb-4efe-a0e4-1727d780876c
tch_20200511-194843_1138,class_120924_1_tch_20200511-194843_1138,class_20200511-194843_1138,DiJe-7vCN,31a0f106-ffed-489f-93e9-7351eab66a25
tch_20200511-194843_1139,class_120924_1_tch_20200511-194843_1139,class_20200511-194843_1139,NTvR-LC7j,92f1f044-1222-4215-afae-61eed11d04fa
tch_20200511-194843_1140,class_120924_1_tch_20200511-194843_1140,class_20200511-194843_1140,8WnE-Y29j,fa251db0-bff1-4741-a249-3121b70c6aab
tch_20200511-194843_1141,class_120924_1_tch_20200511-194843_1141,class_20200511-194843_1141,sw8b-hH49,5e0f98d8-d5be-4aca-94e1-22514ac5191a
tch_20200511-194843_1142,class_120924_1_tch_20200511-194843_1142,class_20200511-194843_1142,vEGL-wiK9,8735e9de-f6d5-48cd-8fbb-b6a35d111133
tch_20200511-194843_1143,class_120924_1_tch_20200511-194843_1143,class_20200511-194843_1143,Hjhs-m2Ai,92040673-a3f0-491c-b160-b9d0734c206b
tch_20200511-194843_1144,class_120924_1_tch_20200511-194843_1144,class_20200511-194843_1144,fWL9-moBc,a12a69f3-f20b-4788-918b-a2e2d9c8ae25
tch_20200511-194843_1146,class_120924_1_tch_20200511-194843_1146,class_20200511-194843_1146,ab4j-7p3d,aa37d8df-3692-49bd-b16b-b615dd59ce29
tch_20200511-194843_1145,class_120924_1_tch_20200511-194843_1145,class_20200511-194843_1145,wy2b-M8hk,ec5cc37b-2135-4782-8069-f795d7a2f8ab
tch_20200511-194843_1147,class_120924_1_tch_20200511-194843_1147,class_20200511-194843_1147,zXQ2-s8G6,7eadf895-870c-4837-ab0f-3e44f0314f05
tch_20200511-194843_1148,class_120924_1_tch_20200511-194843_1148,class_20200511-194843_1148,7YgZ-3JqF,6fa639c4-5d06-4080-aeba-c1f2eac6c8cf
tch_20200511-194843_1149,class_120924_1_tch_20200511-194843_1149,class_20200511-194843_1149,j9s3-Cp7v,548639c1-f3e3-45fd-9e3c-e3e0bf8873c6
tch_20200511-194843_1150,class_120924_1_tch_20200511-194843_1150,class_20200511-194843_1150,9g8p-74v2,26d0063a-488d-430b-9df2-338d5fa58a2a
tch_20200511-194843_1151,class_120924_1_tch_20200511-194843_1151,class_20200511-194843_1151,xh23-dwth,13dd14fc-13f2-46e8-ba91-5f5317254e22
tch_20200511-194843_1152,class_120924_1_tch_20200511-194843_1152,class_20200511-194843_1152,tk2U-QcF3,539471a3-1b49-4a0a-9c2f-e3cf33d3e788
tch_20200511-194843_1153,class_120924_1_tch_20200511-194843_1153,class_20200511-194843_1153,AiZ8-P3v6,d1672aa2-f83c-4946-9197-93863d9f7789
tch_20200511-194843_1154,class_120924_1_tch_20200511-194843_1154,class_20200511-194843_1154,c6Uj-4rZk,c4f08233-a427-4bc0-ad2e-20527ff11a3e
tch_20200511-194843_1155,class_120924_1_tch_20200511-194843_1155,class_20200511-194843_1155,h63h-j98U,8f3c852d-d740-4187-80b3-cf271230fd81
tch_20200511-194843_1156,class_120924_1_tch_20200511-194843_1156,class_20200511-194843_1156,2HyU-726d,2f9fceb9-420c-4dc0-bf86-90e1f8108235
tch_20200511-194843_1157,class_120924_1_tch_20200511-194843_1157,class_20200511-194843_1157,8cUg-M4B3,b339c117-888a-4262-9c0b-9c4eea3ed527
tch_20200511-194843_1158,class_120924_1_tch_20200511-194843_1158,class_20200511-194843_1158,eiA7-2K7q,42fb35aa-1de7-41c6-823e-c32e471c4cd6
tch_20200511-194843_1159,class_120924_1_tch_20200511-194843_1159,class_20200511-194843_1159,rTGT-qRaC,97b7f8d1-3412-4b99-977f-57296d77b245
tch_20200511-194843_1160,class_120924_1_tch_20200511-194843_1160,class_20200511-194843_1160,RX3h-T2dT,05f2f470-5904-499b-9e01-6a6f635fda29
tch_20200511-194843_1162,class_120924_1_tch_20200511-194843_1162,class_20200511-194843_1162,MDxz-76dQ,93ea3679-044d-4312-9123-3fe6dc061393
tch_20200511-194843_1161,class_120924_1_tch_20200511-194843_1161,class_20200511-194843_1161,JF26-WtaG,e724fa9e-2413-41e3-8423-f2fd18c41488
tch_20200511-194843_1164,class_120924_1_tch_20200511-194843_1164,class_20200511-194843_1164,38zV-UE69,7c45a3aa-bb79-47a4-ab91-e7b053e1666e
tch_20200511-194843_1165,class_120924_1_tch_20200511-194843_1165,class_20200511-194843_1165,M7G3-t873,62b107d8-10c8-4663-a2ae-915e053cb0d2
tch_20200511-194843_919,class_120924_1_tch_20200511-194843_919,class_20200511-194843_919,9qM4-Ps9t,b4e63e87-15b7-4dc0-bf18-e83e8a970c7f
tch_20200511-194843_920,class_120924_1_tch_20200511-194843_920,class_20200511-194843_920,bKRN-8ozT,d9fb921d-8f4e-4bbe-ba02-3b91a1a60725
tch_20200511-194843_922,class_120924_1_tch_20200511-194843_922,class_20200511-194843_922,fLGw-3ojU,49019aa4-2990-496f-b5d2-f6d5399df725
tch_20200511-194843_921,class_120924_1_tch_20200511-194843_921,class_20200511-194843_921,z93t-CbyN,eba71002-e29d-413e-a9e6-6cf15a733588
tch_20200511-194843_923,class_120924_1_tch_20200511-194843_923,class_20200511-194843_923,jqvB-Qx67,46538906-9931-4fdf-9dd3-4e92461820c6
tch_20200511-194843_924,class_120924_1_tch_20200511-194843_924,class_20200511-194843_924,zG8o-2Lsh,f3cbf3b8-d767-4510-b4a4-143c2d97707e
tch_20200511-194843_926,class_120924_1_tch_20200511-194843_926,class_20200511-194843_926,86iV-EN6v,2407d7c6-1c47-447b-8bb4-9a31f2c7f47c
tch_20200511-194843_925,class_120924_1_tch_20200511-194843_925,class_20200511-194843_925,CVvq-dL28,7f31a6df-3573-41bc-9110-213e159f926c
tch_20200511-194843_927,class_120924_1_tch_20200511-194843_927,class_20200511-194843_927,oZJ7-VAKp,0d40563f-ff0c-44b8-a991-26e88e383487
tch_20200511-194843_928,class_120924_1_tch_20200511-194843_928,class_20200511-194843_928,TJN4-bu7h,009abd74-9c94-46b6-9af5-8823e62ca6cb
tch_20200511-194843_929,class_120924_1_tch_20200511-194843_929,class_20200511-194843_929,Re86-cpws,4fe39f92-c32c-438e-aead-072755c27e54
tch_20200511-194843_930,class_120924_1_tch_20200511-194843_930,class_20200511-194843_930,4X8U-hM9v,e93fc650-e9fd-4c29-9e59-d33ba5742b07
tch_20200511-194843_932,class_120924_1_tch_20200511-194843_932,class_20200511-194843_932,LhKL-onbn,baf83835-f490-4555-9c75-2c5b0e85fd6a
tch_20200511-194843_931,class_120924_1_tch_20200511-194843_931,class_20200511-194843_931,e9R8-wrF8,ba8e2694-ff90-469b-9617-85d3e0da2048
tch_20200511-194843_933,class_120924_1_tch_20200511-194843_933,class_20200511-194843_933,eBi3-P9V2,62acc2f1-f418-430d-8bee-284fd914709d
tch_20200511-194843_934,class_120924_1_tch_20200511-194843_934,class_20200511-194843_934,p8e7-c9MV,c79852de-e757-48bc-ba47-a3e235f6ec52
tch_20200511-194843_935,class_120924_1_tch_20200511-194843_935,class_20200511-194843_935,P9h4-Bg83,29d82d16-5bd0-401a-8447-01f407bf34b9
tch_20200511-194843_937,class_120924_1_tch_20200511-194843_937,class_20200511-194843_937,jw9Z-RwYL,c7f7a058-7d60-4aaf-be9b-ec9117ef402d
tch_20200511-194843_936,class_120924_1_tch_20200511-194843_936,class_20200511-194843_936,D6gL-iEAo,9335b768-3ad3-4336-bbfb-7e78c004f91f
tch_20200511-194843_939,class_120924_1_tch_20200511-194843_939,class_20200511-194843_939,6dL8-pCBq,d09ffb65-29b6-4361-a593-e265514494ac
tch_20200511-194843_938,class_120924_1_tch_20200511-194843_938,class_20200511-194843_938,cDjN-P6cd,c0d05723-2ece-499e-8509-ed854e407501
tch_20200511-194843_940,class_120924_1_tch_20200511-194843_940,class_20200511-194843_940,YU4W-4d3D,d7ad2010-f9fb-46d1-bb4e-b8851235a228
tch_20200511-194843_941,class_120924_1_tch_20200511-194843_941,class_20200511-194843_941,u2aJ-hTjD,80398034-6573-4493-bdb6-a324fee15db0
tch_20200511-194843_942,class_120924_1_tch_20200511-194843_942,class_20200511-194843_942,cvd6-Z2mq,d10c52b7-a68b-4b3b-8b41-27aa52a18c99
tch_20200511-194843_943,class_120924_1_tch_20200511-194843_943,class_20200511-194843_943,x6s8-6393,e48723de-7547-4219-a6fe-876fe784a774
tch_20200511-194843_945,class_120924_1_tch_20200511-194843_945,class_20200511-194843_945,8Fq9-Fecd,dc4355c6-facb-4512-80b5-666aaba49127
tch_20200511-194843_944,class_120924_1_tch_20200511-194843_944,class_20200511-194843_944,YyoJ-7nPG,0bf4e4ce-70ee-40c1-b91c-979db593376d
tch_20200511-194843_946,class_120924_1_tch_20200511-194843_946,class_20200511-194843_946,h69P-a9Ax,db00f84b-b200-403f-9ebe-1bf20b4935de
tch_20200511-194843_947,class_120924_1_tch_20200511-194843_947,class_20200511-194843_947,iZ2v-whQ7,e7f456a8-3a97-4999-828c-b9d1dfa16db8
tch_20200511-194843_948,class_120924_1_tch_20200511-194843_948,class_20200511-194843_948,sg3C-mLow,a61c1f4d-6a1b-4bec-8877-1a7a3fc55ded
tch_20200511-194843_949,class_120924_1_tch_20200511-194843_949,class_20200511-194843_949,EatD-Z8D8,2c1eda8e-f664-4166-8421-97a34165debe
tch_20200511-194843_950,class_120924_1_tch_20200511-194843_950,class_20200511-194843_950,tgP9-aMd2,e44c78a7-b8f5-4cb8-9c56-7fb5b1011864
tch_20200511-194843_951,class_120924_1_tch_20200511-194843_951,class_20200511-194843_951,zp48-97Ef,f861fd7f-e6d7-4936-b587-7126f9302aec
tch_20200511-194843_952,class_120924_1_tch_20200511-194843_952,class_20200511-194843_952,3Xs3-nokC,53adab08-d4e2-4b2a-a645-ede69308cc16
tch_20200511-194843_953,class_120924_1_tch_20200511-194843_953,class_20200511-194843_953,r9KJ-Wf2F,5fd78d59-ed4f-4f5a-b573-606e69143092
tch_20200511-194843_954,class_120924_1_tch_20200511-194843_954,class_20200511-194843_954,CXB9-xhK6,67f0332c-743a-4c5d-b791-37b17139f421
tch_20200511-194843_956,class_120924_1_tch_20200511-194843_956,class_20200511-194843_956,7p7Z-9vtd,50ab9a96-62cd-4101-8dda-a2bf3f36f13c
tch_20200511-194843_955,class_120924_1_tch_20200511-194843_955,class_20200511-194843_955,7iQ3-Wf2b,c991f6e3-d45b-4753-8ccc-f923dd57c556
tch_20200511-194843_957,class_120924_1_tch_20200511-194843_957,class_20200511-194843_957,2E2h-7gPM,f043a365-1bbf-4ac4-8cb2-0640d304887f
tch_20200511-194843_958,class_120924_1_tch_20200511-194843_958,class_20200511-194843_958,Ecs9-24My,e6255c1b-7a03-4577-930a-b4855db7e548
tch_20200511-194843_959,class_120924_1_tch_20200511-194843_959,class_20200511-194843_959,3mKn-HTkR,3bc4e988-e489-46e2-90ec-cc974581292f
tch_20200511-194843_960,class_120924_1_tch_20200511-194843_960,class_20200511-194843_960,ugvz-NzsM,26b9983d-3080-4845-a5b7-db5b2ed1cdc3
tch_20200511-194843_962,class_120924_1_tch_20200511-194843_962,class_20200511-194843_962,7KE6-h989,b8fa7d2d-c469-4ebd-ab56-47791bc99bcf
tch_20200511-194843_961,class_120924_1_tch_20200511-194843_961,class_20200511-194843_961,R9uE-G4iY,1a7901d8-4a23-4aea-a23f-f798d9d09673
tch_20200511-194843_963,class_120924_1_tch_20200511-194843_963,class_20200511-194843_963,xc2b-R9Aa,4bc86f04-17ab-4cbd-83fa-9b55adbcf9d9
tch_20200511-194843_964,class_120924_1_tch_20200511-194843_964,class_20200511-194843_964,erby-PFVW,cc4d0106-91a9-44ee-bc99-e10c942e7e67
tch_20200511-194843_965,class_120924_1_tch_20200511-194843_965,class_20200511-194843_965,8M4j-kFBT,90bf866f-97ed-4d0c-a605-fc80f10f6325
tch_20200511-194843_966,class_120924_1_tch_20200511-194843_966,class_20200511-194843_966,9yRe-XZsU,a78572d8-c655-4df8-9f58-4bf50d22715c
tch_20200511-194843_968,class_120924_1_tch_20200511-194843_968,class_20200511-194843_968,H9az-427F,0cc65dc6-18ce-4182-8ac7-d41d619b0fbd
tch_20200511-194843_967,class_120924_1_tch_20200511-194843_967,class_20200511-194843_967,g4bu-3X7r,44c2f4e0-515e-4ab7-89e3-034a863bc2d3
tch_20200511-194843_969,class_120924_1_tch_20200511-194843_969,class_20200511-194843_969,JTZD-2MK4,ebd8acc2-3d84-4484-940f-d881b2c4f7e2
tch_20200511-194843_970,class_120924_1_tch_20200511-194843_970,class_20200511-194843_970,2gPm-UM6k,cadcc333-db72-4867-96d1-b848d1eb71e6
tch_20200511-194843_971,class_120924_1_tch_20200511-194843_971,class_20200511-194843_971,x9rk-32R4,c06f36a2-9a15-40b2-98e3-f582489f4c43
tch_20200511-194843_972,class_120924_1_tch_20200511-194843_972,class_20200511-194843_972,6W4Q-a3nJ,abe3bb34-643c-4a64-80d5-7afbaac5cd63
tch_20200511-194843_974,class_120924_1_tch_20200511-194843_974,class_20200511-194843_974,U8MT-yJ6m,24e5cabf-e77c-44c0-bb21-0e853a1f6c36
tch_20200511-194843_973,class_120924_1_tch_20200511-194843_973,class_20200511-194843_973,e7UG-sU2h,4947d90f-65d3-4657-b5a1-b01199d11f70
tch_20200511-194843_976,class_120924_1_tch_20200511-194843_976,class_20200511-194843_976,upiL-jKbw,c4e0c3dc-fa00-4438-8904-36dd87d5fc15
tch_20200511-194843_975,class_120924_1_tch_20200511-194843_975,class_20200511-194843_975,8arZ-6t6e,3a90fac0-b975-4c53-b1d7-556e44de6bf5
tch_20200511-194843_978,class_120924_1_tch_20200511-194843_978,class_20200511-194843_978,87Rh-M4fy,75ab3bd7-185f-49a0-aea1-f5b371bad9c1
tch_20200511-194843_977,class_120924_1_tch_20200511-194843_977,class_20200511-194843_977,e2x7-R3mD,18c9096a-1104-45a3-8a47-9bfbd5df7474
tch_20200511-194843_980,class_120924_1_tch_20200511-194843_980,class_20200511-194843_980,P4WH-MKau,9c9ec732-58be-4010-a62f-10a15cb5bcd4
tch_20200511-194843_981,class_120924_1_tch_20200511-194843_981,class_20200511-194843_981,KzGa-2RJo,5fcc003f-23f3-419c-ae40-40a9ecdead02
tch_20200511-194843_979,class_120924_1_tch_20200511-194843_979,class_20200511-194843_979,gFHj-9fgo,f9468cf2-759f-45ef-9fa3-e7333415cf63
tch_20200511-194843_982,class_120924_1_tch_20200511-194843_982,class_20200511-194843_982,bp9C-Ko3f,ef37a4cc-915a-48af-80b7-731339a567a3
tch_20200511-194843_983,class_120924_1_tch_20200511-194843_983,class_20200511-194843_983,4KFw-VJtV,16b44d06-ed63-4343-8abe-f2deb9a7ec79
tch_20200511-194843_984,class_120924_1_tch_20200511-194843_984,class_20200511-194843_984,B8sK-47JF,b696f648-2435-4726-b7fb-79da030f033e
tch_20200511-194843_986,class_120924_1_tch_20200511-194843_986,class_20200511-194843_986,8cCA-bPWy,dbd76e3c-2ce1-41b6-a119-c47ed6b43030
tch_20200511-194843_985,class_120924_1_tch_20200511-194843_985,class_20200511-194843_985,8EDp-cJi4,fe7df580-d07e-4e85-9b8c-0af7e52d7961
tch_20200511-194843_987,class_120924_1_tch_20200511-194843_987,class_20200511-194843_987,xnv3-jD7d,ac802cfb-88e7-4830-8452-1e4f240f757d
tch_20200511-194843_988,class_120924_1_tch_20200511-194843_988,class_20200511-194843_988,3hER-NHbo,4d6c1053-abb3-40f1-8ad6-333f5fc4c606
tch_20200511-194843_989,class_120924_1_tch_20200511-194843_989,class_20200511-194843_989,ngj4-JoYa,e14ca144-303b-4c8e-95d0-c1bf6f4fd0bf
tch_20200511-194843_990,class_120924_1_tch_20200511-194843_990,class_20200511-194843_990,k8tv-76sB,cd76de9f-ae5c-4074-81ca-7c256f6d0bda
tch_20200511-194843_991,class_120924_1_tch_20200511-194843_991,class_20200511-194843_991,zVBN-K4PU,0e09921c-b34b-4034-beb3-c368314012e8
tch_20200511-194843_992,class_120924_1_tch_20200511-194843_992,class_20200511-194843_992,3Ui8-9eBd,da1270af-4dfe-42fb-8f49-28e4028715b0
tch_20200511-194843_993,class_120924_1_tch_20200511-194843_993,class_20200511-194843_993,pXFC-g7QJ,39a3619f-3956-4c36-bd6e-c3b5d95fa5ee
tch_20200511-194843_994,class_120924_1_tch_20200511-194843_994,class_20200511-194843_994,32Q7-N4uT,2e51a46e-6849-44ac-99fe-be5ee3c3a35c
tch_20200511-194843_995,class_120924_1_tch_20200511-194843_995,class_20200511-194843_995,y8KE-W3j7,c6a2c31d-cff3-479a-b52f-a090750a98b2
tch_20200511-194843_996,class_120924_1_tch_20200511-194843_996,class_20200511-194843_996,Pr4u-G8s9,e58a21ff-f870-4289-a8ef-e75657254aaa
tch_20200511-194843_997,class_120924_1_tch_20200511-194843_997,class_20200511-194843_997,guZB-D4WB,ff34b2bc-5f49-4797-bb62-45c397bf8a54
tch_20200511-194843_999,class_120924_1_tch_20200511-194843_999,class_20200511-194843_999,r4oA-Zh9u,45d253bf-cec0-4617-af3d-34cf452e3170
tch_20200511-194843_998,class_120924_1_tch_20200511-194843_998,class_20200511-194843_998,iKmL-96eQ,2fcb7bfc-ac96-4d25-93c5-9e6295a834f0
tch_20200511-194843_1000,class_120924_1_tch_20200511-194843_1000,class_20200511-194843_1000,h6Gp-8D9j,d53f4ce4-d8ff-40be-929f-3ac739ccc505
tch_20200511-194843_1001,class_120924_1_tch_20200511-194843_1001,class_20200511-194843_1001,9GAb-UX28,63aa3215-4dc0-4e59-aff6-86918bbaac4e
tch_20200511-194843_1003,class_120924_1_tch_20200511-194843_1003,class_20200511-194843_1003,ZjRt-9ng8,c9c3a975-e2ae-471c-9816-c7fb93635b5f
tch_20200511-194843_1002,class_120924_1_tch_20200511-194843_1002,class_20200511-194843_1002,Z3zi-uBX9,f5d83c77-134b-4186-b4e4-ece73561aaa1
tch_20200511-194843_1004,class_120924_1_tch_20200511-194843_1004,class_20200511-194843_1004,pRTJ-c8sY,b5fbc60a-081f-4611-8f36-2abc91690b95
tch_20200511-194843_1005,class_120924_1_tch_20200511-194843_1005,class_20200511-194843_1005,oei4-KJsb,6d0661d4-8c94-4466-ab4c-cd33897ac8b2
tch_20200511-194843_1006,class_120924_1_tch_20200511-194843_1006,class_20200511-194843_1006,qP97-y46p,6336123b-046c-42e7-baf7-a0bfe265649b
tch_20200511-194843_1007,class_120924_1_tch_20200511-194843_1007,class_20200511-194843_1007,2jo7-DMgJ,54033779-62e9-4d75-a482-e437c727714d
tch_20200511-194843_1008,class_120924_1_tch_20200511-194843_1008,class_20200511-194843_1008,7r97-puVr,c199e0ae-d313-499f-9b58-10661448f3f3
tch_20200511-194843_1009,class_120924_1_tch_20200511-194843_1009,class_20200511-194843_1009,hvd7-BMQK,a613a214-0054-4e45-96f6-be3b169b7216
tch_20200511-194843_1011,class_120924_1_tch_20200511-194843_1011,class_20200511-194843_1011,C4Y8-Xvr6,5279138b-de84-4ff7-b182-fbce4c1ea157
tch_20200511-194843_1010,class_120924_1_tch_20200511-194843_1010,class_20200511-194843_1010,3UQN-Q239,7cdd2f82-0f6a-4377-86fd-d124b1212a9b
tch_20200511-194843_1012,class_120924_1_tch_20200511-194843_1012,class_20200511-194843_1012,43gt-Enr9,f61db51c-e4d0-4928-8320-7f196e260940
tch_20200511-194843_1014,class_120924_1_tch_20200511-194843_1014,class_20200511-194843_1014,jGZA-Z4xi,be700df2-85d1-48a4-9400-0ce66489274b
tch_20200511-194843_1013,class_120924_1_tch_20200511-194843_1013,class_20200511-194843_1013,4TvV-2yQf,a5ce537c-ac51-4cdd-8dfe-bcce35ef000b
tch_20200511-194843_1015,class_120924_1_tch_20200511-194843_1015,class_20200511-194843_1015,9842-mF3V,aa943d81-2574-4c97-840a-b580e559beac
tch_20200511-194843_1017,class_120924_1_tch_20200511-194843_1017,class_20200511-194843_1017,E82u-9A3D,ff6f6a8a-9ac9-4377-aa08-f769e2ed0242
tch_20200511-194843_1016,class_120924_1_tch_20200511-194843_1016,class_20200511-194843_1016,uA4n-V7oW,6a953920-4b68-4633-b0b3-e9d9c11df4d3
tch_20200511-194843_1018,class_120924_1_tch_20200511-194843_1018,class_20200511-194843_1018,suaU-pG3a,5c9fdbe1-3cd3-48f9-b4d1-dd8d1c3f5237
tch_20200511-194843_1019,class_120924_1_tch_20200511-194843_1019,class_20200511-194843_1019,4MGx-zQeV,5f575c33-3ef5-4e47-8e73-ed5bbd8a410f
tch_20200511-194843_1020,class_120924_1_tch_20200511-194843_1020,class_20200511-194843_1020,s7Fv-67n6,664d8928-8beb-4e77-9971-7b4f974787fd
