stdextid,groupid
std_1601297428415_21,de9d2d18-ac4f-45cf-ae22-7b444606abd3
std_1601297265904_19,2880352a-d222-4873-81a1-5329cc96ce31
std_1601297352265_20,10552ea9-a52c-489d-a254-65d6fd327572
std_1601297192725_18,80cd3948-575c-48ca-81ab-b42851b22af7
std_1601297417508_21,de9d2d18-ac4f-45cf-ae22-7b444606abd3
std_1601297253443_19,2880352a-d222-4873-81a1-5329cc96ce31
std_1601297184428_18,80cd3948-575c-48ca-81ab-b42851b22af7
std_1601297344271_20,10552ea9-a52c-489d-a254-65d6fd327572
std_1601297410117_21,de9d2d18-ac4f-45cf-ae22-7b444606abd3
std_1601297245940_19,2880352a-d222-4873-81a1-5329cc96ce31
std_1601297175950_18,80cd3948-575c-48ca-81ab-b42851b22af7
std_1601297333148_20,10552ea9-a52c-489d-a254-65d6fd327572
std_1601297399044_21,de9d2d18-ac4f-45cf-ae22-7b444606abd3
std_1601297322245_20,10552ea9-a52c-489d-a254-65d6fd327572
std_1601297461256_22,780c47ea-2db0-4d72-b57b-bacfebe902ae
std_1601297453139_22,780c47ea-2db0-4d72-b57b-bacfebe902ae
std_1601297440913_22,780c47ea-2db0-4d72-b57b-bacfebe902ae
std_1601297233923_19,91e4bfb2-6259-4aba-b525-41e05431d5c7
std_1601297433113_22,780c47ea-2db0-4d72-b57b-bacfebe902ae
std_1601297390213_21,1960a3db-298a-49bc-b38b-6c3908009c37
std_1601297224847_19,91e4bfb2-6259-4aba-b525-41e05431d5c7
std_1601297313710_20,f11c8a1a-2dd4-499b-acf4-f969c33434b9
std_1601297472293_23,0939f778-07e4-466b-bc73-6a3b3536c671
std_1601297425101_22,780c47ea-2db0-4d72-b57b-bacfebe902ae
std_1601297381433_21,1960a3db-298a-49bc-b38b-6c3908009c37
std_1601297214857_19,91e4bfb2-6259-4aba-b525-41e05431d5c7
std_1601297302818_20,f11c8a1a-2dd4-499b-acf4-f969c33434b9
std_1601297460229_23,0939f778-07e4-466b-bc73-6a3b3536c671
std_1601297370685_21,1960a3db-298a-49bc-b38b-6c3908009c37
std_1601297206740_19,91e4bfb2-6259-4aba-b525-41e05431d5c7
std_1601297293177_20,f11c8a1a-2dd4-499b-acf4-f969c33434b9
std_1601297452548_23,0939f778-07e4-466b-bc73-6a3b3536c671
std_1601297358411_21,1960a3db-298a-49bc-b38b-6c3908009c37
std_1601297196494_19,91e4bfb2-6259-4aba-b525-41e05431d5c7
std_1601297284576_20,f11c8a1a-2dd4-499b-acf4-f969c33434b9
std_1601297349174_21,1960a3db-298a-49bc-b38b-6c3908009c37
std_1601297443383_23,0939f778-07e4-466b-bc73-6a3b3536c671
std_1601297413365_22,72de0854-4a9e-40b5-a29c-ac97ea9f71ab
std_1601297276731_20,f11c8a1a-2dd4-499b-acf4-f969c33434b9
std_1601297431543_23,0939f778-07e4-466b-bc73-6a3b3536c671
std_1601297404284_22,72de0854-4a9e-40b5-a29c-ac97ea9f71ab
std_1601297394483_22,72de0854-4a9e-40b5-a29c-ac97ea9f71ab
std_1601297382240_22,72de0854-4a9e-40b5-a29c-ac97ea9f71ab
std_1601297267383_20,b40d713d-3703-4018-96cc-43c409453d78
std_1601297338172_21,6daf1282-1d43-4b20-a66c-386163c87cb3
std_1601297422966_23,4b197a20-0974-400a-b3ec-0e50d3fbcc42
std_1601297372668_22,72de0854-4a9e-40b5-a29c-ac97ea9f71ab
std_1601297255006_20,b40d713d-3703-4018-96cc-43c409453d78
std_1601297329556_21,6daf1282-1d43-4b20-a66c-386163c87cb3
std_1601297414941_23,4b197a20-0974-400a-b3ec-0e50d3fbcc42
std_1601297499362_24,6905b306-7f1d-414e-872c-a60534e1d45e
std_1601297243377_20,b40d713d-3703-4018-96cc-43c409453d78
std_1601297320462_21,6daf1282-1d43-4b20-a66c-386163c87cb3
std_1601297407259_23,4b197a20-0974-400a-b3ec-0e50d3fbcc42
std_1601297491402_24,6905b306-7f1d-414e-872c-a60534e1d45e
std_1601297232659_20,b40d713d-3703-4018-96cc-43c409453d78
std_1601297308729_21,6daf1282-1d43-4b20-a66c-386163c87cb3
std_1601297399190_23,4b197a20-0974-400a-b3ec-0e50d3fbcc42
std_1601297482214_24,6905b306-7f1d-414e-872c-a60534e1d45e
std_1601297221263_20,b40d713d-3703-4018-96cc-43c409453d78
std_1601297296931_21,6daf1282-1d43-4b20-a66c-386163c87cb3
std_1601297391213_23,4b197a20-0974-400a-b3ec-0e50d3fbcc42
std_1601297360298_22,ccb7eaf1-4d01-41de-bd26-f83f920570b2
std_1601297474002_24,6905b306-7f1d-414e-872c-a60534e1d45e
std_1601297462690_24,6905b306-7f1d-414e-872c-a60534e1d45e
std_1601297352487_22,ccb7eaf1-4d01-41de-bd26-f83f920570b2
std_1601297342327_22,ccb7eaf1-4d01-41de-bd26-f83f920570b2
std_1601297331352_22,ccb7eaf1-4d01-41de-bd26-f83f920570b2
std_1601297286003_21,7a899288-388a-4e59-9d35-380315080368
std_1601297380296_23,f1d6ef75-32b8-4409-bbe4-2d0afb6a9414
std_1601297323833_22,ccb7eaf1-4d01-41de-bd26-f83f920570b2
std_1601297278259_21,7a899288-388a-4e59-9d35-380315080368
std_1601297455045_24,afb30814-18cc-44e0-b3cc-98577f7e656a
std_1601297371088_23,f1d6ef75-32b8-4409-bbe4-2d0afb6a9414
std_1601297269863_21,7a899288-388a-4e59-9d35-380315080368
std_1601297447251_24,afb30814-18cc-44e0-b3cc-98577f7e656a
std_1601297363536_23,f1d6ef75-32b8-4409-bbe4-2d0afb6a9414
std_1601297258225_21,7a899288-388a-4e59-9d35-380315080368
std_1601297438806_24,afb30814-18cc-44e0-b3cc-98577f7e656a
std_1601297352985_23,f1d6ef75-32b8-4409-bbe4-2d0afb6a9414
std_1601297250404_21,7a899288-388a-4e59-9d35-380315080368
std_1601297429097_24,afb30814-18cc-44e0-b3cc-98577f7e656a
std_1601297540346_25,bc9dfcf2-e049-4d2b-a10e-912778f8c6da
std_1601297341035_23,f1d6ef75-32b8-4409-bbe4-2d0afb6a9414
std_1601297311829_22,ee4ed790-b410-47cf-8f4d-b5f7e203cfaf
std_1601297418514_24,afb30814-18cc-44e0-b3cc-98577f7e656a
std_1601297529656_25,bc9dfcf2-e049-4d2b-a10e-912778f8c6da
std_1601297301037_22,ee4ed790-b410-47cf-8f4d-b5f7e203cfaf
std_1601297519054_25,bc9dfcf2-e049-4d2b-a10e-912778f8c6da
std_1601297289256_22,ee4ed790-b410-47cf-8f4d-b5f7e203cfaf
std_1601297508140_25,bc9dfcf2-e049-4d2b-a10e-912778f8c6da
std_1601297330866_23,d9465230-70d8-4303-accb-cdd71d846abf
std_1601297278250_22,ee4ed790-b410-47cf-8f4d-b5f7e203cfaf
std_1601297499805_25,bc9dfcf2-e049-4d2b-a10e-912778f8c6da
std_1601297322507_23,d9465230-70d8-4303-accb-cdd71d846abf
std_1601297408166_24,342dc82c-8770-43a7-84e9-4f5191d2944a
std_1601297269595_22,ee4ed790-b410-47cf-8f4d-b5f7e203cfaf
std_1601297311489_23,d9465230-70d8-4303-accb-cdd71d846abf
std_1601297397280_24,342dc82c-8770-43a7-84e9-4f5191d2944a
std_1601297301679_23,d9465230-70d8-4303-accb-cdd71d846abf
std_1601297386340_24,342dc82c-8770-43a7-84e9-4f5191d2944a
std_1601297291975_23,d9465230-70d8-4303-accb-cdd71d846abf
std_1601297374122_24,342dc82c-8770-43a7-84e9-4f5191d2944a
std_1601297566479_26,732546c5-9585-4f97-b521-7870b2a39e76
std_1601297488888_25,2fe63f0d-d29a-460c-b02e-08e90a58e188
std_1601297362687_24,342dc82c-8770-43a7-84e9-4f5191d2944a
std_1601297557847_26,732546c5-9585-4f97-b521-7870b2a39e76
std_1601297479046_25,2fe63f0d-d29a-460c-b02e-08e90a58e188
std_1601297547944_26,732546c5-9585-4f97-b521-7870b2a39e76
std_1601297466995_25,2fe63f0d-d29a-460c-b02e-08e90a58e188
std_1601297536331_26,732546c5-9585-4f97-b521-7870b2a39e76
std_1601297456123_25,2fe63f0d-d29a-460c-b02e-08e90a58e188
std_1601297579390_27,4d779c59-62f3-456d-a374-e1fa7efbde6d
std_1601297524605_26,732546c5-9585-4f97-b521-7870b2a39e76
std_1601297353948_24,34ecb039-8511-40a6-ab41-8105687a00e4
std_1601297444574_25,2fe63f0d-d29a-460c-b02e-08e90a58e188
std_1601297569739_27,4d779c59-62f3-456d-a374-e1fa7efbde6d
std_1601297343896_24,34ecb039-8511-40a6-ab41-8105687a00e4
std_1601297560828_27,4d779c59-62f3-456d-a374-e1fa7efbde6d
std_1601297332733_24,34ecb039-8511-40a6-ab41-8105687a00e4
std_1601297552407_27,4d779c59-62f3-456d-a374-e1fa7efbde6d
std_1601297322636_24,34ecb039-8511-40a6-ab41-8105687a00e4
std_1601297543711_27,4d779c59-62f3-456d-a374-e1fa7efbde6d
std_1601297314451_24,34ecb039-8511-40a6-ab41-8105687a00e4
std_1601297434248_25,f162e9ad-e4c8-4631-9b4b-8b16645f8ed1
std_1601297512954_26,a7866447-9899-4c21-b027-f9d9539cdda4
std_1601297426540_25,f162e9ad-e4c8-4631-9b4b-8b16645f8ed1
std_1601297503084_26,a7866447-9899-4c21-b027-f9d9539cdda4
std_1601297416224_25,f162e9ad-e4c8-4631-9b4b-8b16645f8ed1
std_1601297493618_26,a7866447-9899-4c21-b027-f9d9539cdda4
std_1601297533707_27,6ccf23d0-a480-47b9-937a-d251b6950a69
std_1601297406161_25,f162e9ad-e4c8-4631-9b4b-8b16645f8ed1
std_1601297483239_26,a7866447-9899-4c21-b027-f9d9539cdda4
std_1601297398707_25,f162e9ad-e4c8-4631-9b4b-8b16645f8ed1
std_1601297525794_27,6ccf23d0-a480-47b9-937a-d251b6950a69
std_1601297605372_28,00de6854-336d-4dcf-a32b-1bc917c8b1df
std_1601297473000_26,a7866447-9899-4c21-b027-f9d9539cdda4
std_1601297514364_27,6ccf23d0-a480-47b9-937a-d251b6950a69
std_1601297593185_28,00de6854-336d-4dcf-a32b-1bc917c8b1df
std_1601297502246_27,6ccf23d0-a480-47b9-937a-d251b6950a69
std_1601297583073_28,00de6854-336d-4dcf-a32b-1bc917c8b1df
std_1601297492760_27,6ccf23d0-a480-47b9-937a-d251b6950a69
std_1601297573108_28,00de6854-336d-4dcf-a32b-1bc917c8b1df
std_1601297461759_26,8dd684ca-e594-4d30-8ad9-9d43060be206
std_1601297390510_25,6fb95b70-2a79-49bf-b3ff-bbaa7f8d773a
std_1601297565308_28,00de6854-336d-4dcf-a32b-1bc917c8b1df
std_1601297452254_26,8dd684ca-e594-4d30-8ad9-9d43060be206
std_1601297381704_25,6fb95b70-2a79-49bf-b3ff-bbaa7f8d773a
std_1601297439951_26,8dd684ca-e594-4d30-8ad9-9d43060be206
std_1601297369874_25,6fb95b70-2a79-49bf-b3ff-bbaa7f8d773a
std_1601297428207_26,8dd684ca-e594-4d30-8ad9-9d43060be206
std_1601297482310_27,be0d80ad-a010-4a5d-bca2-693275a4b6e6
std_1601297416528_26,8dd684ca-e594-4d30-8ad9-9d43060be206
std_1601297358040_25,6fb95b70-2a79-49bf-b3ff-bbaa7f8d773a
std_1601297470810_27,be0d80ad-a010-4a5d-bca2-693275a4b6e6
std_1601297553572_28,792d0736-bed4-4bc4-a76b-c7a292560509
std_1601297461649_27,be0d80ad-a010-4a5d-bca2-693275a4b6e6
std_1601297346537_25,6fb95b70-2a79-49bf-b3ff-bbaa7f8d773a
std_1601297453189_27,be0d80ad-a010-4a5d-bca2-693275a4b6e6
std_1601297545247_28,792d0736-bed4-4bc4-a76b-c7a292560509
std_1601297443553_27,be0d80ad-a010-4a5d-bca2-693275a4b6e6
std_1601297536881_28,792d0736-bed4-4bc4-a76b-c7a292560509
std_1601297404524_26,e57f6bb8-55ef-445a-b02a-8b68b50ee049
std_1601297642760_29,0270eed1-a969-4689-bf52-7ef4ef41a006
std_1601297526442_28,792d0736-bed4-4bc4-a76b-c7a292560509
std_1601297395929_26,e57f6bb8-55ef-445a-b02a-8b68b50ee049
std_1601297631760_29,0270eed1-a969-4689-bf52-7ef4ef41a006
std_1601297518949_28,792d0736-bed4-4bc4-a76b-c7a292560509
std_1601297388427_26,e57f6bb8-55ef-445a-b02a-8b68b50ee049
std_1601297620215_29,0270eed1-a969-4689-bf52-7ef4ef41a006
std_1601297379763_26,e57f6bb8-55ef-445a-b02a-8b68b50ee049
std_1601297435066_27,829b887c-9a1f-4161-996c-4bdc0d778efc
std_1601297608224_29,0270eed1-a969-4689-bf52-7ef4ef41a006
std_1601297368670_26,e57f6bb8-55ef-445a-b02a-8b68b50ee049
std_1601297425345_27,829b887c-9a1f-4161-996c-4bdc0d778efc
std_1601297596129_29,0270eed1-a969-4689-bf52-7ef4ef41a006
std_1601297415291_27,829b887c-9a1f-4161-996c-4bdc0d778efc
std_1601297508821_28,7d4afdb1-5f0d-4123-a54d-08cc16633cac
std_1601297662628_30,5fc29240-9dfa-45aa-96c6-793bea8f251e
std_1601297404522_27,829b887c-9a1f-4161-996c-4bdc0d778efc
std_1601297497142_28,7d4afdb1-5f0d-4123-a54d-08cc16633cac
std_1601297650416_30,5fc29240-9dfa-45aa-96c6-793bea8f251e
std_1601297394117_27,829b887c-9a1f-4161-996c-4bdc0d778efc
std_1601297488363_28,7d4afdb1-5f0d-4123-a54d-08cc16633cac
std_1601297588450_29,89b45cbe-eca5-419c-abf5-0c7b391de5e3
std_1601297642087_30,5fc29240-9dfa-45aa-96c6-793bea8f251e
std_1601297478063_28,7d4afdb1-5f0d-4123-a54d-08cc16633cac
std_1601297673186_31,214d2b91-22d4-4409-9b14-23050ec47699
std_1601297634563_30,5fc29240-9dfa-45aa-96c6-793bea8f251e
std_1601297578468_29,89b45cbe-eca5-419c-abf5-0c7b391de5e3
std_1601297469279_28,7d4afdb1-5f0d-4123-a54d-08cc16633cac
std_1601297664856_31,214d2b91-22d4-4409-9b14-23050ec47699
std_1601297624763_30,5fc29240-9dfa-45aa-96c6-793bea8f251e
std_1601297567430_29,89b45cbe-eca5-419c-abf5-0c7b391de5e3
std_1601297657227_31,214d2b91-22d4-4409-9b14-23050ec47699
std_1601297556190_29,89b45cbe-eca5-419c-abf5-0c7b391de5e3
std_1601297647572_31,214d2b91-22d4-4409-9b14-23050ec47699
std_1601297545858_29,89b45cbe-eca5-419c-abf5-0c7b391de5e3
std_1601297639494_31,214d2b91-22d4-4409-9b14-23050ec47699
std_1601297457163_28,8a9914f1-615a-402d-84ba-5bfaf0829c97
std_1601297614078_30,c1702faa-dc46-4409-be5a-e5fab85b061f
std_1601297445495_28,8a9914f1-615a-402d-84ba-5bfaf0829c97
std_1601297534203_29,a113c0bb-a70f-4200-a91c-c2b75ddede2f
std_1601297602339_30,c1702faa-dc46-4409-be5a-e5fab85b061f
std_1601297435875_28,8a9914f1-615a-402d-84ba-5bfaf0829c97
std_1601297524740_29,a113c0bb-a70f-4200-a91c-c2b75ddede2f
std_1601297590122_30,c1702faa-dc46-4409-be5a-e5fab85b061f
std_1601297423550_28,8a9914f1-615a-402d-84ba-5bfaf0829c97
std_1601297631915_31,08195bab-f4bd-4b84-aed9-f8c9fdca7977
std_1601297514782_29,a113c0bb-a70f-4200-a91c-c2b75ddede2f
std_1601297578596_30,c1702faa-dc46-4409-be5a-e5fab85b061f
std_1601297415594_28,8a9914f1-615a-402d-84ba-5bfaf0829c97
std_1601297504355_29,a113c0bb-a70f-4200-a91c-c2b75ddede2f
std_1601297621060_31,08195bab-f4bd-4b84-aed9-f8c9fdca7977
std_1601297567558_30,c1702faa-dc46-4409-be5a-e5fab85b061f
std_1601297492557_29,a113c0bb-a70f-4200-a91c-c2b75ddede2f
std_1601297610644_31,08195bab-f4bd-4b84-aed9-f8c9fdca7977
std_1601297602188_31,08195bab-f4bd-4b84-aed9-f8c9fdca7977
std_1601297594605_31,08195bab-f4bd-4b84-aed9-f8c9fdca7977
std_1601297720311_32,350eace8-fc3f-431a-8e47-a5ba36dae87b
std_1601297557354_30,b3b662c9-5177-4595-98f8-b788e5c2a23d
std_1601297481458_29,956dc85e-bda2-4e37-9214-59b50b35d208
std_1601297708162_32,350eace8-fc3f-431a-8e47-a5ba36dae87b
std_1601297549266_30,b3b662c9-5177-4595-98f8-b788e5c2a23d
std_1601297471752_29,956dc85e-bda2-4e37-9214-59b50b35d208
std_1601297725229_33,712476cd-8fe6-4b7c-aebb-64a07d062e53
std_1601297540387_30,b3b662c9-5177-4595-98f8-b788e5c2a23d
std_1601297696939_32,350eace8-fc3f-431a-8e47-a5ba36dae87b
std_1601297582671_31,c0ee0750-b11e-4b09-a485-076905e29bc1
std_1601297462912_29,956dc85e-bda2-4e37-9214-59b50b35d208
std_1601297528336_30,b3b662c9-5177-4595-98f8-b788e5c2a23d
std_1601297716962_33,712476cd-8fe6-4b7c-aebb-64a07d062e53
std_1601297687344_32,350eace8-fc3f-431a-8e47-a5ba36dae87b
std_1601297573655_31,c0ee0750-b11e-4b09-a485-076905e29bc1
std_1601297451229_29,956dc85e-bda2-4e37-9214-59b50b35d208
std_1601297708869_33,712476cd-8fe6-4b7c-aebb-64a07d062e53
std_1601297520825_30,b3b662c9-5177-4595-98f8-b788e5c2a23d
std_1601297677502_32,350eace8-fc3f-431a-8e47-a5ba36dae87b
std_1601297561518_31,c0ee0750-b11e-4b09-a485-076905e29bc1
std_1601297442349_29,956dc85e-bda2-4e37-9214-59b50b35d208
std_1601297698216_33,712476cd-8fe6-4b7c-aebb-64a07d062e53
std_1601297549349_31,c0ee0750-b11e-4b09-a485-076905e29bc1
std_1601297687962_33,712476cd-8fe6-4b7c-aebb-64a07d062e53
std_1601297540881_31,c0ee0750-b11e-4b09-a485-076905e29bc1
std_1601297510333_30,7ff29260-e847-464c-be11-0782436ffc85
std_1601297666529_32,101d7ef5-b3bf-4775-b191-26b1c12d1c87
std_1601297498164_30,7ff29260-e847-464c-be11-0782436ffc85
std_1601297529561_31,d6f2202d-d77e-43aa-a3ca-25b0e2d0ae83
std_1601297655907_32,101d7ef5-b3bf-4775-b191-26b1c12d1c87
std_1601297678229_33,82866a3e-ddd4-4567-b6a1-11c54dee2a4c
std_1601297487129_30,7ff29260-e847-464c-be11-0782436ffc85
std_1601297518955_31,d6f2202d-d77e-43aa-a3ca-25b0e2d0ae83
std_1601297645192_32,101d7ef5-b3bf-4775-b191-26b1c12d1c87
std_1601297668978_33,82866a3e-ddd4-4567-b6a1-11c54dee2a4c
std_1601297475619_30,7ff29260-e847-464c-be11-0782436ffc85
std_1601297757245_34,b002116c-89e6-4e0b-8d88-b0ad07a598dd
std_1601297509644_31,d6f2202d-d77e-43aa-a3ca-25b0e2d0ae83
std_1601297633420_32,101d7ef5-b3bf-4775-b191-26b1c12d1c87
std_1601297659620_33,82866a3e-ddd4-4567-b6a1-11c54dee2a4c
std_1601297467023_30,7ff29260-e847-464c-be11-0782436ffc85
std_1601297746241_34,b002116c-89e6-4e0b-8d88-b0ad07a598dd
std_1601297497500_31,d6f2202d-d77e-43aa-a3ca-25b0e2d0ae83
std_1601297622314_32,101d7ef5-b3bf-4775-b191-26b1c12d1c87
std_1601297648456_33,82866a3e-ddd4-4567-b6a1-11c54dee2a4c
std_1601297765983_35,f9e9db34-3320-4c1a-82c4-f4d5c7c3c979
std_1601297737372_34,b002116c-89e6-4e0b-8d88-b0ad07a598dd
std_1601297487132_31,d6f2202d-d77e-43aa-a3ca-25b0e2d0ae83
std_1601297636796_33,82866a3e-ddd4-4567-b6a1-11c54dee2a4c
std_1601297757547_35,f9e9db34-3320-4c1a-82c4-f4d5c7c3c979
std_1601297725791_34,b002116c-89e6-4e0b-8d88-b0ad07a598dd
std_1601297746704_35,f9e9db34-3320-4c1a-82c4-f4d5c7c3c979
std_1601297715143_34,b002116c-89e6-4e0b-8d88-b0ad07a598dd
std_1601297609576_32,ab159621-6922-47ab-b42f-8398939b1915
std_1601297736084_35,f9e9db34-3320-4c1a-82c4-f4d5c7c3c979
std_1601297599659_32,ab159621-6922-47ab-b42f-8398939b1915
std_1601297725952_35,f9e9db34-3320-4c1a-82c4-f4d5c7c3c979
std_1601297627394_33,dca113ec-9e54-4c3f-a576-e93cac4cee60
std_1601297588620_32,ab159621-6922-47ab-b42f-8398939b1915
std_1601297707539_34,381cde62-f896-4be0-9348-d013de9c451e
std_1601297616007_33,dca113ec-9e54-4c3f-a576-e93cac4cee60
std_1601297576309_32,ab159621-6922-47ab-b42f-8398939b1915
std_1601297696024_34,381cde62-f896-4be0-9348-d013de9c451e
std_1601297565272_32,ab159621-6922-47ab-b42f-8398939b1915
std_1601297605387_33,dca113ec-9e54-4c3f-a576-e93cac4cee60
std_1601297715245_35,9cf637f8-6d84-44aa-9aaf-bd55083d9b72
std_1601297684192_34,381cde62-f896-4be0-9348-d013de9c451e
std_1601297595466_33,dca113ec-9e54-4c3f-a576-e93cac4cee60
std_1601297705962_35,9cf637f8-6d84-44aa-9aaf-bd55083d9b72
std_1601297675946_34,381cde62-f896-4be0-9348-d013de9c451e
std_1601297587948_33,dca113ec-9e54-4c3f-a576-e93cac4cee60
std_1601297697216_35,9cf637f8-6d84-44aa-9aaf-bd55083d9b72
std_1601297663809_34,381cde62-f896-4be0-9348-d013de9c451e
std_1601297688550_35,9cf637f8-6d84-44aa-9aaf-bd55083d9b72
std_1601297552941_32,17320050-a3db-4988-a9d4-20a6f44cb3e6
std_1601297800223_36,2ccd5cd3-9aac-47de-84ec-c6b092840171
std_1601297680589_35,9cf637f8-6d84-44aa-9aaf-bd55083d9b72
std_1601297543029_32,17320050-a3db-4988-a9d4-20a6f44cb3e6
std_1601297792053_36,2ccd5cd3-9aac-47de-84ec-c6b092840171
std_1601297535522_32,17320050-a3db-4988-a9d4-20a6f44cb3e6
std_1601297578483_33,496cbf15-7614-4a4c-8ff6-8a16311bee11
std_1601297781130_36,2ccd5cd3-9aac-47de-84ec-c6b092840171
std_1601297654424_34,82682b0e-4ad0-4537-b166-0d5c9c13befd
std_1601297523941_32,17320050-a3db-4988-a9d4-20a6f44cb3e6
std_1601297567013_33,496cbf15-7614-4a4c-8ff6-8a16311bee11
std_1601297769760_36,2ccd5cd3-9aac-47de-84ec-c6b092840171
std_1601297645171_34,82682b0e-4ad0-4537-b166-0d5c9c13befd
std_1601297513289_32,17320050-a3db-4988-a9d4-20a6f44cb3e6
std_1601297555302_33,496cbf15-7614-4a4c-8ff6-8a16311bee11
std_1601297760383_36,2ccd5cd3-9aac-47de-84ec-c6b092840171
std_1601297670542_35,758ecaa3-e62e-4046-9eb8-50158fe841fa
std_1601297635708_34,82682b0e-4ad0-4537-b166-0d5c9c13befd
std_1601297544874_33,496cbf15-7614-4a4c-8ff6-8a16311bee11
std_1601297625723_34,82682b0e-4ad0-4537-b166-0d5c9c13befd
std_1601297658560_35,758ecaa3-e62e-4046-9eb8-50158fe841fa
std_1601297537173_33,496cbf15-7614-4a4c-8ff6-8a16311bee11
std_1601297616124_34,82682b0e-4ad0-4537-b166-0d5c9c13befd
std_1601297649850_35,758ecaa3-e62e-4046-9eb8-50158fe841fa
std_1601297827873_37,0dabe384-9240-4dd0-aeea-c8656ac19d3b
std_1601297641173_35,758ecaa3-e62e-4046-9eb8-50158fe841fa
std_1601297749071_36,b28b295c-8e41-4174-ac66-863fb4d858aa
std_1601297633560_35,758ecaa3-e62e-4046-9eb8-50158fe841fa
std_1601297815874_37,0dabe384-9240-4dd0-aeea-c8656ac19d3b
std_1601297741046_36,b28b295c-8e41-4174-ac66-863fb4d858aa
std_1601297803859_37,0dabe384-9240-4dd0-aeea-c8656ac19d3b
std_1601297729917_36,b28b295c-8e41-4174-ac66-863fb4d858aa
std_1601297792888_37,0dabe384-9240-4dd0-aeea-c8656ac19d3b
std_1601297605758_34,b6357d59-52c2-4630-8fea-d857eda04480
std_1601297721704_36,b28b295c-8e41-4174-ac66-863fb4d858aa
std_1601297780594_37,0dabe384-9240-4dd0-aeea-c8656ac19d3b
std_1601297593993_34,b6357d59-52c2-4630-8fea-d857eda04480
std_1601297709680_36,b28b295c-8e41-4174-ac66-863fb4d858aa
std_1601297584783_34,b6357d59-52c2-4630-8fea-d857eda04480
std_1601297624697_35,908e0f51-04a5-47ec-80ac-bca97e1430e6
std_1601297613192_35,908e0f51-04a5-47ec-80ac-bca97e1430e6
std_1601297573841_34,b6357d59-52c2-4630-8fea-d857eda04480
std_1601297845869_38,34a7e8eb-accf-423d-a1ed-c7c097f2d52c
std_1601297601360_35,908e0f51-04a5-47ec-80ac-bca97e1430e6
std_1601297562792_34,b6357d59-52c2-4630-8fea-d857eda04480
std_1601297833605_38,34a7e8eb-accf-423d-a1ed-c7c097f2d52c
std_1601297593967_35,908e0f51-04a5-47ec-80ac-bca97e1430e6
std_1601297772979_37,ef737afc-09ac-44f3-92e5-9648489e169f
std_1601297822691_38,34a7e8eb-accf-423d-a1ed-c7c097f2d52c
std_1601297698798_36,60454f16-4379-4dc3-a77d-f328ae9846ae
std_1601297581541_35,908e0f51-04a5-47ec-80ac-bca97e1430e6
std_1601297762592_37,ef737afc-09ac-44f3-92e5-9648489e169f
std_1601297857810_39,891406a3-281e-493c-89f8-cde266be0c23
std_1601297811794_38,34a7e8eb-accf-423d-a1ed-c7c097f2d52c
std_1601297752253_37,ef737afc-09ac-44f3-92e5-9648489e169f
std_1601297687362_36,60454f16-4379-4dc3-a77d-f328ae9846ae
std_1601297847152_39,891406a3-281e-493c-89f8-cde266be0c23
std_1601297803191_38,34a7e8eb-accf-423d-a1ed-c7c097f2d52c
std_1601297741074_37,ef737afc-09ac-44f3-92e5-9648489e169f
std_1601297675668_36,60454f16-4379-4dc3-a77d-f328ae9846ae
std_1601297838534_39,891406a3-281e-493c-89f8-cde266be0c23
std_1601297729262_37,ef737afc-09ac-44f3-92e5-9648489e169f
std_1601297667259_36,60454f16-4379-4dc3-a77d-f328ae9846ae
std_1601297826495_39,891406a3-281e-493c-89f8-cde266be0c23
std_1601297656672_36,60454f16-4379-4dc3-a77d-f328ae9846ae
std_1601297818759_39,891406a3-281e-493c-89f8-cde266be0c23
std_1601297794114_38,2964b56b-5902-45f2-817a-4a9b71f0b49a
std_1601297785340_38,2964b56b-5902-45f2-817a-4a9b71f0b49a
std_1601297720324_37,26e7050a-4117-49a9-b5f9-c509c9a9b456
std_1601297773933_38,2964b56b-5902-45f2-817a-4a9b71f0b49a
std_1601297710369_37,26e7050a-4117-49a9-b5f9-c509c9a9b456
std_1601297644548_36,67ae952b-d945-48b1-84e0-f18280cb947d
std_1601297765547_38,2964b56b-5902-45f2-817a-4a9b71f0b49a
std_1601297700730_37,26e7050a-4117-49a9-b5f9-c509c9a9b456
std_1601297637186_36,67ae952b-d945-48b1-84e0-f18280cb947d
std_1601297810534_39,1411c358-7652-4574-9fdf-f47b5d616d90
std_1601297688555_37,26e7050a-4117-49a9-b5f9-c509c9a9b456
std_1601297754617_38,2964b56b-5902-45f2-817a-4a9b71f0b49a
std_1601297626309_36,67ae952b-d945-48b1-84e0-f18280cb947d
std_1601297802649_39,1411c358-7652-4574-9fdf-f47b5d616d90
std_1601297676282_37,26e7050a-4117-49a9-b5f9-c509c9a9b456
std_1601297617944_36,67ae952b-d945-48b1-84e0-f18280cb947d
std_1601297793507_39,1411c358-7652-4574-9fdf-f47b5d616d90
std_1601297606029_36,67ae952b-d945-48b1-84e0-f18280cb947d
std_1601297785790_39,1411c358-7652-4574-9fdf-f47b5d616d90
std_1601297744936_38,07eac6cc-e066-4de3-bce2-5217ead6d123
std_1601297775980_39,1411c358-7652-4574-9fdf-f47b5d616d90
std_1601297900403_40,dbcec371-bc1b-49e0-be13-45f46971d030
std_1601297736585_38,07eac6cc-e066-4de3-bce2-5217ead6d123
