teacherextuserid,classcode,classid,invitationid,tch
t11045_1592815311270_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,a0a3e0b8-8e44-450a-a7dd-be7a7f2fefa9,t21045_20200622-140608_2
t11045_1592815315090_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,654138d3-e361-46fe-91a9-008ea9f1d13e,t21045_20200622-140608_5
t11045_1592815315885_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,11b68f4c-94cc-479b-80e9-c7952b8a807a,t21045_20200622-140608_6
t11045_1592815318676_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,500a9ffa-e267-445c-8d2f-adcd997b4c1e,t21045_20200622-140608_8
t11045_1592815324028_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,36a6c97d-5cf0-4c03-a682-8ce946c61a82,t21045_20200622-140608_9
t11045_1592815322167_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,8be7dcfd-c5aa-4497-8cc5-8c989a6b5d12,t21045_20200622-140608_3
t11045_1592815321996_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,cdf106be-647e-4122-8818-ce2a0da28ed3,t21045_20200622-140608_4
t11045_1592815321872_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,da24c9e5-f0b4-4e07-9a8e-4eaeef29b2d7,t21045_20200622-140608_7
t11045_1592815327246_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,fa7f0e61-2044-4d0d-85f8-c4e08646b582,t21045_20200622-140608_2
t11045_1592815329407_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,d80aaede-89bc-4321-b3d3-eba7725484d8,t21045_20200622-140608_5
t11045_1592815330236_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,461789d3-4fb6-4dcd-9228-a77bd97abbbd,t21045_20200622-140608_6
t11045_1592815333187_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,b5b694ba-208b-4732-a4b8-9c6251d32c0f,t21045_20200622-140608_8
t11045_1592815336461_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,ff53b66d-5eb8-4b64-bb19-c57cbe4faf55,t21045_20200622-140608_3
t11045_1592815338506_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,9a8f853a-b506-4750-892f-5ce2957ef49d,t21045_20200622-140608_7
t11045_1592815335971_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,e70733be-c89f-434f-8be5-35d54f3d6a6e,t21045_20200622-140608_9
t11045_1592815336869_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,14bf7405-b8a4-408f-8452-12bf54cd0202,t21045_20200622-140608_4
t11045_1592815348219_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,7cc364e9-60e0-44ca-a762-fe397c3d7d56,t21045_20200622-140608_6
t11045_1592815345472_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,07a9bffa-45f3-452c-8d00-434f998816e3,t21045_20200622-140608_5
t11045_1592815353663_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,8ca04107-9ef2-44e5-a753-70fcb5f4fbbf,t21045_20200622-140608_4
t11045_1592815348953_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,cb2c76dd-07df-4b8b-a8ea-3bbdbd7e9102,t21045_20200622-140608_8
t11045_1592815349362_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,a936f761-2fef-40cb-bd1d-923cead78d44,t21045_20200622-140608_3
t11045_1592815350182_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,e44fd855-e71c-4ced-ae82-339227ebc3b9,t21045_20200622-140608_7
t11045_1592815352247_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,22262ea5-2099-4c99-a8cd-ffb1141ca86e,t21045_20200622-140608_9
t11045_1592815358671_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,de1595a0-598c-4ca5-a30c-a50bac6cb07a,t21045_20200622-140608_6
t11045_1592815359602_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,e0bf7148-9086-435b-af05-acd260aad60f,t21045_20200622-140608_5
t11045_1592815365136_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,e3bafd1f-12dd-4ff1-9c40-5cdf69fbb0cb,t21045_20200622-140608_4
t11045_1592815366813_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,6c150ead-3a60-48e3-bcf0-c6df01fa87af,t21045_20200622-140608_3
t11045_1592815371691_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,37f41418-a387-4ab3-99fb-4348c52f6b23,t21045_20200622-140608_5
t11045_1592815366769_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,2492d774-51af-44d5-bd23-69ebc53ed708,t21045_20200622-140608_8
t11045_1592815367149_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,808a185c-7b42-4197-b6c1-31ee764a31b9,t21045_20200622-140608_7
t11045_1592815371688_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,76ee0820-8712-4246-ad9e-9bc9118fb5be,t21045_20200622-140608_6
t11045_1592815367997_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,982bd1ba-83df-4e6f-8912-bd3379daf615,t21045_20200622-140608_9
t11045_1592815368916_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,1b9367e9-632b-4153-8e0f-4b012e5a634d,t21045_20200622-140608_10
t11045_1592815379324_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,548e2e7b-c106-49d3-9165-909181322683,t21045_20200622-140608_4
t11045_1592815383845_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,0cb7d2c4-94f0-408d-8a60-6a3ace41aa90,t21045_20200622-140608_7
t11045_1592815383358_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,e29e44fd-fec7-4e06-a055-2da81a3751e5,t21045_20200622-140608_8
t11045_1592815386052_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,424b067a-b8cd-4a3e-993e-96566a8877bd,t21045_20200622-140608_9
t11045_1592815384180_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,5e9c86ec-fa3a-41c7-982b-3caa37817208,t21045_20200622-140608_6
t11045_1592815382075_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,0cbda848-b829-4346-b103-e78bc2326a61,t21045_20200622-140608_5
t11045_1592815387042_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,129e36b7-a7a0-4b28-a66c-d243674568d2,t21045_20200622-140608_10
t11045_1592815391142_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,51cdff38-31c6-401f-b78c-47dcc084ad38,t21045_20200622-140608_4
t11045_1592815399989_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,bac7fce0-8bcb-4134-9a45-33f663fa0aa4,t21045_20200622-140608_5
t11045_1592815394214_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,0133f920-e6e8-4878-a091-0f18c9a35c06,t21045_20200622-140608_7
t11045_1592815395848_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,de6752bc-47de-4fd6-a32d-ebd89e2a5ee0,t21045_20200622-140608_8
t11045_1592815396961_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,fb61f55d-4cc8-4829-a66a-33e3e5666669,t21045_20200622-140608_9
t11045_1592815398520_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,4bc0e6b2-bb01-44db-a67b-f46c6cf16b35,t21045_20200622-140608_6
t11045_1592815402078_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,154a1de9-e08c-43c7-a7cd-73dafc295050,t21045_20200622-140608_10
t11045_1592815412053_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,a768bcbe-cc27-4d48-9cca-4a2bfb804f7a,t21045_20200622-140608_7
t11045_1592815412228_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,029cb5df-e555-45fb-986a-12943bce7a34,t21045_20200622-140608_8
t11045_1592815411637_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,fa679e97-a763-47d2-8a9e-416c6ae07d35,t21045_20200622-140608_5
t11045_1592815408762_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,840b31a2-1564-4d4b-a3a7-a7fe6e7cfd6f,t21045_20200622-140608_4
t11045_1592815413553_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,4e13167a-e1cd-4a54-8692-e0d928f8f197,t21045_20200622-140608_9
t11045_1592815413577_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,d325e389-abf7-4e95-a673-3b7cff4d5054,t21045_20200622-140608_6
t11045_1592815424522_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,c20ad3fc-9e9b-49c2-a3fe-8146616ba63e,t21045_20200622-140608_7
t11045_1592815417812_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,e08d9fee-14f0-47fc-82b8-a12f6e5a1c64,t21045_20200622-140608_10
t11045_1592815427214_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,e8260a1a-af0e-4428-8a27-05d2a01b4066,t21045_20200622-140608_9
t11045_1592815425134_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,ae2aff12-e779-4f92-893a-580746ddd5cd,t21045_20200622-140608_8
t11045_1592815436146_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,b2ea9039-c067-41cc-9237-86d1c1c492bf,t21045_20200622-140608_10
t11045_1592815430834_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,0261444a-de17-4b4c-a40e-70273d445fe2,t21045_20200622-140608_6
t11045_1592815438660_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,3daef192-74d4-4c67-bd29-367b346f0ae0,t21045_20200622-140608_9
t11045_1592815435182_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,6259eb19-d3f8-48da-b064-62b27c9bcf05,t21045_20200622-140608_7
t11045_1592815440479_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,4abe7af0-6199-47fd-8a4f-2c60bd4dfc99,t21045_20200622-140608_8
t11045_1592815447938_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,310e9162-5495-414c-864d-fbf3dea53e2c,t21045_20200622-140608_6
t11045_1592815447347_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,462b7a5b-0fec-4556-838d-241aac0a4a83,t21045_20200622-140608_10
t11045_1592815449926_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,843bc6e6-91d2-4396-b7ab-bef864b85690,t21045_20200622-140608_7
t11045_1592815448919_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,29e79452-6aeb-4973-9539-5a745dd712e3,t21045_20200622-140608_9
t11045_1592815452178_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,ed191945-bd1b-4960-9d7a-297989726f6b,t21045_20200622-140608_8
t11045_1592815464058_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,1546e37b-6af5-40e8-bc69-67b73ab99d0f,t21045_20200622-140608_10
t11045_1592815465462_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,fa3a2d6f-213a-442a-a985-1ed08b75c40e,t21045_20200622-140608_7
t11045_1592815463820_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,40b8f799-eb86-4e3e-bcc5-826c9dd12120,t21045_20200622-140608_6
t11045_1592815466517_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,b7037fcc-a500-4e18-82d3-d02d612d332d,t21045_20200622-140608_8
t11045_1592815466087_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,1abdb1d2-caaa-44ec-8728-9bfeb52d26d1,t21045_20200622-140608_9
t11045_1592815480668_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,67d988d6-716c-490e-96c0-2fdbe6e21fb7,t21045_20200622-140608_10
t11045_1592815481194_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,429f0167-1af4-43ea-9399-04e9887251a9,t21045_20200622-140608_6
t11045_1592815481060_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,2ee85ccd-9a78-4698-97b3-fbf5b39c9977,t21045_20200622-140608_7
t11045_1592815482494_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,c4d83e6f-88b5-4398-a891-8c36e3fa7ef0,t21045_20200622-140608_8
t11045_1592815483233_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,ec91542e-6571-4685-b531-f738a4e0ab08,t21045_20200622-140608_9
t11045_1592815490856_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,50cc55ff-e87e-4d76-8a15-dbd2bb794d02,t21045_20200622-140608_10
t11045_1592815493992_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,0197ab62-e33c-4fc3-a3ac-26bafe176a8e,t21045_20200622-140608_7
t11045_1592815495394_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,bf141e92-f07f-4517-8d82-dd70f25a3e98,t21045_20200622-140608_8
t11045_1592815500719_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,57e8a0f5-e4e9-4b0e-8e21-db95a70c5d44,t21045_20200622-140608_9
t11045_1592815502177_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,562a35e3-4568-450a-89da-27231ce01a93,t21045_20200622-140608_10
t11045_1592815507067_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,61a903ec-7a46-457b-9bf3-cea9c3cbaf01,t21045_20200622-140608_8
t11045_1592815506248_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,edff775a-206c-4ee2-950b-44baa4969ddf,t21045_20200622-140608_7
t11045_1592815518741_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,f0bd3214-74a2-48c9-a989-3d90e2ba1b10,t21045_20200622-140608_9
t11045_1592815520378_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,f1ceb81d-9c7c-461f-805b-f3919811ccc6,t21045_20200622-140608_10
t11045_1592815522230_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,9ea9fb9a-dc54-4149-92c2-cc5574d107e0,t21045_20200622-140608_8
t11045_1592815522637_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,b0069043-52fd-4b71-9134-7581eb3e850e,t21045_20200622-140608_7
t11045_1592815534234_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,b3f037f8-ed67-4f6c-ac45-76207505b36c,t21045_20200622-140608_8
t11045_1592815530610_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,272eccc0-026b-44b3-924f-ef33c9ea0bdb,t21045_20200622-140608_9
t145_1593690875450_10,9KZX-WCNs,bde0dc48-bc5a-11ea-94cc-0242ac110002,fd52cc03-fcfe-41ab-8cc9-5557107c7111,t245_20200702-171755_10
