tchextuserid,studentuserid1,stdextuserid,classcode
tch_20220802-183429_28,7df78cb4-4e60-4499-a91a-b895b787cbb5,std_1659628721199_128,E3oj-2t4M
tch_20220802-183429_31,96214133-9a08-417a-adf8-ff66da6335a5,std_1659628722622_131,ekdu-2Eea
tch_20220802-183429_23,022c37d8-928b-4584-914d-6046c0e1389f,std_1659628725570_123,EvyY-4F87
tch_20220802-183429_32,5dbd8762-5302-42d2-8e92-3e2be326aba3,std_1659628732627_132,8hDV-wD2M
tch_20220802-183429_29,2d06df29-e727-4413-8c5f-41245ab0bd61,std_1659628732884_129,QhYz-46u8
tch_20220802-183429_24,7684b552-f5bc-4947-a2ba-1ebd101df713,std_1659628728767_124,b2MU-46cH
tch_20220802-183429_27,53845659-74be-4e18-8e8c-2c782b805f83,std_1659628738023_127,nT2V-rU7T
tch_20220802-183429_30,6067e758-481f-45d9-a4e5-0d313159f117,std_1659628743408_130,7T6o-4CW4
tch_20220802-183429_26,cbfb59e7-4e17-4bb5-a4f6-8cc0479e1397,std_1659628742413_126,Qi6E-7QEi
tch_20220802-183429_33,2e0c9237-bbad-459b-9a8e-f2f665fecb90,std_1659628742633_133,cVP4-62KN
tch_20220802-183429_28,e485479f-f098-4ff1-b305-e966ff6720ab,std_1659628745622_128,E3oj-2t4M
tch_20220802-183429_25,b90f8bd0-ace0-4829-a988-58b85dc3d058,std_1659628743493_125,u7iL-rmp4
tch_20220802-183429_34,162a14f1-d86a-4d7b-b299-46e3f235b71a,std_1659628752639_134,PFnx-Ka98
tch_20220802-183429_29,ad4db6de-e1f5-4b20-9100-f4f0c577bd63,std_1659628758455_129,QhYz-46u8
tch_20220802-183429_31,7efe7f4f-df4f-43a0-bbc1-a1b2b7c4f8c2,std_1659628754109_131,ekdu-2Eea
tch_20220802-183429_35,f9b4b3de-b3d3-4c15-a587-8d669ce6e974,std_1659628762645_135,6o3b-2aT3
tch_20220802-183429_32,a40df666-a841-46b5-9214-63f30060473e,std_1659628758233_132,8hDV-wD2M
tch_20220802-183429_27,a66d9f4f-f761-4c2e-b3a6-2f77a30cec0c,std_1659628762658_127,nT2V-rU7T
tch_20220802-183429_30,9171650c-3b0c-4dc2-9ade-2507d7919ac2,std_1659628767103_130,7T6o-4CW4
tch_20220802-183429_33,e215ea10-6a37-471c-8a5c-6d5daf818f4b,std_1659628769162_133,cVP4-62KN
tch_20220802-183429_28,c1d90cfc-6991-4893-be28-a1f8c3a6740c,std_1659628771026_128,E3oj-2t4M
tch_20220802-183429_36,a6cbb3a6-fe08-4f24-80f5-ad77dca0acd9,std_1659628772649_136,MXHG-VFu6
tch_20220802-183429_29,b5bc6ebf-1d14-4d9b-8330-e693eb2cb4f0,std_1659628781004_129,QhYz-46u8
tch_20220802-183429_34,f417201a-a8df-4565-8692-26a21292651c,std_1659628780533_134,PFnx-Ka98
tch_20220802-183429_37,57cb9561-8051-4ece-849e-a6240d7819f5,std_1659628782655_137,QPDq-KGmX
tch_20220802-183429_31,a98090c1-9325-49f2-9f22-6d58a2491195,std_1659628784292_131,ekdu-2Eea
tch_20220802-183429_30,c2bcdb07-eae1-4768-a96d-34099c5f534b,std_1659628789982_130,7T6o-4CW4
tch_20220802-183429_32,7a58f4ff-99c7-4f88-acbf-c1f3fab26748,std_1659628789284_132,8hDV-wD2M
tch_20220802-183429_35,388617ad-0cd7-4b40-9f61-422199df3cf3,std_1659628786974_135,6o3b-2aT3
tch_20220802-183429_38,b537d4cb-873a-4fa1-addb-8f9b2ee62233,std_1659628792660_138,Qpit-32ov
tch_20220802-183429_33,bb6d72f5-e821-4890-8d17-d5b73617407c,std_1659628796420_133,cVP4-62KN
tch_20220802-183429_39,fe764c37-0962-4ebd-9579-9054ec950732,std_1659628802667_139,B9k7-EVQ3
tch_20220802-183429_36,77c37dd6-a2f0-4963-9f8f-c368b6cc386c,std_1659628800176_136,MXHG-VFu6
tch_20220802-183429_34,6af68982-4466-42b8-8340-e70567f4d03c,std_1659628807254_134,PFnx-Ka98
tch_20220802-183429_31,ccc4e2fe-e623-4fab-a4a5-b76200df4d2f,std_1659628812101_131,ekdu-2Eea
tch_20220802-183429_40,6e0a5049-1c21-41e5-a29f-772aa07e3e56,std_1659628812672_140,Uc3Y-7p7i
tch_20220802-183429_32,28b52a9d-5120-4fa2-a762-59f32980a1a3,std_1659628815704_132,8hDV-wD2M
tch_20220802-183429_37,010b1f49-0a3c-4304-bda0-52bc59672517,std_1659628811314_137,QPDq-KGmX
tch_20220802-183429_35,b16d2a55-0ef7-46d0-81df-2fc6e7eeecec,std_1659628816422_135,6o3b-2aT3
tch_20220802-183429_38,ad27958e-e519-4b4c-b777-d38dd7b737cb,std_1659628820776_138,Qpit-32ov
tch_20220802-183429_33,4a82bca3-30e5-4c8c-bf09-25a051b79e58,std_1659628823867_133,cVP4-62KN
tch_20220802-183429_41,cff6db2f-db8c-4915-a6b3-5d1f0e19f721,std_1659628822677_141,849V-7erx
tch_20220802-183429_36,93aa2283-ff70-4ef0-aa42-53c5534da554,std_1659628828716_136,MXHG-VFu6
tch_20220802-183429_39,ca0a1e84-40cf-4b88-b5f1-1b57db70c349,std_1659628828647_139,B9k7-EVQ3
tch_20220802-183429_40,efbbbff8-13e8-460e-962f-b57848d273ea,std_1659628837715_140,Uc3Y-7p7i
tch_20220802-183429_42,e53b9bb0-09ff-4dfb-877e-f2b87c8a8926,std_1659628832683_142,bG3E-DT8E
tch_20220802-183429_34,d3ae6454-bfbd-45e6-895a-bb5ccfa18256,std_1659628834838_134,PFnx-Ka98
tch_20220802-183429_37,31edf919-32ed-4e10-b4bd-4e32e87a0c34,std_1659628840992_137,QPDq-KGmX
tch_20220802-183429_43,f50430dd-ccba-4475-b71b-e864f21c582c,std_1659628842688_143,XwXz-4Lsk
tch_20220802-183429_35,484df0c7-4319-46f0-b363-57a60433f7b0,std_1659628842767_135,6o3b-2aT3
tch_20220802-183429_38,e6a88b60-0fd7-495b-a1b9-d30d456c05be,std_1659628849261_138,Qpit-32ov
tch_20220802-183429_44,7782edff-a5af-4c5e-9dbb-20e08f7fa08a,std_1659628852694_144,bWAe-sR4N
tch_20220802-183429_41,a374c887-8e11-4ec8-bddc-554a71a3f5bd,std_1659628852762_141,849V-7erx
tch_20220802-183429_40,97217efa-ef33-4e73-86a1-2eb3e4c80d95,std_1659628860078_140,Uc3Y-7p7i
tch_20220802-183429_39,a9954c6b-059d-47db-8f2f-c179440772d5,std_1659628857750_139,B9k7-EVQ3
tch_20220802-183429_36,03024292-02e7-4b9d-9caa-55313087aa22,std_1659628854595_136,MXHG-VFu6
tch_20220802-183429_42,f93dd5a9-8bf6-4427-81cc-fa53a4a11b23,std_1659628862075_142,bG3E-DT8E
tch_20220802-183429_45,6590e09c-264a-45ce-9e1a-7307e9c49682,std_1659628862699_145,sXr8-fFXR
tch_20220802-183429_37,e9347470-a3bd-4f4b-ba92-1497b77faa37,std_1659628867450_137,QPDq-KGmX
tch_20220802-183429_46,6a64b225-455c-44fa-a052-769878b38b64,std_1659628872704_146,8x4j-qz6r
tch_20220802-183429_43,a30ad8c2-e3fd-47fc-86b5-4b790b5f55be,std_1659628868392_143,XwXz-4Lsk
tch_20220802-183429_38,d84991fc-0995-45e6-aec6-ef83ddb5436b,std_1659628874521_138,Qpit-32ov
tch_20220802-183429_44,e8727327-f71c-461d-bd5b-dd6f04805341,std_1659628879398_144,bWAe-sR4N
tch_20220802-183429_40,045aa286-9e1f-46c4-9830-9260506b816e,std_1659628885160_140,Uc3Y-7p7i
tch_20220802-183429_39,66d9e4a3-6508-47ae-b4cb-8858fa097832,std_1659628885299_139,B9k7-EVQ3
tch_20220802-183429_41,c181177c-2b02-48ef-b1dd-efae392664d7,std_1659628882389_141,849V-7erx
tch_20220802-183429_47,411142cd-8d7c-4581-a0e9-a3b67d9d4547,std_1659628882710_147,GjAw-D6Ez
tch_20220802-183429_42,4fb46fb2-2f16-4fe2-9ce9-b562c381f43f,std_1659628887546_142,bG3E-DT8E
tch_20220802-183429_45,da1ba8c3-729b-41e9-84a7-5551494485ae,std_1659628889362_145,sXr8-fFXR
tch_20220802-183429_48,e759c340-b384-4889-be1f-7363e07bb9a5,std_1659628892715_148,eLds-c6jk
tch_20220802-183429_46,558fa5ed-8bb2-47fd-bb75-2f205245a08b,std_1659628896451_146,8x4j-qz6r
tch_20220802-183429_43,c7ae2064-e2a7-4e1a-aded-e4d375ac65c7,std_1659628897546_143,XwXz-4Lsk
tch_20220802-183429_49,d1934d98-9ff5-48d6-bba4-9690cc8a896d,std_1659628902720_149,2Q3H-4r3y
tch_20220802-183429_44,0549f7dd-4a42-4f31-bd9e-8b43c6ae51c2,std_1659628909190_144,bWAe-sR4N
tch_20220802-183429_41,0678d72d-4d0b-4f3f-a852-ab1355a51a0e,std_1659628911932_141,849V-7erx
tch_20220802-183429_50,36a18b04-8bbd-476f-8b07-86fb06def4df,std_1659628912726_150,Djvw-8kKq
tch_20220802-183429_42,0d27848f-013f-45e3-ad6e-cb897f883dec,std_1659628915756_142,bG3E-DT8E
tch_20220802-183429_45,ea54597d-37af-408e-a47e-d61a0cc4bd82,std_1659628915913_145,sXr8-fFXR
tch_20220802-183429_47,61b634d4-b917-4482-97fd-6714928de037,std_1659628913961_147,GjAw-D6Ez
tch_20220802-183429_48,6aac6329-1bb4-432a-bc82-2972729c5ed7,std_1659628917594_148,eLds-c6jk
tch_20220802-183429_51,7742e332-22be-4d3b-ab8a-d55e0e06063a,std_1659628922730_151,rbwr-VXr8
tch_20220802-183429_46,9c806965-6545-4e8d-87c0-aa96cb975ef2,std_1659628922524_146,8x4j-qz6r
tch_20220802-183429_49,1e8fd0d5-2112-4c29-b90a-a7e1d15845ef,std_1659628928816_149,2Q3H-4r3y
tch_20220802-183429_43,03d4ca0d-b16a-4e7a-b50a-559cd5e04440,std_1659628926609_143,XwXz-4Lsk
tch_20220802-183429_44,e8fec86a-af8e-4057-8b11-25754218aaba,std_1659628932375_144,bWAe-sR4N
tch_20220802-183429_52,1f86a117-f821-4978-9be7-e602af1a99bc,std_1659628932735_152,E2ix-kAEg
tch_20220802-183429_47,656d974c-672e-41d9-923a-de6308cee991,std_1659628942412_147,GjAw-D6Ez
tch_20220802-183429_50,7f475018-76d8-423c-af63-4795575fc346,std_1659628937317_150,Djvw-8kKq
tch_20220802-183429_53,237f451d-e768-4aa2-abbc-e87812babef0,std_1659628942742_153,jzr4-3zTn
tch_20220802-183429_45,7987d223-a092-4aa8-9875-39a3b834c2fa,std_1659628941880_145,sXr8-fFXR
tch_20220802-183429_48,de85d1aa-c63f-428c-abeb-4e28e55c3098,std_1659628945925_148,eLds-c6jk
tch_20220802-183429_51,694d76a1-f077-486e-a28c-ccb86e98ad28,std_1659628949303_151,rbwr-VXr8
tch_20220802-183429_46,0ef37cfc-fa7d-4008-bc92-28e9fa3aed0e,std_1659628950706_146,8x4j-qz6r
tch_20220802-183429_49,07a6fb5c-e9ea-4c84-8fe3-7902eab0bf5b,std_1659628953252_149,2Q3H-4r3y
tch_20220802-183429_54,fb7d61eb-c20d-4022-8f39-7b2835c996e5,std_1659628952746_154,jZ6L-T7YN
tch_20220802-183429_52,2c2261bd-94ee-49b0-944f-cc8ed39b2dca,std_1659628962521_152,E2ix-kAEg
tch_20220802-183429_47,bcfac41e-1a90-469c-a7df-d9e70237f4c4,std_1659628964872_147,GjAw-D6Ez
tch_20220802-183429_55,4dd53d31-2fe1-42a8-896e-5473ce0a1109,std_1659628962752_155,FybX-Do2C
tch_20220802-183429_50,6c755fda-ac73-4c1a-a7e8-fa18bf91e64b,std_1659628966230_150,Djvw-8kKq
tch_20220802-183429_48,a56fcdc1-d28f-476d-9afb-5bbb756bd06e,std_1659628973702_148,eLds-c6jk
tch_20220802-183429_53,aca458d0-d652-4a5c-ba4f-d8de90b8cb20,std_1659628971343_153,jzr4-3zTn
tch_20220802-183429_56,cf1ecb09-2d0f-42a6-8113-3797abcfcbe3,std_1659628972757_156,v9Zu-VWT3
tch_20220802-183429_51,fdc2ad4d-1dbe-4620-8bf1-1dfdfbe841e2,std_1659628975763_151,rbwr-VXr8
tch_20220802-183429_49,7d895879-a09c-4051-bb75-8798057e2eae,std_1659628979152_149,2Q3H-4r3y
tch_20220802-183429_54,650ef99f-d4af-4b1f-85f7-592920e8f82c,std_1659628979730_154,jZ6L-T7YN
tch_20220802-183429_57,7fc0ea40-0adf-42a2-bbbe-a02c94f00fd2,std_1659628982763_157,xaP3-yvUH
tch_20220802-183429_52,8a4c09aa-019b-4b77-b4db-f1a048d0d2a1,std_1659628988133_152,E2ix-kAEg
tch_20220802-183429_55,f88f130c-97dd-4fc8-94b1-c3aea4a74bfd,std_1659628990032_155,FybX-Do2C
tch_20220802-183429_58,0051b304-2194-431f-be70-890abf642d88,std_1659628992769_158,mXwv-xseh
tch_20220802-183429_50,f6f689a0-5926-4021-ad77-65b6c67328d5,std_1659628995452_150,Djvw-8kKq
tch_20220802-183429_56,86f9fa72-4933-46ad-b999-e53e59b8621e,std_1659628998981_156,v9Zu-VWT3
tch_20220802-183429_59,ebef03a8-af62-4756-9b87-ca6d51037fa0,std_1659629002774_159,f2UN-ijFQ
tch_20220802-183429_53,d8aaeec4-8230-4722-b651-be86cfc34a57,std_1659628997840_153,jzr4-3zTn
tch_20220802-183429_51,091bcc01-6533-43ee-a049-30402d9c5f27,std_1659629002589_151,rbwr-VXr8
tch_20220802-183429_57,131dff25-2329-4fed-8d32-6485d74f4d7c,std_1659629009007_157,xaP3-yvUH
tch_20220802-183429_54,17dcbbc2-8c18-4109-a635-d05bee2ca510,std_1659629007576_154,jZ6L-T7YN
tch_20220802-183429_52,d1ec3a34-c1a0-423c-91b6-06542f9a5d63,std_1659629013425_152,E2ix-kAEg
tch_20220802-183429_60,899d2ab5-c892-4ecd-a0cd-80b71775e0d8,std_1659629012779_160,PZg9-XoR7
tch_20220802-183429_55,38084485-10b5-4754-8a6b-89e7d15ce810,std_1659629014057_155,FybX-Do2C
tch_20220802-183429_58,6da86b64-5db6-4f7e-a0de-ff015c1b780c,std_1659629018305_158,mXwv-xseh
tch_20220802-183429_61,0975a311-6665-4d57-a16e-9a5ed95a545f,std_1659629022784_161,zyKJ-Pf94
tch_20220802-183429_56,c56a7af3-2bad-47f8-b2a1-e77e2b15359f,std_1659629023901_156,v9Zu-VWT3
tch_20220802-183429_53,20365168-6571-4c05-a171-7d04223107a7,std_1659629027093_153,jzr4-3zTn
tch_20220802-183429_59,9b202194-9181-414c-a25c-18bc0b87e16f,std_1659629025148_159,f2UN-ijFQ
tch_20220802-183429_54,25b93a7e-ca2e-44f3-9a9d-975ca3263e67,std_1659629034083_154,jZ6L-T7YN
tch_20220802-183429_57,ac9eb17b-4af9-43fc-84e6-460fec9d7ddd,std_1659629034014_157,xaP3-yvUH
tch_20220802-183429_62,e5c723c3-97f3-4e51-90fa-c2c78748c485,std_1659629032789_162,K7nm-8gaU
tch_20220802-183429_60,163ea808-1c7b-4c3f-b279-7b4a55387d3c,std_1659629039977_160,PZg9-XoR7
tch_20220802-183429_55,92756c8d-d6ee-4433-9eb3-a9d8e8a24319,std_1659629040673_155,FybX-Do2C
tch_20220802-183429_63,accc8c1f-c555-4487-b956-7a0846dfcfeb,std_1659629042794_163,TGHF-CKX8
tch_20220802-183429_58,93e122a6-bfa5-4138-90c6-7d8cee13c2ba,std_1659629046682_158,mXwv-xseh
tch_20220802-183429_61,5d2f6fbd-3ca2-4476-8462-63fe41e6d9e6,std_1659629048283_161,zyKJ-Pf94
tch_20220802-183429_56,f715cb50-0b65-41de-b7fc-16831617a35c,std_1659629051351_156,v9Zu-VWT3
tch_20220802-183429_64,48ee3461-148c-4c93-94e5-d2f09cde2706,std_1659629052799_164,497N-2WtA
tch_20220802-183429_59,15b05e3e-c4b1-4022-ad31-b68016d38441,std_1659629052729_159,f2UN-ijFQ
tch_20220802-183429_62,35bc250a-56d8-46b2-90bd-ab0910420e7b,std_1659629060977_162,K7nm-8gaU
tch_20220802-183429_57,d5af996d-40f3-498c-803a-67801f4479eb,std_1659629060864_157,xaP3-yvUH
tch_20220802-183429_65,24c7bb03-0040-47d7-94ab-ccbab0016ee6,std_1659629062806_165,dkQx-84cA
tch_20220802-183429_63,e95c6535-372e-400e-a48b-b7f4cb0bd103,std_1659629069120_163,TGHF-CKX8
tch_20220802-183429_60,14db1eb7-4169-4259-ae0a-3a57b4cf4c42,std_1659629066702_160,PZg9-XoR7
tch_20220802-183429_66,d502451a-b2b2-4a51-8e8e-e614e630a9a4,std_1659629072810_166,9iU9-8ACd
tch_20220802-183429_58,07d83ea7-d126-45ad-9eda-8469a0e4e110,std_1659629069975_158,mXwv-xseh
tch_20220802-183429_64,b372e839-1f90-4860-b858-3142d4dd0ec7,std_1659629080083_164,497N-2WtA
tch_20220802-183429_61,e6bcd993-6cee-4282-aef2-9aa824630940,std_1659629076827_161,zyKJ-Pf94
tch_20220802-183429_67,3f487294-b55c-4e88-9e13-0d94dd38f72e,std_1659629082815_167,P4bP-79Ws
tch_20220802-183429_59,8bab7b09-0043-4833-b11f-337aa1c42818,std_1659629080119_159,f2UN-ijFQ
tch_20220802-183429_62,4b5b5dec-f569-41db-a322-adfd4aaededf,std_1659629083985_162,K7nm-8gaU
tch_20220802-183429_65,30c0514c-d9bd-4c3a-a0bb-605bedfaf5f0,std_1659629094262_165,dkQx-84cA
tch_20220802-183429_68,fd264b5e-3c66-4ed1-800f-505f19f23252,std_1659629092821_168,x9WE-7J6H
tch_20220802-183429_63,ef856daa-4114-4442-bad1-1dfac9ab5073,std_1659629094573_163,TGHF-CKX8
tch_20220802-183429_66,1d332681-814a-47f5-9951-c65d2bce7d0a,std_1659629096194_166,9iU9-8ACd
tch_20220802-183429_60,8506f61b-c2db-4d9b-8167-de93ae6f22a7,std_1659629095553_160,PZg9-XoR7
tch_20220802-183429_69,9bbb291b-4b75-475a-880b-22991e8aecdf,std_1659629102826_169,4tQx-Z4Eo
tch_20220802-183429_64,f08ba67d-c1d0-4024-8ede-8b284bb67cf6,std_1659629103398_164,497N-2WtA
tch_20220802-183429_61,194dc9f4-04df-41d9-8aca-416dd3dadbb3,std_1659629104042_161,zyKJ-Pf94
tch_20220802-183429_67,9a0c4614-9eea-4635-a0f3-c04584787927,std_1659629106149_167,P4bP-79Ws
tch_20220802-183429_62,b71586c4-a732-4f33-9a10-c25f5b60e76d,std_1659629110206_162,K7nm-8gaU
tch_20220802-183429_70,bafe2f70-d3f9-43c6-8294-00e044f4c40f,std_1659629112832_170,8H3P-fLYj
tch_20220802-183429_65,6d86cf34-f631-4dc8-bd0f-a35532a22a78,std_1659629118532_165,dkQx-84cA
tch_20220802-183429_63,fda9b725-8fdb-4f72-8f26-5145a985d59f,std_1659629121305_163,TGHF-CKX8
tch_20220802-183429_68,d30ccc21-8c05-4930-be45-9175d5a46fc6,std_1659629119090_168,x9WE-7J6H
tch_20220802-183429_71,b499b3b2-8659-4929-a54f-d75753fb18f8,std_1659629123282_171,8a9z-TB2A
tch_20220802-183429_66,4a17e96c-6b7f-4b4a-bd16-6bb31ec46509,std_1659629123050_166,9iU9-8ACd
tch_20220802-183429_64,c40eb35d-418d-42bc-83db-9a6d9ce5b59a,std_1659629131127_164,497N-2WtA
tch_20220802-183429_69,d84e1717-00f2-4d3d-9c7f-e228267bce40,std_1659629129422_169,4tQx-Z4Eo
tch_20220802-183429_67,3c700424-6f3f-46a6-a585-5b988d16b97e,std_1659629136173_167,P4bP-79Ws
tch_20220802-183429_72,a71d1e68-3041-47f8-9d60-03ed5ad7704a,std_1659629133288_172,6t7A-UKfB
tch_20220802-183429_70,8e9b1fea-4cea-4b1e-8d9b-519ae6c4ff48,std_1659629137544_170,8H3P-fLYj
tch_20220802-183429_65,e26d973f-705c-4b01-9718-fe9add5d451d,std_1659629143037_165,dkQx-84cA
tch_20220802-183429_73,0dbadd0e-361f-443f-bce5-de226208493a,std_1659629143298_173,y39f-h3XA
tch_20220802-183429_68,f2e6e2ee-8d51-4f52-97e8-48a184925283,std_1659629147459_168,x9WE-7J6H
tch_20220802-183429_74,3f58f21e-85a7-4521-9d25-f3a97b27df00,std_1659629153303_174,bjbc-76YP
tch_20220802-183429_71,4e390237-a651-480b-8151-64d14af14416,std_1659629151496_171,8a9z-TB2A
tch_20220802-183429_66,e351a55f-0401-40f5-b025-c06937111f0a,std_1659629153670_166,9iU9-8ACd
tch_20220802-183429_69,51ceed7e-e16f-41a4-ad7d-b8c2a71438f6,std_1659629157825_169,4tQx-Z4Eo
tch_20220802-183429_72,e2f56797-2cca-42c7-a8ae-b7ca486bbcf8,std_1659629163165_172,6t7A-UKfB
tch_20220802-183429_67,7b05e87a-dcad-4986-8c5c-d3de6420beeb,std_1659629161671_167,P4bP-79Ws
tch_20220802-183429_75,ec74fadf-049d-426b-acb4-aadb1c0438ea,std_1659629163309_175,g684-R9cw
tch_20220802-183429_70,77601c63-2da8-44d7-962e-03e58f37a2a4,std_1659629168206_170,8H3P-fLYj
tch_20220802-183429_73,57441e65-d3f8-4330-8b38-43525298e44d,std_1659629169133_173,y39f-h3XA
tch_20220802-183429_76,3e47e2f7-85bd-49fc-b039-3256aa6ae1b9,std_1659629173315_176,4M7B-tQqV
tch_20220802-183429_68,3a128598-6154-4a48-9eea-bbaad858fcb9,std_1659629173993_168,x9WE-7J6H
tch_20220802-183429_71,5120e0fc-91b6-41b0-a7d6-67d041e51fcb,std_1659629180145_171,8a9z-TB2A
tch_20220802-183429_74,c3ac11e1-e64c-498d-af36-f0c6c97033b2,std_1659629178706_174,bjbc-76YP
tch_20220802-183429_77,eb154268-838c-44ff-b6c7-c921c9ca6bcd,std_1659629183321_177,z7XQ-xzyC
tch_20220802-183429_72,7eb41659-24a1-48a3-9111-bde296b09b9c,std_1659629186925_172,6t7A-UKfB
tch_20220802-183429_69,a3c83058-2902-450a-9640-4e989a9a3343,std_1659629186314_169,4tQx-Z4Eo
tch_20220802-183429_75,b374c6f1-d52b-4b64-91fa-5b0d55309e67,std_1659629188922_175,g684-R9cw
tch_20220802-183429_78,8586f683-f9a8-444d-ae34-e1c9c93180c5,std_1659629193326_178,9rhp-YxZ7
tch_20220802-183429_70,bfecc864-57e5-446b-aa8f-96cf74344279,std_1659629194784_170,8H3P-fLYj
tch_20220802-183429_73,bfe6988c-6f01-479a-b180-3943cd6bcc14,std_1659629197078_173,y39f-h3XA
tch_20220802-183429_76,6298a51a-f5fb-4737-bc27-580a1e858fd4,std_1659629198334_176,4M7B-tQqV
tch_20220802-183429_79,9641669f-c952-4270-b526-ecc11bc4ff73,std_1659629203333_179,2qJq-TYRa
tch_20220802-183429_71,88357941-906f-4778-8608-f8df4a1efc36,std_1659629206980_171,8a9z-TB2A
tch_20220802-183429_74,af8475c1-4c29-4bb4-bb3f-2c3b5998fc2b,std_1659629207937_174,bjbc-76YP
tch_20220802-183429_77,12fcbefe-41c6-458d-86ff-a10e060d5d5c,std_1659629209618_177,z7XQ-xzyC
tch_20220802-183429_72,aac2b31a-8ed6-4e95-a5c3-38c487914a92,std_1659629213296_172,6t7A-UKfB
tch_20220802-183429_75,8a154df9-9cbc-4181-be9b-bca31c831aa1,std_1659629216642_175,g684-R9cw
tch_20220802-183429_80,de7046f7-adbf-4977-ae94-0089ad7e22b3,std_1659629213338_180,7URT-jAFU
tch_20220802-183429_78,46717a82-4144-4a12-8c3b-f6a5c9196f3e,std_1659629222124_178,9rhp-YxZ7
tch_20220802-183429_76,8d10b99d-fe9b-470f-9fc2-46601181b0aa,std_1659629227463_176,4M7B-tQqV
tch_20220802-183429_81,cd2228ed-f599-4ed6-b897-14ad1a1bd21a,std_1659629223344_181,WB2H-f978
tch_20220802-183429_73,40f55ca5-6ba8-428a-9619-255d8c6da7ce,std_1659629224782_173,y39f-h3XA
tch_20220802-183429_79,dbade727-3dba-4302-849f-10ced07f3964,std_1659629230160_179,2qJq-TYRa
tch_20220802-183429_82,1f1f1de4-d0e7-43ac-9129-d312a5118786,std_1659629233350_182,2JmJ-Q9mU
tch_20220802-183429_77,6db95045-bcfd-420c-9b13-88179cd7084b,std_1659629236777_177,z7XQ-xzyC
tch_20220802-183429_74,448351d1-4016-454c-b8fc-7200d1861fb4,std_1659629234087_174,bjbc-76YP
tch_20220802-183429_75,9ce4d4ac-d4f2-4ea0-a1f7-28d21f5d53e2,std_1659629243512_175,g684-R9cw
tch_20220802-183429_83,2926774c-f794-45ef-abe3-4750bca78945,std_1659629243355_183,7gXZ-386D
tch_20220802-183429_80,a25b9c66-f9ba-4e79-bcb9-744424a356f4,std_1659629244439_180,7URT-jAFU
tch_20220802-183429_78,9e8ace6d-1cd0-4fc8-81af-fe6765dc3f1e,std_1659629246900_178,9rhp-YxZ7
tch_20220802-183429_81,6d3422b2-fddb-4914-a4cb-8c01d5c93693,std_1659629251889_181,WB2H-f978
tch_20220802-183429_76,20cc3c2d-bc01-480a-8d23-9fa604e9bf57,std_1659629251109_176,4M7B-tQqV
tch_20220802-183429_84,160e919e-5fb7-4ceb-8814-81d8b4c6a3b1,std_1659629253361_184,7tsK-7ZnR
tch_20220802-183429_82,33a7a247-254d-400c-a917-968c8d99da21,std_1659629257055_182,2JmJ-Q9mU
tch_20220802-183429_77,d339c155-ed1e-4ca3-9264-a2d23e66f239,std_1659629259275_177,z7XQ-xzyC
tch_20220802-183429_79,981832b6-452f-42ff-8dfa-2e14c9b6d888,std_1659629254450_179,2qJq-TYRa
tch_20220802-183429_85,2aba1068-89c9-40bd-86fc-e7f97d87c827,std_1659629263365_185,KJeR-24ji
tch_20220802-183429_80,9a9c5200-2836-43f7-864e-e1ce3fdcb939,std_1659629274867_180,7URT-jAFU
tch_20220802-183429_83,973f7ae2-0821-4877-a0f5-155a9458695f,std_1659629273479_183,7gXZ-386D
tch_20220802-183429_86,04b44a99-a0e0-4444-b893-5469b34c2f01,std_1659629273370_186,TBWZ-of8v
tch_20220802-183429_78,76df1c6e-6c7d-46a9-ad77-4fafda6c3569,std_1659629275452_178,9rhp-YxZ7
tch_20220802-183429_87,3db51e73-73a6-46ad-9666-f9cbf937c501,std_1659629283377_187,jAFk-W7UD
tch_20220802-183429_84,de3764f1-0d44-4fa2-8c3f-7773f1f967e2,std_1659629280129_184,7tsK-7ZnR
tch_20220802-183429_81,245d9eb3-ef11-4fda-b51c-3400fe40bf83,std_1659629278402_181,WB2H-f978
tch_20220802-183429_82,23590bf1-34b8-47e9-aaea-e8737a986c61,std_1659629283301_182,2JmJ-Q9mU
tch_20220802-183429_79,b7ecc5fc-f9e6-4017-a1bb-3300a166fafe,std_1659629284693_179,2qJq-TYRa
tch_20220802-183429_85,e4a27759-66ec-45cc-a230-f6a59d1f9b87,std_1659629290111_185,KJeR-24ji
tch_20220802-183429_88,b47c24b6-7f61-4147-961b-403077f3b6e2,std_1659629293382_188,W7Q7-YaNo
tch_20220802-183429_83,74d905cb-567d-460d-80db-68f744c23f0d,std_1659629299156_183,7gXZ-386D
tch_20220802-183429_86,262513f3-d207-4caa-8ee6-3bf0eba90fd4,std_1659629299991_186,TBWZ-of8v
tch_20220802-183429_80,b9790aec-5f5e-4c7f-b167-0d0445a353b4,std_1659629298776_180,7URT-jAFU
tch_20220802-183429_84,25272b73-1822-4f9f-9970-5c9eae7016c8,std_1659629306862_184,7tsK-7ZnR
tch_20220802-183429_81,504800c0-2830-408c-8170-ec6c8eee5cca,std_1659629307087_181,WB2H-f978
tch_20220802-183429_89,d159e469-badd-43a9-9b44-a5836746763e,std_1659629303388_189,6re8-3yRb
tch_20220802-183429_87,1d3b6b20-d7ef-44ef-964c-963441ce4bac,std_1659629306708_187,jAFk-W7UD
