stdextid,groupid,tchextid
std_1659443270082_95,6dfbdc66-5a39-4406-a559-399f00d1bf28,tch_20220802-161405_95
std_1659443053091_96,bb55e10f-c008-4297-87bf-760db56b46d5,tch_20220802-161405_96
std_1659443187576_96,4d56d228-93e6-4e84-a5a9-fb6c38650bce,tch_20220802-161405_96
std_1659443329947_96,14f5a662-aaec-4d7d-aebf-142f588137a4,tch_20220802-161405_96
std_1659443117685_97,999e48f9-3784-4f85-9e71-d8a0ba0d348f,tch_20220802-161405_97
std_1659443251999_97,bdd6cae2-ee97-4dfb-a5d2-59dd79b7e4c9,tch_20220802-161405_97
std_1659443175613_98,09dc8c89-15f9-448b-a334-c2e94b01f995,tch_20220802-161405_98
std_1659443385374_97,a08708f2-8383-4290-ac8e-cfaa8414ec38,tch_20220802-161405_97
std_1659443306664_98,c4ab75d3-cd06-402e-a42b-4d39b6e6d22f,tch_20220802-161405_98
std_1659443432196_98,dde1ede3-3ca6-4bc9-8513-58ef5646b2f5,tch_20220802-161405_98
std_1659443251155_99,cb51dfda-ef7b-4e8a-acd4-9cddd61bc601,tch_20220802-161405_99
std_1659443384671_99,866198d8-33ac-46d8-8106-c10d24f10daa,tch_20220802-161405_99
std_1659443295777_100,aa908b60-29df-482f-a84b-e79ec0bb3876,tch_20220802-161405_100
std_1659443518433_99,1f480e6f-acf2-4cc0-81b8-59ff1e1bc01d,tch_20220802-161405_99
std_1659443430679_100,92d21395-ce82-4bb3-868e-a90492244bf9,tch_20220802-161405_100
std_1659443569647_100,3c0bc0c4-776f-433b-98dc-f2291c4649a6,tch_20220802-161405_100
std_1659445664129_1,bdabda31-d4e5-427f-987d-62991aa089a3,tch_20220802-183429_1
std_1659445792762_1,43a7cceb-8795-44b9-a187-84397d510aa1,tch_20220802-183429_1
std_1659445712354_2,fa92c106-b0d9-4fc4-b72a-a1c4499347a3,tch_20220802-183429_2
std_1659445924420_1,fed5c0b2-e7e8-480c-bbbe-44ca266681df,tch_20220802-183429_1
std_1659445837828_2,5623825b-0bcf-4e44-9ac9-1461cfdbc84e,tch_20220802-183429_2
std_1659445969753_2,57797b3d-e188-4c0d-8d97-2b14628e313b,tch_20220802-183429_2
std_1659445781521_3,b5676d33-1481-42a1-8762-51d525e7ce7e,tch_20220802-183429_3
std_1659445912039_3,4de90657-a3bf-42b1-9105-46f192c1091a,tch_20220802-183429_3
std_1659445826809_4,3dff7870-a3f0-4f0b-b29c-4a4c78bd0221,tch_20220802-183429_4
std_1659446052910_3,1ff4cf15-8de7-4e6e-b64f-41bd25785c65,tch_20220802-183429_3
std_1659445952827_4,53279b90-1692-48c2-9ccd-8eeb7818d81e,tch_20220802-183429_4
std_1659446089995_4,b331279b-1b89-468d-849e-8bc4e7fd1463,tch_20220802-183429_4
std_1659445890462_5,25fa3cb1-273a-4185-b634-ca66e833562a,tch_20220802-183429_5
std_1659446023590_5,6ead15aa-e7b5-4112-a606-8a8f0ea64c52,tch_20220802-183429_5
std_1659446163425_5,e36dfab6-c849-4178-8dc5-6ca897473f91,tch_20220802-183429_5
std_1659445949793_6,9d167c78-c0d6-43b5-b558-cec965d536c2,tch_20220802-183429_6
std_1659446089759_6,da201b5f-4bc6-430e-9286-eb2a7bddf7ce,tch_20220802-183429_6
std_1659446232307_6,1490c57e-8d5d-4000-90b1-5700df9e93fb,tch_20220802-183429_6
std_1659446016978_7,1949714b-987e-41f1-a369-76a99d80ee16,tch_20220802-183429_7
std_1659446157556_7,510b904b-0868-4f56-9bf1-e096fae97e52,tch_20220802-183429_7
std_1659446293263_7,f996109b-2cb0-4140-9d17-14573bd70178,tch_20220802-183429_7
std_1659446084420_8,99f198b6-3209-42d9-b700-1ed86075c684,tch_20220802-183429_8
std_1659446212209_8,cf0c549d-9815-4938-864a-680b35d4f2b5,tch_20220802-183429_8
std_1659446341922_8,3becf902-57f5-4134-86a9-5feb98d2fe11,tch_20220802-183429_8
std_1659446142466_9,54732d2d-0a19-44af-8304-64460ef5f61c,tch_20220802-183429_9
std_1659446269391_9,592376e1-6a9e-44fc-9043-7ff1b038a6ed,tch_20220802-183429_9
std_1659446400968_9,3c633d8e-2e28-473f-bf24-1a3f90d2dbb8,tch_20220802-183429_9
std_1659446212057_10,4b27a593-f287-4d8c-a5c9-18763a98b01c,tch_20220802-183429_10
std_1659446347854_10,25962b7c-553b-4aa4-a290-8d25c987e129,tch_20220802-183429_10
std_1659446250411_11,926100f0-2e5b-4610-8f7b-148c8e36bd1c,tch_20220802-183429_11
std_1659446472626_10,cf5eca46-f057-41d6-84fd-f924b30343ab,tch_20220802-183429_10
std_1659446377176_11,46ee9639-9d1e-4b7e-bfd8-746358709069,tch_20220802-183429_11
std_1659446505981_11,8bead4b1-05cd-4835-91ba-4466aff30f7e,tch_20220802-183429_11
std_1659446320614_12,02594b21-fe61-40a3-9d8c-52d54f263e5d,tch_20220802-183429_12
std_1659446457616_12,fa842221-e062-4cd7-b1a9-10f726df6455,tch_20220802-183429_12
std_1659446587199_12,b3b7ca26-c935-468f-8ec9-fbda700542a6,tch_20220802-183429_12
std_1659446382155_13,0459758a-5cd0-41bb-a3ac-142bc640235e,tch_20220802-183429_13
std_1659446508673_13,a23d17e4-c16b-4bb0-afc7-fe42516b89a1,tch_20220802-183429_13
std_1659446641792_13,b0d95952-53bd-4e5a-a59b-ed0b87a187dc,tch_20220802-183429_13
std_1659446449166_14,f47d7e74-7f49-4d16-96b2-bfc2f412c6db,tch_20220802-183429_14
std_1659446584367_14,35c8a100-f898-4fcf-b7e1-c4c38aea8f1a,tch_20220802-183429_14
std_1659446717554_14,36c67b94-8bb1-4eaf-97b3-bd2ce1367caf,tch_20220802-183429_14
std_1659446508007_15,077f054f-9dde-4adf-9eaa-1ab4453f8aeb,tch_20220802-183429_15
std_1659446640543_15,cb99cfc9-e22a-4b96-8b63-1856ef6cc032,tch_20220802-183429_15
std_1659446764434_15,6ac7f9d8-3771-473a-bbf9-337f9ef54a46,tch_20220802-183429_15
std_1659446560891_16,cc24d46d-cbca-4954-baa5-d0af6794cf53,tch_20220802-183429_16
std_1659446695324_16,1a4f458f-f19f-4e4c-a9f8-fd4071d2d58f,tch_20220802-183429_16
std_1659446823174_16,f375207e-1d99-498a-99d0-47a24c501a14,tch_20220802-183429_16
std_1659446607658_17,796a8f7f-9dff-40e1-aaed-7081114e0109,tch_20220802-183429_17
std_1659446741888_17,1a8c5546-0df9-4089-826a-a31b4150a7a3,tch_20220802-183429_17
std_1659446885611_17,6ddf5c7a-a319-4e23-a71f-9a1625e9063b,tch_20220802-183429_17
std_1659446676229_18,b89b4369-8723-478f-9b39-7f7ac4964565,tch_20220802-183429_18
std_1659446802903_18,5f8e3407-cfcb-4190-a965-9e8085303358,tch_20220802-183429_18
std_1659446737721_19,5d59c9e7-c1b8-4085-a71b-401c8dedf363,tch_20220802-183429_19
std_1659446936426_18,c7c190ea-dc0b-488a-a7e4-7c1b95eb423c,tch_20220802-183429_18
std_1659446867962_19,4785b4bb-e455-4dcc-9452-22fc5fd0766a,tch_20220802-183429_19
std_1659446999361_19,5f55fa5b-8209-4419-90a1-ad614f1fd69c,tch_20220802-183429_19
std_1659446804681_20,1477affe-82a9-418c-b424-282e0a50e2d3,tch_20220802-183429_20
std_1659446942641_20,e2ea4444-398d-4cd0-b463-4550a393e717,tch_20220802-183429_20
std_1659446858674_21,c92455a3-8df7-4e3f-89c6-ac43f747b661,tch_20220802-183429_21
std_1659447071683_20,8feb5c86-1ee3-41d7-8688-d630ea20a64f,tch_20220802-183429_20
std_1659446987684_21,54abdf23-db5f-4d24-9849-5ac37e29c9ef,tch_20220802-183429_21
std_1659447117280_21,dc3363ad-1f79-42dc-94d0-b5c7f8457c7f,tch_20220802-183429_21
std_1659446915690_22,ddb11881-218f-4869-b9d3-1b82339403e9,tch_20220802-183429_22
std_1659447045766_22,975709c5-15bd-4ff3-97f8-79df0846fb66,tch_20220802-183429_22
std_1659447182781_22,ec4bc995-0503-44ed-9f9b-de59a4ee9699,tch_20220802-183429_22
std_1659446982496_23,1f90c878-19bc-4309-a498-ffe1f8e51066,tch_20220802-183429_23
std_1659447112254_23,1a1dc7f9-ea2d-42e7-8f57-159c0e073afa,tch_20220802-183429_23
std_1659447244761_23,1a99c242-c2e5-47b8-b861-927d91b39cc5,tch_20220802-183429_23
std_1659447043899_24,5642d8a3-9fe2-4a7b-843e-dc4cb601a9d9,tch_20220802-183429_24
std_1659447178767_24,4bfb57ed-52e7-4abc-a340-c42c845a6555,tch_20220802-183429_24
std_1659447099902_25,776b41c8-f296-4b10-b3a9-3c2e1c3bc19a,tch_20220802-183429_25
std_1659447317324_24,5c8e1ec4-a7a4-41b7-9e7b-3ecbc0da149e,tch_20220802-183429_24
std_1659447223989_25,3e8c23d7-aa77-4da8-8b33-d6df1c682ba8,tch_20220802-183429_25
std_1659447356709_25,bdc1d1fb-8519-4830-9c56-0d674575a75e,tch_20220802-183429_25
std_1659447150738_26,aed1f4fd-bb86-4de8-944b-6aa27148a115,tch_20220802-183429_26
std_1659447282859_26,e2f99044-787e-4820-9a51-04723d3fca1d,tch_20220802-183429_26
std_1659447210951_27,d2485fb2-0ab4-4a78-8be0-e43b48b59d95,tch_20220802-183429_27
std_1659447419902_26,7fc40905-ffdf-4eb8-816a-d357820cb955,tch_20220802-183429_26
std_1659447337952_27,b073a892-daca-44ff-814d-08a03b3cc91b,tch_20220802-183429_27
std_1659447471523_27,921a59d3-3128-4589-a420-9fc4309bf9ae,tch_20220802-183429_27
std_1659447271280_28,c3b92bf2-7987-4ff9-a709-b66dffb904db,tch_20220802-183429_28
std_1659447397228_28,9fca8b71-f100-4b7c-aee2-cc81b1ccd02b,tch_20220802-183429_28
std_1659447529644_28,d842b65e-fd99-4f13-ac86-325721be5844,tch_20220802-183429_28
std_1659447350042_29,53d9e051-ca88-48e3-a091-7603dbc8b8ce,tch_20220802-183429_29
std_1659447488203_29,efaa4276-32d9-4b98-919a-55a1ecac2d5c,tch_20220802-183429_29
std_1659447392129_30,8a438071-366c-4299-9dc7-011b48c3a38f,tch_20220802-183429_30
std_1659447622057_29,b8a665a3-8d55-4b17-99e1-677d0bcb9cfe,tch_20220802-183429_29
std_1659447522870_30,602c081c-b40e-4293-95c2-234b962da48f,tch_20220802-183429_30
std_1659447654590_30,dfba3542-4d59-4cb6-9383-d677ea76ccde,tch_20220802-183429_30
std_1659447450607_31,d59528ed-2f87-4e60-9c26-19b49ab56472,tch_20220802-183429_31
std_1659447586510_31,e76c2613-6f76-47a9-b40b-f1ae0c8373af,tch_20220802-183429_31
std_1659447716076_31,d7b56d91-a715-44e6-a318-3896d4788366,tch_20220802-183429_31
std_1659447514555_32,605a27b8-9668-424a-816b-7211df3b7a26,tch_20220802-183429_32
std_1659447643906_32,d4d013e0-3fec-453d-bce8-6582ed1de6ad,tch_20220802-183429_32
std_1659447765270_32,31402e1a-862c-4d55-8539-2ea9fdd698cc,tch_20220802-183429_32
std_1659447579919_33,f29e9a25-ecfa-45b5-b436-a594dd90b41c,tch_20220802-183429_33
std_1659447708904_33,1604402c-1fae-4fa6-ac77-61939167e597,tch_20220802-183429_33
std_1659447848472_33,67f629f3-c80e-4ad8-88ae-1d6d09f1d998,tch_20220802-183429_33
std_1659447641775_34,4a6f9a6c-48bc-4bda-823d-90ee0c06ff2f,tch_20220802-183429_34
std_1659447777596_34,63ffd921-e7a8-476a-9739-cbff1831bc84,tch_20220802-183429_34
std_1659447908721_34,78977144-432d-436d-ac73-04bfa119026a,tch_20220802-183429_34
std_1659447696426_35,04de4d82-5b7e-46bd-a8be-25d41e6e2964,tch_20220802-183429_35
std_1659447834010_35,2c148da4-3336-4df7-b150-7ea563a95726,tch_20220802-183429_35
std_1659447971411_35,02b2e6e2-4b3a-4d80-aca2-177145b92447,tch_20220802-183429_35
std_1659447758596_36,d06a3bab-2b6a-49c9-b037-8566ac0250de,tch_20220802-183429_36
std_1659447889905_36,7f6b939b-dbdc-42d1-a56c-f46f482b467a,tch_20220802-183429_36
std_1659448026671_36,07dc9252-4e09-4d3c-a149-0cd7bd7adb8c,tch_20220802-183429_36
std_1659447821360_37,93c6ea5b-520d-445e-8962-4b8b3527f1c1,tch_20220802-183429_37
std_1659447958207_37,b9704abc-9d88-44ba-ad40-566458cb94db,tch_20220802-183429_37
std_1659448086857_37,859237c4-56f3-4239-9db2-32e576f68db5,tch_20220802-183429_37
std_1659447875263_38,79c8778b-5232-4ff6-b2b5-5be41c457443,tch_20220802-183429_38
std_1659448008099_38,e430240c-e11f-4117-978a-83933c64ce17,tch_20220802-183429_38
std_1659448138352_38,801b2d87-d114-46c9-aae9-94f097ee3599,tch_20220802-183429_38
std_1659447941228_39,3315989a-cc6a-4ef4-a5a8-0918986ff612,tch_20220802-183429_39
std_1659448069649_39,d40cd96b-26ef-4686-b98b-8eaa94355b04,tch_20220802-183429_39
std_1659448206159_39,81343773-225c-4a98-a58f-7da01bc4f9c1,tch_20220802-183429_39
std_1659448002503_40,52593f18-74f0-4cc7-94a7-58a9fc432b64,tch_20220802-183429_40
std_1659448134644_40,3bda2433-c924-41c7-a340-a1072b060f9a,tch_20220802-183429_40
std_1659448055109_41,66767cd6-b212-4713-9967-d6bd3de9fb6f,tch_20220802-183429_41
std_1659448269172_40,cd885444-99eb-402b-89a7-2a90b137dfdd,tch_20220802-183429_40
std_1659448189016_41,d8df3d1b-5031-4845-ad57-620f14c384d9,tch_20220802-183429_41
std_1659448321960_41,05d0048f-f7d4-4b85-a475-196ef3ce829b,tch_20220802-183429_41
std_1659448119588_42,8df34c1f-28fb-4c11-b873-3ee0fdece3c3,tch_20220802-183429_42
std_1659448259231_42,2c43cb2f-96f5-4909-bd00-a95a0fe14af2,tch_20220802-183429_42
std_1659448182027_43,6198d9e8-54a0-4383-91db-34f363ee0584,tch_20220802-183429_43
std_1659448398884_42,920d06c4-fcc4-4a5f-930c-8bcbcbf9a0d1,tch_20220802-183429_42
std_1659448318961_43,9e571bdd-eb7a-4cda-82cf-fe51e3b6b913,tch_20220802-183429_43
std_1659448445666_43,d6780b41-6463-459c-8e6a-f69ecaf0a8e8,tch_20220802-183429_43
std_1659448252608_44,64648622-40fb-431c-b55b-7f4d6ae80c3f,tch_20220802-183429_44
std_1659448388188_44,d81b22cd-a9bd-4cc2-965c-552f86872132,tch_20220802-183429_44
std_1659448296062_45,e87a5716-a8ce-47dd-90cf-ee82c2d7a4cf,tch_20220802-183429_45
std_1659448521015_44,8d67a57c-9100-40ec-9309-4fe8a82884ff,tch_20220802-183429_44
std_1659448427385_45,59b120e4-6721-4483-af30-2a6a075fc7e5,tch_20220802-183429_45
std_1659448559221_45,d5094fb4-612c-4f93-a4ad-fe2c396d23f5,tch_20220802-183429_45
std_1659448358862_46,534569ce-4df8-421a-ae74-7bc5ea9280a9,tch_20220802-183429_46
std_1659448496193_46,dde8cd9e-ebc5-4d99-8611-c83cf7fdf162,tch_20220802-183429_46
std_1659448627139_46,3c1f4d7a-f4e1-4b31-9d34-2c01ba9ce6a4,tch_20220802-183429_46
std_1659448435043_47,04740311-8e24-4acb-bb07-a57e7a9e870d,tch_20220802-183429_47
std_1659448570648_47,31656d66-bf14-4074-b395-fe84588ffcdb,tch_20220802-183429_47
std_1659448479578_48,4eb1b033-4929-43ba-a07e-ec29d68c8d63,tch_20220802-183429_48
std_1659448702109_47,e429361a-7f4c-448f-8e36-08d5e802cae9,tch_20220802-183429_47
std_1659448612593_48,c6030708-0d00-4c05-ac04-b5bc7308b3e8,tch_20220802-183429_48
std_1659448750118_48,0cdc1b35-7017-4260-838c-7eb40875b6ca,tch_20220802-183429_48
std_1659448541957_49,e2b7c0a2-a598-40dd-b0a2-7d69f1aceeed,tch_20220802-183429_49
std_1659448671084_49,f434c781-08d9-4366-aa5a-ae2e606d594a,tch_20220802-183429_49
std_1659448808253_49,872e0d45-f736-4435-9906-bb1453999870,tch_20220802-183429_49
std_1659448604542_50,6c286213-e55d-4e60-bf99-eca7ea34ae6c,tch_20220802-183429_50
std_1659448741675_50,b5027574-369b-4158-bcf0-fcffecdf3424,tch_20220802-183429_50
std_1659448873957_50,5c05f97f-adf9-45ab-a726-34b6303d7662,tch_20220802-183429_50
std_1659448666115_51,166e8494-fe63-4b26-8f08-03b857aa9ff6,tch_20220802-183429_51
std_1659448799838_51,7abaf8f3-6624-4032-8f37-44014b5b6bb2,tch_20220802-183429_51
std_1659448938583_51,d0b23083-8240-418c-83c5-d3eb2888aedc,tch_20220802-183429_51
std_1659448721824_52,0faed493-0cab-490e-8ff6-709680090f5c,tch_20220802-183429_52
std_1659448881375_52,88a9e525-90d2-4abd-b674-4f624b9c15e4,tch_20220802-183429_52
std_1659448781350_53,518b0dfd-3482-4dcb-aacb-e64b52cb9e7e,tch_20220802-183429_53
std_1659449024415_52,3bb716f3-2663-470d-98f5-da3da17f7d62,tch_20220802-183429_52
std_1659448911042_53,2c5bfcb2-4dba-4c76-b83b-7fb22ebfe618,tch_20220802-183429_53
std_1659448839748_54,d44e0b71-67e8-456c-a0f0-581c398c2515,tch_20220802-183429_54
std_1659449043752_53,01689aea-8807-4b3a-b969-a28af7b0abe1,tch_20220802-183429_53
std_1659448970017_54,528d17dc-8870-4206-83f9-cb5bebae1198,tch_20220802-183429_54
std_1659449097437_54,3b0d3879-aa43-4fb5-b5fd-0e8e61bfc9b9,tch_20220802-183429_54
std_1659448899611_55,4be02473-4c48-49f3-82d3-1312e4f5bc75,tch_20220802-183429_55
std_1659449033583_55,5984290a-a112-4d26-99cf-de035f6acfda,tch_20220802-183429_55
std_1659449164736_55,5ef4339c-3cab-4ffc-a934-378b3be1bb2a,tch_20220802-183429_55
std_1659448954903_56,c918089f-18a7-491b-b9e4-11b432f98909,tch_20220802-183429_56
std_1659449086475_56,0c163f81-a3f6-40d8-bb2c-eaf5a2467a1e,tch_20220802-183429_56
std_1659449221680_56,2d2cfc33-e32f-4628-a856-5680c0915a2a,tch_20220802-183429_56
std_1659449018574_57,37ceb265-90b6-4bd4-ab64-cb19cda4eed5,tch_20220802-183429_57
std_1659449151248_57,6f78d55f-34d3-4131-8b94-caf7f0639c26,tch_20220802-183429_57
std_1659449277400_57,d84f0b7b-4dc3-48cf-a2f4-a2fa0cf04c10,tch_20220802-183429_57
std_1659449079543_58,3b3e33ac-1ffb-47a1-959e-654f25d2e0ea,tch_20220802-183429_58
std_1659449209698_58,2dd044ed-dedd-4f52-898a-f4975f7453a6,tch_20220802-183429_58
std_1659449341249_58,04c76e2f-c954-4162-b48d-f881645c8cc7,tch_20220802-183429_58
std_1659449133015_59,de98de1a-2fa3-40dc-952f-c872a6aa3c2c,tch_20220802-183429_59
std_1659449272848_59,aa251665-e520-4753-949b-76bafda13dd1,tch_20220802-183429_59
std_1659449408014_59,20d1ec0e-b94b-4e5e-b210-6e3a7faffc71,tch_20220802-183429_59
std_1659449196683_60,f7e50dbd-2e47-4819-a18e-9c810b25a829,tch_20220802-183429_60
std_1659449330457_60,f2bb9f29-95ed-47ce-a9bc-e0758f159d6a,tch_20220802-183429_60
std_1659449463345_60,7bd25034-9d46-4821-bc60-33d06c914116,tch_20220802-183429_60
std_1659449256659_61,1690373e-6a7a-4409-b849-430bbd0cf360,tch_20220802-183429_61
std_1659449388952_61,3744c69a-822f-49e6-ae06-87e358f8560b,tch_20220802-183429_61
std_1659449524384_61,3cb043e3-5041-4bbb-8c81-0cc9b669d50a,tch_20220802-183429_61
std_1659449322793_62,452137e1-160c-4e8d-aa4a-dc2c0bd32135,tch_20220802-183429_62
std_1659449455586_62,879d8242-394c-4db8-8fed-59e7e1224c61,tch_20220802-183429_62
std_1659449591436_62,7c6cfc84-409f-4a66-8842-fa3be77097bc,tch_20220802-183429_62
std_1659449384196_63,ce356cae-49b9-4182-90fb-427c8cbfa275,tch_20220802-183429_63
std_1659449517127_63,0559c042-ebd9-4a0f-94c5-2c30bfaf6ef3,tch_20220802-183429_63
std_1659449438922_64,10fd75b6-dd78-4301-b95d-2fb9a782471d,tch_20220802-183429_64
std_1659449650699_63,600c7fc5-89b0-461f-97c9-31b031c83cf9,tch_20220802-183429_63
std_1659449570065_64,9f845429-23ab-4236-b491-20431743de6f,tch_20220802-183429_64
std_1659449706528_64,d055f052-6072-48f3-913d-f076184a1aa6,tch_20220802-183429_64
std_1659449506111_65,f8c72e72-86a3-4a81-a1d6-e0a0aaacfb7f,tch_20220802-183429_65
std_1659449634042_65,c2f38a1f-9754-46e5-aca1-d3cf41a31f1c,tch_20220802-183429_65
std_1659449770250_65,849fb2a6-7f11-4bdb-9cc6-d99e7da2999b,tch_20220802-183429_65
std_1659449561566_66,ba1bec44-5a0b-4c3f-b3ba-604c09360e00,tch_20220802-183429_66
std_1659449692328_66,9432a2b4-ea48-4de8-aaa0-a9853fcf7a3c,tch_20220802-183429_66
std_1659449829002_66,e0bdb063-cf66-4055-8d04-c8d61f0ae7f6,tch_20220802-183429_66
std_1659449630987_67,d9d019e8-162b-4bc8-a46a-8d0c6aedd300,tch_20220802-183429_67
std_1659449683897_68,827de901-7e42-4f40-951c-aa6160c2a1ef,tch_20220802-183429_68
std_1659449759602_67,d18a8609-bca1-4928-a95f-e0bcb359ee66,tch_20220802-183429_67
std_1659449815144_68,a0bc4ca7-fd67-4934-91c0-3979c9ab03a4,tch_20220802-183429_68
std_1659449899424_67,06f30534-9f0c-4c45-a79e-61dc0f681c7a,tch_20220802-183429_67
std_1659449940044_68,71ecaecc-5442-4a78-ab04-6533574d3d1b,tch_20220802-183429_68
std_1659449744121_69,5dd2e30d-7f0d-43f2-b3c7-d68600ab301f,tch_20220802-183429_69
std_1659449882080_69,6006c7cd-64f5-4041-84a7-73186514e72e,tch_20220802-183429_69
std_1659449812026_70,9aee60ce-56ad-4452-8622-a1292c055972,tch_20220802-183429_70
std_1659450012979_69,57093d2b-6385-4567-8024-9a5dfc8d6429,tch_20220802-183429_69
std_1659449937724_70,9cba7dad-5928-44ef-938b-da57235c6e38,tch_20220802-183429_70
std_1659450071291_70,38b59cf7-0f68-48f2-8482-03018fa9a28c,tch_20220802-183429_70
std_1659449860324_71,8a0ecbab-3f86-475a-bfb2-6c4ee09f9aad,tch_20220802-183429_71
std_1659450002043_71,5a53222f-71f4-4687-a67d-126520e82dce,tch_20220802-183429_71
std_1659450136138_71,25b0b2e3-ff3b-462f-838d-69db1097bcd2,tch_20220802-183429_71
std_1659449931418_72,1458df93-d06d-4e6b-a0b3-f123d00ce8db,tch_20220802-183429_72
std_1659450059187_72,d8faea9e-bb62-48c5-92e7-6a51e0d9e2ed,tch_20220802-183429_72
std_1659449978099_73,56937ce1-4d21-41a1-b50c-a5fe6c2ac821,tch_20220802-183429_73
std_1659450195115_72,542b2c81-a098-4ad7-b13b-690b5847a9f0,tch_20220802-183429_72
std_1659450104252_73,2745e248-e3bb-42ac-aa7a-d91e04c06ae6,tch_20220802-183429_73
std_1659450233613_73,1f9c92e9-aea7-4208-9759-f54300a6b327,tch_20220802-183429_73
std_1659450039620_74,d00e8bea-3cf2-4970-aeeb-c44199fcfd77,tch_20220802-183429_74
std_1659450167267_74,d6dca0fe-4904-4306-947a-3daf9b23ba8a,tch_20220802-183429_74
std_1659450297183_74,528e4afa-6977-4a84-a2ed-340d44587501,tch_20220802-183429_74
std_1659450104274_75,2fcc2f19-caa4-4299-8114-4dff2417761e,tch_20220802-183429_75
std_1659450237227_75,50ecfb5b-2327-48c9-9d08-d0d4e1ef073a,tch_20220802-183429_75
std_1659450363690_75,48644e2a-37d6-410f-82f9-1658c6c3fefa,tch_20220802-183429_75
std_1659450158018_76,47610b59-36ef-42ea-90f1-e44da02f6035,tch_20220802-183429_76
std_1659450301172_76,cce8bd22-aac9-4dff-8e60-98284967b3a7,tch_20220802-183429_76
std_1659450218141_77,fbbdbd3d-6adb-491b-aacb-46cda889b4c5,tch_20220802-183429_77
std_1659450436617_76,dbac658c-e8a7-49cc-bb3a-be43d1b1cfe8,tch_20220802-183429_76
std_1659450344349_77,dc88c7f5-976b-482c-b29a-15a504b8836a,tch_20220802-183429_77
std_1659450472318_77,4546dfcd-8a26-4d21-a7d2-5dbd667193d3,tch_20220802-183429_77
std_1659450291222_78,ff75d50a-6369-4338-b8e0-7774ba3c8205,tch_20220802-183429_78
std_1659450423618_78,90865421-ad69-4b57-912c-3b47fbf2c5ed,tch_20220802-183429_78
std_1659450547552_78,a320ab6a-29cb-474a-8378-4affddd1fd18,tch_20220802-183429_78
std_1659450349056_79,3eb33ca2-859f-4ec7-a7ca-ad46b6d2bb28,tch_20220802-183429_79
std_1659450485176_79,fc3d8999-952b-409d-9a15-e176d832824f,tch_20220802-183429_79
std_1659450620678_79,5ac90e77-6186-47a1-86a2-c2b7c9a01b91,tch_20220802-183429_79
std_1659450411151_80,70a614b6-bf73-4049-a53c-c5d690d634f8,tch_20220802-183429_80
std_1659450538253_80,dbecdd7d-019b-4d22-a2a4-65f13d77e4bc,tch_20220802-183429_80
std_1659450459665_81,32ea67ae-9219-46fc-9c24-ec288938fc2f,tch_20220802-183429_81
std_1659450675282_80,990287b2-443a-48b7-964d-51b7e3aaaca9,tch_20220802-183429_80
std_1659450588869_81,7e0521e8-3c50-451b-aa17-51e74cd1a0c6,tch_20220802-183429_81
std_1659450721883_81,08c2779b-5c80-4f96-b468-00c4a5024bc2,tch_20220802-183429_81
std_1659450540697_82,a84fa2b3-2f38-42b1-bc16-de1aa5443b0a,tch_20220802-183429_82
std_1659450662316_82,6a8a23ca-aaca-4e78-a4f8-bd300970a5fa,tch_20220802-183429_82
std_1659450578071_83,bbed749b-5fee-4700-a1ac-6f60053a195c,tch_20220802-183429_83
std_1659450800276_82,6a38cc8e-a3e6-4483-92ad-5c7d6e735910,tch_20220802-183429_82
std_1659450711494_83,c01e9ebe-c61d-4b6a-b07c-f5b117837414,tch_20220802-183429_83
std_1659450842788_83,472f355f-021e-48bd-8a38-af641141feff,tch_20220802-183429_83
std_1659450646439_84,8acbffe8-f93f-4f6c-b5e7-44b1c628c354,tch_20220802-183429_84
std_1659450779740_84,67b4ff10-879f-471d-b769-5457e72eb297,tch_20220802-183429_84
std_1659450914221_84,80116a0c-ee34-4c79-a39c-c4d27fae59bb,tch_20220802-183429_84
std_1659450708930_85,75c05465-6836-4d9b-95a0-9b41f060a79e,tch_20220802-183429_85
std_1659450841100_85,55541ca4-ac5b-48a7-9290-fff24fc3365a,tch_20220802-183429_85
std_1659450760078_86,7715ad16-aca6-4d44-8900-1792b0677e73,tch_20220802-183429_86
std_1659450973235_85,8cf3f70d-69ff-44e8-8c55-91f93cafbdf0,tch_20220802-183429_85
std_1659450888219_86,140ad057-3f52-43a1-8205-06bf8fd262b8,tch_20220802-183429_86
std_1659451013588_86,5f6605e6-d9ae-4d26-8197-5d41e886605c,tch_20220802-183429_86
std_1659450831316_87,c2fc102d-0b4f-40f1-bc72-50cb2a45e663,tch_20220802-183429_87
std_1659450955833_87,381c503a-3542-45da-ab04-8ef7e700bc84,tch_20220802-183429_87
std_1659451090525_87,8fa40416-7aec-49fe-a464-d09998813c27,tch_20220802-183429_87
std_1659450887957_88,dfb3797d-b3e1-4394-8ab1-effeca81ae1e,tch_20220802-183429_88
std_1659451024582_88,0688ceb0-ff0c-47b2-8b59-b1f5e9733388,tch_20220802-183429_88
std_1659451148422_88,d91fb4f8-d2bd-47a3-9d22-4fd2f9dbe9be,tch_20220802-183429_88
std_1659450951606_89,1140483c-f703-4fbb-bec0-d77bfc4f1e22,tch_20220802-183429_89
std_1659451085598_89,213c7faf-bb8f-4c53-b6dc-efe456dd0363,tch_20220802-183429_89
std_1659451223002_89,e4a602b5-1b8e-4bfb-8ff2-5c329ec5f1a9,tch_20220802-183429_89
