extuserid,classcode,classid,invid,tchextuserid,category,pe_category,pe_end_index,category_type
std_HMeu-mgzy_1732090844100_90,6yuw-qfhi,fce225d9-8277-407a-a5bb-0140fd34b954,e01750f1-52ef-4e0d-b960-39fdab116d7d,tch_L7_20241118-183612_7,L7,l7pe,3,L
std_6hdA-yD8h_1732099863402_15,i43W-64G7,1c93d38b-f9e2-4958-8550-25682e4565de,beeb6608-9819-40ed-a9d1-5917a195be76,tch_H1_20241119-101959_13,H1,h1pe,5,H
std_87Mu-9p94_1731320028959_94,i43W-64G7,1c93d38b-f9e2-4958-8550-25682e4565de,d305bece-abc3-49c6-b8fc-cb2c817dc906,tch_H1_20241119-101959_13,H1,h1pe,5,H
std_Tr9T-98EC_1731318765700_10,8xCd-cwb9,f013496f-5388-4b8c-8ca6-5b160529241b,25f54ffb-a5fa-468d-ad62-9bb36bc73acb,tch_L1_20241113-104900_1,L1,l1pe,4,L
std_z8Gr-CLCX_1731318750635_8,Z9m6-nydU,80d8372c-cee7-4606-b82a-bc8db37759fa,ac727971-7219-4f98-9fbd-cab7d177f3ff,tch_L1_20241119-154312_2,L1,l1pe,4,L
std_d3E6-xUxf_1732100138268_92,jt62-V846,10ede15f-cb4a-457a-8ec2-b8295d19cea0,0e76a46b-af4e-4296-b731-17875f2d5ba1,tch_L7_20241118-183612_6,L7,l7pe,3,L
std_z64G-sZYn_1732090926831_15,69p8-t2Fi,adb36e7e-5b75-4274-8f18-5f142dc0b43d,ff1411ae-d06c-467a-a4c5-f6e21fe6692e,tch_H1_20241118-122352_13,H1,h1pe,5,H
std_ijus-74ZW_1731319961191_90,Mi2Y-HE8o,c98b2f4d-118b-4388-bb91-544fc3508a2d,85953400-cb3e-4e69-8d00-f515720d862a,tch_M5_20241119-164807_12,M5,m5pe,5,M
std_EvUF-LxNz_1731318787819_16,6KNe-z3pi,1e78d8d0-c08c-43ef-8e3e-2993b956ba40,c6e3726e-2e53-434d-b231-9f868af69daa,tch_L2_20241119-164807_3,L2,l2pe,5,L
std_7Ffx-UThw_1731319326177_51,D4L9-A69K,4f7f6a07-922d-443d-9810-2329c9a7d300,a55fe449-5a00-48c5-a798-b011c3a3bcc5,tch_L8_20241119-171846_8,L8,l8pe,4,L
std_mwbC-oa84_1731318940508_20,2f2k-3hmk,b1d428c4-5b93-4085-9bc3-2763a4107822,c2b6b596-606a-487c-ad0b-e59ca8865768,tch_L2_20241118-122352_3,L2,l2pe,5,L
std_6hdA-yD8h_1732099469862_15,VCb9-eA4b,e5f3c29c-41f5-466a-b2f3-4a2e79027ac8,45b2a439-3b3f-4672-b314-09607a322742,tch_H1_20241119-152307_13,H1,h1pe,5,H
std_Tj2P-Wy47_1732087014296_52,Cge3-Z8Fh,cd43e43d-1808-4b9d-aa45-1ac231851785,f97131d6-e732-4eeb-a499-4a5205dfc139,tch_L3_20241119-154312_5,L3,l3pe,5,L
std_e8MG-XtEg_1731318905843_21,TjmP-2697,8edfaeb0-1f66-4263-836c-5ad1327ac276,806a0401-6607-4aae-8d2a-f6f1bacbb85a,tch_L2_20241113-100225_4,L2,l2pe,5,L
std_z8Gr-CLCX_1731318742046_8,8wBF-Kde6,74dbeee0-01a4-497e-882e-4a1ba4088a97,88cba3f2-e9e3-4036-95f0-d5a40ce46645,tch_L1_20241119-171846_2,L1,l1pe,4,L
std_ti98-TrV7_1731319922249_89,sH7c-WjL4,8ee4fbf0-a1fb-46f9-b809-ef682d4054b6,10246833-c46b-4254-bbce-c434c1a5be3f,tch_M5_20241119-142553_12,M5,m5pe,5,M
std_tH23-GeNH_1731318959789_28,2f2k-3hmk,b1d428c4-5b93-4085-9bc3-2763a4107822,e8e81239-4b5e-4229-9038-3bf0f4cb4540,tch_L2_20241118-122352_3,L2,l2pe,5,L
std_zi47-Q6RG_1732087341907_16,vJ2N-T67K,fc7f5046-f531-4742-b140-c020a863ca74,3792cfc7-ab7c-4afd-8cb6-9333e332dd6b,tch_H1_20241119-135502_13,H1,h1pe,5,H
std_KtRH-kMD6_1731318716087_13,Jh34-MTRa,508155f1-fd8d-41b8-b642-40598a7212bf,96eb1cad-4de3-40f6-a4bd-ed2cfb54f545,tch_L1_20241119-101959_1,L1,l1pe,4,L
std_tH23-GeNH_1731319001744_28,8zgW-Dak7,24833590-e73c-4dac-a086-1e1a421f045c,516c8a97-57f3-4ccc-bbd2-89ff3987c3f4,tch_L2_20241119-161702_4,L2,l2pe,5,L
std_KtRH-kMD6_1731318724229_13,nFh4-nD8M,8421fc15-9592-482c-a500-9dabc1cc8220,9b9fea26-462a-44ae-b902-3d537c1f01f9,tch_L1_20241118-124931_2,L1,l1pe,4,L
std_ti98-TrV7_1731320018845_89,zs2k-M3AP,0c2f3fee-e8e2-4f7d-816b-2dad29132409,ea3e534c-b393-4194-9404-6baec5e922ed,tch_M5_20241119-101959_12,M5,m5pe,5,M
std_p8Qz-smz9_1731319433055_57,KJ69-uxbK,2b8a9da7-2861-414d-a194-53898330b678,d7a9fd20-375b-4420-a400-2f5845a18964,tch_L8_20241118-124931_8,L8,l8pe,4,L
std_z64G-sZYn_1732090533849_15,vJ2N-T67K,fc7f5046-f531-4742-b140-c020a863ca74,4a81efd3-421c-4caa-bed5-31e95041aee3,tch_H1_20241119-135502_13,H1,h1pe,5,H
std_8VBe-Lb8B_1732087414728_15,VCb9-eA4b,e5f3c29c-41f5-466a-b2f3-4a2e79027ac8,b81eaed3-34d9-4b30-ab4e-db41db00ccd9,tch_H1_20241119-152307_13,H1,h1pe,5,H
std_eki9-7vB2_1731318619980_6,98w7-6ygD,e8efec99-2971-4f12-8df1-1c83bcc42f58,b0d6e787-0ceb-4f39-ba7e-02017e2e073a,tch_L1_20241118-122352_2,L1,l1pe,4,L
std_9hbt-G26U_1732087303890_62,jvRD-A32x,6bef75de-6a93-4c83-96f9-dfb1b0170542,e3dc8db8-cefe-457c-8f73-af79e1f81b06,tch_M2_20241119-095105_10,M2,m2pe,5,M
std_RLN9-vEdF_1731318864632_23,Lwgu-42JN,f39edc01-d05d-459b-a2a0-6c80345aa10d,19dd31fd-69ff-48cb-abac-f06379a7b6c9,tch_L2_20241119-171846_4,L2,l2pe,5,L
std_b84v-covH_1731318683192_4,kRed-b2fp,fddb6751-5891-4575-a20b-7866e3ecea27,c6143814-9138-4a41-85cb-e4ce2773b7d0,tch_L1_20241119-171846_1,L1,l1pe,4,L
std_3g6r-jLaQ_1732096926141_97,86Xs-N62C,3f0ecf44-db86-4094-9cfd-8331742e780e,fc664ae5-cb18-476a-b6ea-c972c7cc6fcf,tch_L7_20241113-100225_7,L7,l7pe,3,L
std_z8Gr-CLCX_1731318688062_8,2DPY-iz6A,e78b320b-a0a5-4078-baae-de40ee1c397a,23ec8fb7-bf14-4a35-bdec-20cfd29bd1f7,tch_L1_20241119-135502_1,L1,l1pe,4,L
std_qVqg-7ZyK_1731318583400_1,C79c-wBUQ,c2b960b6-916a-4c5e-b826-a7eb2bf9c478,ad370d3d-735c-4593-9daa-434a7450856e,tch_L1_20241119-164807_1,L1,l1pe,4,L
std_6N9p-AKGL_1731318992425_29,c7T3-uhDB,798d4486-c304-4774-a649-bb65d6634908,7d54abc4-7bdc-49be-84ff-a21c460f805f,tch_L2_20241113-104900_4,L2,l2pe,5,L
std_ba4d-8r3W_1731318617678_5,tbev-3QUB,a218f32a-4ce7-447f-bd46-6971db1dfa6e,284ac588-e357-4f7a-9e2f-d1ceadfcbbb5,tch_L1_20241113-104900_2,L1,l1pe,4,L
std_mi2w-Gu2w_1731318968433_25,wcdK-uH8X,be500117-ec5a-46e7-9939-b9a17129edee,c2072062-a2a7-4bf4-92c7-aab249b00796,tch_L2_20241113-104900_3,L2,l2pe,5,L
std_9vFU-V4Yo_1731319378780_55,6TFt-kezY,bb31b457-12e1-4643-b27a-c0cf49ecce7e,fcf69e6e-c8cd-4949-a4a8-0bd5c58af987,tch_L8_20241119-164807_8,L8,l8pe,4,L
std_Ut8e-GYwx_1731319492916_60,2Y8A-HdRB,c0122f6a-5330-4348-a6b3-65471cfac1f9,a1982616-8066-4404-8720-26970c165079,tch_L8_20241118-122352_8,L8,l8pe,4,L
std_RPv4-pgQg_1731318841285_18,t9Lk-cq3G,270e9ab7-e145-4718-b14a-84c5265b0457,fb70283d-a1d0-4a8b-8479-6afe564576ba,tch_L2_20241119-171846_3,L2,l2pe,5,L
std_Vd8q-hHF2_1731319248915_48,v6Cx-6Qy4,a2df3624-581a-4e4c-952f-4b71ea310044,71114986-4705-4a80-8843-4c8989ce47fc,tch_L7_20241113-104900_7,L7,l7pe,3,L
std_n9zB-3Weq_1731318763019_14,dkHv-Jv47,dac612e1-5dca-4237-a15c-43e5d6347f4c,4951c83c-1101-4202-a82d-aaf86ef1b077,tch_L1_20241119-161702_2,L1,l1pe,4,L
std_FadJ-xj97_1731319910808_92,zs2k-M3AP,0c2f3fee-e8e2-4f7d-816b-2dad29132409,14ebfba0-d2ed-47c5-96c1-b0481d63ea26,tch_M5_20241119-101959_12,M5,m5pe,5,M
std_49Ah-E4L7_1732091220263_98,W76L-2yom,e37a84a1-0751-468a-8c4f-aba0df2be447,0ed6729a-10bd-4645-a89d-df1781bb36c2,tch_L7_20241119-101959_7,L7,l7pe,3,L
std_g7CT-4EzR_1732097168402_100,h6Fi-ue9P,6b35477d-a750-4b81-8331-e7949c786858,9e3d102c-57b5-4514-ae90-bb53ba8243ba,tch_L7_20241119-142553_6,L7,l7pe,3,L
std_z9vr-hLsA_1731318548663_3,taVH-Qx4t,5c8fa49f-9522-4205-83d2-89df9581aa3b,3ecf925e-d665-47c6-8cf4-9bb9f91d935a,tch_L1_20241119-135502_2,L1,l1pe,4,L
std_7enP-z6KG_1732087916117_54,Cge3-Z8Fh,cd43e43d-1808-4b9d-aa45-1ac231851785,6b4365db-1307-43a2-a300-1a4d504e7e28,tch_L3_20241119-154312_5,L3,l3pe,5,L
std_HLQB-6HAn_1731319156425_35,RfDV-u4uc,bccf3c0b-27f3-4bad-8cce-32fc96f86aea,a72f7ade-d69b-4e8b-ba40-d51e09ae2781,tch_L3_20241119-101959_5,L3,l3pe,5,L
std_aj2h-d4A7_1731319007692_31,LgVF-r2Xx,d394458b-b34b-4bca-a581-f60e80a7fa7f,83fae21c-7cf3-4d29-b4a1-5cd3f4bbeabc,tch_L3_20241119-171846_5,L3,l3pe,5,L
std_k2u6-L47B_1732087898327_94,m8xc-EQM9,74b4d216-8116-44ce-ba54-ce0e582a926d,8eb832a2-af47-4c9c-99bc-a4a7bda2ac55,tch_L7_20241119-171846_7,L7,l7pe,3,L
std_6KLT-Ar2z_1731319964091_95,krPB-EQn3,f1830116-5418-4e0d-89bf-48cc50c36765,227c0144-f2e3-465e-ac03-ea273729ff1a,tch_H1_20241119-142553_13,H1,h1pe,5,H
std_63rB-uWLK_1731318973650_30,rQtk-q3ju,17bc23aa-1685-44a8-9c43-a87f83cbcce0,b82e9e68-b159-4835-9869-fd0fddc32d0b,tch_L2_20241119-135502_3,L2,l2pe,5,L
std_EVRo-7Nmr_1731318679746_9,kGK4-Dq6K,f59baad4-7ff7-40ec-9e2e-a3cb1f661714,87eb0940-77f5-46cf-a9fe-24e604ea6a92,tch_L1_20241119-145753_2,L1,l1pe,4,L
std_aet4-BizX_1731319467664_62,V636-i2b9,2b065bc7-5a7f-4911-8c90-5ff01264f8fd,d9083882-7c72-4f57-935f-575e26575946,tch_L9_20241118-124931_9,L9,l9pe,4,L
std_TpmE-48tU_1732090976329_100,jt62-V846,10ede15f-cb4a-457a-8ec2-b8295d19cea0,981762b8-a25b-41b8-bf41-44799ca41b8a,tch_L7_20241118-183612_6,L7,l7pe,3,L
std_fCGz-LB8r_1731319481716_61,zgjm-W3f6,b99ee33b-da20-44a1-8f9d-ceaabb3fbcec,890fb686-7de7-4239-a022-d8400c77c6f8,tch_L9_20241113-104900_9,L9,l9pe,4,L
std_vm46-7hi9_1731319589676_70,wn9x-c8UF,b5dd0605-8d7f-4519-af99-c1f0a03c7c7c,7caf0b14-8276-4100-80a9-4a710a406cb6,tch_L9_20241118-183612_9,L9,l9pe,4,L
std_URbq-Ww9a_1732087711782_98,o3HX-yJsh,df02b5b7-f07a-4ad8-bac2-175dea7c325d,36d4ede9-f69d-4e31-beaa-c6b680720979,tch_L7_20241119-161702_7,L7,l7pe,3,L
std_aet4-BizX_1731319464780_62,zgjm-W3f6,b99ee33b-da20-44a1-8f9d-ceaabb3fbcec,74644ef3-457f-4180-aa61-29a1499cd429,tch_L9_20241113-104900_9,L9,l9pe,4,L
std_8VBe-Lb8B_1732086700373_15,sTqX-3hpj,4409e200-36fc-446c-817b-68260a296a87,6bb9492c-efd8-4c60-b0c8-c30d75283884,tch_H1_20241119-095105_13,H1,h1pe,5,H
std_RPv4-pgQg_1731318838012_18,8sBn-sbBk,faafbad8-9be4-476c-83b0-f812a17c049c,d243f715-b76a-4f43-8675-64369713911e,tch_L2_20241119-152307_4,L2,l2pe,5,L
std_z64G-sZYn_1732090859593_15,ZVLG-VAqB,9ecb98e8-86b1-4cbe-be0c-751fb23d00cd,b6ea2d8c-250d-4a7e-a0e6-80f546b68964,tch_H1_20241118-183612_13,H1,h1pe,5,H
std_2v7s-hKwL_1731319327461_53,2fKY-8w36,75fda0dd-985b-48fa-94e8-ceef579176bd,a0bf5697-d224-4b67-a3a4-1e2885138165,tch_L8_20241113-100225_8,L8,l8pe,4,L
std_FswK-VLzK_1732096919424_15,i43W-64G7,1c93d38b-f9e2-4958-8550-25682e4565de,19cd7fbb-6a41-41df-9818-b548f3c917a2,tch_H1_20241119-101959_13,H1,h1pe,5,H
std_mi2w-Gu2w_1731318893399_25,8zgW-Dak7,24833590-e73c-4dac-a086-1e1a421f045c,28a4b60f-95e6-4347-badf-a8eaac6b0d4e,tch_L2_20241119-161702_4,L2,l2pe,5,L
std_atZK-9nuv_1731319870828_82,QdUJ-y9tb,85fb2bba-7885-4952-9a38-25412080b8f8,2495cdcf-fb12-44bc-91d2-6b4be6eb51be,tch_M3_20241119-161702_11,M3,m3pe,5,M
std_z64G-sZYn_1732089749114_15,WxHo-4hy7,3f3ca712-c5c4-48c1-a45b-9eef3d5e2af5,677cd649-c78a-4fb5-ac86-8b32e627766b,tch_H1_20241113-100225_13,H1,h1pe,5,H
std_opzo-A2jZ_1732090837307_86,jt62-V846,10ede15f-cb4a-457a-8ec2-b8295d19cea0,742541e0-0e14-4fca-a158-1efba278fbef,tch_L7_20241118-183612_6,L7,l7pe,3,L
std_UFCX-4W36_1732087687530_87,463d-8z38,7abfa0f1-af2b-408a-a5d1-7f455b5593b2,b23b11fb-02b0-4f3d-b4a1-2e90a7fcd70d,tch_L7_20241119-145753_6,L7,l7pe,3,L
std_bxEn-4UHC_1731319040735_33,RfDV-u4uc,bccf3c0b-27f3-4bad-8cce-32fc96f86aea,860efc57-0e05-4c8f-96b2-7be8bceafd0e,tch_L3_20241119-101959_5,L3,l3pe,5,L
std_aj2h-d4A7_1731319092504_31,8tgY-sx3v,e73d9d9f-1488-4a30-ba83-11d959aabeb4,a583fc43-3a18-4cda-af09-792a15c9ccae,tch_L3_20241113-104900_5,L3,l3pe,5,L
std_87Mu-9p94_1731320034457_94,VCb9-eA4b,e5f3c29c-41f5-466a-b2f3-4a2e79027ac8,782c8e9f-5054-46ce-aee4-a948ae89a315,tch_H1_20241119-152307_13,H1,h1pe,5,H
std_6KLT-Ar2z_1731319975301_95,WxHo-4hy7,3f3ca712-c5c4-48c1-a45b-9eef3d5e2af5,35e50fdd-c97a-463d-8adc-ca44c79577d5,tch_H1_20241113-100225_13,H1,h1pe,5,H
std_3M8e-g6Mv_1731319898221_79,7ujd-sD27,319f996e-285c-4aed-bbfc-5d3e01c2a85d,ea68f296-e922-4b96-af67-3e573341f20d,tch_M3_20241119-101959_11,M3,m3pe,5,M
std_Tj2P-Wy47_1732087808634_52,GKfW-r4tb,f7850538-d242-4fd6-a76c-d864e676a244,862a2cf6-e6de-414b-a8b5-66c8c06d3bd8,tch_L3_20241119-095105_5,L3,l3pe,5,L
std_7b8r-dNzB_1732087693977_96,j9m6-L8Jt,0fc00029-644d-4240-a4ce-ff23a128bf70,49d09e94-3f34-48ff-ae69-c7123db2da53,tch_L7_20241119-152307_7,L7,l7pe,3,L
std_ti98-TrV7_1731319880924_89,Mi2Y-HE8o,c98b2f4d-118b-4388-bb91-544fc3508a2d,c3b03044-e830-4200-ac5c-69914b151f92,tch_M5_20241119-164807_12,M5,m5pe,5,M
std_fCGz-LB8r_1731319540504_61,zgjm-W3f6,b99ee33b-da20-44a1-8f9d-ceaabb3fbcec,3c93e818-b4ce-48b5-b5a4-53c628e359c9,tch_L9_20241113-104900_9,L9,l9pe,4,L
std_a6YZ-7Rdh_1731318627091_2,dkHv-Jv47,dac612e1-5dca-4237-a15c-43e5d6347f4c,65ba5929-b69b-4458-bb79-847e0b3ccfca,tch_L1_20241119-161702_2,L1,l1pe,4,L
std_UCuE-b6Ci_1731319633155_74,s2U6-Rt7h,fd526d45-62af-4b70-ac87-a8fdd6a29356,45ef66a6-da22-4b3d-a8d8-d7dd04bb3b69,tch_M2_20241118-124931_10,M2,m2pe,5,M
std_mi2w-Gu2w_1731318914350_25,f9pd-bVH2,3e1ac6e4-085a-4d8e-9bfb-9372fe56dd3a,7db5fd2d-9fa5-4da4-8ddd-794fef340e03,tch_L2_20241113-100225_3,L2,l2pe,5,L
std_a6YZ-7Rdh_1731318539964_2,epJ9-kr2s,bca84958-22f6-456d-98ff-b79a179b8c20,c6b076e3-50dc-44aa-87c8-f3ae0883996d,tch_L1_20241119-101959_2,L1,l1pe,4,L
std_ZdqJ-z8tE_1731319246854_46,m8xc-EQM9,74b4d216-8116-44ce-ba54-ce0e582a926d,05d4fb75-db24-4669-9d92-3ddff8362e4c,tch_L7_20241119-171846_7,L7,l7pe,3,L
std_u6U6-CRre_1731319592278_67,jRzr-YhG7,bf8935cc-8ffd-461b-8952-4038a0c9ab52,633a19b2-7f9b-4aa5-bf65-1f00dd97cb37,tch_L9_20241119-101959_9,L9,l9pe,4,L
std_6KLT-Ar2z_1731320105483_95,tWd6-yEsh,0d2eab65-0b57-4f53-9151-5f4c395cd798,4f6c08cf-0613-4826-8f8f-d5bc56ed9575,tch_H1_20241119-171846_13,H1,h1pe,5,H
std_n9zB-3Weq_1731318782533_14,Jh34-MTRa,508155f1-fd8d-41b8-b642-40598a7212bf,a8be4bbb-31d2-4c31-afb1-bb3760425725,tch_L1_20241119-101959_1,L1,l1pe,4,L
std_fj28-ZB4R_1731319009677_27,6ABh-Mgd6,3ff5fac8-ba10-4aad-afc9-851fdb534a39,01005e3c-2189-48a5-8756-9e3726b836ac,tch_L2_20241119-095105_4,L2,l2pe,5,L
std_6Nwg-fur6_1731319868702_80,FNvb-2TJp,8159e17f-19e7-44cd-bd73-c468a8445274,adda457c-42d2-4a19-8d01-5deae07a86e2,tch_M3_20241119-142553_11,M3,m3pe,5,M
std_dhVP-oVxY_1732087020439_61,tCRL-DWHB,42e91c71-d594-4079-8d94-a7c34fa6a283,5f160d2a-1e27-4bc7-8280-4781f35b37d6,tch_M2_20241119-101959_10,M2,m2pe,5,M
std_WAxN-7aYM_1731319676059_76,kv8G-Xe7F,e15596ec-3b90-4387-8a47-1605f885549e,7a042b8b-1430-4fb5-a878-67344ac1cdad,tch_M2_20241113-100225_10,M2,m2pe,5,M
std_atZK-9nuv_1731319840689_82,hR8Q-D3gi,0e014348-0013-4e35-aa2b-87367a88022e,526f6dcc-88cd-4968-ae74-f78daf8c2673,tch_M3_20241119-164807_11,M3,m3pe,5,M
std_ZT3x-AoWG_1732087641541_97,W76L-2yom,e37a84a1-0751-468a-8c4f-aba0df2be447,5e59daae-c84c-46b2-bf4a-efb47777aba0,tch_L7_20241119-101959_7,L7,l7pe,3,L
std_7QFD-dgEN_1731319846502_81,HX8v-gZ6g,46288566-b7e4-4d28-937c-dcc1b1ddaf09,bd1dc6a2-08d7-42e5-8c3b-5ae30be4b9c8,tch_M3_20241118-122352_11,M3,m3pe,5,M
std_6KLT-Ar2z_1731320068209_95,zU8r-V27H,11335be7-b839-436b-9765-a8b4348106bf,b0d01e7c-daf6-4f40-8596-2c3955fa2d51,tch_H1_20241118-124931_13,H1,h1pe,5,H
std_z8Gr-CLCX_1731318716192_8,3Dhc-sp2j,92fac04c-a40e-4661-9bbb-0aaef0fa61fa,70b5bb3b-b88a-4375-a83b-b1968ddfa5d5,tch_L1_20241119-095105_1,L1,l1pe,4,L
std_FadJ-xj97_1731319947595_92,zs2k-M3AP,0c2f3fee-e8e2-4f7d-816b-2dad29132409,379c91fa-2349-4b54-a29f-d68c0bd0dfc9,tch_M5_20241119-101959_12,M5,m5pe,5,M
std_u6U6-CRre_1731319526607_67,Z6Ep-kh3N,907ae38f-5704-4e4a-aff7-32148d00dfd0,c531bc3e-b760-4ab2-9db9-c389441ca769,tch_L9_20241119-164807_9,L9,l9pe,4,L
std_FwNe-B4k9_1732090813568_62,tCRL-DWHB,42e91c71-d594-4079-8d94-a7c34fa6a283,c5f04ae6-0268-41b5-b8ea-72f94c6451be,tch_M2_20241119-101959_10,M2,m2pe,5,M
std_6KLT-Ar2z_1731320123029_95,PH2F-eh82,b9790679-cfe7-44a1-8c14-ade9b732a529,88b125e5-a2fa-4d55-a97d-4c2267ffa434,tch_H1_20241119-164807_13,H1,h1pe,5,H
std_87Mu-9p94_1731319973973_94,tWd6-yEsh,0d2eab65-0b57-4f53-9151-5f4c395cd798,1ab912cb-4e69-45e9-ab5c-021384549312,tch_H1_20241119-171846_13,H1,h1pe,5,H
std_Y8yZ-CDdq_1731319129267_32,Cge3-Z8Fh,cd43e43d-1808-4b9d-aa45-1ac231851785,e6c1d69e-c122-479c-9f15-ab03c0d90bd3,tch_L3_20241119-154312_5,L3,l3pe,5,L
std_pt3t-UDN2_1732095939799_16,vJ2N-T67K,fc7f5046-f531-4742-b140-c020a863ca74,5138679c-469e-48bd-8cc8-8fe6d03a32f3,tch_H1_20241119-135502_13,H1,h1pe,5,H
std_EVRo-7Nmr_1731318742680_9,8xCd-cwb9,f013496f-5388-4b8c-8ca6-5b160529241b,d6a39337-0545-4810-a1b1-bc1aae4d3fe3,tch_L1_20241113-104900_1,L1,l1pe,4,L
std_aj2h-d4A7_1731318973142_31,osEV-H3U4,3cddbd7b-6fcb-434c-87bd-88179b8a0a0d,1cdcebea-3dfc-4c04-ae5c-01bd7e95fda4,tch_L3_20241113-100225_5,L3,l3pe,5,L
std_4WCg-V4Q6_1731319254206_49,Uksb-3odV,23a45771-ef09-4407-b8cd-e6c96bb5a6a2,6b70648e-a556-48ad-bd33-2d649cc7b6ba,tch_L7_20241119-095105_6,L7,l7pe,3,L
std_RE4K-b4b4_1731318776488_17,c78M-RTD8,fe503270-7377-4adf-af84-2308effc111c,ccc06ce8-f78b-4fdc-a5ee-2a4e1aee49b2,tch_L2_20241119-135502_4,L2,l2pe,5,L
std_96jL-PTJx_1732097000948_92,Zgcb-DrHB,b6f6351e-ca77-4698-84b0-fd20db82f8b5,0dd93674-6bf0-4db3-84a3-4adf4fdedda4,tch_L7_20241119-142553_7,L7,l7pe,3,L
std_7QFD-dgEN_1731319802072_81,C2PR-k2Uc,1c33865b-872a-461a-b82d-da2f47030f97,8aee97c8-08a8-4a92-b2bb-40cf6f4889e2,tch_M3_20241118-124931_11,M3,m3pe,5,M
std_89Ey-8VXY_1731319789048_77,tCRL-DWHB,42e91c71-d594-4079-8d94-a7c34fa6a283,4f80ce50-bb14-49c1-8538-c5a257d2af89,tch_M2_20241119-101959_10,M2,m2pe,5,M
std_T78G-PzA2_1732096936580_88,6yuw-qfhi,fce225d9-8277-407a-a5bb-0140fd34b954,551f6401-b495-4f12-ba47-a7b57012d0cb,tch_L7_20241118-183612_7,L7,l7pe,3,L
std_93HR-goab_1731319140691_34,V6cB-9N8r,6448cb40-6e91-4515-baf9-cf797abcbf0b,41467376-6c31-45e3-9daa-41137e7f5a32,tch_L3_20241119-142553_5,L3,l3pe,5,L
std_Zd4s-tMy3_1731319358722_56,2Y8A-HdRB,c0122f6a-5330-4348-a6b3-65471cfac1f9,6d02eb1a-fb40-4722-b5e7-408840638df7,tch_L8_20241118-122352_8,L8,l8pe,4,L
std_qVqg-7ZyK_1731318644779_1,3Dhc-sp2j,92fac04c-a40e-4661-9bbb-0aaef0fa61fa,3e75c74d-94c4-4d23-bf95-3d7cbb2a3fbd,tch_L1_20241119-095105_1,L1,l1pe,4,L
std_avqt-9yLj_1732090872124_89,ekBd-2mE4,68c3468c-75a1-466a-a4a7-2f492a7fa683,7f489b53-6f27-4458-b502-23b1a42c96de,tch_L7_20241119-095105_7,L7,l7pe,3,L
std_FswK-VLzK_1732096390909_15,sTqX-3hpj,4409e200-36fc-446c-817b-68260a296a87,46dcdc88-8975-465d-a37a-4ffe0a8e9fc1,tch_H1_20241119-095105_13,H1,h1pe,5,H
std_6MKd-8QHY_1732090921787_16,zU8r-V27H,11335be7-b839-436b-9765-a8b4348106bf,26e2d6a0-b14e-41b5-9133-87dd25c8ea08,tch_H1_20241118-124931_13,H1,h1pe,5,H
std_93HR-goab_1731319046090_34,osEV-H3U4,3cddbd7b-6fcb-434c-87bd-88179b8a0a0d,06d44cf4-ebcc-4aba-baa1-6e94900db9ae,tch_L3_20241113-100225_5,L3,l3pe,5,L
std_RPv4-pgQg_1731318866695_18,TjmP-2697,8edfaeb0-1f66-4263-836c-5ad1327ac276,fbcad5e0-7d0c-4ad0-b88f-6939bc5bfa8a,tch_L2_20241113-100225_4,L2,l2pe,5,L
std_3947-io2T_1731319515033_66,V636-i2b9,2b065bc7-5a7f-4911-8c90-5ff01264f8fd,4a0ba981-0088-4f25-84d6-d611081cb6e7,tch_L9_20241118-124931_9,L9,l9pe,4,L
std_bxEn-4UHC_1731319088245_33,V6cB-9N8r,6448cb40-6e91-4515-baf9-cf797abcbf0b,b31c8806-4dcd-4fd7-8f78-7fc08f47c8d4,tch_L3_20241119-142553_5,L3,l3pe,5,L
std_UFCX-4W36_1732087488918_87,Uksb-3odV,23a45771-ef09-4407-b8cd-e6c96bb5a6a2,0762bd7c-6d39-40af-ab9f-0b71a7296c0e,tch_L7_20241119-095105_6,L7,l7pe,3,L
std_aj2h-d4A7_1731319084305_31,hjeU-9hcp,2640aac0-5814-4ae3-b7aa-4a7cb36b496a,fddb817d-f71c-4b5c-8161-64a3169062c0,tch_L3_20241118-183612_5,L3,l3pe,5,L
std_3M8e-g6Mv_1731319751066_79,C2PR-k2Uc,1c33865b-872a-461a-b82d-da2f47030f97,bfbb0e74-6d4d-46d1-853d-69d6af27a343,tch_M3_20241118-124931_11,M3,m3pe,5,M
std_u6U6-CRre_1731319535233_67,jRzr-YhG7,bf8935cc-8ffd-461b-8952-4038a0c9ab52,b20d74cf-8476-46a2-b430-cd9698821d9a,tch_L9_20241119-101959_9,L9,l9pe,4,L
std_RE4K-b4b4_1731318844392_17,sCsY-6yFP,58d333d9-92fa-4686-83ef-fd66b8a31366,2fd0658f-0479-4b16-958c-09161173060e,tch_L2_20241118-124931_3,L2,l2pe,5,L
std_3u9W-Fw2g_1731318824492_19,o9Cp-Ucn2,f91c3dee-a5de-4b42-9332-108776f17a78,f76fe30a-21d1-4889-96f2-6cebaabdbe76,tch_L2_20241119-154312_4,L2,l2pe,5,L
std_V9kq-vU36_1731319256413_47,W76L-2yom,e37a84a1-0751-468a-8c4f-aba0df2be447,fc37f91f-1ead-4e91-a802-53c176d766e4,tch_L7_20241119-101959_7,L7,l7pe,3,L
