tchextuserid,studentuserid1,stdextuserid,classcode
tch_20220801-154627_32,f23641f2-2ee0-47c6-bb2e-d8b5bd6f7c52,std_1659617009472_132,K6dM-u824
tch_20220801-154627_29,4b05cfa8-78ac-421d-aef5-07955402ec39,std_1659617007551_129,7uAo-3UZD
tch_20220801-154627_22,fac34018-f4a6-43ce-8a6a-1433a48f014a,std_1659617012922_122,ERaj-6se2
tch_20220801-154627_26,f3cf0c28-37de-4b72-bf0a-4dff3d18ee6c,std_1659617013702_126,kfLx-uXJL
tch_20220801-154627_23,072afe7b-5e3b-4840-b20a-e3a9ed291497,std_1659617020033_123,KX6y-ej62
tch_20220801-154627_33,103980e2-6557-41d1-9cce-015a5c12c19a,std_1659617017478_133,Q49G-wByE
tch_20220801-154627_34,9e5f40c3-d12d-4747-bbc2-b744631e08d4,std_1659617025482_134,Jm2m-ir6z
tch_20220801-154627_30,9fa13ffc-7185-457d-b30e-a5bd57533814,std_1659617022600_130,2RjY-qpy3
tch_20220801-154627_24,8ada8c91-50ba-488d-8d4d-7eabaa410890,std_1659617022329_124,hse3-EoTj
tch_20220801-154627_27,a1f7d7dc-28cc-43d2-8d8d-72486501429f,std_1659617026946_127,YW2Q-enD3
tch_20220801-154627_25,acec2c93-f005-46ab-8dd6-bb2162a6a9c4,std_1659617034178_125,38iU-W3r7
tch_20220801-154627_31,cd11ec6a-6575-4dbe-a406-2a0d61d778c6,std_1659617029138_131,pwBL-Qu9Z
tch_20220801-154627_35,58154ea8-d604-46aa-a1fa-f599dd1a1b33,std_1659617033499_135,DV67-xfZF
tch_20220801-154627_28,d1906e1a-82a1-4cfe-9ec2-b7ed0a78547e,std_1659617034891_128,geWD-8RZy
tch_20220801-154627_29,18b322fa-8a2b-4426-afa0-6432c70cfc83,std_1659617038595_129,7uAo-3UZD
tch_20220801-154627_32,b8051d25-cfa0-4cb7-a2d5-6882e93e3a65,std_1659617037458_132,K6dM-u824
tch_20220801-154627_26,63c06d52-1402-4869-ab4e-29f6e67ddb95,std_1659617041977_126,kfLx-uXJL
tch_20220801-154627_36,ad2b4134-ef31-4d4f-933a-53e15bcdb79f,std_1659617041505_136,WH2F-3UW4
tch_20220801-154627_33,e0b90c28-ff05-4f67-b508-2eb840cc2746,std_1659617045287_133,Q49G-wByE
tch_20220801-154627_37,0d712a31-ddb8-4f34-aa53-3bbc62f8a8da,std_1659617049510_137,h624-ZUYB
tch_20220801-154627_34,a927ccb7-6fc7-4fe9-bc01-f3e265d0440a,std_1659617049370_134,Jm2m-ir6z
tch_20220801-154627_30,d1fc11f7-041f-4039-9fb1-4a6336f8ba6c,std_1659617050669_130,2RjY-qpy3
tch_20220801-154627_27,298271ba-c0df-438f-a280-404247c2db0c,std_1659617052648_127,YW2Q-enD3
tch_20220801-154627_38,1279ebad-0bfe-44f6-ad54-e26ac968d461,std_1659617057516_138,9zb6-smRh
tch_20220801-154627_31,0289e8bc-cf80-4027-bac7-770031eb53ce,std_1659617059134_131,pwBL-Qu9Z
tch_20220801-154627_28,66698797-0f6e-470c-a418-12c58afab931,std_1659617063644_128,geWD-8RZy
tch_20220801-154627_35,4464cbb1-6c13-4906-959f-c39179f80dfb,std_1659617060594_135,DV67-xfZF
tch_20220801-154627_39,b35ee3e1-f90a-4981-a9d9-bf6d1870e102,std_1659617065522_139,g7z6-s9ci
tch_20220801-154627_32,430851d1-d6fc-4e16-ab95-f99d5cb901a6,std_1659617067882_132,K6dM-u824
tch_20220801-154627_29,9dfcfbdb-2529-4093-9c65-472d794ef3a1,std_1659617065153_129,7uAo-3UZD
tch_20220801-154627_36,afe1e6fd-78fb-4088-b452-037f9eaac275,std_1659617071888_136,WH2F-3UW4
tch_20220801-154627_40,c1dd7a36-b5a0-480e-895d-0767d4fade8d,std_1659617073527_140,7weA-7642
tch_20220801-154627_33,fadb21e7-d14c-469b-8f89-c222984dcfd0,std_1659617073113_133,Q49G-wByE
tch_20220801-154627_34,15ab7285-d5db-45f9-b85b-1f101da02848,std_1659617078981_134,Jm2m-ir6z
tch_20220801-154627_37,c4415c2a-f6c0-458b-8567-d1f2fbe78b5a,std_1659617076171_137,h624-ZUYB
tch_20220801-154627_38,0b897c56-b184-44fc-a9d3-82cc86be218e,std_1659617081514_138,9zb6-smRh
tch_20220801-154627_41,557604e2-af6c-42cd-ac63-b7445f86c272,std_1659617081534_141,JQd3-gDCU
tch_20220801-154627_35,b15156e3-ae5b-4cca-a37d-473f9242d1bb,std_1659617085772_135,DV67-xfZF
tch_20220801-154627_30,74907865-601a-4610-92ee-0f985584e28a,std_1659617080699_130,2RjY-qpy3
tch_20220801-154627_31,8954b5ae-c3e1-48b8-b561-2b84a6bf7ac8,std_1659617083731_131,pwBL-Qu9Z
tch_20220801-154627_39,3c801ab6-2bef-40a7-b3ac-27d7a95ab6e0,std_1659617089528_139,g7z6-s9ci
tch_20220801-154627_42,a934d672-00f1-4904-b8cb-1bcbbe8057be,std_1659617089539_142,6veP-N4ix
tch_20220801-154627_32,6f953032-4db9-4078-af3e-0240b426ec7b,std_1659617091416_132,K6dM-u824
tch_20220801-154627_36,adfb2c47-3a3f-46b3-ab3e-6db0d32da601,std_1659617097695_136,WH2F-3UW4
tch_20220801-154627_40,b5f7c7e3-7084-4a81-bd7d-687797c33f0e,std_1659617098614_140,7weA-7642
tch_20220801-154627_43,97a98342-beea-4c9d-b608-81559cae8756,std_1659617097545_143,X9Hk-3Yg6
tch_20220801-154627_34,a3e3dae3-5c45-435d-bb44-e16d05c9550d,std_1659617103590_134,Jm2m-ir6z
tch_20220801-154627_33,d5efa127-77df-43b1-a354-cb9c7b4de39e,std_1659617101643_133,Q49G-wByE
tch_20220801-154627_38,7b9605c0-f2bb-48b2-a07b-475ab35db4c3,std_1659617106360_138,9zb6-smRh
tch_20220801-154627_44,c67e11c9-c2ea-438b-91ab-96cffb0ca5ad,std_1659617105552_144,7e9r-uLUK
tch_20220801-154627_37,9a04a3e5-7500-4d5a-8abe-f1faba5f253f,std_1659617105294_137,h624-ZUYB
tch_20220801-154627_35,34e4c2d6-456e-4bcf-9148-fdc3e3c87b32,std_1659617108715_135,DV67-xfZF
tch_20220801-154627_45,6f70b3ed-c31b-48f6-b1f4-a01af4265df7,std_1659617113557_145,wJpA-Pfa2
tch_20220801-154627_41,40c3c4d0-1d40-47fd-97ba-2c75e7f0c85c,std_1659617107627_141,JQd3-gDCU
tch_20220801-154627_39,d7435111-9a73-4b1c-a49c-ccc5b2985101,std_1659617116100_139,g7z6-s9ci
tch_20220801-154627_42,de5106c8-21f6-4a80-aa3f-765abb93dbed,std_1659617116989_142,6veP-N4ix
tch_20220801-154627_46,60728c16-034c-4e1f-af18-72a24f78a28f,std_1659617121562_146,u9g2-kTHQ
tch_20220801-154627_36,f1bb0f61-1449-4788-a4c1-2dd92bdc94b0,std_1659617124786_136,WH2F-3UW4
tch_20220801-154627_40,35656216-9428-4ae7-8e2f-744458d76ec3,std_1659617125833_140,7weA-7642
tch_20220801-154627_38,322ef3b8-a7b5-4497-8d1a-0ae9e8d4175c,std_1659617130260_138,9zb6-smRh
tch_20220801-154627_47,5ce23b2e-839f-4cd5-a342-02402ecd2cd4,std_1659617129568_147,82LU-63an
tch_20220801-154627_43,34e11b62-e70d-4646-9c28-1ff9f68bdd5f,std_1659617126277_143,X9Hk-3Yg6
tch_20220801-154627_37,9afac032-7005-44fe-be4f-43ec83f349fd,std_1659617133622_137,h624-ZUYB
tch_20220801-154627_44,414f0229-e213-4615-bf95-66091a05cf68,std_1659617133506_144,7e9r-uLUK
tch_20220801-154627_41,a616f00e-f4db-4555-b969-5381a45155f8,std_1659617137557_141,JQd3-gDCU
tch_20220801-154627_45,f81ec4d5-064b-49b9-8dfb-eb4cc4903c3a,std_1659617137396_145,wJpA-Pfa2
tch_20220801-154627_48,e9e56c04-584c-4de0-81e7-b1b1ff098b94,std_1659617137574_148,p92T-G6gk
tch_20220801-154627_39,0b009e51-d02d-40e4-a655-e4a99feda0c2,std_1659617142064_139,g7z6-s9ci
tch_20220801-154627_42,7f16056b-7326-463d-bcaf-c29e57089378,std_1659617142952_142,6veP-N4ix
tch_20220801-154627_46,0a4af927-443e-410a-93d4-7ce1f494299e,std_1659617147696_146,u9g2-kTHQ
tch_20220801-154627_49,a1c41b2c-91e1-41ce-9f77-2cbbcbe577be,std_1659617145580_149,t7Eu-b82t
tch_20220801-154627_50,cbfe9c67-a3f0-4395-bf69-7acd64ebf21a,std_1659617153584_150,6q96-9nBm
tch_20220801-154627_40,f36769c4-6abd-4910-b5da-e2ea1723bbba,std_1659617155072_140,7weA-7642
tch_20220801-154627_43,0e31ab6f-dfd5-4a8d-afcd-cb81b2b0a54d,std_1659617157087_143,X9Hk-3Yg6
tch_20220801-154627_47,07647a10-f714-43d9-ad7b-f67588294e28,std_1659617156686_147,82LU-63an
tch_20220801-154627_41,47761136-d985-40f2-ba13-0c697521f540,std_1659617162309_141,JQd3-gDCU
tch_20220801-154627_44,dc033d12-28fc-4b00-beec-87970b92cd90,std_1659617162179_144,7e9r-uLUK
tch_20220801-154627_42,e7a242ac-4376-4a1e-a198-397f5a9f2d38,std_1659617168154_142,6veP-N4ix
tch_20220801-154627_48,0c30ee74-c356-43c5-b923-4f0675e1a0db,std_1659617164643_148,p92T-G6gk
tch_20220801-154627_45,d7bd6deb-29e2-4fcf-947e-26511dfbabf9,std_1659617162843_145,wJpA-Pfa2
tch_20220801-154627_51,1987f5ab-6461-4000-ab5d-0252d68484ac,std_1659617161591_151,Fzyg-6QyX
tch_20220801-154627_52,27627489-3301-45e3-ac9b-3747e25579de,std_1659617169596_152,rT9X-dbCo
tch_20220801-154627_46,beca0ef4-b421-4290-8381-7654a9529e6e,std_1659617173109_146,u9g2-kTHQ
tch_20220801-154627_49,156ccc7b-4660-4946-acd6-9a5983979205,std_1659617173793_149,t7Eu-b82t
tch_20220801-154627_53,f0d3305b-f107-42b8-aed0-01714b86bc1c,std_1659617177601_153,PFj6-LG7N
tch_20220801-154627_50,69b7f122-d5e7-4cd1-b645-dd9575c25203,std_1659617180222_150,6q96-9nBm
tch_20220801-154627_54,77a46d67-7893-4bb7-9b2a-cc3caf632dde,std_1659617185620_154,2AeH-x842
tch_20220801-154627_47,d492163c-cabc-479c-874b-04ae95226cd7,std_1659617183356_147,82LU-63an
tch_20220801-154627_43,cbb7f57d-508f-4a29-8bb1-d6147755b996,std_1659617182191_143,X9Hk-3Yg6
tch_20220801-154627_45,fec17a3c-5af1-4be5-b093-7ee60565dbff,std_1659617190797_145,wJpA-Pfa2
tch_20220801-154627_44,e3c1fa31-1838-4ce2-93b3-e4559286f49b,std_1659617189939_144,7e9r-uLUK
tch_20220801-154627_51,c06b72ee-398c-4e77-aac9-7f6a458a8d9d,std_1659617191630_151,Fzyg-6QyX
tch_20220801-154627_48,160265e1-53c2-4a84-aaef-0e5a4e3de304,std_1659617190672_148,p92T-G6gk
tch_20220801-154627_52,d17ed8b3-6efb-4b4d-adb0-f8ca77df4210,std_1659617198586_152,rT9X-dbCo
tch_20220801-154627_49,64264834-64af-4321-a3dd-2c9d30f9a313,std_1659617201099_149,t7Eu-b82t
tch_20220801-154627_55,0cad8fa0-5704-47bd-ae9b-b8ca633d61f7,std_1659617193612_155,pQah-86jg
tch_20220801-154627_46,28f6c15e-0d4e-47a4-9b86-9f748734befb,std_1659617199161_146,u9g2-kTHQ
tch_20220801-154627_56,c58bff42-f16c-4413-aa89-751e398d8c65,std_1659617201618_156,jpiZ-yEbD
tch_20220801-154627_53,5131586c-359e-4d8e-ad4b-af33320d236e,std_1659617202829_153,PFj6-LG7N
tch_20220801-154627_57,ba42d1f1-ac58-4514-8734-16c6f328c9b7,std_1659617209624_157,2y8u-N6V4
tch_20220801-154627_54,45f978c9-914b-4835-9b09-83815f5227c1,std_1659617209992_154,2AeH-x842
tch_20220801-154627_50,4630ce57-ef90-441d-800f-896674d8c35e,std_1659617208786_150,6q96-9nBm
tch_20220801-154627_47,70234380-2f87-4fd0-8773-d989ada3f1f7,std_1659617211770_147,82LU-63an
tch_20220801-154627_48,85fb1468-fe35-4198-94c3-01e55023b5b2,std_1659617220942_148,p92T-G6gk
tch_20220801-154627_58,a9d25c09-cd8f-4621-933c-ae81f2012897,std_1659617217630_158,xC9M-NPMx
tch_20220801-154627_51,c5920e3d-5359-4a36-b548-1eaab84a7504,std_1659617219591_151,Fzyg-6QyX
tch_20220801-154627_52,bcf50e3e-7f87-4728-a847-2050a4ec1290,std_1659617222654_152,rT9X-dbCo
tch_20220801-154627_55,fcfb50ea-b0f7-4425-84f0-9bf9c9124b1d,std_1659617224092_155,pQah-86jg
tch_20220801-154627_49,b3e3bf4c-a7b1-4f20-8973-549218ed60b4,std_1659617223477_149,t7Eu-b82t
tch_20220801-154627_59,2d530257-22a7-4437-bdd6-3080fb069264,std_1659617225635_159,HQZP-6Grp
tch_20220801-154627_56,cafe7951-5a42-4f88-b95d-79aa4d626ffe,std_1659617227121_156,jpiZ-yEbD
tch_20220801-154627_53,0a2e7a34-c360-43cb-8dde-5944ebe5d742,std_1659617230163_153,PFj6-LG7N
tch_20220801-154627_60,dc2b6c76-1a71-4915-bbaa-e3ba939e4fee,std_1659617233641_160,72Dc-XC2g
tch_20220801-154627_57,c7e1e07e-10eb-4a8e-80a9-38fbd2d46e5b,std_1659617234130_157,2y8u-N6V4
tch_20220801-154627_54,ee5778c5-6f98-4178-814b-d6eda16b40fa,std_1659617234909_154,2AeH-x842
tch_20220801-154627_50,32adf9e4-34b3-4180-a941-ead2b1541886,std_1659617235663_150,6q96-9nBm
tch_20220801-154627_61,f925bc4e-b780-4d88-b9ee-339bc1db5336,std_1659617241659_161,8HMy-eVGV
tch_20220801-154627_58,59bd9d64-3091-4669-b18e-a7380c3437e5,std_1659617247081_158,xC9M-NPMx
tch_20220801-154627_52,747a82bf-b883-4b50-8453-e30a46761fb1,std_1659617248551_152,rT9X-dbCo
tch_20220801-154627_51,3e898443-1581-4d62-95c4-a40202d83475,std_1659617247980_151,Fzyg-6QyX
tch_20220801-154627_55,a62e95d8-3478-4246-8219-1cbc6c031cc2,std_1659617248814_155,pQah-86jg
tch_20220801-154627_62,9f586604-d24e-440c-ab0c-51ec9759b492,std_1659617249652_162,igBe-9NEg
tch_20220801-154627_59,ebe97507-681e-4b87-8cb4-5ccc5dd07cd9,std_1659617253361_159,HQZP-6Grp
tch_20220801-154627_56,e747847f-4f36-46a8-9f1b-4f94a0c8523f,std_1659617257708_156,jpiZ-yEbD
tch_20220801-154627_60,eab60d43-4049-4563-989c-2b6d32c7f7d3,std_1659617258902_160,72Dc-XC2g
tch_20220801-154627_53,be3476d4-85a2-4462-b78a-87b10226178d,std_1659617258898_153,PFj6-LG7N
tch_20220801-154627_63,a126f47c-7efe-467d-8800-ea84fc3ee17f,std_1659617257656_163,UQVT-mxqx
tch_20220801-154627_57,234d397b-fc00-474a-a00b-a5b1ddf6cb2c,std_1659617262786_157,2y8u-N6V4
tch_20220801-154627_54,692095d9-9994-4883-abb2-66cb5a12546e,std_1659617263568_154,2AeH-x842
tch_20220801-154627_61,e558f2b2-8dd8-4065-ab6e-91b64f79e219,std_1659617269050_161,8HMy-eVGV
tch_20220801-154627_64,66d6b1d7-bb3e-46d5-99da-5f02e9669753,std_1659617265662_164,pTps-zQcz
tch_20220801-154627_62,e51d5949-674c-4f91-a18e-9728b0b296b8,std_1659617274918_162,igBe-9NEg
tch_20220801-154627_55,132f537e-ee0c-4f59-98f9-5b0450712811,std_1659617274170_155,pQah-86jg
tch_20220801-154627_58,ccc70bf9-66a2-4a24-bc03-802543964b56,std_1659617270858_158,xC9M-NPMx
tch_20220801-154627_65,8fcbf2a6-74b3-44ba-8353-97a5895fc7b4,std_1659617273667_165,Zhov-N96m
tch_20220801-154627_56,247744d1-c32d-4392-9892-55b5cdf12b25,std_1659617280402_156,jpiZ-yEbD
tch_20220801-154627_59,e1b264f0-a6c6-4d97-8d2d-e809086d5a56,std_1659617279700_159,HQZP-6Grp
tch_20220801-154627_60,6e091292-492e-4729-aa68-2944c8dfea25,std_1659617282229_160,72Dc-XC2g
tch_20220801-154627_66,f8ebbf64-d790-4715-a45b-10e6355e00b9,std_1659617281672_166,LaT7-W29i
tch_20220801-154627_63,32c99af6-8a3f-4193-8f0d-5d1829030238,std_1659617285678_163,UQVT-mxqx
tch_20220801-154627_61,38568da6-61c7-48a4-8968-2b4925557a54,std_1659617291908_161,8HMy-eVGV
tch_20220801-154627_67,088f7e97-2429-4134-a08d-718fdd77df4e,std_1659617289678_167,A2AQ-Aghm
tch_20220801-154627_64,03a8eaeb-e54d-4a1e-9a3c-d31636ceb3c7,std_1659617292764_164,pTps-zQcz
tch_20220801-154627_57,564df864-96fb-4109-8659-4d90e581b80b,std_1659617290109_157,2y8u-N6V4
tch_20220801-154627_58,8d474d21-5da0-47eb-ba6c-e61cf08ac013,std_1659617299857_158,xC9M-NPMx
tch_20220801-154627_62,51de7d4e-20bf-4267-a059-cb76c9ac2bb1,std_1659617298406_162,igBe-9NEg
tch_20220801-154627_68,a8b91abb-4f61-4a77-8b89-a1e48ad17728,std_1659617297683_168,92Hm-ucwz
tch_20220801-154627_65,9a49de29-655d-4e31-bef7-826e5dec6da6,std_1659617300907_165,Zhov-N96m
tch_20220801-154627_59,3194277b-bfa9-4f0e-80d8-2352df490726,std_1659617304972_159,HQZP-6Grp
tch_20220801-154627_60,a7a379ef-7b0c-4e80-b99f-e237e43abf64,std_1659617306378_160,72Dc-XC2g
tch_20220801-154627_66,3c1d6c72-9e0b-429f-baf3-1c6e2afd7b5c,std_1659617309982_166,LaT7-W29i
tch_20220801-154627_69,8ff37052-53a2-447b-9ddd-496c483cc94e,std_1659617305689_169,MfZX-W3iG
tch_20220801-154627_63,f0129569-0d68-4a0d-8b42-636f91c6abbc,std_1659617310748_163,UQVT-mxqx
tch_20220801-154627_70,53f2e425-f8bf-4af2-8770-244cc0c09171,std_1659617313707_170,82uD-MdH3
tch_20220801-154627_61,4cf16a5c-52d6-4d27-b917-db3f083b2b4e,std_1659617315201_161,8HMy-eVGV
tch_20220801-154627_67,70fc432f-4c62-44c6-9ea1-f13ab76ed790,std_1659617315463_167,A2AQ-Aghm
tch_20220801-154627_64,7e8986ac-f285-4d88-8c86-aedd0fe90829,std_1659617318022_164,pTps-zQcz
tch_20220801-154627_71,84125f91-e549-4ddf-a2f7-5d76bc11eded,std_1659617321707_171,Nh6C-PEr9
tch_20220801-154627_62,9d28f306-4164-405a-a2f0-fd84d658f074,std_1659617324782_162,igBe-9NEg
tch_20220801-154627_65,4b8409a3-7575-4ec2-8d34-9e0fc6a2ae46,std_1659617327617_165,Zhov-N96m
tch_20220801-154627_72,c2f025bf-3332-445d-ae58-8a266d34de50,std_1659617329707_172,Ns62-r8W3
tch_20220801-154627_68,46220a7f-d417-44d8-87a6-de468b690fcd,std_1659617326424_168,92Hm-ucwz
tch_20220801-154627_69,7e3d8c1c-2695-4e80-9c95-f8574ad8d751,std_1659617335712_169,MfZX-W3iG
tch_20220801-154627_73,6f7c68c0-9d5a-4ab0-965f-a9855e06c321,std_1659617337711_173,P2Zq-yr2R
tch_20220801-154627_63,a35528b3-8ad8-4936-a840-96649cff47fe,std_1659617338325_163,UQVT-mxqx
tch_20220801-154627_66,9e504115-e53d-4ef1-bb71-4d9f6e8b8c00,std_1659617334824_166,LaT7-W29i
tch_20220801-154627_70,1d3c6b6d-4043-43ee-84e2-0548338831f6,std_1659617339058_170,82uD-MdH3
tch_20220801-154627_64,07c00283-e8d1-4436-a8ae-3340c5a1b502,std_1659617342845_164,pTps-zQcz
tch_20220801-154627_67,e1c398bc-2426-45c1-9131-9a1879cb85a7,std_1659617341650_167,A2AQ-Aghm
tch_20220801-154627_71,a8d0bdb2-21a9-4427-9224-2495839e543d,std_1659617345739_171,Nh6C-PEr9
tch_20220801-154627_74,80513978-d25b-4969-86d3-82580c454a1a,std_1659617345716_174,FBxW-6T84
tch_20220801-154627_72,175c3227-9153-4760-921b-e0d28e457e93,std_1659617353754_172,Ns62-r8W3
tch_20220801-154627_65,247cbe36-77c8-4f9f-b903-311dd3722c1c,std_1659617353166_165,Zhov-N96m
tch_20220801-154627_68,6cceb226-36ce-4018-9656-bb5c00926988,std_1659617355597_168,92Hm-ucwz
tch_20220801-154627_75,f55e8643-758b-438d-8b95-e24b82380105,std_1659617353721_175,X2yW-FTYk
tch_20220801-154627_69,9904ca43-68e9-43e4-bd8d-5a804e123997,std_1659617362035_169,MfZX-W3iG
tch_20220801-154627_73,0a13fbb6-7425-4b04-9ed8-55d4189e9937,std_1659617362860_173,P2Zq-yr2R
tch_20220801-154627_76,9b6fe9f7-cf69-4433-aadb-591e37fa7755,std_1659617361726_176,T98n-8qu8
tch_20220801-154627_70,f40d968a-530b-4f34-be42-b53f22de6152,std_1659617368589_170,82uD-MdH3
tch_20220801-154627_66,21baa03b-e2f2-4628-bdcb-63021c17856e,std_1659617363650_166,LaT7-W29i
tch_20220801-154627_77,c4ed11d3-fdde-4e55-a14f-11eb1d35c23a,std_1659617369732_177,9nVA-wHTW
tch_20220801-154627_67,13468107-97e5-4430-a6ee-3144ea30246d,std_1659617371393_167,A2AQ-Aghm
tch_20220801-154627_71,f6825788-f7a5-48b5-8ce8-b07508cbae37,std_1659617372835_171,Nh6C-PEr9
tch_20220801-154627_74,ca62c85e-35d7-4e43-9586-7880296462d4,std_1659617375250_174,FBxW-6T84
tch_20220801-154627_72,376a9ccb-4104-4cde-b6f5-4d4e10e5775a,std_1659617379879_172,Ns62-r8W3
tch_20220801-154627_78,3ecd881e-d038-43ab-8ded-06a12fb7731f,std_1659617377739_178,Fb4s-EJjh
tch_20220801-154627_68,66f64720-dba0-480f-bedc-4a3c202f30b5,std_1659617380290_168,92Hm-ucwz
tch_20220801-154627_75,294a3672-32f3-41d0-ba51-ed4a6ce8cd03,std_1659617384593_175,X2yW-FTYk
tch_20220801-154627_69,d77284c2-7839-47a5-9613-64762b4d7270,std_1659617388964_169,MfZX-W3iG
tch_20220801-154627_73,e06ad2da-9772-45dc-bc56-c278729f37f4,std_1659617390883_173,P2Zq-yr2R
tch_20220801-154627_76,600fadb8-33cc-4125-8fc6-1b0b5fe8b75f,std_1659617391413_176,T98n-8qu8
tch_20220801-154627_70,a3e06214-cd78-498c-b96c-32cb45a81c9f,std_1659617392574_170,82uD-MdH3
tch_20220801-154627_80,23b04eea-a711-4c13-9bf7-003d83e674c3,std_1659617393749_180,3EdW-KvPx
tch_20220801-154627_71,7594b017-4a57-4a98-9902-66b8b99c87f0,std_1659617398937_171,Nh6C-PEr9
tch_20220801-154627_77,4d2f123a-516e-4693-91dd-3ae85b1ebd39,std_1659617395652_177,9nVA-wHTW
tch_20220801-154627_72,a7cd9e06-ee6c-4b74-b550-ccaa217806fc,std_1659617404818_172,Ns62-r8W3
tch_20220801-154627_78,bc9819b6-d885-4d73-9332-3b63f15f3c78,std_1659617405879_178,Fb4s-EJjh
tch_20220801-154627_81,b9d727f7-721e-493e-8d2b-e95a571c7c3c,std_1659617401755_181,N6wK-4YfV
tch_20220801-154627_74,3719684a-cde1-459a-8a6a-aafdc39f2062,std_1659617403726_174,FBxW-6T84
tch_20220801-154627_82,bd792790-7d31-48a4-bcb3-534911b8fbe6,std_1659617409760_182,8Xcq-Q6U6
tch_20220801-154627_79,62092996-244b-4132-a6a0-8d93c0571e10,std_1659617385744_179,2PCi-sP3d
tch_20220801-154627_75,49ac3796-902c-426f-88c1-7d0d08b7c36f,std_1659617410765_175,X2yW-FTYk
tch_20220801-154627_83,c08000d7-0822-4810-a9b3-5395d221cfca,std_1659617417765_183,eEWm-68nA
tch_20220801-154627_73,a1889af2-2d92-4c39-ba3a-f654413d0f6d,std_1659617416001_173,P2Zq-yr2R
tch_20220801-154627_76,a7112562-ab51-4f60-8037-b841299da436,std_1659617419006_176,T98n-8qu8
tch_20220801-154627_80,d38269f9-0d94-482b-a630-4e958a44d9f3,std_1659617423202_180,3EdW-KvPx
tch_20220801-154627_77,41ceb65b-fe9e-4315-ac85-6129cc887191,std_1659617425007_177,9nVA-wHTW
tch_20220801-154627_78,d00b7f30-bf5b-427a-be86-55936851b609,std_1659617430688_178,Fb4s-EJjh
tch_20220801-154627_84,83af850e-480e-4068-81bf-a0526a835e00,std_1659617425770_184,cvUy-kj3Z
tch_20220801-154627_81,399ac559-34ba-4a13-9738-1dc7a2ecc156,std_1659617430724_181,N6wK-4YfV
tch_20220801-154627_85,7e34d6fc-4258-41cb-87af-467661cc20c7,std_1659617433776_185,z928-kK8X
tch_20220801-154627_82,2bf4067d-fb35-4dbf-bc17-d21c41281530,std_1659617435942_182,8Xcq-Q6U6
tch_20220801-154627_75,74fb7c35-79c8-46e8-9e51-1b9b7f433d9e,std_1659617438227_175,X2yW-FTYk
tch_20220801-154627_74,dcab4092-4fa7-429c-bdc0-e5c062ab99cd,std_1659617432640_174,FBxW-6T84
tch_20220801-154627_79,eb4631c6-3d17-448a-9d26-dcbb09ec1bca,std_1659617438058_179,2PCi-sP3d
tch_20220801-154627_83,20a779ba-d7fd-4c1d-8533-5f73d0c7d724,std_1659617441679_183,eEWm-68nA
tch_20220801-154627_86,af96edd6-9252-41d8-b4cb-52910688b196,std_1659617441781_186,Yq2Y-CUVY
tch_20220801-154627_76,cf6ff776-a95a-464e-ae23-b17135297cc5,std_1659617447338_176,T98n-8qu8
tch_20220801-154627_87,91346809-4cb0-405a-a5bc-3825175fa62e,std_1659617449786_187,juL6-P3f3
tch_20220801-154627_77,6c6fa91a-d68c-460b-bfd5-5ce18240cd3a,std_1659617453572_177,9nVA-wHTW
tch_20220801-154627_80,5176d587-e4d3-487c-9af4-851215390be7,std_1659617448645_180,3EdW-KvPx
tch_20220801-154627_84,8abcbf51-319e-429d-93e7-881cce07f955,std_1659617455174_184,cvUy-kj3Z
tch_20220801-154627_78,89b1f373-6625-4401-82cb-cae9ebb43cd8,std_1659617454515_178,Fb4s-EJjh
tch_20220801-154627_88,9d2fbfef-21ba-491f-b85e-20e102973def,std_1659617457792_188,83uM-3ynu
tch_20220801-154627_81,849dda3a-141e-48be-86a5-38ece54a8f52,std_1659617457021_181,N6wK-4YfV
tch_20220801-154627_82,6a0a352b-0a56-49ff-9ddd-308bb86f1282,std_1659617461693_182,8Xcq-Q6U6
tch_20220801-154627_85,0cf45dc2-8176-4327-8f9b-ddba9ad5a0a9,std_1659617461280_185,z928-kK8X
tch_20220801-154627_79,a260bcab-3cc7-4a92-9d74-10938d7ef529,std_1659617464494_179,2PCi-sP3d
tch_20220801-154627_83,05bba841-c649-414c-8995-5d8b25c408b0,std_1659617468376_183,eEWm-68nA
tch_20220801-154627_89,b97f032d-d52b-4ec3-a618-f99a887dfe32,std_1659617465798_189,Lb8X-2dC9
tch_20220801-154627_86,4e9e5c6c-5620-4de1-ba88-f0edf185105a,std_1659617470350_186,Yq2Y-CUVY
tch_20220801-154627_90,e6dbac6a-a342-4991-bb23-7eddb83f9f32,std_1659617473804_190,sJ4E-4ZRm
tch_20220801-154627_87,c9125158-e043-48f8-a594-01d322d36990,std_1659617473634_187,juL6-P3f3
tch_20220801-154627_80,d48fecbc-dc4c-4b37-8d26-0311fed7034e,std_1659617477319_180,3EdW-KvPx
tch_20220801-154627_84,5801ac85-b204-49ce-a690-d2a9edaeb22d,std_1659617480905_184,cvUy-kj3Z
tch_20220801-154627_91,a1ff57f1-8380-479f-a13b-fabe090f92f8,std_1659617481809_191,sou3-LTAh
tch_20220801-154627_81,01f74756-53bd-4ff1-91ea-25f7462927b8,std_1659617483865_181,N6wK-4YfV
tch_20220801-154627_85,4b22e507-fbb4-4f86-839c-6a394e21ed38,std_1659617486311_185,z928-kK8X
