extuserid,class,classcode,bundleCount
tch_20220828-132902_59,Perf_class_20220828-132902_59,47zp-ntdB,0
tch_20220828-132902_60,Perf_class_20220828-132902_60,KwJC-hX4q,1
tch_20220828-132902_62,Perf_class_20220828-132902_62,Rif2-X38u,1
tch_20220828-132902_64,Perf_class_20220828-132902_64,fZ4N-Wztw,1
tch_20220828-132902_63,Perf_class_20220828-132902_63,oFE7-832v,1
tch_20220828-132902_65,Perf_class_20220828-132902_65,Yh7m-y4Uw,1
tch_20220828-132902_66,Perf_class_20220828-132902_66,yCXt-ZRfh,1
tch_20220828-132902_67,Perf_class_20220828-132902_67,tUAJ-eP4C,1
tch_20220828-132902_69,Perf_class_20220828-132902_69,Xm3T-eua8,1
tch_20220828-132902_68,Perf_class_20220828-132902_68,KAa8-mAVW,1
tch_20220828-132902_71,Perf_class_20220828-132902_71,p3Rg-DdLF,1
tch_20220828-132902_72,Perf_class_20220828-132902_72,Aknm-DJVn,2
tch_20220828-132902_70,Perf_class_20220828-132902_70,qh6L-mB9d,2
tch_20220828-132902_73,Perf_class_20220828-132902_73,K4YQ-828c,2
tch_20220828-132902_74,Perf_class_20220828-132902_74,pL76-QxmF,2
tch_20220828-132902_76,Perf_class_20220828-132902_76,JMjU-mCPG,2
tch_20220828-132902_75,Perf_class_20220828-132902_75,7vRE-6wtX,2
tch_20220828-132902_77,Perf_class_20220828-132902_77,Ng3e-nC2q,2
tch_20220828-132902_78,Perf_class_20220828-132902_78,4Ec2-TU6h,2
tch_20220828-132902_80,Perf_class_20220828-132902_80,TXaA-7iUf,2
tch_20220828-132902_79,Perf_class_20220828-132902_79,M23b-p8xi,2
tch_20220828-132902_83,Perf_class_20220828-132902_83,6uxF-B4mt,2
tch_20220828-132902_81,Perf_class_20220828-132902_81,VRN3-Toq9,2
tch_20220828-132902_84,Perf_class_20220828-132902_84,c4EQ-NnTv,2
tch_20220828-132902_82,Perf_class_20220828-132902_82,836i-JfC9,2
tch_20220828-132902_87,Perf_class_20220828-132902_87,hnNL-WHy7,2
tch_20220828-132902_85,Perf_class_20220828-132902_85,Npmn-3sLP,2
tch_20220828-132902_86,Perf_class_20220828-132902_86,pfg7-Ch3A,2
tch_20220828-132902_90,Perf_class_20220828-132902_90,x82W-jJ6V,2
tch_20220828-132902_88,Perf_class_20220828-132902_88,rK7c-njb6,2
tch_20220828-132902_92,Perf_class_20220828-132902_92,496N-kxEk,2
tch_20220828-132902_89,Perf_class_20220828-132902_89,KYQW-ro2y,2
tch_20220828-132902_91,Perf_class_20220828-132902_91,2vmY-2cFn,2
tch_20220828-132902_94,Perf_class_20220828-132902_94,VjdT-W6oc,3
tch_20220828-132902_95,Perf_class_20220828-132902_95,pU4P-bUWN,3
tch_20220828-132902_93,Perf_class_20220828-132902_93,j6u8-VP9f,3
tch_20220828-132902_96,Perf_class_20220828-132902_96,9b4C-DC46,3
tch_20220828-132902_97,Perf_class_20220828-132902_97,963s-36bP,3
tch_20220828-132902_98,Perf_class_20220828-132902_98,iePE-Qr98,4
tch_20220828-132902_99,Perf_class_20220828-132902_99,kY8Y-eLe8,4
tch_20220828-132902_100,Perf_class_20220828-132902_100,JYry-3HbN,4
tch_20220828-134159_3,Perf_class_20220828-134159_3,96hV-a86d,0
tch_20220828-134159_2,Perf_class_20220828-134159_2,fr7y-pWjL,0
tch_20220828-134159_1,Perf_class_20220828-134159_1,9Kmp-y4zu,0
tch_20220828-134159_5,Perf_class_20220828-134159_5,38LT-ePM9,0
tch_20220828-134159_4,Perf_class_20220828-134159_4,xsb2-63Rg,0
tch_20220828-134159_7,Perf_class_20220828-134159_7,uHU2-8k6s,0
tch_20220828-134159_6,Perf_class_20220828-134159_6,84tn-UHyP,0
tch_20220828-134159_8,Perf_class_20220828-134159_8,7R6Z-z3rV,0
tch_20220828-134159_11,Perf_class_20220828-134159_11,2W36-X3gk,0
tch_20220828-134159_10,Perf_class_20220828-134159_10,yYHs-6M4g,0
tch_20220828-134159_9,Perf_class_20220828-134159_9,j964-7j8m,1
tch_20220828-134159_13,Perf_class_20220828-134159_13,LtNu-pLrV,1
tch_20220828-134159_12,Perf_class_20220828-134159_12,NF3Y-89JF,1
tch_20220828-134159_15,Perf_class_20220828-134159_15,u7v4-Kuju,1
tch_20220828-134159_14,Perf_class_20220828-134159_14,V6Mr-mDf2,1
tch_20220828-134159_16,Perf_class_20220828-134159_16,76Cu-x38f,1
tch_20220828-134159_18,Perf_class_20220828-134159_18,V468-6TPt,1
tch_20220828-134159_19,Perf_class_20220828-134159_19,etZL-3LM4,1
tch_20220828-134159_17,Perf_class_20220828-134159_17,tm4J-owQ7,1
tch_20220828-134159_20,Perf_class_20220828-134159_20,JRjo-Lc7k,1
tch_20220828-134159_24,Perf_class_20220828-134159_24,rNjn-K2n2,2
tch_20220828-134159_21,Perf_class_20220828-134159_21,BXB2-fGLx,2
tch_20220828-134159_22,Perf_class_20220828-134159_22,t3vX-3hLm,2
tch_20220828-134159_25,Perf_class_20220828-134159_25,Q478-r72U,2
tch_20220828-134159_23,Perf_class_20220828-134159_23,rNj9-89Q4,2
tch_20220828-134159_27,Perf_class_20220828-134159_27,J42r-6sZh,2
tch_20220828-134159_26,Perf_class_20220828-134159_26,89yQ-a3Ru,2
tch_20220828-134159_28,Perf_class_20220828-134159_28,tm2t-cxNG,2
tch_20220828-134159_30,Perf_class_20220828-134159_30,Jk2E-rwin,2
tch_20220828-134159_29,Perf_class_20220828-134159_29,624a-GPWe,2
tch_20220828-134159_32,Perf_class_20220828-134159_32,sJeR-CF3Y,2
tch_20220828-134159_34,Perf_class_20220828-134159_34,sWw9-dmVm,2
tch_20220828-134159_31,Perf_class_20220828-134159_31,R6v6-V28Q,2
tch_20220828-134159_33,Perf_class_20220828-134159_33,D6kt-X84m,2
tch_20220828-134159_35,Perf_class_20220828-134159_35,4Uzv-iMua,2
tch_20220828-134159_36,Perf_class_20220828-134159_36,NoEW-Ro6e,2
tch_20220828-134159_37,Perf_class_20220828-134159_37,AMa6-2WR7,2
tch_20220828-134159_38,Perf_class_20220828-134159_38,39Gy-fu8s,2
tch_20220828-134159_39,Perf_class_20220828-134159_39,764Z-793m,2
tch_20220828-134159_40,Perf_class_20220828-134159_40,QKhq-K28s,2
tch_20220828-134159_41,Perf_class_20220828-134159_41,xV3G-8Qd7,2
tch_20220828-134159_43,Perf_class_20220828-134159_43,9GXq-pQuz,2
tch_20220828-134159_42,Perf_class_20220828-134159_42,PKL4-xBGj,3
tch_20220828-134159_45,Perf_class_20220828-134159_45,hQ39-owbv,3
tch_20220828-134159_44,Perf_class_20220828-134159_44,i9d9-Nv4i,3
tch_20220828-134159_46,Perf_class_20220828-134159_46,WB8J-9Rzi,3
tch_20220828-134159_48,Perf_class_20220828-134159_48,zdC3-HrMy,3
tch_20220828-134159_49,Perf_class_20220828-134159_49,9Ay7-whf3,4
tch_20220828-134159_47,Perf_class_20220828-134159_47,fGAJ-L6eY,4
tch_20220828-134159_50,Perf_class_20220828-134159_50,Cro8-VdRg,4
tch_20220828-134159_53,Perf_class_20220828-134159_53,usU2-sRJf,0
tch_20220828-134159_51,Perf_class_20220828-134159_51,jC49-YpWv,0
tch_20220828-134159_52,Perf_class_20220828-134159_52,J6cf-J3V2,0
tch_20220828-134159_55,Perf_class_20220828-134159_55,tkp8-UJgG,0
tch_20220828-134159_54,Perf_class_20220828-134159_54,ZuPp-QL9Y,0
tch_20220828-134159_58,Perf_class_20220828-134159_58,M8VC-Yhgk,0
tch_20220828-134159_57,Perf_class_20220828-134159_57,TEkn-C46K,0
tch_20220828-134159_56,Perf_class_20220828-134159_56,G3wy-Y246,0
tch_20220828-134159_59,Perf_class_20220828-134159_59,4n2x-9J3W,0
tch_20220828-134159_60,Perf_class_20220828-134159_60,3i7n-Du2N,0
tch_20220828-134159_64,Perf_class_20220828-134159_64,U9Lc-res3,1
tch_20220828-134159_61,Perf_class_20220828-134159_61,FU6V-Ysu6,1
tch_20220828-134159_63,Perf_class_20220828-134159_63,94Zp-Y3UY,1
tch_20220828-134159_62,Perf_class_20220828-134159_62,Vhs2-H27W,1
tch_20220828-134159_65,Perf_class_20220828-134159_65,tei7-Am9F,1
tch_20220828-134159_67,Perf_class_20220828-134159_67,sYJ8-A4ru,1
tch_20220828-134159_66,Perf_class_20220828-134159_66,ov49-n46X,1
tch_20220828-134159_68,Perf_class_20220828-134159_68,3qJ8-j4a9,1
tch_20220828-134159_71,Perf_class_20220828-134159_71,M97E-Q948,1
tch_20220828-134159_69,Perf_class_20220828-134159_69,74Yz-23oG,1
tch_20220828-134159_72,Perf_class_20220828-134159_72,7QE8-QiyP,2
tch_20220828-134159_70,Perf_class_20220828-134159_70,Ddc9-VG6Y,2
tch_20220828-134159_74,Perf_class_20220828-134159_74,6n8K-UrHJ,2
tch_20220828-134159_73,Perf_class_20220828-134159_73,9AnK-kNYb,2
tch_20220828-134159_76,Perf_class_20220828-134159_76,v7mw-Fru3,2
tch_20220828-134159_77,Perf_class_20220828-134159_77,eNRv-APdx,2
tch_20220828-134159_75,Perf_class_20220828-134159_75,NW8b-YKg2,2
tch_20220828-134159_79,Perf_class_20220828-134159_79,RrxU-N9K2,2
tch_20220828-134159_78,Perf_class_20220828-134159_78,nfvi-Af3n,2
tch_20220828-134159_81,Perf_class_20220828-134159_81,YJZD-9GE3,2
tch_20220828-134159_80,Perf_class_20220828-134159_80,jdPp-zBQr,2
tch_20220828-134159_82,Perf_class_20220828-134159_82,u2YU-2Fcu,2
tch_20220828-134159_84,Perf_class_20220828-134159_84,2UM4-626L,2
tch_20220828-134159_83,Perf_class_20220828-134159_83,J2qV-Uw43,2
tch_20220828-134159_87,Perf_class_20220828-134159_87,P6fA-pbw3,2
tch_20220828-134159_85,Perf_class_20220828-134159_85,h74x-Q47Y,2
tch_20220828-134159_86,Perf_class_20220828-134159_86,3h87-c4fV,2
tch_20220828-134159_90,Perf_class_20220828-134159_90,UY24-q3u2,2
tch_20220828-134159_91,Perf_class_20220828-134159_91,nZd3-hkoW,2
tch_20220828-134159_88,Perf_class_20220828-134159_88,28Gu-27zy,2
tch_20220828-134159_92,Perf_class_20220828-134159_92,h9PD-roHr,2
tch_20220828-134159_89,Perf_class_20220828-134159_89,EJ4p-Yc9c,2
tch_20220828-134159_94,Perf_class_20220828-134159_94,orDa-3VNt,3
tch_20220828-134159_93,Perf_class_20220828-134159_93,9Rhy-hA4H,3
tch_20220828-134159_95,Perf_class_20220828-134159_95,ybCp-4EP6,3
tch_20220828-134159_96,Perf_class_20220828-134159_96,PbHc-aH3C,3
tch_20220828-134159_97,Perf_class_20220828-134159_97,mbt7-eVWo,3
tch_20220828-134159_99,Perf_class_20220828-134159_99,4Jz9-gJrq,4
tch_20220828-134159_100,Perf_class_20220828-134159_100,s6Hn-Xek7,4
tch_20220828-134159_98,Perf_class_20220828-134159_98,6J6h-2tbo,4
tch_20220828-140714_1,Perf_class_20220828-140714_1,AdUm-63LB,0
tch_20220828-140714_3,Perf_class_20220828-140714_3,6VrR-GHeZ,0
tch_20220828-140714_5,Perf_class_20220828-140714_5,GWk9-7X3a,0
tch_20220828-140714_6,Perf_class_20220828-140714_6,8Gmy-9s9Y,0
tch_20220828-140714_4,Perf_class_20220828-140714_4,mi2K-4nK9,0
tch_20220828-140714_2,Perf_class_20220828-140714_2,mVRo-a2np,0
tch_20220828-140714_8,Perf_class_20220828-140714_8,mQh9-3i6m,0
tch_20220828-140714_7,Perf_class_20220828-140714_7,t3c4-vEc3,0
tch_20220828-140714_9,Perf_class_20220828-140714_9,UjkT-BTG2,0
tch_20220828-140714_11,Perf_class_20220828-140714_11,PDzH-PAEB,0
tch_20220828-140714_12,Perf_class_20220828-140714_12,Xe4H-c3T4,1
tch_20220828-140714_10,Perf_class_20220828-140714_10,G4JW-s6sJ,1
tch_20220828-140714_13,Perf_class_20220828-140714_13,ie7f-GkAm,1
tch_20220828-140714_14,Perf_class_20220828-140714_14,4L46-bMFD,1
tch_20220828-140714_15,Perf_class_20220828-140714_15,Hz4n-AmCT,1
tch_20220828-140714_16,Perf_class_20220828-140714_16,83AG-V92o,1
tch_20220828-140714_17,Perf_class_20220828-140714_17,6E9n-C2xj,1
tch_20220828-140714_19,Perf_class_20220828-140714_19,E86Q-FAgL,1
tch_20220828-140714_18,Perf_class_20220828-140714_18,XBt2-WGkJ,1
tch_20220828-140714_21,Perf_class_20220828-140714_21,okZ9-8Aiw,1
tch_20220828-140714_20,Perf_class_20220828-140714_20,2iwj-Mi4L,2
tch_20220828-140714_23,Perf_class_20220828-140714_23,pD94-93g8,2
tch_20220828-140714_24,Perf_class_20220828-140714_24,9znf-2hRW,2
tch_20220828-140714_22,Perf_class_20220828-140714_22,HqNZ-9Gu6,2
tch_20220828-140714_26,Perf_class_20220828-140714_26,Jg78-XjT3,2
tch_20220828-140714_25,Perf_class_20220828-140714_25,z6hx-8k26,2
tch_20220828-140714_29,Perf_class_20220828-140714_29,oF7e-39qC,2
tch_20220828-140714_27,Perf_class_20220828-140714_27,Z2w6-Dyri,2
tch_20220828-140714_28,Perf_class_20220828-140714_28,eko8-Lcw8,2
tch_20220828-140714_31,Perf_class_20220828-140714_31,69a8-Z2nw,2
tch_20220828-140714_32,Perf_class_20220828-140714_32,GLNi-ZG4u,2
tch_20220828-140714_30,Perf_class_20220828-140714_30,V7zZ-bnct,2
tch_20220828-140714_33,Perf_class_20220828-140714_33,8UM7-y84Z,2
tch_20220828-140714_36,Perf_class_20220828-140714_36,QywN-HVc4,2
tch_20220828-140714_34,Perf_class_20220828-140714_34,6ABR-KMt3,2
tch_20220828-140714_35,Perf_class_20220828-140714_35,423J-Lv93,2
tch_20220828-140714_37,Perf_class_20220828-140714_37,oxCX-sotk,2
tch_20220828-140714_40,Perf_class_20220828-140714_40,D9vV-M7hk,2
tch_20220828-140714_38,Perf_class_20220828-140714_38,6xER-iT3H,2
tch_20220828-140714_41,Perf_class_20220828-140714_41,XMp3-7A89,2
tch_20220828-140714_43,Perf_class_20220828-140714_43,u9GN-9Dvm,2
tch_20220828-140714_39,Perf_class_20220828-140714_39,KJP9-HQ9Z,2
tch_20220828-140714_44,Perf_class_20220828-140714_44,qTDW-q6iC,3
tch_20220828-140714_42,Perf_class_20220828-140714_42,si6L-jLQN,3
tch_20220828-140714_47,Perf_class_20220828-140714_47,8Coi-DgGc,3
tch_20220828-140714_45,Perf_class_20220828-140714_45,39wL-N89E,3
tch_20220828-140714_46,Perf_class_20220828-140714_46,nQvW-ZJ7i,3
tch_20220828-140714_48,Perf_class_20220828-140714_48,Nvxi-4dT6,4
tch_20220828-140714_50,Perf_class_20220828-140714_50,i3sc-2c6t,4
tch_20220828-140714_49,Perf_class_20220828-140714_49,Ca4N-zk3f,4
tch_20220828-140714_51,Perf_class_20220828-140714_51,oKNf-wW46,0
tch_20220828-140714_53,Perf_class_20220828-140714_53,WUAQ-8amv,0
tch_20220828-140714_52,Perf_class_20220828-140714_52,LTiP-W68A,0
tch_20220828-140714_54,Perf_class_20220828-140714_54,DZFN-xds8,0
tch_20220828-140714_55,Perf_class_20220828-140714_55,6mtc-Pg8r,0
tch_20220828-140714_56,Perf_class_20220828-140714_56,Cg26-raj6,0
tch_20220828-140714_57,Perf_class_20220828-140714_57,G4sN-jf9i,0
tch_20220828-140714_58,Perf_class_20220828-140714_58,cop7-9842,0
tch_20220828-140714_59,Perf_class_20220828-140714_59,EeyF-27dw,0
tch_20220828-140714_62,Perf_class_20220828-140714_62,kqDo-N4z2,0
tch_20220828-140714_60,Perf_class_20220828-140714_60,bvmj-4Tik,1
tch_20220828-140714_61,Perf_class_20220828-140714_61,38dU-xih4,1
tch_20220828-140714_64,Perf_class_20220828-140714_64,y2n3-wYoC,1
tch_20220828-140714_63,Perf_class_20220828-140714_63,q7H2-whP2,1
tch_20220828-140714_68,Perf_class_20220828-140714_68,o2us-oB4f,1
tch_20220828-140714_67,Perf_class_20220828-140714_67,WA32-96y3,1
tch_20220828-140714_65,Perf_class_20220828-140714_65,r4W6-8HT4,1
tch_20220828-140714_66,Perf_class_20220828-140714_66,zdY7-ocH3,1
tch_20220828-140714_70,Perf_class_20220828-140714_70,6C6N-PnPY,1
tch_20220828-140714_71,Perf_class_20220828-140714_71,nEW2-CHw3,1
tch_20220828-140714_69,Perf_class_20220828-140714_69,8BPD-G6tC,2
tch_20220828-140714_72,Perf_class_20220828-140714_72,vP3H-2Pa9,2
tch_20220828-140714_75,Perf_class_20220828-140714_75,F3bR-hpm3,2
tch_20220828-140714_73,Perf_class_20220828-140714_73,2HdK-ib37,2
tch_20220828-140714_74,Perf_class_20220828-140714_74,PgtJ-236B,2
tch_20220828-140714_76,Perf_class_20220828-140714_76,347H-7Dnc,2
tch_20220828-140714_77,Perf_class_20220828-140714_77,GPhM-7UeJ,2
tch_20220828-140714_80,Perf_class_20220828-140714_80,9h23-V2Er,2
tch_20220828-140714_79,Perf_class_20220828-140714_79,WZ6Y-LyBa,2
tch_20220828-140714_78,Perf_class_20220828-140714_78,zx6Z-2JE8,2
tch_20220828-140714_81,Perf_class_20220828-140714_81,dnm3-Crcx,2
tch_20220828-140714_85,Perf_class_20220828-140714_85,q7hi-eGv7,2
tch_20220828-140714_82,Perf_class_20220828-140714_82,wrx7-4sCD,2
tch_20220828-140714_84,Perf_class_20220828-140714_84,e96a-2hr9,2
tch_20220828-140714_83,Perf_class_20220828-140714_83,4A9G-9hx7,2
tch_20220828-140714_87,Perf_class_20220828-140714_87,YTY9-AUaE,2
tch_20220828-140714_86,Perf_class_20220828-140714_86,ej4a-2pdP,2
tch_20220828-140714_89,Perf_class_20220828-140714_89,Y3am-X3xL,2
tch_20220828-140714_88,Perf_class_20220828-140714_88,d8Dy-Ngcq,2
tch_20220828-140714_90,Perf_class_20220828-140714_90,a9xz-98wi,2
tch_20220828-140714_91,Perf_class_20220828-140714_91,47v3-yNDr,2
tch_20220828-140714_93,Perf_class_20220828-140714_93,ipeg-9QF8,2
tch_20220828-140714_92,Perf_class_20220828-140714_92,7j2p-u69Z,3
tch_20220828-140714_95,Perf_class_20220828-140714_95,H69r-A6NM,3
tch_20220828-140714_96,Perf_class_20220828-140714_96,uBW4-ABeM,3
tch_20220828-140714_94,Perf_class_20220828-140714_94,W43a-8fbm,3
tch_20220828-140714_97,Perf_class_20220828-140714_97,39fN-YPYZ,3
tch_20220828-140714_99,Perf_class_20220828-140714_99,MJ4G-3jqo,4
tch_20220828-140714_98,Perf_class_20220828-140714_98,qUh6-ZcTo,4
tch_20220828-140714_100,Perf_class_20220828-140714_100,wmbh-327k,4
tch_20220828-141403_2,Perf_class_20220828-141403_2,mtBX-eCi4,0
tch_20220828-141403_3,Perf_class_20220828-141403_3,Xf23-Jvp9,0
tch_20220828-141403_4,Perf_class_20220828-141403_4,oFkP-bJ94,0
tch_20220828-141403_1,Perf_class_20220828-141403_1,s68E-B3Wb,0
tch_20220828-141403_5,Perf_class_20220828-141403_5,c7Xq-DaTJ,0
tch_20220828-141403_6,Perf_class_20220828-141403_6,FyE3-zQk7,0
tch_20220828-141403_7,Perf_class_20220828-141403_7,9B8f-9q9s,0
tch_20220828-141403_9,Perf_class_20220828-141403_9,zsuo-7by7,0
tch_20220828-141403_8,Perf_class_20220828-141403_8,63hi-N2bW,0
tch_20220828-141403_10,Perf_class_20220828-141403_10,VT3b-T8wQ,0
tch_20220828-141403_11,Perf_class_20220828-141403_11,96wY-twNd,1
tch_20220828-141403_12,Perf_class_20220828-141403_12,NPJf-9XFe,1
tch_20220828-141403_13,Perf_class_20220828-141403_13,7A6P-Npjs,1
tch_20220828-141403_14,Perf_class_20220828-141403_14,N3ET-KhMp,1
tch_20220828-141403_15,Perf_class_20220828-141403_15,84Pt-9UGP,1
tch_20220828-141403_16,Perf_class_20220828-141403_16,LhqL-yrfR,1
tch_20220828-141403_17,Perf_class_20220828-141403_17,LsVT-o6PF,1
tch_20220828-141403_20,Perf_class_20220828-141403_20,k9mF-H2uF,1
tch_20220828-141403_19,Perf_class_20220828-141403_19,Kfjb-3KjM,1
tch_20220828-141403_18,Perf_class_20220828-141403_18,7HNV-waDC,1
tch_20220828-141403_21,Perf_class_20220828-141403_21,237d-VMrY,2
tch_20220828-141403_22,Perf_class_20220828-141403_22,Ee4w-7bU3,2
tch_20220828-141403_23,Perf_class_20220828-141403_23,9R4T-ftiy,2
tch_20220828-141403_24,Perf_class_20220828-141403_24,8sk4-jeRf,2
tch_20220828-141403_26,Perf_class_20220828-141403_26,GER6-FvWx,2
tch_20220828-141403_27,Perf_class_20220828-141403_27,K8j3-8d9f,2
tch_20220828-141403_25,Perf_class_20220828-141403_25,c8ev-BoRq,2
tch_20220828-141403_29,Perf_class_20220828-141403_29,Wc6X-k2wW,2
tch_20220828-141403_28,Perf_class_20220828-141403_28,p4Rd-42w6,2
tch_20220828-141403_30,Perf_class_20220828-141403_30,PJTx-8DAa,2
tch_20220828-141403_31,Perf_class_20220828-141403_31,dsYV-tiWC,2
tch_20220828-141403_32,Perf_class_20220828-141403_32,X2qk-odVd,2
tch_20220828-141403_33,Perf_class_20220828-141403_33,JQbK-h469,2
tch_20220828-141403_36,Perf_class_20220828-141403_36,Wtmi-3vrb,2
tch_20220828-141403_34,Perf_class_20220828-141403_34,uLo8-782V,2
tch_20220828-141403_35,Perf_class_20220828-141403_35,zxT9-w6wA,2
tch_20220828-141403_37,Perf_class_20220828-141403_37,W7bN-3ZW8,2
tch_20220828-141403_38,Perf_class_20220828-141403_38,MHKq-putf,2
tch_20220828-141403_41,Perf_class_20220828-141403_41,aDJF-gDrx,2
tch_20220828-141403_39,Perf_class_20220828-141403_39,ixcC-ZkNe,2
tch_20220828-141403_42,Perf_class_20220828-141403_42,Dg9w-76tD,2
tch_20220828-141403_43,Perf_class_20220828-141403_43,Nz9C-M3C8,2
tch_20220828-141403_40,Perf_class_20220828-141403_40,o2KP-9zMD,3
tch_20220828-141403_46,Perf_class_20220828-141403_46,8GZq-JarK,3
tch_20220828-141403_47,Perf_class_20220828-141403_47,EyU4-7RMF,3
tch_20220828-141403_44,Perf_class_20220828-141403_44,DFEH-U9G4,3
tch_20220828-141403_45,Perf_class_20220828-141403_45,93Ua-nyN6,3
tch_20220828-141403_49,Perf_class_20220828-141403_49,cobL-fEdq,4
tch_20220828-141403_50,Perf_class_20220828-141403_50,C947-QnQs,4
tch_20220828-141403_48,Perf_class_20220828-141403_48,YHqY-ixom,4
tch_20220828-141403_51,Perf_class_20220828-141403_51,DLkB-AzBD,0
tch_20220828-141403_54,Perf_class_20220828-141403_54,63iB-q3Le,0
tch_20220828-141403_52,Perf_class_20220828-141403_52,abyX-3xer,0
tch_20220828-141403_53,Perf_class_20220828-141403_53,MkVs-6DgQ,0
tch_20220828-141403_56,Perf_class_20220828-141403_56,NVLB-abCd,0
tch_20220828-141403_55,Perf_class_20220828-141403_55,y97p-osfC,0
tch_20220828-141403_57,Perf_class_20220828-141403_57,Ku7U-kjN7,0
tch_20220828-141403_59,Perf_class_20220828-141403_59,zQ3V-nP9Y,0
tch_20220828-141403_58,Perf_class_20220828-141403_58,ERgf-E3Gy,0
tch_20220828-141403_60,Perf_class_20220828-141403_60,d7R7-4Zf4,0
tch_20220828-141403_62,Perf_class_20220828-141403_62,seUh-D4w3,1
tch_20220828-141403_63,Perf_class_20220828-141403_63,oEFC-NdmQ,1
tch_20220828-141403_61,Perf_class_20220828-141403_61,X6Jd-XyxC,1
tch_20220828-141403_64,Perf_class_20220828-141403_64,ofhc-zLJW,1
tch_20220828-141403_65,Perf_class_20220828-141403_65,dKvq-rWg7,1
tch_20220828-141403_66,Perf_class_20220828-141403_66,mxvm-ta3g,1
tch_20220828-141403_67,Perf_class_20220828-141403_67,TkgH-whkj,1
tch_20220828-141403_70,Perf_class_20220828-141403_70,7Cvy-eTwv,1
tch_20220828-141403_68,Perf_class_20220828-141403_68,zNrK-3b2j,1
tch_20220828-141403_69,Perf_class_20220828-141403_69,ncMv-4aV4,1
tch_20220828-141403_72,Perf_class_20220828-141403_72,NfLV-gqzW,2
tch_20220828-141403_71,Perf_class_20220828-141403_71,KFpd-kB64,2
tch_20220828-141403_74,Perf_class_20220828-141403_74,7fuy-T9Th,2
tch_20220828-141403_73,Perf_class_20220828-141403_73,X78t-s8hd,2
tch_20220828-141403_76,Perf_class_20220828-141403_76,an2D-w4sF,2
tch_20220828-141403_75,Perf_class_20220828-141403_75,v6ZL-3CP4,2
tch_20220828-141403_77,Perf_class_20220828-141403_77,3B42-BZK6,2
tch_20220828-141403_78,Perf_class_20220828-141403_78,2X3q-4HEZ,2
tch_20220828-141403_79,Perf_class_20220828-141403_79,6U6M-Rt69,2
tch_20220828-141403_80,Perf_class_20220828-141403_80,ct9R-9oB7,2
tch_20220828-141403_81,Perf_class_20220828-141403_81,vJRJ-36Dy,2
tch_20220828-141403_82,Perf_class_20220828-141403_82,ARhX-WX2C,2
tch_20220828-141403_84,Perf_class_20220828-141403_84,24Gt-vT38,2
tch_20220828-141403_85,Perf_class_20220828-141403_85,dZ49-4m6V,2
tch_20220828-141403_83,Perf_class_20220828-141403_83,UQ9h-V273,2
tch_20220828-141403_87,Perf_class_20220828-141403_87,dxoi-7Z4P,2
tch_20220828-141403_86,Perf_class_20220828-141403_86,FuJk-2z4m,2
tch_20220828-141403_90,Perf_class_20220828-141403_90,7xy8-G9Jm,2
tch_20220828-141403_91,Perf_class_20220828-141403_91,UH32-zwUG,2
tch_20220828-141403_88,Perf_class_20220828-141403_88,sK3Q-L8xN,2
tch_20220828-141403_89,Perf_class_20220828-141403_89,s9NH-8cTU,2
tch_20220828-141403_92,Perf_class_20220828-141403_92,9QXf-j6vd,2
tch_20220828-141403_93,Perf_class_20220828-141403_93,eBmt-gC4D,3
tch_20220828-141403_96,Perf_class_20220828-141403_96,dT7R-D7qT,3
tch_20220828-141403_94,Perf_class_20220828-141403_94,DTHT-m74z,3
tch_20220828-141403_98,Perf_class_20220828-141403_98,gPfg-nqT4,3
tch_20220828-141403_95,Perf_class_20220828-141403_95,W38y-Edsy,3
tch_20220828-141403_100,Perf_class_20220828-141403_100,vEoA-97MP,4
tch_20220828-141403_97,Perf_class_20220828-141403_97,2Viw-pUhU,4
tch_20220828-141403_99,Perf_class_20220828-141403_99,bY4D-c2Fb,4
tch_20220828-142154_2,Perf_class_20220828-142154_2,pERA-76DX,0
tch_20220828-142154_1,Perf_class_20220828-142154_1,B4Lb-kQ7y,0
tch_20220828-142154_3,Perf_class_20220828-142154_3,C3jE-g62Z,0
tch_20220828-142154_5,Perf_class_20220828-142154_5,zi4V-Ag73,0
tch_20220828-142154_6,Perf_class_20220828-142154_6,xpfT-PL7b,0
tch_20220828-142154_4,Perf_class_20220828-142154_4,i3aW-xek4,0
tch_20220828-142154_9,Perf_class_20220828-142154_9,9EHj-r4zY,0
tch_20220828-142154_8,Perf_class_20220828-142154_8,4zQZ-xRox,0
tch_20220828-142154_7,Perf_class_20220828-142154_7,nR34-Ex49,0
tch_20220828-142154_10,Perf_class_20220828-142154_10,fCyr-BF8D,0
tch_20220828-142154_13,Perf_class_20220828-142154_13,7pzK-2AnE,1
tch_20220828-142154_11,Perf_class_20220828-142154_11,myZU-X7zm,1
tch_20220828-142154_12,Perf_class_20220828-142154_12,3pUz-h8vE,1
tch_20220828-142154_15,Perf_class_20220828-142154_15,M242-HC4i,1
tch_20220828-142154_14,Perf_class_20220828-142154_14,tBJd-nKP7,1
tch_20220828-142154_17,Perf_class_20220828-142154_17,vhpG-eF7m,1
tch_20220828-142154_16,Perf_class_20220828-142154_16,3Ryb-zAv6,1
tch_20220828-142154_18,Perf_class_20220828-142154_18,xFpC-8m7C,1
