tchextuserid,studentuserid1,stdextuserid,classcode
tch_20220818-151939_57,9276ca4b-b1a3-484d-ad90-8e57f7b23fcf,std_1660850543729_57,cA9E-uydp
tch_20220818-151939_59,4f29f605-8232-429d-9235-fc7a33abaf07,std_1660850543872_59,bdzq-Avb9
tch_20220818-151939_61,5f57faef-cc54-4ce9-b888-efa98b4a0e2f,std_1660850552505_61,vH2q-DY46
tch_20220818-151939_63,3bd7ca5e-75b5-4d57-b8af-31aaafa44e70,std_1660850556599_63,3BW4-9Gk7
tch_20220818-151939_60,37500e95-f5b7-4bf4-b8ad-f1a73f5516a5,std_1660850561583_60,B82N-s9TP
tch_20220818-151939_58,2854d3f6-062e-4929-968f-43311f849291,std_1660850558731_58,4Uzs-kp4X
tch_20220818-151939_62,15d0e24c-b403-42c0-83f6-b0873e0fac51,std_1660850567490_62,BCM2-eTUV
tch_20220818-151939_64,0f0c07e1-3721-460c-9542-c3eea1492a99,std_1660850572598_64,e4Dd-MT32
tch_20220818-151939_59,53fe9e0c-4ba0-4444-bda5-1cc90539a0ad,std_1660850570372_59,bdzq-Avb9
tch_20220818-151939_63,b342a509-34b2-420f-9089-b18bc2500777,std_1660850583624_63,3BW4-9Gk7
tch_20220818-151939_61,9838eac5-4cc4-4f79-ace1-2fe233069d6b,std_1660850577231_61,vH2q-DY46
tch_20220818-151939_60,b9880fa9-44fb-4974-ada3-dbac14022055,std_1660850584852_60,B82N-s9TP
tch_20220818-151939_65,62e3bcb3-3fec-42db-b871-f035555699f0,std_1660850588616_65,TYK9-b83m
tch_20220818-151939_62,1e23765d-d09c-4f24-8367-dcca9aa5be38,std_1660850592164_62,BCM2-eTUV
tch_20220818-151939_64,80c6c670-ffcb-4f29-a555-b4c80c579f99,std_1660850596549_64,e4Dd-MT32
tch_20220818-151939_66,7b5f872c-5e10-4c3a-b93b-e211e57e0b10,std_1660850604616_66,FJVp-qG6a
tch_20220818-151939_63,e219bec2-9030-49ae-8d72-11d1ef4ee82d,std_1660850606616_63,3BW4-9Gk7
tch_20220818-151939_61,2c36fd38-2d9c-4059-a57a-1b51b0176600,std_1660850606814_61,vH2q-DY46
tch_20220818-151939_65,309d0473-0b3a-4c50-b8c4-c1a5804708b1,std_1660850614146_65,TYK9-b83m
tch_20220818-151939_62,c27d16b7-10e7-419a-ae77-98bb290ffa4a,std_1660850618585_62,BCM2-eTUV
tch_20220818-151939_67,3d0f6d75-9c2b-445f-b74d-fcb8b9b3b813,std_1660850620630_67,CDxN-BngC
tch_20220818-151939_64,da8b6678-0d06-451a-b7ff-7bf81490dcae,std_1660850624481_64,e4Dd-MT32
tch_20220818-151939_66,4ffb327a-75eb-4b83-92e7-3074f6c305d9,std_1660850631416_66,FJVp-qG6a
tch_20220818-151939_63,a82a06e1-b49a-46b4-8358-b556683c7e67,std_1660850632242_63,3BW4-9Gk7
tch_20220818-151939_68,5b23340b-b743-4c51-bbf7-cf6e9d5e4e05,std_1660850636630_68,Tn2r-YkZr
tch_20220818-151939_65,d0b67e44-0e82-459b-94e6-fa95b75c3e9e,std_1660850640755_65,TYK9-b83m
tch_20220818-151939_67,5d089f4d-a60e-48d2-95d0-6211049441ec,std_1660850647846_67,CDxN-BngC
tch_20220818-151939_64,1733e868-042c-4a70-a6df-f337c2781038,std_1660850654195_64,e4Dd-MT32
tch_20220818-151939_69,1969c857-2ccd-40d9-9cf1-9d42a9e58baa,std_1660850652645_69,cpsF-Zv8t
tch_20220818-151939_66,969be308-957b-45e0-a0fc-a198b958a4e9,std_1660850657138_66,FJVp-qG6a
tch_20220818-151939_68,dd14de65-3c81-4d23-a28f-d451bf2e5064,std_1660850661817_68,Tn2r-YkZr
tch_20220818-151939_65,9b577bee-76c6-4f1d-a4de-bbcfaeac10fc,std_1660850667734_65,TYK9-b83m
tch_20220818-151939_70,14f13c5c-f5c2-4aa5-ae1a-2e4c6924173f,std_1660850668661_70,24Ti-2tf2
tch_20220818-151939_69,48c8e9c3-9530-45bd-9c13-df0c56648c6b,std_1660850678987_69,cpsF-Zv8t
tch_20220818-151939_67,0c2834e7-d5e8-4929-b795-c7207a3da2a4,std_1660850678282_67,CDxN-BngC
tch_20220818-151939_71,f87f1a21-bf70-4150-a46b-8249ad2970f9,std_1660850684661_71,Re9g-6H2c
tch_20220818-151939_66,1150e79a-0db4-4e7a-9b40-831355972afb,std_1660850685070_66,FJVp-qG6a
tch_20220818-151939_68,b0903d68-95c6-4bcc-8b8d-b0c9bfbe4601,std_1660850689933_68,Tn2r-YkZr
tch_20220818-151939_70,64c7d56d-8d54-4643-af2c-7b95453b4a75,std_1660850693453_70,24Ti-2tf2
tch_20220818-151939_69,d4b96d66-b486-4277-810f-864214041e3d,std_1660850704759_69,cpsF-Zv8t
tch_20220818-151939_72,f07b4323-48dd-4a4a-86b5-4dfd22ff53be,std_1660850700677_72,7LqX-Zq7q
tch_20220818-151939_67,d0fc1100-c4d1-4df2-8cab-a101311801aa,std_1660850705864_67,CDxN-BngC
tch_20220818-151939_71,bae8ba4c-a4fb-4d5a-a21a-2c5d4f6bf35c,std_1660850710127_71,Re9g-6H2c
tch_20220818-151939_73,d91b6886-b753-4818-ac18-471e253fba1c,std_1660850716693_73,je74-PxUy
tch_20220818-151939_70,96eb5a10-91c3-4785-9c85-d51bbe324572,std_1660850723587_70,24Ti-2tf2
tch_20220818-151939_68,d2473dcc-b8ee-4e55-b10d-20b130e71ab4,std_1660850717014_68,Tn2r-YkZr
tch_20220818-151939_72,4eb48fc6-2fa0-4e45-bf7a-0398bb10bbae,std_1660850728920_72,7LqX-Zq7q
tch_20220818-151939_74,85f0427c-5a32-487e-a2e5-dfbce7301396,std_1660850732693_74,83Vk-24sa
tch_20220818-151939_69,43e8337d-fbf3-4d44-ac6e-8967a76d9cf7,std_1660850728809_69,cpsF-Zv8t
tch_20220818-151939_71,6e9802b3-f15c-4e11-ab62-5745c5fd2293,std_1660850736398_71,Re9g-6H2c
tch_20220818-151939_73,dca44a8c-d5ae-4df6-bde3-6e5e8930737d,std_1660850741250_73,je74-PxUy
tch_20220818-151939_70,807c07ff-bae6-4551-bff1-c291d250721b,std_1660850745915_70,24Ti-2tf2
tch_20220818-151939_75,18e53dc8-49e6-4195-aad8-e1e394675383,std_1660850748709_75,984f-84yU
tch_20220818-151939_72,6fefb5a5-fe45-4196-b5e3-130568b14c0e,std_1660850754300_72,7LqX-Zq7q
tch_20220818-151939_74,7a6a2ee8-4767-458b-a3dc-5b264e07e094,std_1660850758058_74,83Vk-24sa
tch_20220818-151939_76,5f469bd4-99e0-43a1-a9a9-4078913e123c,std_1660850764725_76,d927-4r2A
tch_20220818-151939_71,0c676d79-9daf-4917-815c-fc2885d1f1cd,std_1660850765761_71,Re9g-6H2c
tch_20220818-151939_73,51a3eac8-62d2-45ff-8e05-7d40fe758f65,std_1660850769419_73,je74-PxUy
tch_20220818-151939_75,c4a9a2f1-ba41-498b-8fce-ba45af81d15e,std_1660850776751_75,984f-84yU
tch_20220818-151939_77,9c0d60f4-6e92-43a2-acd9-ba69532bc87b,std_1660850780740_77,4hP2-89Cj
tch_20220818-151939_72,10eff2e1-8f16-4c58-92d6-93ed9ae4d8a4,std_1660850781701_72,7LqX-Zq7q
tch_20220818-151939_74,bf34e08b-9518-4518-af9f-c3ac8504dd26,std_1660850784656_74,83Vk-24sa
tch_20220818-151939_76,c9977b0d-a9c3-44c9-ba56-98cbbb100faa,std_1660850791934_76,d927-4r2A
tch_20220818-151939_73,1aa647c8-77d6-4a37-b68a-ccebce9c276a,std_1660850793752_73,je74-PxUy
tch_20220818-151939_78,09fc4653-f8cb-47e4-bfd1-5a066d97ee4f,std_1660850796755_78,nXkU-VJkR
tch_20220818-151939_75,b3a98cff-ad2c-4ae5-8575-f1298d97660a,std_1660850803578_75,984f-84yU
tch_20220818-151939_77,a3197b31-899c-49c6-8bf1-2f06e86ff240,std_1660850806726_77,4hP2-89Cj
tch_20220818-151939_79,b4581e39-9bc9-4bac-8dfc-6d8ff6b5e0c0,std_1660850812771_79,Bt8N-sN6h
tch_20220818-151939_74,094b3c44-9615-44bf-a3d1-6864a8588299,std_1660850814120_74,83Vk-24sa
tch_20220818-151939_76,2e1ed72b-4a00-4198-b6d7-0fb7ae44a098,std_1660850818294_76,d927-4r2A
tch_20220818-151939_78,c0e67710-7e93-442b-8f0d-1397d0d4c022,std_1660850824586_78,nXkU-VJkR
tch_20220818-151939_80,70c4436d-8d38-4a60-bb09-dbc257b1b825,std_1660850828786_80,yWkx-Mq4Z
tch_20220818-151939_75,861637e0-f3b6-4d2c-ac1a-b39a6aba43ac,std_1660850827986_75,984f-84yU
tch_20220818-151939_77,ab2f283a-f924-4787-a618-33ff8b94a56e,std_1660850834799_77,4hP2-89Cj
tch_20220818-151939_79,61deafce-f4d1-4996-9b8e-15a428e68624,std_1660850835720_79,Bt8N-sN6h
tch_20220818-151939_76,8f90862c-30bb-4d66-8b28-5013aa883dff,std_1660850846052_76,d927-4r2A
tch_20220818-151939_81,147bf8fa-b748-4986-8ea7-c36011498bd8,std_1660850844802_81,iPJL-r4bq
tch_20220818-151939_78,a9a3f53a-210e-483c-b201-3f85cce4d699,std_1660850846820_78,nXkU-VJkR
tch_20220818-151939_80,83748f31-5a6e-47d5-bde9-b3296dfc5c89,std_1660850854330_80,yWkx-Mq4Z
tch_20220818-151939_77,bf50cfdd-0960-489b-b9fc-048c209c86fe,std_1660850863233_77,4hP2-89Cj
tch_20220818-151939_82,c0ca7ec1-ac01-4ea2-9dee-ec4ac20a8c47,std_1660850860818_82,rtvY-4D8i
tch_20220818-151939_79,eddac6db-ef86-4bb3-bbf6-16611533b8f6,std_1660850866407_79,Bt8N-sN6h
tch_20220818-151939_81,1566331f-163b-48f1-b0db-8e0d8bc68152,std_1660850875584_81,iPJL-r4bq
tch_20220818-151939_78,f4e94671-bfff-42ad-9cb2-65ec233cba49,std_1660850876236_78,nXkU-VJkR
tch_20220818-151939_83,659e5a08-998d-488b-b5fd-7c4a0e4b78d7,std_1660850876832_83,YRbR-Yd3V
tch_20220818-151939_80,d560afaa-018a-4b70-b890-e75260ecd9cd,std_1660850878697_80,yWkx-Mq4Z
tch_20220818-151939_79,f1c426f9-a6e1-4213-abd6-fa544269907c,std_1660850890574_79,Bt8N-sN6h
tch_20220818-151939_82,fbff46c8-261a-4d1d-becd-50367dded7fb,std_1660850888769_82,rtvY-4D8i
tch_20220818-151939_84,21180087-a345-4345-9f42-8a152e8acdfd,std_1660850892850_84,Xnhr-2ci2
tch_20220818-151939_83,45177f53-273e-4559-b7d7-171483b6a120,std_1660850903175_83,YRbR-Yd3V
tch_20220818-151939_81,619f167f-8df9-4cda-976e-a5034346eacc,std_1660850901747_81,iPJL-r4bq
tch_20220818-151939_80,46d74fcc-9ab5-496a-b027-efec7a4540c5,std_1660850905408_80,yWkx-Mq4Z
tch_20220818-151939_85,461706ed-6c9b-4459-b0c2-8f7b49e36fcc,std_1660850908864_85,ZVK4-96K2
tch_20220818-151939_82,437dd336-2f23-4998-ab1b-040a6bb81101,std_1660850918063_82,rtvY-4D8i
tch_20220818-151939_84,b20cdd3b-6a50-4536-83d0-97cb9e838c3c,std_1660850920965_84,Xnhr-2ci2
tch_20220818-151939_86,2de981c2-3e5e-47bc-bf8e-6c580af83e53,std_1660850924881_86,dq6A-6QKH
tch_20220818-151939_83,83af5319-256f-46a4-a97d-e7fd7aedfcf4,std_1660850928223_83,YRbR-Yd3V
tch_20220818-151939_81,a32bce9f-691f-4cec-88da-802d48ff5952,std_1660850930253_81,iPJL-r4bq
tch_20220818-151939_85,c988094d-6fd7-45ab-9b3e-3f51124296ad,std_1660850934672_85,ZVK4-96K2
tch_20220818-151939_87,127721c4-cc36-4016-937a-a307f34d7378,std_1660850940897_87,wTM3-74es
tch_20220818-151939_82,dcacf238-57f5-40a1-9053-c451f7885149,std_1660850944778_82,rtvY-4D8i
tch_20220818-151939_84,73a1e74f-e60a-4e3d-b781-6e3294433132,std_1660850947503_84,Xnhr-2ci2
tch_20220818-151939_86,d8e6a844-9d03-4e6e-8370-efd0ef8f0ad5,std_1660850953725_86,dq6A-6QKH
tch_20220818-151939_83,594d28fb-c02c-4c1b-a696-78ee102f7385,std_1660850955224_83,YRbR-Yd3V
tch_20220818-151939_88,95a5c8f3-66c7-417b-b437-bc097b508d71,std_1660850956914_88,o9ti-KXGP
tch_20220818-151939_85,a00d5d14-d246-409e-b4f7-786f14fb2b36,std_1660850961073_85,ZVK4-96K2
tch_20220818-151939_84,1f0fff7d-73f7-4d5e-837d-e59c68d3653c,std_1660850977076_84,Xnhr-2ci2
tch_20220818-151939_89,1df47eac-5316-42e6-9004-13646af9785f,std_1660850972932_89,63WH-Tute
tch_20220818-151939_87,410185d9-3663-4067-9f2e-cc0d15021ae6,std_1660850972543_87,wTM3-74es
tch_20220818-151939_86,c712e64c-567f-4df9-a93d-76765beb5035,std_1660850981588_86,dq6A-6QKH
tch_20220818-151939_90,0083779d-3a41-4a14-974d-45d6a9ccddc6,std_1660850988952_90,aoWX-d293
tch_20220818-151939_85,2734e51f-ba06-48d7-84a4-0099e2fd0e67,std_1660850988452_85,ZVK4-96K2
tch_20220818-151939_88,d9ce0a8a-8103-4455-9eea-775e32431c07,std_1660850988047_88,o9ti-KXGP
tch_20220818-151939_87,fcf3ba4a-0187-43a1-bc38-a550c726fda3,std_1660851002373_87,wTM3-74es
tch_20220818-151939_89,5f3d7896-a414-4a8b-8f61-07ff340d8687,std_1660851001190_89,63WH-Tute
tch_20220818-151939_91,19557549-9f0f-43c1-b0b2-0fe092da7f11,std_1660851004994_91,EjVq-d7gr
tch_20220818-151939_90,1d966d3c-cb04-4635-8764-709a2d7740f8,std_1660851014239_90,aoWX-d293
tch_20220818-151939_86,a5480ea0-9edd-445c-b09f-07b210ccde7b,std_1660851011982_86,dq6A-6QKH
tch_20220818-151939_88,e7db78cd-f926-4534-af5c-5ea53db1891b,std_1660851018576_88,o9ti-KXGP
tch_20220818-151939_87,56c6b839-5561-49f6-b82d-e06088940fe5,std_1660851026320_87,wTM3-74es
tch_20220818-151939_92,40251558-b395-4874-ba5a-777dc79330ed,std_1660851021003_92,4xYR-iTDM
tch_20220818-151939_89,beab3d22-ceca-4062-a906-a2df4be7d125,std_1660851031306_89,63WH-Tute
tch_20220818-151939_91,c9444778-f4ca-4566-8548-03d07e29efc7,std_1660851036060_91,EjVq-d7gr
tch_20220818-151939_90,9de61b07-548a-46a8-951b-deb9af08e83a,std_1660851039887_90,aoWX-d293
tch_20220818-151939_93,98efea64-c3f6-4968-b4a1-a261264a9be4,std_1660851037010_93,uCpU-y3qG
tch_20220818-151939_88,0572475f-e42d-4b83-8376-c95df014d3d8,std_1660851047456_88,o9ti-KXGP
tch_20220818-151939_94,96c34477-5b2a-4642-8a77-51d129425639,std_1660851053018_94,zB2q-7Eji
tch_20220818-151939_92,7a1ec180-3b74-44ab-a889-59a3e83ac545,std_1660851052737_92,4xYR-iTDM
tch_20220818-151939_89,d4e16fbe-f769-4ce8-98f4-78419ce38a94,std_1660851058912_89,63WH-Tute
tch_20220818-151939_90,e7333992-b2d7-4c68-ba51-29cf2943ede4,std_1660851064346_90,aoWX-d293
tch_20220818-151939_91,4d94a308-bc56-43b3-9be1-f3d6e69fd408,std_1660851060060_91,EjVq-d7gr
tch_20220818-151939_93,cf96f121-d285-4f8f-bfb8-724982eadbab,std_1660851065624_93,uCpU-y3qG
tch_20220818-151939_95,7b2ae1f5-6ffc-4c0f-9115-625709e0b6d8,std_1660851069028_95,aJN6-Y7hf
tch_20220818-151939_94,f3ba8f75-9080-4503-a0cf-342af61d23ce,std_1660851075583_94,zB2q-7Eji
tch_20220818-151939_92,d46d4298-1dc8-41e2-a176-c517c6e7aea1,std_1660851079331_92,4xYR-iTDM
tch_20220818-151939_91,79517c68-6fc6-4925-98d1-400c6c8dd063,std_1660851090146_91,EjVq-d7gr
tch_20220818-151939_96,320ee45d-f3c7-4c15-807a-deab56499b53,std_1660851085038_96,LRF3-aE7H
tch_20220818-151939_93,3843e445-471d-4d8f-8664-38ae91f7d524,std_1660851094355_93,uCpU-y3qG
tch_20220818-151939_94,cf311cf2-c7ce-44f7-bcee-7be29196c80e,std_1660851100751_94,zB2q-7Eji
tch_20220818-151939_95,dd7a4d80-a554-4e0f-87aa-663ab62e36f8,std_1660851099151_95,aJN6-Y7hf
tch_20220818-151939_92,e825baca-fe92-4a95-9647-13202d3f4b77,std_1660851105543_92,4xYR-iTDM
tch_20220818-151939_97,2d153699-8be0-4a03-8890-47a9bd39a7b0,std_1660851101046_97,gu78-Xh84
tch_20220818-151939_96,be188b98-b9b9-47bd-8a66-bd0623723fff,std_1660851115037_96,LRF3-aE7H
tch_20220818-151939_93,f32fb5be-a7f0-4c2e-b40b-2482a046292c,std_1660851119886_93,uCpU-y3qG
tch_20220818-151939_98,5a465588-3f2f-4189-b436-26783b659669,std_1660851117054_98,m7Gr-BsJR
tch_20220818-151939_94,97884bb2-d9bf-4f1d-b400-709c18d565db,std_1660851123185_94,zB2q-7Eji
tch_20220818-151939_95,756e4d56-e2f2-4ce8-8ba3-d4152e2d4272,std_1660851124608_95,aJN6-Y7hf
tch_20220818-151939_99,da7e619b-e226-4b44-8d9c-c1f1eda1b7c3,std_1660851133063_99,uPvE-ZkXV
tch_20220818-151939_97,81a2d764-82c1-4bd8-9102-2cb1d608fb6b,std_1660851130563_97,gu78-Xh84
tch_20220818-151939_96,ce919874-694e-45c9-8bbc-611c5db51a9c,std_1660851142167_96,LRF3-aE7H
tch_20220818-151939_98,1aa10fa1-3b44-4efe-b963-659704b1c949,std_1660851146774_98,m7Gr-BsJR
tch_20220818-151939_100,21a293fb-c04a-491a-bf1d-7ba9b3b83437,std_1660851149071_100,cfCV-hJKu
tch_20220818-151939_95,fb3854ba-7713-46e3-a51a-69988176c12f,std_1660851153305_95,aJN6-Y7hf
tch_20220818-151939_99,a8504a1e-031a-4c8d-b931-1db60e44f6c1,std_1660851159260_99,uPvE-ZkXV
tch_20220818-151939_97,e9839fd2-1745-4fd8-aaf8-5d61b5bba318,std_1660851159856_97,gu78-Xh84
tch_20220818-151939_101,7af7fbff-e2e9-4398-9757-3d2c87918339,std_1660851165078_101,b7dQ-YvZ3
tch_20220818-151939_96,15e9c6e0-fb92-4a36-bceb-85e05f07fd82,std_1660851171107_96,LRF3-aE7H
tch_20220818-151939_98,58531760-c568-4d91-9e8b-813ba9587ceb,std_1660851173827_98,m7Gr-BsJR
tch_20220818-151939_100,babe45b5-a13e-439c-94a9-8cfc6e0dec83,std_1660851178691_100,cfCV-hJKu
tch_20220818-151939_102,2b8e7365-0ee4-414e-85d5-49d0c8105700,std_1660851181088_102,MjCE-QhTr
tch_20220818-151939_97,4d48d53f-2ef3-487b-8375-e6b1685499ea,std_1660851187303_97,gu78-Xh84
tch_20220818-151939_99,5ea9f274-aac6-44eb-a2cc-ac7eccd5b5c2,std_1660851185746_99,uPvE-ZkXV
tch_20220818-151939_101,73ef7e43-f8cd-4c7c-81b4-b7974c3b3ac4,std_1660851195869_101,b7dQ-YvZ3
tch_20220818-151939_103,b84b829d-ff0a-463a-9cac-67744fed037b,std_1660851197095_103,Zn64-JXZ6
tch_20220818-151939_98,ede4445b-7c68-4994-93ac-6982b67d1a79,std_1660851202770_98,m7Gr-BsJR
tch_20220818-151939_102,bf536ba6-0a3a-47d9-8df1-945dff837abf,std_1660851208154_102,MjCE-QhTr
tch_20220818-151939_100,f1937f34-c75f-452b-936d-2ed3509a10b9,std_1660851205487_100,cfCV-hJKu
tch_20220818-151939_99,3a14a267-b7d6-48f4-abf3-e197345f9421,std_1660851216162_99,uPvE-ZkXV
tch_20220818-151939_104,57b3cab8-db6a-45f6-8375-cdba311ab748,std_1660851213104_104,98i9-8M47
tch_20220818-151939_101,2d3c3562-0091-42a0-9d7b-efd9e0fe0587,std_1660851223624_101,b7dQ-YvZ3
tch_20220818-151939_103,e452cd88-3f83-4ee5-9f80-47c20b5400bc,std_1660851227425_103,Zn64-JXZ6
tch_20220818-151939_100,1b84a699-c7b2-4fea-86ca-e9fb9abbec4d,std_1660851233676_100,cfCV-hJKu
tch_20220818-151939_102,7d86a528-1b8c-499d-9ec7-3900e751bebd,std_1660851232787_102,MjCE-QhTr
tch_20220818-151939_105,4693c2be-c0ff-456f-8a4b-59ace0549fd3,std_1660851229112_105,2z98-6WMr
tch_20220818-151939_104,946833da-17ec-49f9-a2ab-68cdb5b273c0,std_1660851243585_104,98i9-8M47
tch_20220818-151939_106,47b7e984-a24e-4f44-b286-aa09c0829a4f,std_1660851245120_106,Rq62-6GyD
tch_20220818-151939_101,8e2a78a5-e352-406d-84ed-3edd19b4cd3e,std_1660851251230_101,b7dQ-YvZ3
tch_20220818-151939_103,29971d63-a9d8-4885-b022-0d16108247bd,std_1660851252667_103,Zn64-JXZ6
tch_20220818-151939_105,c9eaf7c4-897d-492c-ae07-ab6d6feffebd,std_1660851258824_105,2z98-6WMr
tch_20220818-151939_102,4d1823a4-3c75-455f-ab13-2315dbeb9665,std_1660851258434_102,MjCE-QhTr
tch_20220818-151939_107,fa084f85-5142-45f5-9bfd-9668524b5b52,std_1660851261127_107,9Qxu-myTh
tch_20220818-151939_104,8c3d2025-fe04-44f4-acc4-d8d31b7a9f27,std_1660851268300_104,98i9-8M47
tch_20220818-151939_106,f5fb3609-ef6d-4cf2-93f1-d4cec4fcca34,std_1660851269582_106,Rq62-6GyD
tch_20220818-151939_108,5094fb2d-9138-4534-aa40-b708dfc9d189,std_1660851277136_108,3rdy-6Ckj
tch_20220818-151939_103,04a176c2-2787-4a1f-b837-474af674a595,std_1660851281991_103,Zn64-JXZ6
tch_20220818-151939_105,18310465-1cfc-4a8c-81e8-0dbc5ecaf79d,std_1660851283842_105,2z98-6WMr
tch_20220818-151939_107,acc3ee37-70a9-4168-9f33-24ce6c178167,std_1660851290409_107,9Qxu-myTh
tch_20220818-151939_109,ecd82907-5824-48ab-9e36-1849eb117a85,std_1660851293145_109,93GW-TUGF
tch_20220818-151939_104,b73dbb97-4e9a-4de5-a8f5-29654d7617c3,std_1660851292861_104,98i9-8M47
tch_20220818-151939_108,5f51a75b-e020-4f75-ab71-68961a41f1b4,std_1660851306146_108,3rdy-6Ckj
tch_20220818-151939_110,de51ccfc-8dc1-4420-8c4e-3a27d8ebd833,std_1660851309153_110,zji2-hQ4o
tch_20220818-151939_105,64267159-fb12-4093-ba15-c0d36b80a26b,std_1660851310173_105,2z98-6WMr
tch_20220818-151939_107,5eb1515f-3e03-4f32-8588-052d13333d19,std_1660851316645_107,9Qxu-myTh
tch_20220818-151939_106,6b56524b-be33-4917-bca3-46f9ab78ca28,std_1660851297233_106,Rq62-6GyD
tch_20220818-151939_109,a64c7946-a8e5-4c4c-a673-88452b509b05,std_1660851321696_109,93GW-TUGF
tch_20220818-151939_111,f450dd59-706e-43e1-ad91-33c342d24675,std_1660851325160_111,mJCb-4DC4
tch_20220818-151939_110,c73009d5-e33d-4cc4-aca9-71931e9d7ecf,std_1660851337502_110,zji2-hQ4o
tch_20220818-151939_108,bef9cf55-38b6-478a-9351-e755738562fd,std_1660851336074_108,3rdy-6Ckj
tch_20220818-151939_112,9b13fc1c-1784-419e-8d42-61ecbe389ee3,std_1660851341168_112,dMc2-hUBr
tch_20220818-151939_107,488fb92c-1f8d-4850-815d-26499667fdd7,std_1660851339938_107,9Qxu-myTh
tch_20220818-151939_106,315091b2-73e9-408a-9302-7d3a441c3118,std_1660851345942_106,Rq62-6GyD
tch_20220818-151939_109,e45a4e2f-a15b-4bfa-bcf8-5fd6c653d2fe,std_1660851349249_109,93GW-TUGF
tch_20220818-151939_111,b2636d11-d76f-4802-86be-524793e225ca,std_1660851353753_111,mJCb-4DC4
tch_20220818-151939_113,17fc49d7-e0af-44de-b066-fb37046ce814,std_1660851357176_113,MzwC-J6Rz
tch_20220818-151939_110,7e545a77-9e41-4b4d-9352-65d03740fbd4,std_1660851361585_110,zji2-hQ4o
tch_20220818-151939_112,7f0f5ad6-0e9a-4cb1-8848-a62faa589790,std_1660851367868_112,dMc2-hUBr
tch_20220818-151939_108,11585f41-a9f6-45ac-907d-7fcc12bb3c58,std_1660851364412_108,3rdy-6Ckj
tch_20220818-151939_114,2cd9d606-43fe-4f46-bcb2-7493a0dd6979,std_1660851373185_114,unAP-UaC2
tch_20220818-151939_109,7559537e-1f74-4ce0-8104-a53e9eb91650,std_1660851376854_109,93GW-TUGF
tch_20220818-151939_111,d61adbae-e953-4586-8e4f-5f3b3b19658e,std_1660851380347_111,mJCb-4DC4
tch_20220818-151939_113,b2bd1471-1461-4be4-b2f6-bbaec7a06df6,std_1660851384631_113,MzwC-J6Rz
tch_20220818-151939_115,f9707cd7-c9c3-4d30-af4d-f58c24c89ab3,std_1660851389192_115,dU2L-PU3a
tch_20220818-151939_112,2f21a020-2311-400c-9a3f-fbe394a81786,std_1660851393547_112,dMc2-hUBr
tch_20220818-151939_110,34567400-36b0-4d15-8a74-fada24252a5e,std_1660851391062_110,zji2-hQ4o
tch_20220818-151939_114,1aa8cde5-12f1-49c0-a904-8542f2086cef,std_1660851399161_114,unAP-UaC2
tch_20220818-151939_116,d1394ec6-3c1a-40fa-bbb2-bb7820071ef5,std_1660851405199_116,urFv-926z
tch_20220818-151939_111,6ee8ad83-e034-4552-a816-800995a2f9a2,std_1660851407124_111,mJCb-4DC4
tch_20220818-151939_113,6809afb6-a96f-4a11-b0e4-ca159fda4047,std_1660851413881_113,MzwC-J6Rz
tch_20220818-151939_115,28d41899-10f8-4cb4-ae2d-59882349f611,std_1660851418962_115,dU2L-PU3a
tch_20220818-151939_112,12b7e461-439e-4293-a20f-a6cbebd3bbb9,std_1660851419494_112,dMc2-hUBr
tch_20220818-151939_117,c89146f9-8598-49e4-bd2d-611665610e29,std_1660851421207_117,9tJM-PGg4
tch_20220818-151939_114,10c393ce-bf6e-441e-8535-cce9ac6b1e6d,std_1660851428433_114,unAP-UaC2
tch_20220818-151939_118,6fb93b7f-27fa-4765-929f-61b5ef6983eb,std_1660851437215_118,A9fa-JQq9
tch_20220818-151939_113,5799e52f-5245-42f6-a8dd-eb971bc55c68,std_1660851439585_113,MzwC-J6Rz
tch_20220818-151939_116,981a3317-f1bc-48ee-81be-562da94a5ebf,std_1660851435161_116,urFv-926z
tch_20220818-151939_115,c8bcebe1-57ab-4e6f-aa18-ef0adf5cded8,std_1660851443007_115,dU2L-PU3a
tch_20220818-151939_117,10c46961-2350-4357-9abf-6b7f9ec82ee2,std_1660851446231_117,9tJM-PGg4
tch_20220818-151939_119,d671d015-0fe9-48dd-9bfc-5b38b9806609,std_1660851453222_119,Ww3p-xPQ6
tch_20220818-151939_114,fd3f03f8-7a6f-4039-8e3a-00a958108e03,std_1660851455521_114,unAP-UaC2
tch_20220818-151939_118,5271e6fe-e2fa-4093-a1c3-33bea4780cc8,std_1660851462390_118,A9fa-JQq9
tch_20220818-151939_115,794c691a-0f76-4347-8657-4837fb08461d,std_1660851468836_115,dU2L-PU3a
tch_20220818-151939_116,3d275dc3-1ca5-4374-9812-44feeab983ad,std_1660851466544_116,urFv-926z
tch_20220818-151939_117,1751509c-5e84-48ad-8ec7-4ebfa3ec5455,std_1660851472010_117,9tJM-PGg4
tch_20220818-151939_120,7ba74083-6b7f-4fae-b455-99e64a71c49d,std_1660851469230_120,72Vc-3dzB
tch_20220818-151939_119,9675cd7d-fd78-481d-ab7b-9ead15681b86,std_1660851480110_119,Ww3p-xPQ6
tch_20220818-151939_121,e20c6509-bdea-47bc-8388-78fdae809291,std_1660851485238_121,ewh9-4p87
