stdextid,groupid,tchextid
std_1660820195412_96,648f9363-aca1-4c40-9939-3d91ef3cc29a,tch_20220818-151939_96
std_1660820310258_95,13a9e267-77fb-4f9e-8ecf-013def3ce231,tch_20220818-151939_95
std_1660820329120_96,4ece942a-3072-4e44-9e12-28a01963a901,tch_20220818-151939_96
std_1660820451255_95,64512425-3d64-4954-8270-aa7c13b68118,tch_20220818-151939_95
std_1660820460255_96,99fef29c-2113-4c9d-8dd4-d2db1ee6c62f,tch_20220818-151939_96
std_1660820256376_97,38597d85-4181-4da6-8fbc-ce4bb246b841,tch_20220818-151939_97
std_1660820291292_98,7963794b-184e-40ad-aa98-89275c9ce02c,tch_20220818-151939_98
std_1660820395149_97,55678ffe-3f0b-49e5-b035-ad2c3f1e88f7,tch_20220818-151939_97
std_1660820320559_99,70f70f38-6a24-4c8d-b469-2bea07a56fce,tch_20220818-151939_99
std_1660820424851_98,c75aecf1-3a55-44a9-8117-27ba43fc379e,tch_20220818-151939_98
std_1660820526462_97,c96c5c52-76d0-48d9-9e3d-5ec1fef3090b,tch_20220818-151939_97
std_1660820442090_99,511aff58-392f-4e41-a815-321682fa9170,tch_20220818-151939_99
std_1660820557947_98,04a61ef3-3063-40a9-988e-473e5c83aecb,tch_20220818-151939_98
std_1660820579337_99,11951cba-2bca-4b82-a1be-386a27a7a3d6,tch_20220818-151939_99
std_1660820368104_100,e51e9272-ed9e-4478-b2eb-e5b1814de9b8,tch_20220818-151939_100
std_1660820496347_100,2a3fed05-9f8a-4ab4-8082-b80ebb2adba0,tch_20220818-151939_100
std_1660820407261_101,876cfa37-41e5-4bb7-8cac-e9a8b4f65c5a,tch_20220818-151939_101
std_1660820630355_100,554c82be-30ef-400f-a53c-8594eb7a230e,tch_20220818-151939_100
std_1660820542120_101,e5bab6f7-d3bb-476f-8412-9aed14226064,tch_20220818-151939_101
std_1660820444841_102,d1ed9a61-90eb-417a-9b6d-0688f48f3135,tch_20220818-151939_102
std_1660820680136_101,0ac27988-6709-4934-8c02-b80f0dcea557,tch_20220818-151939_101
std_1660820579204_102,587be7a5-8e54-41ca-b821-c42add5fa9e4,tch_20220818-151939_102
std_1660820483478_103,d3f18262-38ae-4559-b8f3-4876cb1eee61,tch_20220818-151939_103
std_1660820713214_102,cd7e9dc5-9321-4c10-bc07-67e05e926cb1,tch_20220818-151939_102
std_1660820615822_103,3686c628-a1a9-4041-8c17-9ff8dbcfea6c,tch_20220818-151939_103
std_1660820532021_104,b8f8a3a7-86b9-47ae-b146-b68172bbec35,tch_20220818-151939_104
std_1660820751108_103,f66b612f-ab73-4fd2-95b7-3b1f7fb9300e,tch_20220818-151939_103
std_1660820666170_104,29492e9d-8745-4789-a6e7-eb63e333af22,tch_20220818-151939_104
std_1660820573721_105,12bdac49-7f82-47d1-b8a0-25104e23b837,tch_20220818-151939_105
std_1660820800367_104,24b7a747-d85d-453a-8327-3a3919f3fb9a,tch_20220818-151939_104
std_1660820708787_105,6e8fad36-c676-4fca-85f9-e6c05c7033fc,tch_20220818-151939_105
std_1660820837556_105,51a5cab3-2db1-481b-8d17-f1e81676a7d6,tch_20220818-151939_105
std_1660820618859_106,03b3649c-4a7c-4c14-82ab-7098dae1fcda,tch_20220818-151939_106
std_1660820650696_107,893dabe8-33ca-4f32-9f82-33e7ff8b72b4,tch_20220818-151939_107
std_1660820751463_106,ad500821-afd7-4f59-8528-febd20fe0301,tch_20220818-151939_106
std_1660820789172_107,f13bb75c-9ece-40a8-b016-52ccce31e311,tch_20220818-151939_107
std_1660820889532_106,a6a2550f-4bc9-4e24-a5ea-d18659bb3945,tch_20220818-151939_106
std_1660820691220_108,a0458296-9c1e-4453-81d2-fc5578134ef5,tch_20220818-151939_108
std_1660820920176_107,5ddb3f91-4191-4a06-ab24-6e2c60fc633a,tch_20220818-151939_107
std_1660820723627_109,9a8eea32-89ae-48f4-96f5-43fff3db3139,tch_20220818-151939_109
std_1660820821334_108,8ee709ec-2c14-40dd-9198-b38f4fe718cd,tch_20220818-151939_108
std_1660820854084_109,f6fd5974-a812-4576-8584-6914acafbecc,tch_20220818-151939_109
std_1660820958401_108,b2630c31-9b25-4afd-9caf-ef1bf33fd244,tch_20220818-151939_108
std_1660820989889_109,50c52b52-8db5-4998-8a61-c49b8b7dc784,tch_20220818-151939_109
std_1660820776355_110,f5886eba-b827-4f48-9f45-c0f9e34599de,tch_20220818-151939_110
std_1660820814194_111,7feefb41-0560-47dc-a4d9-bea47df94f91,tch_20220818-151939_111
std_1660820909635_110,4001ae06-1f57-4783-b5bb-3c47f3e243ca,tch_20220818-151939_110
std_1660821039527_110,3c600bd5-5d14-436c-a1af-4c334060eb21,tch_20220818-151939_110
std_1660820947038_111,2fc8bb37-9ae9-4de7-bd3f-e6714808b5d7,tch_20220818-151939_111
std_1660820838727_112,6d763e96-fe4e-42f1-9daa-32ae6732a921,tch_20220818-151939_112
std_1660821065746_111,f8c51d37-08cf-41bc-9cb2-4d4b339d5291,tch_20220818-151939_111
std_1660820972826_112,16da66a5-fd0d-4b03-a4a0-18c84e6f32d4,tch_20220818-151939_112
std_1660821107458_112,ac5f16a5-c487-471f-8899-22e9adbf1b11,tch_20220818-151939_112
std_1660820887255_113,98781bfb-a07b-4d51-b9e6-7339b54214eb,tch_20220818-151939_113
std_1660821028952_113,c0d71079-687b-4af9-9917-eff6dd63ca20,tch_20220818-151939_113
std_1660820930651_114,2773f488-a424-45bd-9a48-a1713758dd4f,tch_20220818-151939_114
std_1660821160447_113,3a25fa74-2569-4a21-aea6-7cb7f88fde5f,tch_20220818-151939_113
std_1660821062298_114,8a4fd4b9-56f0-41b0-9d39-4781132cb6d9,tch_20220818-151939_114
std_1660821189497_114,526a07f8-e492-40d5-8f51-3ef395c85b8d,tch_20220818-151939_114
std_1660820968118_115,8932469c-b3d4-4fc9-80ae-79ab81abb4cd,tch_20220818-151939_115
std_1660821098087_115,d611c42f-a604-4fc0-a949-b7c91c34bdf3,tch_20220818-151939_115
std_1660821234729_115,46ec1fc8-cb1c-4b6d-b8d8-4f9a321cdc03,tch_20220818-151939_115
std_1660821031366_116,d7de89a9-e5e0-4713-a0bd-b42101423a92,tch_20220818-151939_116
std_1660821043127_117,c8af1053-02e9-4ac1-94d8-50861002c0d9,tch_20220818-151939_117
std_1660821165431_116,721f77de-ac9b-42b0-ac0e-11d4e052d932,tch_20220818-151939_116
std_1660821180888_117,77a3ac77-5418-4d60-a8b3-373804074136,tch_20220818-151939_117
std_1660821301548_116,7978b5d3-d539-4d77-9fd6-7fcee97f4980,tch_20220818-151939_116
std_1660821084821_118,f78802d1-de48-4d72-8e59-54e21e77ad45,tch_20220818-151939_118
std_1660821311790_117,687cf522-ecdc-46da-b503-bbbb74ee89ef,tch_20220818-151939_117
std_1660821218571_118,3ccc29fa-4c9f-42ad-ad5c-8394d6cdb87b,tch_20220818-151939_118
std_1660821130004_119,6a53ce8f-2f76-4e13-840f-9b9ed84a0c06,tch_20220818-151939_119
std_1660821352249_118,0c09d6b8-8edd-477f-aecb-985702706398,tch_20220818-151939_118
std_1660821264924_119,61c26a03-6ce4-462b-9a7f-93776fa2297a,tch_20220818-151939_119
std_1660821169361_120,245f6e64-6997-49ae-b299-4cef8ed23669,tch_20220818-151939_120
std_1660821394484_119,83561628-ed0c-4690-b255-7ebe7290becb,tch_20220818-151939_119
std_1660821301196_120,2a1ef20f-c0e0-4c78-9198-f1c7b555e6e1,tch_20220818-151939_120
std_1660821204374_121,d54a6967-0b7a-43a6-847d-b8ada61e6d1f,tch_20220818-151939_121
std_1660821437868_120,028e1af8-9126-4333-b917-cfb874bf84ef,tch_20220818-151939_120
std_1660821340301_121,2b0321c4-e867-42fd-a2f9-03415ebb70c2,tch_20220818-151939_121
std_1660821243214_122,0017a86b-0c5d-43bf-9028-f5c8ac5774b4,tch_20220818-151939_122
std_1660821372641_122,91927c8f-027d-4578-88db-7f0aa51b1d7b,tch_20220818-151939_122
std_1660821471255_121,a161c37d-cd64-42ca-b6b0-e546c9f47e9a,tch_20220818-151939_121
std_1660821503988_122,ab7599a7-484f-48a8-a410-f90433868751,tch_20220818-151939_122
std_1660821302218_123,f0f21cb3-baf3-43a2-9067-556369fbb0eb,tch_20220818-151939_123
std_1660821434786_123,c1f027af-92d3-43cc-84af-827cc41e0be4,tch_20220818-151939_123
std_1660821330498_124,d0b03310-28a7-4e77-bd60-b5360ba6225d,tch_20220818-151939_124
std_1660821572609_123,a1a4c0f1-5a40-4bd3-a47a-bbc0228d1992,tch_20220818-151939_123
std_1660821471648_124,e9c6af78-295e-44ee-9269-9e3e779e589b,tch_20220818-151939_124
std_1660821361059_125,0c66d518-c882-4605-97ba-fe9cc68b117d,tch_20220818-151939_125
std_1660821597905_124,faf66f26-b371-4bec-93f0-f64b1876c3fa,tch_20220818-151939_124
std_1660821495634_125,7e6084db-e51a-475d-a2a8-d7fba776b9fb,tch_20220818-151939_125
std_1660821628653_125,0d7cffff-5f9d-4be3-bc27-6f92bcac9aa1,tch_20220818-151939_125
