extuserid,classcode,category,pe_category,attempt_end_index,category_type
std_wz29-rmz7_1732013903481_92,wz29-rmz7,M4,m4pe,4,M
std_8Q8r-udQD_1732013903963_93,8Q8r-udQD,M4,m4pe,4,M
std_wz29-rmz7_1732013905127_92,wz29-rmz7,M4,m4pe,4,M
std_8Q8r-udQD_1732013905842_93,8Q8r-udQD,M4,m4pe,4,M
std_wz29-rmz7_1732013907154_92,wz29-rmz7,M4,m4pe,4,M
std_8Q8r-udQD_1732013907324_93,8Q8r-udQD,M4,m4pe,4,M
std_wz29-rmz7_1732013908605_92,wz29-rmz7,M4,m4pe,4,M
std_jd4Y-8hi8_1732013927701_94,jd4Y-8hi8,M5,m5pe,4,M
std_jd4Y-8hi8_1732013929052_94,jd4Y-8hi8,M5,m5pe,4,M
std_jd4Y-8hi8_1732013931208_94,jd4Y-8hi8,M5,m5pe,4,M
std_jd4Y-8hi8_1732013932717_94,jd4Y-8hi8,M5,m5pe,4,M
std_6Z4w-W2jg_1732013934684_95,6Z4w-W2jg,M5,m5pe,4,M
std_6Z4w-W2jg_1732013936625_95,6Z4w-W2jg,M5,m5pe,4,M
std_6Z4w-W2jg_1732013940157_95,6Z4w-W2jg,M5,m5pe,4,M
std_6Z4w-W2jg_1732013942185_95,6Z4w-W2jg,M5,m5pe,4,M
std_6vcV-C6iv_1732013954182_96,6vcV-C6iv,M5,m5pe,4,M
std_6vcV-C6iv_1732013955569_96,6vcV-C6iv,M5,m5pe,4,M
std_6vcV-C6iv_1732013957484_96,6vcV-C6iv,M5,m5pe,4,M
std_6vcV-C6iv_1732013959571_96,6vcV-C6iv,M5,m5pe,4,M
std_sHNB-7LUh_1732013977049_97,sHNB-7LUh,M5,m5pe,4,M
std_sHNB-7LUh_1732013978644_97,sHNB-7LUh,M5,m5pe,4,M
std_sHNB-7LUh_1732013980669_97,sHNB-7LUh,M5,m5pe,4,M
std_sHNB-7LUh_1732013982179_97,sHNB-7LUh,M5,m5pe,4,M
std_9T3M-a247_1732014004886_98,9T3M-a247,M5,m5pe,4,M
std_9T3M-a247_1732014007130_98,9T3M-a247,M5,m5pe,4,M
std_9T3M-a247_1732014009147_98,9T3M-a247,M5,m5pe,4,M
std_9T3M-a247_1732014010562_98,9T3M-a247,M5,m5pe,4,M
std_62s7-6tJ9_1732014016718_99,62s7-6tJ9,M5,m5pe,4,M
std_62s7-6tJ9_1732014018917_99,62s7-6tJ9,M5,m5pe,4,M
std_62s7-6tJ9_1732014020462_99,62s7-6tJ9,M5,m5pe,4,M
std_62s7-6tJ9_1732014022370_99,62s7-6tJ9,M5,m5pe,4,M
std_rL8e-9Boi_1732014040899_100,rL8e-9Boi,M5,m5pe,4,M
std_rL8e-9Boi_1732014042481_100,rL8e-9Boi,M5,m5pe,4,M
std_rL8e-9Boi_1732014044526_100,rL8e-9Boi,M5,m5pe,4,M
std_rL8e-9Boi_1732014046076_100,rL8e-9Boi,M5,m5pe,4,M
std_JQR8-AB3y_1732012126646_3,JQR8-AB3y,H1,h1pe,4,H
std_JQR8-AB3y_1732012128228_3,JQR8-AB3y,H1,h1pe,4,H
std_JQR8-AB3y_1732012130440_3,JQR8-AB3y,H1,h1pe,4,H
std_JQR8-AB3y_1732012132565_3,JQR8-AB3y,H1,h1pe,4,H
std_7e2d-f64q_1732012139561_4,7e2d-f64q,H1,h1pe,4,H
std_7e2d-f64q_1732012141033_4,7e2d-f64q,H1,h1pe,4,H
std_7e2d-f64q_1732012142601_4,7e2d-f64q,H1,h1pe,4,H
std_7e2d-f64q_1732012144115_4,7e2d-f64q,H1,h1pe,4,H
std_kYrW-4Ave_1732012177284_5,kYrW-4Ave,H2,h2pe,4,H
std_P2Ar-CmRF_1732012179233_6,P2Ar-CmRF,H3,h3pe,4,H
std_kYrW-4Ave_1732012179063_5,kYrW-4Ave,H2,h2pe,4,H
std_P2Ar-CmRF_1732012180991_6,P2Ar-CmRF,H3,h3pe,4,H
std_kYrW-4Ave_1732012181283_5,kYrW-4Ave,H2,h2pe,4,H
std_P2Ar-CmRF_1732012182500_6,P2Ar-CmRF,H3,h3pe,4,H
std_kYrW-4Ave_1732012183384_5,kYrW-4Ave,H2,h2pe,4,H
std_P2Ar-CmRF_1732012183956_6,P2Ar-CmRF,H3,h3pe,4,H
std_T9t4-ELH7_1732012234399_7,T9t4-ELH7,H4,h4pe,4,H
std_T9t4-ELH7_1732012236624_7,T9t4-ELH7,H4,h4pe,4,H
std_T9t4-ELH7_1732012238073_7,T9t4-ELH7,H4,h4pe,4,H
std_T9t4-ELH7_1732012239909_7,T9t4-ELH7,H4,h4pe,4,H
std_LTI_sD4t-a74t_1732012361695_1,sD4t-a74t,H5,h5pe,4,H
std_LTI_sD4t-a74t_1732012368419_1,sD4t-a74t,H5,h5pe,4,H
std_LTI_sD4t-a74t_1732012374959_1,sD4t-a74t,H5,h5pe,4,H
std_LTI_sD4t-a74t_1732012382537_1,sD4t-a74t,H5,h5pe,4,H
std_LTI_PJqK-9m79_1732012384038_2,PJqK-9m79,H7,h7pe,3,H
std_LTI_PJqK-9m79_1732012389500_2,PJqK-9m79,H7,h7pe,3,H
std_LTI_PJqK-9m79_1732012395106_2,PJqK-9m79,H7,h7pe,3,H
std_LTI_PJqK-9m79_1732012400913_2,PJqK-9m79,H7,h7pe,3,H
std_Quk3-cWn4_1732020757346_43,Quk3-cWn4,L7,l7pe,3,L
std_juGH-GQAW_1732020485598_30,juGH-GQAW,L2,l2pe,4,L
std_RcaK-HUEv_1732021495982_77,RcaK-HUEv,L9,l9pe,3,L
std_uxja-DdhZ_1732020360206_21,uxja-DdhZ,L1,l1pe,3,L
std_uxja-DdhZ_1732020312253_21,uxja-DdhZ,L1,l1pe,3,L
std_juGH-GQAW_1732020502493_30,juGH-GQAW,L2,l2pe,4,L
std_EX42-y3e6_1732020643357_35,EX42-y3e6,L2,l2pe,4,L
std_c82f-gikt_1732020129108_10,c82f-gikt,L1,l1pe,3,L
std_A7R3-abav_1732021145558_61,A7R3-abav,L8,l8pe,4,L
std_yNZn-GLzp_1732021405054_73,yNZn-GLzp,L9,l9pe,3,L
std_nuHE-sFqz_1732020242509_13,nuHE-sFqz,L1,l1pe,3,L
std_juGH-GQAW_1732020483966_30,juGH-GQAW,L2,l2pe,4,L
std_nuHE-sFqz_1732020203434_13,nuHE-sFqz,L1,l1pe,3,L
std_b24Y-onZe_1732020737370_42,b24Y-onZe,L3,l3pe,4,L
std_ycZ3-7pzo_1732020712345_38,ycZ3-7pzo,L3,l3pe,4,L
std_RL3P-BWJg_1732020584000_32,RL3P-BWJg,L2,l2pe,4,L
std_cf2d-B9Qp_1732021345971_70,cf2d-B9Qp,L9,l9pe,3,L
std_XA3Z-sd8W_1732020654633_36,XA3Z-sd8W,L2,l2pe,4,L
std_vPRU-YQ7L_1732021292121_68,vPRU-YQ7L,L9,l9pe,3,L
std_ujps-K3uE_1732020857893_48,ujps-K3uE,L7,l7pe,3,L
std_Pqi6-LouV_1732020500488_27,Pqi6-LouV,L2,l2pe,4,L
std_cf2d-B9Qp_1732021289195_70,cf2d-B9Qp,L9,l9pe,3,L
std_Dm4q-4qtM_1732020253367_19,Dm4q-4qtM,L1,l1pe,3,L
std_g9yk-TcCu_1732020515956_29,g9yk-TcCu,L2,l2pe,4,L
std_nuHE-sFqz_1732020158769_13,nuHE-sFqz,L1,l1pe,3,L
std_mX6W-2AZL_1732021364956_71,mX6W-2AZL,L9,l9pe,3,L
std_sx6k-2taL_1732020750029_41,sx6k-2taL,L3,l3pe,4,L
std_g9yk-TcCu_1732020546167_29,g9yk-TcCu,L2,l2pe,4,L
std_ymBm-3R4F_1732020446492_28,ymBm-3R4F,L2,l2pe,4,L
std_yNZn-GLzp_1732021379342_73,yNZn-GLzp,L9,l9pe,3,L
std_oZ4C-EMr7_1732021375276_72,oZ4C-EMr7,L9,l9pe,3,L
std_AbPJ-q7Hb_1732020360532_20,AbPJ-q7Hb,L1,l1pe,3,L
std_ycZ3-7pzo_1732020714599_38,ycZ3-7pzo,L3,l3pe,4,L
std_FfAi-2K8p_1732020144224_9,FfAi-2K8p,L1,l1pe,3,L
std_fu76-Cm9N_1732020264305_17,fu76-Cm9N,L1,l1pe,3,L
std_c82f-gikt_1732020154430_10,c82f-gikt,L1,l1pe,3,L
std_vPRU-YQ7L_1732021271476_68,vPRU-YQ7L,L9,l9pe,3,L
std_RL3P-BWJg_1732020520753_32,RL3P-BWJg,L2,l2pe,4,L
std_RKXc-tmig_1732020469944_25,RKXc-tmig,L2,l2pe,4,L
std_Rs7U-NUEA_1732021429902_76,Rs7U-NUEA,L9,l9pe,3,L
std_r4xR-7h6i_1732021211328_65,r4xR-7h6i,L8,l8pe,4,L
std_NwsH-B97N_1732020781731_45,NwsH-B97N,L7,l7pe,3,L
std_sx6k-2taL_1732020777813_41,sx6k-2taL,L3,l3pe,4,L
std_c82f-gikt_1732020095113_10,c82f-gikt,L1,l1pe,3,L
std_ycZ3-7pzo_1732020677451_38,ycZ3-7pzo,L3,l3pe,4,L
std_ujps-K3uE_1732020866733_48,ujps-K3uE,L7,l7pe,3,L
std_RKXc-tmig_1732020466288_25,RKXc-tmig,L2,l2pe,4,L
std_juGH-GQAW_1732020525510_30,juGH-GQAW,L2,l2pe,4,L
std_Quk3-cWn4_1732020752719_43,Quk3-cWn4,L7,l7pe,3,L
std_g9yk-TcCu_1732020551837_29,g9yk-TcCu,L2,l2pe,4,L
std_Fc78-7ekF_1732021095505_59,Fc78-7ekF,L8,l8pe,4,L
std_ycZ3-7pzo_1732020645291_38,ycZ3-7pzo,L3,l3pe,4,L
std_R72m-gcCN_1732020900284_50,R72m-gcCN,L7,l7pe,3,L
std_EX42-y3e6_1732020626575_35,EX42-y3e6,L2,l2pe,4,L
std_hGEJ-9y7Y_1732021143224_62,hGEJ-9y7Y,L8,l8pe,4,L
std_AbPJ-q7Hb_1732020315789_20,AbPJ-q7Hb,L1,l1pe,3,L
std_Rs7U-NUEA_1732021458757_76,Rs7U-NUEA,L9,l9pe,3,L
std_VGuj-ierM_1732020240067_14,VGuj-ierM,L1,l1pe,3,L
std_Fc78-7ekF_1732021070997_59,Fc78-7ekF,L8,l8pe,4,L
std_b24Y-onZe_1732020733269_42,b24Y-onZe,L3,l3pe,4,L
std_zZ2N-Ajmp_1732020789175_44,zZ2N-Ajmp,L7,l7pe,3,L
std_Fc78-7ekF_1732021083842_59,Fc78-7ekF,L8,l8pe,4,L
std_ay23-aysP_1732020255427_16,ay23-aysP,L1,l1pe,3,L
std_g9yk-TcCu_1732020498530_29,g9yk-TcCu,L2,l2pe,4,L
std_Fc78-7ekF_1732021067388_59,Fc78-7ekF,L8,l8pe,4,L
std_A7R3-abav_1732021114071_61,A7R3-abav,L8,l8pe,4,L
std_AbPJ-q7Hb_1732020363522_20,AbPJ-q7Hb,L1,l1pe,3,L
std_oZ4C-EMr7_1732021373322_72,oZ4C-EMr7,L9,l9pe,3,L
std_t3GL-dmx3_1732021047986_56,t3GL-dmx3,L7,l7pe,3,L
std_vPRU-YQ7L_1732021267760_68,vPRU-YQ7L,L9,l9pe,3,L
std_Pqi6-LouV_1732020457377_27,Pqi6-LouV,L2,l2pe,4,L
std_XA3Z-sd8W_1732020667453_36,XA3Z-sd8W,L2,l2pe,4,L
std_mX6W-2AZL_1732021370662_71,mX6W-2AZL,L9,l9pe,3,L
std_ujps-K3uE_1732020834661_48,ujps-K3uE,L7,l7pe,3,L
std_DaCg-HVKV_1732020046882_8,DaCg-HVKV,L1,l1pe,3,L
std_b24Y-onZe_1732020744771_42,b24Y-onZe,L3,l3pe,4,L
std_wLbY-2s6s_1732020456482_26,wLbY-2s6s,L2,l2pe,4,L
std_kNF8-tJR6_1732021223568_66,kNF8-tJR6,L8,l8pe,4,L
std_RL3P-BWJg_1732020536302_32,RL3P-BWJg,L2,l2pe,4,L
std_cf2d-B9Qp_1732021285092_70,cf2d-B9Qp,L9,l9pe,3,L
std_Pqi6-LouV_1732020450568_27,Pqi6-LouV,L2,l2pe,4,L
std_Dm4q-4qtM_1732020307845_19,Dm4q-4qtM,L1,l1pe,3,L
std_oZ4C-EMr7_1732021329227_72,oZ4C-EMr7,L9,l9pe,3,L
std_fu76-Cm9N_1732020220397_17,fu76-Cm9N,L1,l1pe,3,L
std_Rs7U-NUEA_1732021497537_76,Rs7U-NUEA,L9,l9pe,3,L
std_m7wr-qtM3_1732021048760_57,m7wr-qtM3,L7,l7pe,3,L
std_VGuj-ierM_1732020229236_14,VGuj-ierM,L1,l1pe,3,L
std_RKXc-tmig_1732020412884_25,RKXc-tmig,L2,l2pe,4,L
std_XA3Z-sd8W_1732020611724_36,XA3Z-sd8W,L2,l2pe,4,L
std_fu76-Cm9N_1732020238751_17,fu76-Cm9N,L1,l1pe,3,L
std_RcaK-HUEv_1732021462416_77,RcaK-HUEv,L9,l9pe,3,L
std_sx6k-2taL_1732020783262_41,sx6k-2taL,L3,l3pe,4,L
std_Pqi6-LouV_1732020479748_27,Pqi6-LouV,L2,l2pe,4,L
std_hGEJ-9y7Y_1732021145325_62,hGEJ-9y7Y,L8,l8pe,4,L
std_oZ4C-EMr7_1732021343428_72,oZ4C-EMr7,L9,l9pe,3,L
std_wLbY-2s6s_1732020437604_26,wLbY-2s6s,L2,l2pe,4,L
std_ay23-aysP_1732020266590_16,ay23-aysP,L1,l1pe,3,L
std_A7R3-abav_1732021143194_61,A7R3-abav,L8,l8pe,4,L
std_XA3Z-sd8W_1732020689161_36,XA3Z-sd8W,L2,l2pe,4,L
std_b24Y-onZe_1732020741570_42,b24Y-onZe,L3,l3pe,4,L
std_EX42-y3e6_1732020628666_35,EX42-y3e6,L2,l2pe,4,L
std_FfAi-2K8p_1732020153114_9,FfAi-2K8p,L1,l1pe,3,L
std_ujps-K3uE_1732020846405_48,ujps-K3uE,L7,l7pe,3,L
std_zZ2N-Ajmp_1732020782282_44,zZ2N-Ajmp,L7,l7pe,3,L
std_EX42-y3e6_1732020589920_35,EX42-y3e6,L2,l2pe,4,L
std_NwsH-B97N_1732020777583_45,NwsH-B97N,L7,l7pe,3,L
std_wLbY-2s6s_1732020442621_26,wLbY-2s6s,L2,l2pe,4,L
std_cf2d-B9Qp_1732021344056_70,cf2d-B9Qp,L9,l9pe,3,L
std_FfAi-2K8p_1732020113474_9,FfAi-2K8p,L1,l1pe,3,L
std_DaCg-HVKV_1732020079509_8,DaCg-HVKV,L1,l1pe,3,L
std_Dm4q-4qtM_1732020298781_19,Dm4q-4qtM,L1,l1pe,3,L
std_RL3P-BWJg_1732020519073_32,RL3P-BWJg,L2,l2pe,4,L
std_FfAi-2K8p_1732020079246_9,FfAi-2K8p,L1,l1pe,3,L
std_ymBm-3R4F_1732020445023_28,ymBm-3R4F,L2,l2pe,4,L
std_ymBm-3R4F_1732020469204_28,ymBm-3R4F,L2,l2pe,4,L
std_m7wr-qtM3_1732021028000_57,m7wr-qtM3,L7,l7pe,3,L
std_DaCg-HVKV_1732020052266_8,DaCg-HVKV,L1,l1pe,3,L
std_c82f-gikt_1732020125922_10,c82f-gikt,L1,l1pe,3,L
std_wLbY-2s6s_1732020480318_26,wLbY-2s6s,L2,l2pe,4,L
std_hGEJ-9y7Y_1732021141619_62,hGEJ-9y7Y,L8,l8pe,4,L
std_J87h-KrL9_1732020869244_49,J87h-KrL9,L7,l7pe,3,L
std_NwsH-B97N_1732020808163_45,NwsH-B97N,L7,l7pe,3,L
std_VGuj-ierM_1732020201155_14,VGuj-ierM,L1,l1pe,3,L
std_Dm4q-4qtM_1732020254994_19,Dm4q-4qtM,L1,l1pe,3,L
std_fu76-Cm9N_1732020225736_17,fu76-Cm9N,L1,l1pe,3,L
std_LaAT-Awny_1732020623449_34,LaAT-Awny,L2,l2pe,4,L
std_zZ2N-Ajmp_1732020779019_44,zZ2N-Ajmp,L7,l7pe,3,L
std_ymBm-3R4F_1732020488954_28,ymBm-3R4F,L2,l2pe,4,L
std_buMn-GWkg_1732020819541_46,buMn-GWkg,L7,l7pe,3,L
std_sx6k-2taL_1732020776195_41,sx6k-2taL,L3,l3pe,4,L
std_A7R3-abav_1732021133675_61,A7R3-abav,L8,l8pe,4,L
std_vPRU-YQ7L_1732021301786_68,vPRU-YQ7L,L9,l9pe,3,L
std_uxja-DdhZ_1732020368144_21,uxja-DdhZ,L1,l1pe,3,L
std_nuHE-sFqz_1732020191673_13,nuHE-sFqz,L1,l1pe,3,L
std_tsPE-ZxtQ_1732020850701_47,tsPE-ZxtQ,L7,l7pe,3,L
std_LaAT-Awny_1732020629238_34,LaAT-Awny,L2,l2pe,4,L
std_r4xR-7h6i_1732021237104_65,r4xR-7h6i,L8,l8pe,4,L
std_mX6W-2AZL_1732021374411_71,mX6W-2AZL,L9,l9pe,3,L
std_uxja-DdhZ_1732020354879_21,uxja-DdhZ,L1,l1pe,3,L
std_NwsH-B97N_1732020772465_45,NwsH-B97N,L7,l7pe,3,L
std_wjkc-rW4P_1732021133891_60,wjkc-rW4P,L8,l8pe,4,L
std_wjkc-rW4P_1732021098203_60,wjkc-rW4P,L8,l8pe,4,L
std_Rs7U-NUEA_1732021465160_76,Rs7U-NUEA,L9,l9pe,3,L
std_r4xR-7h6i_1732021246400_65,r4xR-7h6i,L8,l8pe,4,L
std_VGuj-ierM_1732020232847_14,VGuj-ierM,L1,l1pe,3,L
std_ay23-aysP_1732020292689_16,ay23-aysP,L1,l1pe,3,L
std_RcaK-HUEv_1732021499949_77,RcaK-HUEv,L9,l9pe,3,L
std_AbPJ-q7Hb_1732020350031_20,AbPJ-q7Hb,L1,l1pe,3,L
std_kNF8-tJR6_1732021254943_66,kNF8-tJR6,L8,l8pe,4,L
std_kNF8-tJR6_1732021258409_66,kNF8-tJR6,L8,l8pe,4,L
std_RKXc-tmig_1732020452826_25,RKXc-tmig,L2,l2pe,4,L
std_t3GL-dmx3_1732021025166_56,t3GL-dmx3,L7,l7pe,3,L
std_hGEJ-9y7Y_1732021136224_62,hGEJ-9y7Y,L8,l8pe,4,L
std_J87h-KrL9_1732020878254_49,J87h-KrL9,L7,l7pe,3,L
std_buMn-GWkg_1732020799759_46,buMn-GWkg,L7,l7pe,3,L
std_qVNP-37ng_1732020963632_54,qVNP-37ng,L7,l7pe,3,L
std_kNF8-tJR6_1732021251494_66,kNF8-tJR6,L8,l8pe,4,L
std_ay23-aysP_1732020247191_16,ay23-aysP,L1,l1pe,3,L
std_sLn6-h24m_1732021469340_75,sLn6-h24m,L9,l9pe,3,L
std_DaCg-HVKV_1732020029464_8,DaCg-HVKV,L1,l1pe,3,L
std_msiA-2sRW_1732021015520_55,msiA-2sRW,L7,l7pe,3,L
std_yNZn-GLzp_1732021421675_73,yNZn-GLzp,L9,l9pe,3,L
std_sLn6-h24m_1732021471587_75,sLn6-h24m,L9,l9pe,3,L
std_R72m-gcCN_1732020919992_50,R72m-gcCN,L7,l7pe,3,L
std_sLn6-h24m_1732021410466_75,sLn6-h24m,L9,l9pe,3,L
std_wjkc-rW4P_1732021149497_60,wjkc-rW4P,L8,l8pe,4,L
std_mX6W-2AZL_1732021331776_71,mX6W-2AZL,L9,l9pe,3,L
std_wjkc-rW4P_1732021146575_60,wjkc-rW4P,L8,l8pe,4,L
std_msiA-2sRW_1732021011447_55,msiA-2sRW,L7,l7pe,3,L
std_LaAT-Awny_1732020634802_34,LaAT-Awny,L2,l2pe,4,L
std_sLn6-h24m_1732021422214_75,sLn6-h24m,L9,l9pe,3,L
std_r4xR-7h6i_1732021213589_65,r4xR-7h6i,L8,l8pe,4,L
std_RcaK-HUEv_1732021484409_77,RcaK-HUEv,L9,l9pe,3,L
std_m7wr-qtM3_1732021046932_57,m7wr-qtM3,L7,l7pe,3,L
std_LaAT-Awny_1732020667762_34,LaAT-Awny,L2,l2pe,4,L
std_XFvJ-3nrh_1732020964955_53,XFvJ-3nrh,L7,l7pe,3,L
std_R72m-gcCN_1732020901935_50,R72m-gcCN,L7,l7pe,3,L
std_Quk3-cWn4_1732020746877_43,Quk3-cWn4,L7,l7pe,3,L
std_zZ2N-Ajmp_1732020773161_44,zZ2N-Ajmp,L7,l7pe,3,L
std_m7wr-qtM3_1732021034106_57,m7wr-qtM3,L7,l7pe,3,L
std_tsPE-ZxtQ_1732020831295_47,tsPE-ZxtQ,L7,l7pe,3,L
std_t3GL-dmx3_1732021029254_56,t3GL-dmx3,L7,l7pe,3,L
std_Quk3-cWn4_1732020744883_43,Quk3-cWn4,L7,l7pe,3,L
std_buMn-GWkg_1732020829349_46,buMn-GWkg,L7,l7pe,3,L
std_R72m-gcCN_1732020927280_50,R72m-gcCN,L7,l7pe,3,L
std_buMn-GWkg_1732020798090_46,buMn-GWkg,L7,l7pe,3,L
std_tsPE-ZxtQ_1732020846990_47,tsPE-ZxtQ,L7,l7pe,3,L
std_t3GL-dmx3_1732021061478_56,t3GL-dmx3,L7,l7pe,3,L
std_qVNP-37ng_1732020961826_54,qVNP-37ng,L7,l7pe,3,L
std_msiA-2sRW_1732020998783_55,msiA-2sRW,L7,l7pe,3,L
std_qVNP-37ng_1732020953347_54,qVNP-37ng,L7,l7pe,3,L
std_yNZn-GLzp_1732021431797_73,yNZn-GLzp,L9,l9pe,3,L
std_msiA-2sRW_1732021004293_55,msiA-2sRW,L7,l7pe,3,L
std_qVNP-37ng_1732020950192_54,qVNP-37ng,L7,l7pe,3,L
std_J87h-KrL9_1732020865139_49,J87h-KrL9,L7,l7pe,3,L
std_tsPE-ZxtQ_1732020832912_47,tsPE-ZxtQ,L7,l7pe,3,L
std_J87h-KrL9_1732020870908_49,J87h-KrL9,L7,l7pe,3,L
std_XFvJ-3nrh_1732020940303_53,XFvJ-3nrh,L7,l7pe,3,L
std_XFvJ-3nrh_1732020938684_53,XFvJ-3nrh,L7,l7pe,3,L
std_XFvJ-3nrh_1732020961595_53,XFvJ-3nrh,L7,l7pe,3,L
std_Fc78-7ekF_1732021063607_59,Fc78-7ekF,L8,l8pe,4,L
std_juGH-GQAW_1732020531822_30,juGH-GQAW,L2,l2pe,4,L
std_ujps-K3uE_1732020838613_48,ujps-K3uE,L7,l7pe,3,L
std_g9yk-TcCu_1732020477235_29,g9yk-TcCu,L2,l2pe,4,L
std_b24Y-onZe_1732020795334_42,b24Y-onZe,L3,l3pe,4,L
std_XA3Z-sd8W_1732020648332_36,XA3Z-sd8W,L2,l2pe,4,L
std_FfAi-2K8p_1732020150903_9,FfAi-2K8p,L1,l1pe,3,L
std_RL3P-BWJg_1732020563811_32,RL3P-BWJg,L2,l2pe,4,L
std_ycZ3-7pzo_1732020667653_38,ycZ3-7pzo,L3,l3pe,4,L
std_fu76-Cm9N_1732020292612_17,fu76-Cm9N,L1,l1pe,3,L
std_Af42-Z7JC_1732021637724_82,Af42-Z7JC,M2,m2pe,4,M
std_Af42-Z7JC_1732021598099_82,Af42-Z7JC,M2,m2pe,4,M
std_cjp7-3p3p_1732021942081_100,cjp7-3p3p,M5,m5pe,4,M
std_93Az-vC8F_1732021812150_93,93Az-vC8F,M4,m4pe,4,M
std_cjp7-3p3p_1732021912858_100,cjp7-3p3p,M5,m5pe,4,M
std_9xKw-7PLt_1732021708518_89,9xKw-7PLt,M3,m3pe,4,M
std_eAQ8-Y3nM_1732021820871_96,eAQ8-Y3nM,M5,m5pe,4,M
std_48Pg-L3p3_1732021709677_85,48Pg-L3p3,M3,m3pe,4,M
std_48Pg-L3p3_1732021618480_85,48Pg-L3p3,M3,m3pe,4,M
std_cjp7-3p3p_1732021960696_100,cjp7-3p3p,M5,m5pe,4,M
std_48Pg-L3p3_1732021704038_85,48Pg-L3p3,M3,m3pe,4,M
std_f6Zq-VTX3_1732021788697_92,f6Zq-VTX3,M4,m4pe,4,M
std_9xKw-7PLt_1732021738495_89,9xKw-7PLt,M3,m3pe,4,M
std_f6Zq-VTX3_1732021753819_92,f6Zq-VTX3,M4,m4pe,4,M
std_D73D-37DJ_1732021801734_95,D73D-37DJ,M5,m5pe,4,M
std_9xKw-7PLt_1732021699716_89,9xKw-7PLt,M3,m3pe,4,M
std_cMK7-83Ji_1732021811730_91,cMK7-83Ji,M4,m4pe,4,M
std_cMK7-83Ji_1732021755425_91,cMK7-83Ji,M4,m4pe,4,M
std_f6Zq-VTX3_1732021803843_92,f6Zq-VTX3,M4,m4pe,4,M
std_eAQ8-Y3nM_1732021835137_96,eAQ8-Y3nM,M5,m5pe,4,M
std_cjp7-3p3p_1732022029043_100,cjp7-3p3p,M5,m5pe,4,M
std_D73D-37DJ_1732021853238_95,D73D-37DJ,M5,m5pe,4,M
std_eAQ8-Y3nM_1732021909588_96,eAQ8-Y3nM,M5,m5pe,4,M
std_48Pg-L3p3_1732021610544_85,48Pg-L3p3,M3,m3pe,4,M
std_f6Zq-VTX3_1732021840696_92,f6Zq-VTX3,M4,m4pe,4,M
std_63h4-6Cio_1732021705553_90,63h4-6Cio,M3,m3pe,4,M
std_9xKw-7PLt_1732021662591_89,9xKw-7PLt,M3,m3pe,4,M
std_eAQ8-Y3nM_1732021882641_96,eAQ8-Y3nM,M5,m5pe,4,M
std_eAQ8-Y3nM_1732021944789_96,eAQ8-Y3nM,M5,m5pe,4,M
std_63h4-6Cio_1732021793650_90,63h4-6Cio,M3,m3pe,4,M
std_93Az-vC8F_1732021791732_93,93Az-vC8F,M4,m4pe,4,M
std_cjp7-3p3p_1732021972191_100,cjp7-3p3p,M5,m5pe,4,M
std_D73D-37DJ_1732021851737_95,D73D-37DJ,M5,m5pe,4,M
std_D73D-37DJ_1732021924138_95,D73D-37DJ,M5,m5pe,4,M
std_9xKw-7PLt_1732021697746_89,9xKw-7PLt,M3,m3pe,4,M
std_D73D-37DJ_1732021798079_95,D73D-37DJ,M5,m5pe,4,M
std_Af42-Z7JC_1732021631754_82,Af42-Z7JC,M2,m2pe,4,M
std_63h4-6Cio_1732021763786_90,63h4-6Cio,M3,m3pe,4,M
std_cMK7-83Ji_1732021737081_91,cMK7-83Ji,M4,m4pe,4,M
std_63h4-6Cio_1732021808447_90,63h4-6Cio,M3,m3pe,4,M
std_cMK7-83Ji_1732021784814_91,cMK7-83Ji,M4,m4pe,4,M
std_48Pg-L3p3_1732021608983_85,48Pg-L3p3,M3,m3pe,4,M
std_93Az-vC8F_1732021769980_93,93Az-vC8F,M4,m4pe,4,M
std_cMK7-83Ji_1732021835570_91,cMK7-83Ji,M4,m4pe,4,M
std_63h4-6Cio_1732021761994_90,63h4-6Cio,M3,m3pe,4,M
std_f6Zq-VTX3_1732021796944_92,f6Zq-VTX3,M4,m4pe,4,M
std_93Az-vC8F_1732021858272_93,93Az-vC8F,M4,m4pe,4,M
std_Af42-Z7JC_1732021561914_82,Af42-Z7JC,M2,m2pe,4,M
std_Af42-Z7JC_1732021602452_82,Af42-Z7JC,M2,m2pe,4,M
std_93Az-vC8F_1732021836691_93,93Az-vC8F,M4,m4pe,4,M
std_qkP4-Akdb_1732020220883_6,qkP4-Akdb,H3,h3pe,4,H
std_eNpj-fcrK_1732020011554_3,eNpj-fcrK,H1,h1pe,4,H
std_LTI_f8H3-wFPE_1732020730248_1,f8H3-wFPE,H5,h5pe,4,H
std_LTI_f8H3-wFPE_1732021151398_1,f8H3-wFPE,H5,h5pe,4,H
std_LTI_2Hfm-89T9_1732020833482_2,2Hfm-89T9,H7,h7pe,3,H
std_LTI_2Hfm-89T9_1732020530862_2,2Hfm-89T9,H7,h7pe,3,H
std_LTI_f8H3-wFPE_1732021029795_1,f8H3-wFPE,H5,h5pe,4,H
std_qkP4-Akdb_1732020057776_6,qkP4-Akdb,H3,h3pe,4,H
std_2KEe-HFKQ_1732020199511_7,2KEe-HFKQ,H4,h4pe,4,H
