extuserid,studentuserid1,studentext,classcode
tch_20230818-233633_77,3c3dc8cd-9b59-4a5b-86c2-226b33e279dc,std_1692433634083_77,6pLR-i64o
tch_20230818-233633_91,463ea05d-7e41-4d67-817f-6cc8575db19a,std_1692433637070_91,Vf97-zpW8
tch_20230818-233633_83,64624490-8021-4f4d-9bff-6ce9bcc496c2,std_1692433632540_83,ef4h-8K2v
tch_20230818-233633_97,9a4e3401-0b6d-4116-98dc-b497c11a97fe,std_1692433635876_97,4Go6-7o8b
tch_20230818-233633_90,0e903345-8b98-4750-83d9-0d84e62b6b1f,std_1692433637210_90,f27C-nVjB
tch_20230818-233633_76,a913b1ee-158c-44ac-9e7d-e7afd94107fa,std_1692433638477_76,42Qv-WyV4
tch_20230818-233633_85,9f1b1701-7241-494f-a512-c6fd18b7ce73,std_1692433641342_85,7cGc-wPt4
tch_20230818-233633_93,66426f0d-e3aa-450d-bf6b-aa6fdfc17d06,std_1692433644308_93,NK92-juzM
tch_20230818-233633_98,78e09c5e-8b3e-4b76-ab8d-130d65ab1485,std_1692433639888_98,hAva-7kj7
tch_20230818-233633_80,582480ae-0696-4db9-b158-b0e6b3e45a31,std_1692433645004_80,4a8B-DryM
tch_20230818-233633_79,8da7553c-fb30-4cd4-83d3-854f9269daa5,std_1692433642875_79,TWN4-6tq9
tch_20230818-233633_99,1969e6ed-a293-4b76-a82a-6c86f2c93072,std_1692433643903_99,47Ho-97bY
tch_20230818-233633_92,8e425a7f-1748-4208-bcc5-882133068316,std_1692433640402_92,q7h2-vFwR
tch_20230818-233633_86,c16a8d2b-578e-4775-8f24-79da32a73a80,std_1692433646243_86,gJLP-uP47
tch_20230818-233633_100,771fc1b6-2769-43e1-8f48-e95c32d56ad9,std_1692433647902_100,2K48-YAuT
tch_20230818-233633_101,e8bdbe0b-6314-4661-b117-968d01f0f8dc,std_1692433651919_101,2My7-T9d8
tch_20230818-233633_82,8e556c02-0d97-40e4-b608-353cab2f2638,std_1692433651654_82,786L-F3Cf
tch_20230818-233633_87,eea97593-3580-4b4a-aac3-43d3f67cdaa5,std_1692433653242_87,C6uX-6sw8
tch_20230818-233633_81,e4899c19-8612-4342-85cb-67d8a4165b95,std_1692433652366_81,9Ko6-kzyF
tch_20230818-233633_95,74bb9521-a5de-4d31-8f3e-df5dc90d40e1,std_1692433652819_95,f9hQ-rz3L
tch_20230818-233633_96,991cd57d-6d74-437f-beff-b5919c81334e,std_1692433658492_96,FHjs-7vHm
tch_20230818-233633_88,c5a23b59-8af5-4bd2-a55b-887b9ccc983f,std_1692433654833_88,y7Rs-23v3
tch_20230818-233633_94,fbc233e7-f662-4a81-bf12-0c95ed2a3c88,std_1692433654160_94,82QV-y6Wk
tch_20230818-233633_102,ba715a91-c95a-4611-b03c-5f1804b960ee,std_1692433655933_102,7xBn-28vz
tch_20230818-233633_83,0742075a-3100-4646-81bc-dfebfb196f42,std_1692433660719_83,ef4h-8K2v
tch_20230818-233633_89,2a62bda5-0c1d-43a9-906b-29e34053322d,std_1692433656928_89,ZuJ6-z6DK
tch_20230818-233633_84,530c09e9-6b62-4adc-b534-9e145d1b6fd4,std_1692433658558_84,9ei3-bj9J
tch_20230818-233633_103,2f59208b-1075-474d-bf6c-8da5ffb4e408,std_1692433659936_103,6TBA-jPmB
tch_20230818-233633_97,c91a0047-5aa9-4017-8cb1-e41d87e39cca,std_1692433662185_97,4Go6-7o8b
tch_20230818-233633_91,59ba1d16-c93e-47c0-afab-2a4e7bb0c8d7,std_1692433659956_91,Vf97-zpW8
tch_20230818-233633_99,888b5a9e-fad8-493a-92d5-f40861b6c90f,std_1692433669152_99,47Ho-97bY
tch_20230818-233633_85,208a8705-d320-4467-9a90-5ade7a46e2ec,std_1692433667740_85,7cGc-wPt4
tch_20230818-233633_104,761adac6-cf0d-48b4-bff2-ee568a748c64,std_1692433663949_104,fb3c-x2nA
tch_20230818-233633_90,a6d76b4f-ee90-4c4f-889f-49fb538ce634,std_1692433662723_90,f27C-nVjB
tch_20230818-233633_93,30bc44f0-012c-41b8-9d72-216231f9c066,std_1692433667742_93,NK92-juzM
tch_20230818-233633_106,cbde5ced-b082-4fce-a3b5-329b25c18399,std_1692433671953_106,MKw2-L6NT
tch_20230818-233633_105,8f1b7599-c18d-44a3-8551-ebaa4c0ec8c7,std_1692433667950_105,PKR9-r2FG
tch_20230818-233633_92,71bfbd8f-4da7-407f-871b-254d6b086cfd,std_1692433669708_92,q7h2-vFwR
tch_20230818-233633_98,c4b4700a-49fb-4d42-87af-3f370908342c,std_1692433668183_98,hAva-7kj7
tch_20230818-233633_107,d704d2eb-7a38-4f55-8b2c-3daf669b0ca2,std_1692433675966_107,EV4N-843M
tch_20230818-233633_101,7b3dcb88-8971-43ef-b6c2-3c71b6bbe63a,std_1692433675455_101,2My7-T9d8
tch_20230818-233633_95,e82762ba-c788-4163-a8d5-959bd47596c6,std_1692433679251_95,f9hQ-rz3L
tch_20230818-233633_87,e0037730-f0d7-4fcd-8dc1-a8831570b011,std_1692433678156_87,C6uX-6sw8
tch_20230818-233633_96,a02e391b-0336-494f-ae6a-11ac242b8417,std_1692433682044_96,FHjs-7vHm
tch_20230818-233633_94,cf063ace-2c66-4bd5-956a-ab078fd80034,std_1692433682793_94,82QV-y6Wk
tch_20230818-233633_108,44df80f8-6f8e-4435-a6a2-b64b756e98be,std_1692433679966_108,43WV-k2Fy
tch_20230818-233633_102,b0d61296-c3c4-406b-b56d-e81900a09267,std_1692433683612_102,7xBn-28vz
tch_20230818-233633_109,03b5b208-e826-4358-8e8c-630e1cba3aff,std_1692433683983_109,6xzt-jBXf
tch_20230818-233633_88,538bad5f-14fc-4d92-bcdd-dbd013064244,std_1692433682231_88,y7Rs-23v3
tch_20230818-233633_110,040b834e-c96c-4b6d-ae44-c0ad3414926b,std_1692433687981_110,uByH-N2x2
tch_20230818-233633_89,08db2bf6-812e-4d97-958d-1dbd8d510f9b,std_1692433684274_89,ZuJ6-z6DK
tch_20230818-233633_97,a1ecd576-83de-4136-a473-6e619c2cd5c9,std_1692433689314_97,4Go6-7o8b
tch_20230818-233633_91,0d4c4f81-4492-434a-8842-fac1e0011e1c,std_1692433690028_91,Vf97-zpW8
tch_20230818-233633_104,d7248946-5eb0-4d22-bbb2-ce16e8969477,std_1692433693066_104,fb3c-x2nA
tch_20230818-233633_103,8f2f171a-2bdd-4442-8f84-c2b90d329f56,std_1692433688915_103,6TBA-jPmB
tch_20230818-233633_99,3683e251-0c6d-43e9-8bd1-9e0d595643aa,std_1692433692032_99,47Ho-97bY
tch_20230818-233633_111,43375671-e3ab-4c5b-8d00-51e269d44851,std_1692433691985_111,WFfv-3aJw
tch_20230818-233633_93,9a9fb780-09f7-43f7-8b49-661e74623e74,std_1692433693926_93,NK92-juzM
tch_20230818-233633_90,f8b59d9c-50d2-42b1-b255-8ca0248c0c92,std_1692433693674_90,f27C-nVjB
tch_20230818-233633_106,16e4f86c-6f3d-4966-86c8-908d8edfd588,std_1692433695740_106,MKw2-L6NT
tch_20230818-233633_112,6f8e9a7b-5ae4-4b6e-8c22-820e15bc78f9,std_1692433695997_112,zdpy-f3Ki
tch_20230818-233633_98,0d0a2767-6d0e-48f7-81bc-222cbc7b2827,std_1692433698856_98,hAva-7kj7
tch_20230818-233633_92,e3bf2060-09ae-4ed6-bc35-46b0155ce91b,std_1692433697473_92,q7h2-vFwR
tch_20230818-233633_105,f1b938e7-177b-4c8f-b3a1-72653b8cda42,std_1692433697239_105,PKR9-r2FG
tch_20230818-233633_107,e9597728-9ad6-4189-80f2-2f34563f4e52,std_1692433700054_107,EV4N-843M
tch_20230818-233633_113,b5d9d8a1-f608-46e6-b143-97a627affb7b,std_1692433699998_113,4iXn-3HcR
tch_20230818-233633_95,f1d642cd-a617-4e30-9b9e-6a563c24538c,std_1692433703637_95,f9hQ-rz3L
tch_20230818-233633_114,4e353efc-f668-4102-b6ff-de0722cc0723,std_1692433704013_114,7LgW-ro2v
tch_20230818-233633_100,bacaf73b-2407-4c96-973b-98e26fefa87b,std_1692433700784_100,2K48-YAuT
tch_20230818-233633_101,fc0edf88-10e1-4e7e-8e05-e8ab36b4f4a9,std_1692433702372_101,2My7-T9d8
tch_20230818-233633_102,8fd9a90f-928b-4e98-b62e-85853bd848fe,std_1692433709846_102,7xBn-28vz
tch_20230818-233633_96,b0ca8c52-1111-4132-a29f-d295d6a23839,std_1692433707786_96,FHjs-7vHm
tch_20230818-233633_94,916d95dc-96b2-44a0-bbaa-a17320e22311,std_1692433708031_94,82QV-y6Wk
tch_20230818-233633_115,fff6e7cc-437c-4bcd-a500-eb46be4fb5a1,std_1692433708013_115,BA28-7mFn
tch_20230818-233633_108,c579d5bb-323f-4ed8-82f3-ada12a980db6,std_1692433708639_108,43WV-k2Fy
tch_20230818-233633_116,e20ff6be-03b4-4973-8995-c427e84e0e0c,std_1692433712012_116,E2hV-tNjd
tch_20230818-233633_110,e57d2847-d900-457e-a681-d65927ce08c1,std_1692433711493_110,uByH-N2x2
tch_20230818-233633_97,06465350-75d9-4df5-97a6-5de4ff9517b1,std_1692433715704_97,4Go6-7o8b
tch_20230818-233633_109,63086681-c906-4840-b7a5-a42ba0ec6840,std_1692433710625_109,6xzt-jBXf
tch_20230818-233633_117,76639b9a-24cb-4a81-97fc-d9a9e94b80ac,std_1692433716028_117,83sD-d38K
tch_20230818-233633_103,0bb3585b-bd47-4a29-ab87-dc117383f3e4,std_1692433718688_103,6TBA-jPmB
tch_20230818-233633_99,4a902f52-3262-4c69-b420-ac895694a1a0,std_1692433719699_99,47Ho-97bY
tch_20230818-233633_111,bce66da8-a694-4d2d-9a35-e2fee6d07f22,std_1692433719733_111,WFfv-3aJw
tch_20230818-233633_118,1c7a4331-5940-4308-85f4-2b0790c43e49,std_1692433720031_118,43HK-BjdJ
tch_20230818-233633_104,b364e599-e410-48d8-bc5e-2d12ff307415,std_1692433718232_104,fb3c-x2nA
tch_20230818-233633_106,dc827e0b-e7ec-4ea3-b04b-313f770ef707,std_1692433722901_106,MKw2-L6NT
tch_20230818-233633_112,841f0358-d6ce-4a9c-84ab-00a7ec63b203,std_1692433723123_112,zdpy-f3Ki
tch_20230818-233633_98,b249c77b-2db7-4356-b473-d15789909dfb,std_1692433724111_98,hAva-7kj7
tch_20230818-233633_105,f8e65c32-3bf5-44a7-b73e-c08fc1a8e7f5,std_1692433724991_105,PKR9-r2FG
tch_20230818-233633_119,0d2af64c-44e4-4cb9-8d0a-d5138e78e025,std_1692433724052_119,MYqP-49oG
tch_20230818-233633_107,66edae33-63bb-44ca-bdb2-822d65f37ce3,std_1692433726945_107,EV4N-843M
tch_20230818-233633_114,37d0b377-cdfd-49b8-af06-38aa54af80a8,std_1692433728866_114,7LgW-ro2v
tch_20230818-233633_120,24b6f0ac-079f-4c1f-88bd-05b69989acf5,std_1692433728052_120,YCvc-dHYk
tch_20230818-233633_113,8a59130d-86ef-42ed-a310-c29dc9cb7190,std_1692433727561_113,4iXn-3HcR
tch_20230818-233633_100,99f14a06-ac48-4aef-b773-9d8f0afc66ec,std_1692433728913_100,2K48-YAuT
tch_20230818-233633_102,350d5546-0a0d-4075-beda-620a8b1cf6a1,std_1692433734202_102,7xBn-28vz
tch_20230818-233633_121,cf83a5f5-4dea-4ca1-81e0-d2a69778394a,std_1692433732060_121,3Qys-rnL9
tch_20230818-233633_115,30526a3b-eb27-4004-a55e-eff70369ac33,std_1692433735720_115,BA28-7mFn
tch_20230818-233633_101,91a77a13-251f-4587-a0ba-203d1dafd426,std_1692433730128_101,2My7-T9d8
tch_20230818-233633_108,c3576725-5527-41a6-80fd-10486791e59f,std_1692433735861_108,43WV-k2Fy
tch_20230818-233633_116,9b9e731b-4a5b-47bf-acab-90c6e0b2a0b6,std_1692433737732_116,E2hV-tNjd
tch_20230818-233633_122,f5bfac49-e7b4-4edb-ac92-3a8babdbad3d,std_1692433736060_122,mF2X-gsPB
tch_20230818-233633_117,98355a82-3091-4115-8b9f-6b46b4ca3e83,std_1692433742417_117,83sD-d38K
tch_20230818-233633_123,70ac3d55-0385-44bb-b90f-60e11e72594a,std_1692433740060_123,W8f8-nuay
tch_20230818-233633_110,37ecfb6e-3319-4eb8-8e9a-edf4784b4f5a,std_1692433738789_110,uByH-N2x2
tch_20230818-233633_109,6c1afc0a-5d80-49d8-94c0-c1fd869dc980,std_1692433741236_109,6xzt-jBXf
tch_20230818-233633_111,42ce575e-304f-41e3-9ef5-40a0b13691f8,std_1692433744969_111,WFfv-3aJw
tch_20230818-233633_125,76c73257-9258-41a4-9cca-b625eef7855e,std_1692433748079_125,C8X4-VQXw
tch_20230818-233633_103,89e43a45-29cc-4742-9c5a-865a494e6a94,std_1692433744299_103,6TBA-jPmB
tch_20230818-233633_104,18e5ace8-baac-490f-b6a6-498bf2cb8e89,std_1692433748258_104,fb3c-x2nA
tch_20230818-233633_106,182ef063-2948-4b2d-96e0-83ae30bd6326,std_1692433748632_106,MKw2-L6NT
tch_20230818-233633_124,8bb16f58-5dcf-4e57-9045-8b33f703a263,std_1692433744078_124,2AHP-vm3x
tch_20230818-233633_112,3ed9bb41-60b2-443d-ba38-a71b8649330d,std_1692433748855_112,zdpy-f3Ki
tch_20230818-233633_126,86e58317-24a9-44f7-af2e-771f12f14c79,std_1692433752092_126,vXC4-gf3x
tch_20230818-233633_118,4be32751-8575-49d5-8d72-ea40f964fa78,std_1692433748207_118,43HK-BjdJ
tch_20230818-233633_105,6268d425-ee08-49c4-961c-1a9a1c2ecfe4,std_1692433750487_105,PKR9-r2FG
tch_20230818-233633_119,aed180a4-656f-437f-8fa3-55c7a723e2a2,std_1692433752221_119,MYqP-49oG
tch_20230818-233633_107,bb7fa76b-5572-4750-9145-d2762a90c83d,std_1692433752317_107,EV4N-843M
tch_20230818-233633_120,80f30db1-49d0-4359-881b-7c8c93e4547a,std_1692433755234_120,YCvc-dHYk
tch_20230818-233633_114,9057f421-247a-46e2-a273-dda500b2d2f9,std_1692433754461_114,7LgW-ro2v
tch_20230818-233633_121,a4248309-0794-40a3-909e-3331e61b80cd,std_1692433759734_121,3Qys-rnL9
tch_20230818-233633_113,f6795d16-8cff-43ee-82e1-40a78e422700,std_1692433756010_113,4iXn-3HcR
tch_20230818-233633_127,15c8f991-78fd-46af-943e-bbb431d244ff,std_1692433756091_127,U6mo-h8Yg
tch_20230818-233633_108,f3e7d9e2-c897-4bc0-8687-f7f67e04c149,std_1692433761643_108,43WV-k2Fy
tch_20230818-233633_128,929228f7-9342-4fc4-9028-f754d5d2a314,std_1692433760106_128,GD6m-Xcsh
tch_20230818-233633_115,40192b36-64d6-4065-8642-32941802b32d,std_1692433759867_115,BA28-7mFn
tch_20230818-233633_129,ef37a881-380b-431d-a71b-900a13b33560,std_1692433764107_129,Bwua-xjsV
tch_20230818-233633_122,2757cc15-b397-4ec8-8f95-3248b872c105,std_1692433765939_122,mF2X-gsPB
tch_20230818-233633_116,26287f14-e9c5-449e-9e0f-0564fc725ab8,std_1692433765306_116,E2hV-tNjd
tch_20230818-233633_110,52e1c624-30a0-43aa-8ad3-80e74aacfb23,std_1692433767437_110,uByH-N2x2
tch_20230818-233633_117,046b9d03-611a-43f6-bb99-160ce0cf6fd2,std_1692433766091_117,83sD-d38K
tch_20230818-233633_123,a88bd52f-a713-4566-931c-8c0220e45722,std_1692433766349_123,W8f8-nuay
tch_20230818-233633_109,5e315b66-5ed9-4c82-87b6-ae86b5f586d8,std_1692433768893_109,6xzt-jBXf
tch_20230818-233633_130,b8b5f205-8e02-4f31-9521-ad208378ea5c,std_1692433768124_130,2tva-4pNj
tch_20230818-233633_111,e1ffc36b-76be-4362-bc8b-77f7cec3592a,std_1692433772417_111,WFfv-3aJw
tch_20230818-233633_131,0cea81d9-449e-4c94-9553-f1e82935ca26,std_1692433772132_131,Wuxt-2uaf
tch_20230818-233633_112,bc2077b0-1d1f-411a-a605-595f3f2f43c5,std_1692433777746_112,zdpy-f3Ki
tch_20230818-233633_124,6aaa542b-d394-4700-8251-3e7c24f6158d,std_1692433776615_124,2AHP-vm3x
tch_20230818-233633_132,81c647ed-551b-4d3e-b1a3-57f81a3ada08,std_1692433776138_132,U7Ni-cqYx
tch_20230818-233633_126,f4c7cc15-9974-4604-bf09-448090de2478,std_1692433777751_126,vXC4-gf3x
tch_20230818-233633_125,e76c955f-42ef-4cb6-bf15-ea7bea542856,std_1692433774288_125,C8X4-VQXw
tch_20230818-233633_118,bbb11be5-6332-4d92-b1d5-20cebf0010c2,std_1692433778138_118,43HK-BjdJ
tch_20230818-233633_133,75be1d51-90ee-4f8d-bac8-6abe0c33bba3,std_1692433780146_133,93kd-76uh
tch_20230818-233633_114,81e5075a-3b43-4a3c-8f49-5a9a5d4baa25,std_1692433783701_114,7LgW-ro2v
tch_20230818-233633_120,da820192-e982-4e18-80a3-ee4f2762d71f,std_1692433782417_120,YCvc-dHYk
tch_20230818-233633_119,efd0717e-19f5-427f-b4da-eaf32c9960fe,std_1692433779159_119,MYqP-49oG
tch_20230818-233633_134,65243ab9-b902-4677-b1cf-cf9d8768e7da,std_1692433784152_134,3GdA-7jyh
tch_20230818-233633_113,5a471d96-3c0c-4c8d-8b42-6bfa6ecf0df4,std_1692433784114_113,4iXn-3HcR
tch_20230818-233633_127,b3c53b04-7353-46a1-bc27-2e889ce8dcc9,std_1692433785054_127,U6mo-h8Yg
tch_20230818-233633_128,b7a030fc-98e1-4474-a108-e079a48e96b9,std_1692433788290_128,GD6m-Xcsh
tch_20230818-233633_135,d27e67e4-cb1b-4bef-b924-b0210c5ef96a,std_1692433788159_135,xj2f-w6Xk
tch_20230818-233633_121,524f63b7-ddc0-43f6-8406-35ee2ed935e7,std_1692433783821_121,3Qys-rnL9
tch_20230818-233633_122,4f973c4c-6947-4ef7-9668-b361b58a7c08,std_1692433789841_122,mF2X-gsPB
tch_20230818-233633_115,15f7e33a-f574-4d52-a835-8f91c3cf0665,std_1692433789528_115,BA28-7mFn
tch_20230818-233633_116,c26e7cfd-cd55-4b76-9cfc-4ac359aadd91,std_1692433793284_116,E2hV-tNjd
tch_20230818-233633_129,558289da-99d1-4978-a2f3-1c9c3faa6c62,std_1692433789654_129,Bwua-xjsV
tch_20230818-233633_117,000ecfc4-ea59-4b10-b0d7-fda3da4383d6,std_1692433793446_117,83sD-d38K
tch_20230818-233633_123,e39bef7f-3f98-4343-9507-7574ec846850,std_1692433795530_123,W8f8-nuay
tch_20230818-233633_137,9dfe1641-1ce3-4e62-aff2-a0f1123d61bb,std_1692433796175_137,7DrZ-y26s
tch_20230818-233633_136,8e02df8e-8db0-4d01-b107-aa730dfdab01,std_1692433792167_136,9cs8-dhj2
tch_20230818-233633_131,08e48870-b4fc-4dbf-9292-2f2d5d20ad5d,std_1692433800140_131,Wuxt-2uaf
tch_20230818-233633_130,cc9ade9e-c267-4b00-bc65-4ca7aaa57cfb,std_1692433797864_130,2tva-4pNj
tch_20230818-233633_138,2c9429ff-e8d6-4460-9017-54f3fddbb7f6,std_1692433800181_138,Kx7g-7Dt4
tch_20230818-233633_125,6b8289c9-525d-480b-adee-8c813ed4cde7,std_1692433804602_125,C8X4-VQXw
tch_20230818-233633_119,2a1763ca-08a8-4e35-b90d-489022d771c7,std_1692433807765_119,MYqP-49oG
tch_20230818-233633_124,9d38c5f9-b18e-4388-8e8d-eb6e68023c80,std_1692433803363_124,2AHP-vm3x
tch_20230818-233633_140,7f463ea5-f0f7-4611-89d3-da3072206cf6,std_1692433808197_140,r27H-hGWJ
tch_20230818-233633_132,01c67874-0dba-4cda-9d03-276d0b81bb27,std_1692433803809_132,U7Ni-cqYx
tch_20230818-233633_118,5c6d051c-c764-436f-a4fb-eb4bb67fad53,std_1692433805050_118,43HK-BjdJ
tch_20230818-233633_126,447305e5-826b-447b-99c2-25a9b4194153,std_1692433804447_126,vXC4-gf3x
tch_20230818-233633_139,a8fcf67f-bd91-4e91-b859-b7023b010aa5,std_1692433804189_139,4DCg-9qw6
tch_20230818-233633_133,970b73c5-b332-4d69-af8e-86cb37fcc37b,std_1692433805511_133,93kd-76uh
tch_20230818-233633_120,426536a2-45d3-4d46-81ae-361f0e9a159e,std_1692433807063_120,YCvc-dHYk
tch_20230818-233633_134,0b32325f-28a0-4734-b397-76485f474dfb,std_1692433808844_134,3GdA-7jyh
tch_20230818-233633_128,2a4c5534-197c-4138-9457-76a40d940f5a,std_1692433810193_128,GD6m-Xcsh
tch_20230818-233633_127,1d6fa40c-a8ee-4fe4-be25-773cd75eb401,std_1692433810060_127,U6mo-h8Yg
tch_20230818-233633_121,9edfc81b-9aa6-4982-9f53-94228486317a,std_1692433812533_121,3Qys-rnL9
tch_20230818-233633_141,64f833b7-42cf-4be6-9d08-f4831c2f924a,std_1692433812201_141,kLmr-6284
tch_20230818-233633_122,a24f7c8f-64d5-4b99-b941-3d3469700098,std_1692433816153_122,mF2X-gsPB
tch_20230818-233633_135,479d9b10-4c4f-4dbf-bb8b-0e92bf52cbe7,std_1692433812140_135,xj2f-w6Xk
tch_20230818-233633_142,35e85b19-b6d3-44b6-9037-df09bf8eef3d,std_1692433816209_142,W2t4-fM36
tch_20230818-233633_129,7120fcfe-26ad-4654-b1ad-266604743df3,std_1692433819491_129,Bwua-xjsV
tch_20230818-233633_136,0a32ae1f-ebb6-42d0-bca4-91934d256d08,std_1692433822107_136,9cs8-dhj2
tch_20230818-233633_131,461d2e59-cc8a-4005-8639-9a427de8582e,std_1692433822439_131,Wuxt-2uaf
tch_20230818-233633_123,0ff6c348-96ae-467f-9503-ae2ee355d948,std_1692433820234_123,W8f8-nuay
tch_20230818-233633_130,a957bc96-a58a-49c2-b925-2e10757376b7,std_1692433824063_130,2tva-4pNj
tch_20230818-233633_137,85c874ee-af14-4991-9e00-f9d8fd632736,std_1692433821323_137,7DrZ-y26s
tch_20230818-233633_143,fbfddb82-578d-4c4c-a6c7-ca407164ee4b,std_1692433820215_143,qcu3-qzKN
tch_20230818-233633_144,e7c3d68d-3dc3-414e-8662-58755d80250c,std_1692433824222_144,RP6z-2kNy
tch_20230818-233633_138,dee8953d-0b22-49e8-a0e5-1d1f087bd28c,std_1692433825081_138,Kx7g-7Dt4
tch_20230818-233633_145,a8c689b4-1042-4520-b95c-c65f29a49f69,std_1692433828229_145,Rhvj-NcLi
tch_20230818-233633_124,edb758a4-7a69-4db9-894e-15f0a0a08f8b,std_1692433830356_124,2AHP-vm3x
tch_20230818-233633_140,e3bc8577-66de-4fb2-8058-3c9b3e10a086,std_1692433830832_140,r27H-hGWJ
tch_20230818-233633_146,4fef0fd9-1d05-4a0f-91a4-9fd644885f20,std_1692433832234_146,zPmd-3C7q
tch_20230818-233633_125,2b6ead5d-2fc7-434a-8bf3-479b30d20129,std_1692433829754_125,C8X4-VQXw
tch_20230818-233633_139,923d331b-b635-42c1-a849-1dea81c5c712,std_1692433832222_139,4DCg-9qw6
tch_20230818-233633_132,39ef435d-6f27-4a25-8ab2-c508e3683dca,std_1692433831250_132,U7Ni-cqYx
tch_20230818-233633_128,09b4bcfb-4118-45d7-b7e9-77c909144753,std_1692433836659_128,GD6m-Xcsh
tch_20230818-233633_126,561ccadf-1e2b-4ae8-a59c-e0152cdbbd67,std_1692433831755_126,vXC4-gf3x
tch_20230818-233633_134,2a7b7654-cd67-4d66-95b4-64619f545e8d,std_1692433835872_134,3GdA-7jyh
tch_20230818-233633_133,50cef215-99a4-4f22-b179-a6bfed955bd5,std_1692433834613_133,93kd-76uh
tch_20230818-233633_147,8d36f3e8-eb55-42b4-943f-3723bbda8ee1,std_1692433836243_147,QyRk-s3Jw
tch_20230818-233633_127,cc98cea2-8e29-4333-92eb-06cdfa391a88,std_1692433837648_127,U6mo-h8Yg
tch_20230818-233633_148,27eea8c4-3ecd-48ce-ada8-1dcfc0b63ccd,std_1692433840251_148,VGK3-dGs9
tch_20230818-233633_141,050deb4f-350a-4a2c-b940-d13ab305cfb9,std_1692433838553_141,kLmr-6284
tch_20230818-233633_129,3d418ef3-8f2b-4e84-a426-d60c652815cd,std_1692433845469_129,Bwua-xjsV
tch_20230818-233633_135,a86bb4b9-6230-451d-b89b-c7cb7006613e,std_1692433840938_135,xj2f-w6Xk
tch_20230818-233633_136,7a477bc3-cccb-47e9-b00a-e0629f67554d,std_1692433847770_136,9cs8-dhj2
tch_20230818-233633_149,2ee72941-5d5f-4a77-a968-2cc622c4e5ce,std_1692433844258_149,Pyjo-7Ep9
tch_20230818-233633_130,ba934db1-3078-465f-ba25-2ec478d03d03,std_1692433850559_130,2tva-4pNj
tch_20230818-233633_150,333b3d7f-2dcc-48de-b0cd-589aa38ad8b0,std_1692433848263_150,GRc3-LVke
tch_20230818-233633_142,bf482804-6487-4da5-ade2-6b9ee5a58c41,std_1692433844475_142,W2t4-fM36
tch_20230818-233633_144,bd8394b8-0f12-4d83-b4dd-652ad9d0e9cc,std_1692433851475_144,RP6z-2kNy
tch_20230818-233633_131,603e9d07-a6db-4b13-bd01-ea1948a02c48,std_1692433847834_131,Wuxt-2uaf
tch_20230818-233633_143,7ad160bc-2ba9-4e88-a363-1bf885b610cc,std_1692433851211_143,qcu3-qzKN
tch_20230818-233633_145,4582e6e9-26bf-4068-a607-0505bf012a52,std_1692433855671_145,Rhvj-NcLi
tch_20230818-233633_137,189b7b5b-1978-468f-97fd-017e0cad8b4d,std_1692433850997_137,7DrZ-y26s
tch_20230818-233633_138,b2af607e-4e58-4077-96ff-83b8d409c690,std_1692433853269_138,Kx7g-7Dt4
tch_20230818-233633_152,c58608bc-e30b-4b9f-af38-fb84fb921c9d,std_1692433856273_152,iA6P-97Bi
tch_20230818-233633_151,da3cd19e-cdc9-4bc6-a7f6-254e8b41145f,std_1692433852267_151,D8Pm-D9U2
tch_20230818-233633_146,c2827436-cdbb-4b49-a94b-3e855a8efaa9,std_1692433857559_146,zPmd-3C7q
tch_20230818-233633_140,40aebd41-f89e-483c-86d9-fe31cbc1a59b,std_1692433857556_140,r27H-hGWJ
tch_20230818-233633_132,c76be1ea-24cb-4dda-8607-d105eeb34452,std_1692433859466_132,U7Ni-cqYx
tch_20230818-233633_153,e059b878-4739-43c0-9cd4-d730867b1f8c,std_1692433860280_153,39FR-4LfP
tch_20230818-233633_139,1df99d7b-d7bc-46ad-84a2-c333ce7f2b6b,std_1692433858697_139,4DCg-9qw6
tch_20230818-233633_147,8f8a61ed-20f7-461d-9a33-8d88309fb37f,std_1692433864505_147,QyRk-s3Jw
tch_20230818-233633_133,c0d42c43-d7eb-42d8-852e-8de8478387c5,std_1692433864218_133,93kd-76uh
tch_20230818-233633_134,9702df6b-c9b1-4f35-b5dd-392a32690739,std_1692433863447_134,3GdA-7jyh
tch_20230818-233633_154,7361bb9e-5917-44b1-9159-d4349fa4b594,std_1692433864284_154,iCo4-FZP2
tch_20230818-233633_141,d1714adf-3233-4c5b-bef0-ccc8c50ce7e0,std_1692433867708_141,kLmr-6284
tch_20230818-233633_148,b9a8a2a7-1232-475f-97f9-995c9619d766,std_1692433866560_148,VGK3-dGs9
tch_20230818-233633_155,2dba04bb-4dc7-45da-a01c-b67c1f4d95b6,std_1692433868289_155,jLgK-GVAV
tch_20230818-233633_136,51e3c71f-97c5-40f2-948e-7d4ef2e3facf,std_1692433870747_136,9cs8-dhj2
tch_20230818-233633_149,30e9555c-16e6-4037-bad8-7401564cccd6,std_1692433871421_149,Pyjo-7Ep9
tch_20230818-233633_156,5b636900-d672-457f-9011-fe1915d7955b,std_1692433872296_156,cb8X-sazP
tch_20230818-233633_135,cd82a53f-e216-49fe-a856-8fa5e0d519c6,std_1692433870335_135,xj2f-w6Xk
tch_20230818-233633_150,5e5a7c52-c885-473a-b523-6a9f1cb8d6a2,std_1692433874662_150,GRc3-LVke
